region,period,scen,rem
682,2040,SSP1,-145.3233819
682,2045,SSP1,-161.9154336
682,2050,SSP1,-180.0076918
682,2055,SSP1,-193.9690937
682,2060,SSP1,-205.9912717
682,2065,SSP1,-216.2571336
682,2070,SSP1,-237.7289592
682,2075,SSP1,-243.0217635
682,2080,SSP1,-240.1343712
682,2085,SSP1,-260.9836616
682,2090,SSP1,-249.4061748
682,2095,SSP1,-225.6215688
682,2100,SSP1,-243.6569861
729,2015,SSP1,NA
729,2020,SSP1,-0.169635985
729,2025,SSP1,-0.387660323
729,2030,SSP1,-0.702064141
729,2035,SSP1,-1.256037752
729,2040,SSP1,-2.163484066
729,2045,SSP1,-3.554691941
729,2050,SSP1,-5.581742771
729,2055,SSP1,-8.636382212
729,2060,SSP1,-12.63011324
729,2065,SSP1,-17.80743998
729,2070,SSP1,-24.07299706
729,2075,SSP1,-33.11933799
729,2080,SSP1,-41.99258672
729,2085,SSP1,-51.30958456
729,2090,SSP1,-62.07762101
729,2095,SSP1,-74.28970035
729,2100,SSP1,-94.1872048
686,2015,SSP1,NA
686,2020,SSP1,3.882559973
686,2025,SSP1,4.4053312
686,2030,SSP1,5.313450211
686,2035,SSP1,6.668847013
686,2040,SSP1,8.585049654
686,2045,SSP1,11.20910626
686,2050,SSP1,14.42905917
686,2055,SSP1,18.26412559
686,2060,SSP1,23.00227571
686,2065,SSP1,28.58479084
686,2070,SSP1,34.014554
686,2075,SSP1,40.73865604
686,2080,SSP1,47.04122899
686,2085,SSP1,52.01403877
686,2090,SSP1,59.55370924
686,2095,SSP1,67.22523061
686,2100,SSP1,73.84781158
702,2015,SSP1,NA
702,2020,SSP1,-11.81220002
702,2025,SSP1,-14.74151287
702,2030,SSP1,-17.59249591
702,2035,SSP1,-20.22283021
702,2040,SSP1,-22.50425393
702,2045,SSP1,-24.93306667
702,2050,SSP1,-26.76437318
702,2055,SSP1,-28.11699994
702,2060,SSP1,-29.85025088
702,2065,SSP1,-30.75112363
702,2070,SSP1,-31.26081129
702,2075,SSP1,-31.43763314
702,2080,SSP1,-32.13765811
702,2085,SSP1,-31.52770269
702,2090,SSP1,-30.36546626
702,2095,SSP1,-30.20299832
702,2100,SSP1,-28.24685351
90,2015,SSP1,NA
90,2020,SSP1,0.045834221
90,2025,SSP1,0.08244299
90,2030,SSP1,0.128279573
90,2035,SSP1,0.185653999
90,2040,SSP1,0.256490996
90,2045,SSP1,0.341829869
90,2050,SSP1,0.439053625
90,2055,SSP1,0.543260228
90,2060,SSP1,0.661113041
90,2065,SSP1,0.791857617
90,2070,SSP1,0.937916469
90,2075,SSP1,1.086364985
90,2080,SSP1,1.245326103
90,2085,SSP1,1.409732856
90,2090,SSP1,1.584835887
90,2095,SSP1,1.749819364
90,2100,SSP1,1.846648154
694,2015,SSP1,NA
694,2020,SSP1,-0.143893903
694,2025,SSP1,-0.345983277
694,2030,SSP1,-0.712592619
694,2035,SSP1,-1.401495226
694,2040,SSP1,-2.718786903
694,2045,SSP1,-4.881554218
694,2050,SSP1,-8.577162024
694,2055,SSP1,-13.96764582
694,2060,SSP1,-21.60018693
694,2065,SSP1,-33.47033978
694,2070,SSP1,-47.4991085
694,2075,SSP1,-64.20447481
694,2080,SSP1,-89.92326619
694,2085,SSP1,-115.5868724
694,2090,SSP1,-145.6159398
694,2095,SSP1,-192.7375198
694,2100,SSP1,-234.7891941
222,2015,SSP1,NA
222,2020,SSP1,7.038061167
222,2025,SSP1,7.902169377
222,2030,SSP1,8.80081888
222,2035,SSP1,9.666082964
222,2040,SSP1,10.74763931
222,2045,SSP1,11.58996538
222,2050,SSP1,12.31944626
222,2055,SSP1,13.36750767
222,2060,SSP1,14.02438143
222,2065,SSP1,14.60723199
222,2070,SSP1,15.75984109
222,2075,SSP1,16.31119357
222,2080,SSP1,16.57997755
222,2085,SSP1,17.5388448
222,2090,SSP1,17.51308505
222,2095,SSP1,16.84629251
222,2100,SSP1,14.94301888
706,2015,SSP1,NA
706,2020,SSP1,-3.68E-05
706,2025,SSP1,-5.52E-05
706,2030,SSP1,-9.75E-05
706,2035,SSP1,-0.00018219
706,2040,SSP1,-0.000354039
706,2045,SSP1,-0.000659291
706,2050,SSP1,-0.001178104
706,2055,SSP1,-0.002081877
706,2060,SSP1,-0.003420741
706,2065,SSP1,-0.00531945
706,2070,SSP1,-0.008278605
706,2075,SSP1,-0.011645795
706,2080,SSP1,-0.015601096
706,2085,SSP1,-0.021832049
706,2090,SSP1,-0.027998356
706,2095,SSP1,-0.03518414
706,2100,SSP1,-0.042978593
688,2015,SSP1,NA
688,2020,SSP1,62.97485342
688,2025,SSP1,134.8644445
688,2030,SSP1,219.9434118
688,2035,SSP1,321.1385263
688,2040,SSP1,440.0804883
688,2045,SSP1,580.6623097
688,2050,SSP1,742.4873958
688,2055,SSP1,923.079894
688,2060,SSP1,1124.897827
688,2065,SSP1,1345.494311
688,2070,SSP1,1585.208518
688,2075,SSP1,1837.037651
688,2080,SSP1,2113.867314
688,2085,SSP1,2384.113653
688,2090,SSP1,2648.972732
688,2095,SSP1,2958.049013
688,2100,SSP1,3213.379068
678,2015,SSP1,NA
678,2020,SSP1,0.036580422
678,2025,SSP1,0.040662916
678,2030,SSP1,0.046840508
678,2035,SSP1,0.054995357
678,2040,SSP1,0.063882997
678,2045,SSP1,0.073743838
678,2050,SSP1,0.086239207
678,2055,SSP1,0.098194557
678,2060,SSP1,0.109935057
678,2065,SSP1,0.126851244
678,2070,SSP1,0.139700233
678,2075,SSP1,0.147897951
678,2080,SSP1,0.16067805
678,2085,SSP1,0.167761916
678,2090,SSP1,0.167592278
678,2095,SSP1,0.164691698
678,2100,SSP1,0.176450774
740,2015,SSP1,NA
740,2020,SSP1,-0.044556437
740,2025,SSP1,-0.057648809
740,2030,SSP1,-0.078007721
740,2035,SSP1,-0.103709771
740,2040,SSP1,-0.13494945
740,2045,SSP1,-0.174018127
740,2050,SSP1,-0.213849823
740,2055,SSP1,-0.253587279
740,2060,SSP1,-0.306526149
740,2065,SSP1,-0.349814358
740,2070,SSP1,-0.386939715
740,2075,SSP1,-0.447529107
740,2080,SSP1,-0.475618565
740,2085,SSP1,-0.486008579
740,2090,SSP1,-0.553195202
740,2095,SSP1,-0.531950986
740,2100,SSP1,-0.486696609
703,2015,SSP1,NA
703,2020,SSP1,1.867440504
703,2025,SSP1,2.464875944
703,2030,SSP1,3.179995135
703,2035,SSP1,4.051935854
703,2040,SSP1,5.139009317
703,2045,SSP1,6.207649147
703,2050,SSP1,7.411582392
703,2055,SSP1,8.789346747
703,2060,SSP1,9.980074515
703,2065,SSP1,11.45097287
703,2070,SSP1,12.89064207
703,2075,SSP1,14.65138914
703,2080,SSP1,15.80461229
703,2085,SSP1,16.91311477
703,2090,SSP1,18.52263018
703,2095,SSP1,18.954704
703,2100,SSP1,19.33973624
705,2015,SSP1,NA
705,2020,SSP1,-0.629129293
705,2025,SSP1,-0.749234773
705,2030,SSP1,-0.902506942
705,2035,SSP1,-1.12378048
705,2040,SSP1,-1.361388464
705,2045,SSP1,-1.613162474
705,2050,SSP1,-1.941567649
705,2055,SSP1,-2.244724375
705,2060,SSP1,-2.574971394
705,2065,SSP1,-2.949182873
705,2070,SSP1,-3.53171695
705,2075,SSP1,-4.009726794
705,2080,SSP1,-4.468729801
705,2085,SSP1,-5.233406729
705,2090,SSP1,-5.693186371
705,2095,SSP1,-6.02115332
705,2100,SSP1,-7.005499026
752,2015,SSP1,NA
752,2020,SSP1,-1.769497526
752,2025,SSP1,-1.872482911
752,2030,SSP1,-2.052435659
752,2035,SSP1,-2.180252682
752,2040,SSP1,-2.26846778
752,2045,SSP1,-2.537534938
752,2050,SSP1,-2.642438809
752,2055,SSP1,-2.769693392
752,2060,SSP1,-3.055065883
752,2065,SSP1,-3.044595143
752,2070,SSP1,-3.193398943
752,2075,SSP1,-3.895727333
752,2080,SSP1,-3.999449009
752,2085,SSP1,-4.205486778
752,2090,SSP1,-4.293976292
752,2095,SSP1,-5.209579103
752,2100,SSP1,-5.678159693
748,2015,SSP1,NA
748,2020,SSP1,0
748,2025,SSP1,0
748,2030,SSP1,0
748,2035,SSP1,0
748,2040,SSP1,0
748,2045,SSP1,0
748,2050,SSP1,0
748,2055,SSP1,0
748,2060,SSP1,0
748,2065,SSP1,0
748,2070,SSP1,0
748,2075,SSP1,0
748,2080,SSP1,0
748,2085,SSP1,0
748,2090,SSP1,0
748,2095,SSP1,0
748,2100,SSP1,0
760,2015,SSP1,NA
760,2020,SSP1,0
760,2025,SSP1,0
760,2030,SSP1,0
760,2035,SSP1,0
760,2040,SSP1,0
760,2045,SSP1,0
760,2050,SSP1,0
760,2055,SSP1,0
760,2060,SSP1,0
760,2065,SSP1,0
760,2070,SSP1,0
760,2075,SSP1,0
760,2080,SSP1,0
760,2085,SSP1,0
760,2090,SSP1,0
760,2095,SSP1,0
760,2100,SSP1,0
148,2015,SSP1,NA
148,2020,SSP1,-0.242573306
148,2025,SSP1,-0.373166775
148,2030,SSP1,-0.624682054
148,2035,SSP1,-1.090766948
148,2040,SSP1,-1.864201639
148,2045,SSP1,-3.173555167
148,2050,SSP1,-5.114746475
148,2055,SSP1,-7.912987717
148,2060,SSP1,-12.20485026
148,2065,SSP1,-17.54912295
148,2070,SSP1,-24.14795437
148,2075,SSP1,-34.09706359
148,2080,SSP1,-43.99761352
148,2085,SSP1,-55.5474199
148,2090,SSP1,-73.39427779
148,2095,SSP1,-89.50483287
148,2100,SSP1,-107.0121398
768,2015,SSP1,NA
768,2020,SSP1,0.474220968
768,2025,SSP1,0.528023255
768,2030,SSP1,0.605863805
768,2035,SSP1,0.695783344
768,2040,SSP1,0.757371273
768,2045,SSP1,0.666791725
768,2050,SSP1,0.400089699
768,2055,SSP1,-0.20482842
768,2060,SSP1,-1.466491025
768,2065,SSP1,-3.364941778
768,2070,SSP1,-5.832093831
768,2075,SSP1,-10.1271467
768,2080,SSP1,-14.90443969
768,2085,SSP1,-19.40162273
768,2090,SSP1,-28.31413134
768,2095,SSP1,-35.62532628
768,2100,SSP1,-43.0449454
764,2015,SSP1,NA
764,2020,SSP1,5.173930496
764,2025,SSP1,4.866654492
764,2030,SSP1,3.732361217
764,2035,SSP1,1.451056882
764,2040,SSP1,-2.484969585
764,2045,SSP1,-7.948315844
764,2050,SSP1,-15.1349693
764,2055,SSP1,-23.98235781
764,2060,SSP1,-36.06125725
764,2065,SSP1,-48.1438311
764,2070,SSP1,-60.96187256
764,2075,SSP1,-73.65164883
764,2080,SSP1,-90.27668049
764,2085,SSP1,-101.6051561
764,2090,SSP1,-110.1202418
764,2095,SSP1,-115.7403676
764,2100,SSP1,-133.1592468
762,2015,SSP1,NA
762,2020,SSP1,6.885285641
762,2025,SSP1,8.793822344
762,2030,SSP1,11.66061871
762,2035,SSP1,15.86359728
762,2040,SSP1,21.13045783
762,2045,SSP1,27.75717787
762,2050,SSP1,36.74047426
762,2055,SSP1,47.371747
762,2060,SSP1,62.08125206
762,2065,SSP1,81.40801421
762,2070,SSP1,103.7347381
762,2075,SSP1,129.0595614
762,2080,SSP1,166.3572761
762,2085,SSP1,199.457054
762,2090,SSP1,234.4348118
762,2095,SSP1,276.4195018
762,2100,SSP1,339.4410672
795,2015,SSP1,NA
795,2020,SSP1,-0.241952863
795,2025,SSP1,-0.360681626
795,2030,SSP1,-0.495432559
795,2035,SSP1,-0.653085499
795,2040,SSP1,-0.820617478
795,2045,SSP1,-1.000555246
795,2050,SSP1,-1.123918334
795,2055,SSP1,-1.208754707
795,2060,SSP1,-1.317383265
795,2065,SSP1,-1.357035129
795,2070,SSP1,-1.36787931
795,2075,SSP1,-1.449963207
795,2080,SSP1,-1.389039021
795,2085,SSP1,-1.272728761
795,2090,SSP1,-1.331358525
795,2095,SSP1,-1.17091587
795,2100,SSP1,-1.081927359
626,2015,SSP1,NA
626,2020,SSP1,0.114261906
626,2025,SSP1,0.13848834
626,2030,SSP1,0.170219972
626,2035,SSP1,0.20675805
626,2040,SSP1,0.250000366
626,2045,SSP1,0.285529706
626,2050,SSP1,0.306652964
626,2055,SSP1,0.325013515
626,2060,SSP1,0.312483155
626,2065,SSP1,0.273361221
626,2070,SSP1,0.2261731
626,2075,SSP1,0.132972985
626,2080,SSP1,0.003437373
626,2085,SSP1,-0.056324147
626,2090,SSP1,-0.352938722
626,2095,SSP1,-0.621319673
626,2100,SSP1,-0.789869664
776,2015,SSP1,NA
776,2020,SSP1,0.173351588
776,2025,SSP1,0.191888917
776,2030,SSP1,0.211785182
776,2035,SSP1,0.231376654
776,2040,SSP1,0.254265176
776,2045,SSP1,0.278139022
776,2050,SSP1,0.29742924
776,2055,SSP1,0.318114356
776,2060,SSP1,0.33308033
776,2065,SSP1,0.349102123
776,2070,SSP1,0.363603953
776,2075,SSP1,0.370742152
776,2080,SSP1,0.376760658
776,2085,SSP1,0.373958276
776,2090,SSP1,0.358390014
776,2095,SSP1,0.342019575
776,2100,SSP1,0.276754275
780,2015,SSP1,NA
780,2020,SSP1,0.148818226
780,2025,SSP1,0.171899033
780,2030,SSP1,0.195737805
780,2035,SSP1,0.217535995
780,2040,SSP1,0.244444858
780,2045,SSP1,0.26695243
780,2050,SSP1,0.289403095
780,2055,SSP1,0.318188847
780,2060,SSP1,0.336872397
780,2065,SSP1,0.355388168
780,2070,SSP1,0.3848513
780,2075,SSP1,0.398030005
780,2080,SSP1,0.411304045
780,2085,SSP1,0.442922338
780,2090,SSP1,0.429836285
780,2095,SSP1,0.430270651
780,2100,SSP1,0.405649957
788,2015,SSP1,NA
788,2020,SSP1,2.930141478
788,2025,SSP1,3.4991399
788,2030,SSP1,4.291694852
788,2035,SSP1,5.275759875
788,2040,SSP1,6.4806993
788,2045,SSP1,7.955121941
788,2050,SSP1,9.475318609
788,2055,SSP1,11.0972017
788,2060,SSP1,13.02581045
788,2065,SSP1,15.03632237
788,2070,SSP1,17.13449882
788,2075,SSP1,19.54452087
788,2080,SSP1,21.77595268
788,2085,SSP1,23.65620377
788,2090,SSP1,25.89168935
788,2095,SSP1,27.87178264
788,2100,SSP1,28.86652953
792,2015,SSP1,NA
792,2020,SSP1,-3.272535844
792,2025,SSP1,-5.175671413
792,2030,SSP1,-7.685973521
792,2035,SSP1,-11.02037999
792,2040,SSP1,-15.12802698
792,2045,SSP1,-20.04071461
792,2050,SSP1,-25.95021791
792,2055,SSP1,-32.32505749
792,2060,SSP1,-39.33138949
792,2065,SSP1,-46.72704708
792,2070,SSP1,-55.65142204
792,2075,SSP1,-63.83506885
792,2080,SSP1,-71.4638274
792,2085,SSP1,-78.55144047
792,2090,SSP1,-89.19535893
792,2095,SSP1,-95.04701353
792,2100,SSP1,-99.81074314
158,2015,SSP1,NA
158,2020,SSP1,0
158,2025,SSP1,0
158,2030,SSP1,0
158,2035,SSP1,0
158,2040,SSP1,0
158,2045,SSP1,0
158,2050,SSP1,0
158,2055,SSP1,0
158,2060,SSP1,0
158,2065,SSP1,0
158,2070,SSP1,0
158,2075,SSP1,0
158,2080,SSP1,0
158,2085,SSP1,0
158,2090,SSP1,0
158,2095,SSP1,0
158,2100,SSP1,0
834,2015,SSP1,NA
834,2020,SSP1,0.27088745
834,2025,SSP1,0.363379849
834,2030,SSP1,0.410749687
834,2035,SSP1,0.396218392
834,2040,SSP1,0.270573763
834,2045,SSP1,-0.018042193
834,2050,SSP1,-0.614592203
834,2055,SSP1,-1.539559359
834,2060,SSP1,-2.793924497
834,2065,SSP1,-4.943554999
834,2070,SSP1,-6.831917712
834,2075,SSP1,-8.575162494
834,2080,SSP1,-9.916103711
834,2085,SSP1,-15.53073311
834,2090,SSP1,-17.29696887
834,2095,SSP1,-15.92850318
834,2100,SSP1,-15.88126525
800,2015,SSP1,NA
800,2020,SSP1,2.003471522
800,2025,SSP1,2.870380175
800,2030,SSP1,4.221436422
800,2035,SSP1,6.210345337
800,2040,SSP1,9.165032512
800,2045,SSP1,13.31890653
800,2050,SSP1,18.97200321
800,2055,SSP1,26.30936175
800,2060,SSP1,35.76163503
800,2065,SSP1,47.29616864
800,2070,SSP1,63.44065492
800,2075,SSP1,82.42949253
800,2080,SSP1,98.86451626
800,2085,SSP1,124.7502226
800,2090,SSP1,152.4426768
800,2095,SSP1,192.1645959
800,2100,SSP1,224.4069677
804,2015,SSP1,NA
804,2020,SSP1,12.29111916
804,2025,SSP1,12.96730439
804,2030,SSP1,12.93167306
804,2035,SSP1,12.12424102
804,2040,SSP1,8.476559474
804,2045,SSP1,0.773133191
804,2050,SSP1,-8.801849868
804,2055,SSP1,-23.16853651
804,2060,SSP1,-42.3196276
804,2065,SSP1,-62.30410637
804,2070,SSP1,-87.46890301
804,2075,SSP1,-114.6703086
804,2080,SSP1,-144.9937936
804,2085,SSP1,-174.8673025
804,2090,SSP1,-203.2468262
804,2095,SSP1,-237.1975508
804,2100,SSP1,-263.2319407
858,2015,SSP1,NA
858,2020,SSP1,-0.027297508
858,2025,SSP1,-0.037980266
858,2030,SSP1,-0.059691134
858,2035,SSP1,-0.087116332
858,2040,SSP1,-0.120464681
858,2045,SSP1,-0.167078366
858,2050,SSP1,-0.215558205
858,2055,SSP1,-0.269035969
858,2060,SSP1,-0.338860798
858,2065,SSP1,-0.400211358
858,2070,SSP1,-0.462401136
858,2075,SSP1,-0.548537707
858,2080,SSP1,-0.617070532
858,2085,SSP1,-0.682822945
858,2090,SSP1,-0.798739034
858,2095,SSP1,-0.869079012
858,2100,SSP1,-0.916181613
840,2015,SSP1,NA
840,2020,SSP1,-196.1376446
840,2025,SSP1,-226.0696409
840,2030,SSP1,-258.4580857
840,2035,SSP1,-291.482243
840,2040,SSP1,-332.4171334
840,2045,SSP1,-367.0201407
840,2050,SSP1,-400.0929779
840,2055,SSP1,-444.3794995
840,2060,SSP1,-476.7666199
840,2065,SSP1,-509.4462746
840,2070,SSP1,-562.6297076
840,2075,SSP1,-595.109209
840,2080,SSP1,-622.4575988
840,2085,SSP1,-679.6508548
840,2090,SSP1,-700.0134554
840,2095,SSP1,-703.2141522
840,2100,SSP1,-682.8922951
860,2015,SSP1,NA
860,2020,SSP1,6.587464783
860,2025,SSP1,7.000789862
860,2030,SSP1,7.469219112
860,2035,SSP1,8.045637813
860,2040,SSP1,7.565653902
860,2045,SSP1,5.844879576
860,2050,SSP1,3.65804509
860,2055,SSP1,-0.365539805
860,2060,SSP1,-4.958184665
860,2065,SSP1,-9.152516795
860,2070,SSP1,-14.89864689
860,2075,SSP1,-21.47495895
860,2080,SSP1,-27.36435703
860,2085,SSP1,-34.97697482
860,2090,SSP1,-42.76849513
860,2095,SSP1,-45.34409723
860,2100,SSP1,-56.25241804
670,2015,SSP1,NA
670,2020,SSP1,0.05544855
670,2025,SSP1,0.065204353
670,2030,SSP1,0.076456643
670,2035,SSP1,0.088580802
670,2040,SSP1,0.102135061
670,2045,SSP1,0.116292248
670,2050,SSP1,0.12951963
670,2055,SSP1,0.142796641
670,2060,SSP1,0.156545904
670,2065,SSP1,0.168877972
670,2070,SSP1,0.181863082
670,2075,SSP1,0.195325461
670,2080,SSP1,0.204477188
670,2085,SSP1,0.212428967
670,2090,SSP1,0.219886656
670,2095,SSP1,0.223189553
670,2100,SSP1,0.210115594
862,2015,SSP1,NA
862,2020,SSP1,0
862,2025,SSP1,0
862,2030,SSP1,0
862,2035,SSP1,0
862,2040,SSP1,0
862,2045,SSP1,0
862,2050,SSP1,0
862,2055,SSP1,0
862,2060,SSP1,0
862,2065,SSP1,0
862,2070,SSP1,0
862,2075,SSP1,0
862,2080,SSP1,0
862,2085,SSP1,0
862,2090,SSP1,0
862,2095,SSP1,0
862,2100,SSP1,0
704,2015,SSP1,NA
704,2020,SSP1,20.9267763
704,2025,SSP1,24.15173248
704,2030,SSP1,28.05581335
704,2035,SSP1,32.62917517
704,2040,SSP1,38.39718617
704,2045,SSP1,44.63082534
704,2050,SSP1,51.28304971
704,2055,SSP1,59.00237695
704,2060,SSP1,66.77262308
704,2065,SSP1,75.02648144
704,2070,SSP1,84.29885728
704,2075,SSP1,93.22560733
704,2080,SSP1,101.5599017
704,2085,SSP1,109.451416
704,2090,SSP1,115.9152876
704,2095,SSP1,118.6452807
704,2100,SSP1,121.0129645
548,2015,SSP1,NA
548,2020,SSP1,0.00908419
548,2025,SSP1,0.013102768
548,2030,SSP1,0.01747734
548,2035,SSP1,0.022020937
548,2040,SSP1,0.026166366
548,2045,SSP1,0.02904509
548,2050,SSP1,0.029406514
548,2055,SSP1,0.025980422
548,2060,SSP1,0.017197609
548,2065,SSP1,0.003781543
548,2070,SSP1,-0.014827891
548,2075,SSP1,-0.036833336
548,2080,SSP1,-0.072509483
548,2085,SSP1,-0.107434367
548,2090,SSP1,-0.141251222
548,2095,SSP1,-0.203011156
548,2100,SSP1,-0.245131624
882,2015,SSP1,NA
882,2020,SSP1,0.125737552
882,2025,SSP1,0.137700633
882,2030,SSP1,0.151340538
882,2035,SSP1,0.165322565
882,2040,SSP1,0.181531342
882,2045,SSP1,0.201731634
882,2050,SSP1,0.218547411
882,2055,SSP1,0.235114228
882,2060,SSP1,0.250363483
882,2065,SSP1,0.269125495
882,2070,SSP1,0.282032554
882,2075,SSP1,0.293586561
882,2080,SSP1,0.308325231
882,2085,SSP1,0.30895232
882,2090,SSP1,0.305748477
882,2095,SSP1,0.310048326
882,2100,SSP1,0.281443917
887,2015,SSP1,NA
887,2020,SSP1,0
887,2025,SSP1,0
887,2030,SSP1,0
887,2035,SSP1,0
887,2040,SSP1,0
887,2045,SSP1,0
887,2050,SSP1,0
887,2055,SSP1,0
887,2060,SSP1,0
887,2065,SSP1,0
887,2070,SSP1,0
887,2075,SSP1,0
887,2080,SSP1,0
887,2085,SSP1,0
887,2090,SSP1,0
887,2095,SSP1,0
887,2100,SSP1,0
710,2015,SSP1,NA
710,2020,SSP1,-3.960729291
710,2025,SSP1,-6.770506584
710,2030,SSP1,-10.78139294
710,2035,SSP1,-16.20307615
710,2040,SSP1,-23.24583167
710,2045,SSP1,-32.46002794
710,2050,SSP1,-42.7139916
710,2055,SSP1,-54.03173339
710,2060,SSP1,-66.00902118
710,2065,SSP1,-81.64003608
710,2070,SSP1,-94.70576871
710,2075,SSP1,-105.8897869
710,2080,SSP1,-114.9057413
710,2085,SSP1,-132.9573414
710,2090,SSP1,-141.6113015
710,2095,SSP1,-149.386783
710,2100,SSP1,-155.6791762
894,2015,SSP1,NA
894,2020,SSP1,0.034614314
894,2025,SSP1,0.02000412
894,2030,SSP1,-0.011730942
894,2035,SSP1,-0.076252201
894,2040,SSP1,-0.192027121
894,2045,SSP1,-0.37639031
894,2050,SSP1,-0.673238047
894,2055,SSP1,-1.088749428
894,2060,SSP1,-1.653078979
894,2065,SSP1,-2.359969671
894,2070,SSP1,-3.432777157
894,2075,SSP1,-4.504620749
894,2080,SSP1,-5.671561605
894,2085,SSP1,-6.909910198
894,2090,SSP1,-9.076123438
894,2095,SSP1,-10.66805114
894,2100,SSP1,-12.35714248
716,2015,SSP1,NA
716,2020,SSP1,-0.011336975
716,2025,SSP1,-0.012386636
716,2030,SSP1,-0.016148569
716,2035,SSP1,-0.022984725
716,2040,SSP1,-0.034520347
716,2045,SSP1,-0.052060894
716,2050,SSP1,-0.079557471
716,2055,SSP1,-0.114795409
716,2060,SSP1,-0.158697488
716,2065,SSP1,-0.225486597
716,2070,SSP1,-0.290138341
716,2075,SSP1,-0.35410594
716,2080,SSP1,-0.413456074
716,2085,SSP1,-0.546473535
716,2090,SSP1,-0.639095224
716,2095,SSP1,-0.746366947
716,2100,SSP1,-0.952808166
533,2015,SSP2,NA
533,2020,SSP2,0
533,2025,SSP2,0
533,2030,SSP2,0
533,2035,SSP2,0
533,2040,SSP2,0
533,2045,SSP2,0
533,2050,SSP2,0
533,2055,SSP2,0
533,2060,SSP2,0
533,2065,SSP2,0
533,2070,SSP2,0
533,2075,SSP2,0
533,2080,SSP2,0
533,2085,SSP2,0
533,2090,SSP2,0
533,2095,SSP2,0
533,2100,SSP2,0
4,2015,SSP2,NA
4,2020,SSP2,0.33488564
4,2025,SSP2,-0.218999078
4,2030,SSP2,-0.953442374
4,2035,SSP2,-1.961050877
4,2040,SSP2,-3.336518915
4,2045,SSP2,-5.324871857
4,2050,SSP2,-8.138689919
4,2055,SSP2,-11.99532745
4,2060,SSP2,-16.93576972
4,2065,SSP2,-24.6794504
4,2070,SSP2,-33.48112867
4,2075,SSP2,-44.40753378
4,2080,SSP2,-57.99536788
4,2085,SSP2,-74.86866087
4,2090,SSP2,-95.67067778
4,2095,SSP2,-120.0072159
4,2100,SSP2,-149.1364652
24,2015,SSP2,NA
24,2020,SSP2,-0.021339519
24,2025,SSP2,-0.024270826
24,2030,SSP2,-0.023687942
24,2035,SSP2,-0.021463178
24,2040,SSP2,-0.018779465
24,2045,SSP2,-0.016358712
24,2050,SSP2,-0.015102673
24,2055,SSP2,-0.014561309
24,2060,SSP2,-0.014131711
24,2065,SSP2,-0.011990826
24,2070,SSP2,-0.008970688
24,2075,SSP2,-0.014245102
24,2080,SSP2,-0.013135254
24,2085,SSP2,-0.011921665
24,2090,SSP2,-0.006874511
24,2095,SSP2,0.002319687
24,2100,SSP2,-0.001362284
8,2015,SSP2,NA
8,2020,SSP2,2.067583062
8,2025,SSP2,2.255202972
8,2030,SSP2,2.462732981
8,2035,SSP2,2.674098425
8,2040,SSP2,2.930435412
8,2045,SSP2,3.13041457
8,2050,SSP2,3.325377135
8,2055,SSP2,3.514353797
8,2060,SSP2,3.788264416
8,2065,SSP2,3.95828258
8,2070,SSP2,4.048927168
8,2075,SSP2,4.059639723
8,2080,SSP2,3.90625567
8,2085,SSP2,3.960916054
8,2090,SSP2,3.605983661
8,2095,SSP2,2.998525481
8,2100,SSP2,1.852064569
784,2015,SSP2,NA
784,2020,SSP2,-71.79229217
784,2025,SSP2,-82.22515852
784,2030,SSP2,-93.98194408
784,2035,SSP2,-107.2055101
784,2040,SSP2,-119.1117906
784,2045,SSP2,-130.3456889
784,2050,SSP2,-139.6401322
784,2055,SSP2,-150.6501585
784,2060,SSP2,-158.4340523
784,2065,SSP2,-165.7526989
784,2070,SSP2,-168.772212
784,2075,SSP2,-166.572904
784,2080,SSP2,-180.7987319
784,2085,SSP2,-168.8911636
784,2090,SSP2,-149.5936754
784,2095,SSP2,-130.9763722
784,2100,SSP2,-122.3370611
32,2015,SSP2,NA
32,2020,SSP2,-4.03288923
32,2025,SSP2,-4.995379925
32,2030,SSP2,-6.135585938
32,2035,SSP2,-7.549954476
32,2040,SSP2,-9.00377249
32,2045,SSP2,-10.53554713
32,2050,SSP2,-12.12649021
32,2055,SSP2,-13.81379725
32,2060,SSP2,-16.10126999
32,2065,SSP2,-18.12671026
32,2070,SSP2,-20.15330729
32,2075,SSP2,-21.98222085
32,2080,SSP2,-23.42849502
32,2085,SSP2,-26.92111709
32,2090,SSP2,-27.99919631
32,2095,SSP2,-28.5864365
32,2100,SSP2,-29.81986136
51,2015,SSP2,NA
51,2020,SSP2,2.753733947
51,2025,SSP2,3.175157122
51,2030,SSP2,3.711023151
51,2035,SSP2,4.233177521
51,2040,SSP2,4.882732574
51,2045,SSP2,5.302784737
51,2050,SSP2,5.551892742
51,2055,SSP2,5.747408237
51,2060,SSP2,6.230701152
51,2065,SSP2,6.413327541
51,2070,SSP2,6.307631199
51,2075,SSP2,6.013250041
51,2080,SSP2,5.268570257
51,2085,SSP2,5.754503793
51,2090,SSP2,4.83532018
51,2095,SSP2,4.021628798
51,2100,SSP2,3.800668796
36,2015,SSP2,NA
36,2020,SSP2,-19.84152818
36,2025,SSP2,-24.84235949
36,2030,SSP2,-30.66296977
36,2035,SSP2,-36.6675099
36,2040,SSP2,-43.05899379
36,2045,SSP2,-50.08895954
