region,period,scen,rem
418,2085,SSP3,0.11032336
418,2090,SSP3,0.092211389
418,2095,SSP3,0.072200017
418,2100,SSP3,0.008124235
422,2015,SSP3,NA
422,2020,SSP3,9.065874815
422,2025,SSP3,9.943980079
422,2030,SSP3,10.62651991
422,2035,SSP3,11.32928466
422,2040,SSP3,11.92046979
422,2045,SSP3,12.38244934
422,2050,SSP3,12.57888586
422,2055,SSP3,12.32597846
422,2060,SSP3,11.76749213
422,2065,SSP3,10.87082015
422,2070,SSP3,9.674138074
422,2075,SSP3,8.882880842
422,2080,SSP3,7.241565033
422,2085,SSP3,5.384308887
422,2090,SSP3,3.777470995
422,2095,SSP3,2.867906718
422,2100,SSP3,2.021206236
430,2015,SSP3,NA
430,2020,SSP3,0.773291801
430,2025,SSP3,0.83011708
430,2030,SSP3,0.895348253
430,2035,SSP3,0.92593432
430,2040,SSP3,0.923737197
430,2045,SSP3,0.907431711
430,2050,SSP3,0.876705056
430,2055,SSP3,0.817770011
430,2060,SSP3,0.75434728
430,2065,SSP3,0.707570108
430,2070,SSP3,0.51063378
430,2075,SSP3,0.441173261
430,2080,SSP3,0.354635402
430,2085,SSP3,0.14974094
430,2090,SSP3,0.166667444
430,2095,SSP3,0.110935686
430,2100,SSP3,0.068352441
434,2015,SSP3,NA
434,2020,SSP3,-2.663939241
434,2025,SSP3,-3.240494167
434,2030,SSP3,-3.664155229
434,2035,SSP3,-4.039268639
434,2040,SSP3,-4.430486247
434,2045,SSP3,-4.636593615
434,2050,SSP3,-4.631796206
434,2055,SSP3,-4.425718777
434,2060,SSP3,-4.105718428
434,2065,SSP3,-3.694529865
434,2070,SSP3,-3.170283259
434,2075,SSP3,-3.208789663
434,2080,SSP3,-2.498811974
434,2085,SSP3,-1.701106552
434,2090,SSP3,-1.219746394
434,2095,SSP3,-0.920344696
434,2100,SSP3,-0.554994303
662,2015,SSP3,NA
662,2020,SSP3,0.032481514
662,2025,SSP3,0.034978463
662,2030,SSP3,0.036538372
662,2035,SSP3,0.036977455
662,2040,SSP3,0.036790216
662,2045,SSP3,0.036331732
662,2050,SSP3,0.035425764
662,2055,SSP3,0.033894268
662,2060,SSP3,0.032032398
662,2065,SSP3,0.029484661
662,2070,SSP3,0.025174023
662,2075,SSP3,0.020953017
662,2080,SSP3,0.019097469
662,2085,SSP3,0.014256529
662,2090,SSP3,0.009632078
662,2095,SSP3,0.006589925
662,2100,SSP3,0.004680079
144,2015,SSP3,NA
144,2020,SSP3,8.592194805
144,2025,SSP3,8.481468952
144,2030,SSP3,8.721628157
144,2035,SSP3,9.31278911
144,2040,SSP3,9.982541728
144,2045,SSP3,10.63486911
144,2050,SSP3,10.94921491
144,2055,SSP3,10.78974755
144,2060,SSP3,10.2713073
144,2065,SSP3,9.474584493
144,2070,SSP3,7.164093119
144,2075,SSP3,6.460350282
144,2080,SSP3,4.853046851
144,2085,SSP3,3.604679271
144,2090,SSP3,2.870685742
144,2095,SSP3,2.013400104
144,2100,SSP3,1.38381845
426,2015,SSP3,NA
426,2020,SSP3,1.023885018
426,2025,SSP3,1.129815299
426,2030,SSP3,1.227839968
426,2035,SSP3,1.283084919
426,2040,SSP3,1.298360384
426,2045,SSP3,1.27759283
426,2050,SSP3,1.2068994
426,2055,SSP3,1.07080833
426,2060,SSP3,0.85993655
426,2065,SSP3,0.612573978
426,2070,SSP3,0.457491553
426,2075,SSP3,0.350001144
426,2080,SSP3,0.208635718
426,2085,SSP3,0.010582804
426,2090,SSP3,0.006649284
426,2095,SSP3,0.004958559
426,2100,SSP3,0.003646151
440,2015,SSP3,NA
440,2020,SSP3,0.910388423
440,2025,SSP3,0.957664054
440,2030,SSP3,1.004183253
440,2035,SSP3,1.048607834
440,2040,SSP3,1.072198024
440,2045,SSP3,1.078103322
440,2050,SSP3,1.072521973
440,2055,SSP3,1.05331047
440,2060,SSP3,1.036765362
440,2065,SSP3,0.983770185
440,2070,SSP3,0.837504337
440,2075,SSP3,0.694406956
440,2080,SSP3,0.563610391
440,2085,SSP3,0.432201536
440,2090,SSP3,0.299405627
440,2095,SSP3,0.222400065
440,2100,SSP3,0.165126856
442,2015,SSP3,NA
442,2020,SSP3,-0.345365449
442,2025,SSP3,-0.167641968
442,2030,SSP3,-0.158826475
442,2035,SSP3,-0.148569444
442,2040,SSP3,-0.131431158
442,2045,SSP3,-0.092078513
442,2050,SSP3,-0.047313003
442,2055,SSP3,-0.07004256
442,2060,SSP3,-0.012337988
442,2065,SSP3,0.029624099
442,2070,SSP3,0.065511507
442,2075,SSP3,0.09003511
442,2080,SSP3,0.108659758
442,2085,SSP3,0.123198797
442,2090,SSP3,0.195109478
442,2095,SSP3,0.11755098
442,2100,SSP3,0.096458201
428,2015,SSP3,NA
428,2020,SSP3,0.604118653
428,2025,SSP3,0.606216114
428,2030,SSP3,0.613542157
428,2035,SSP3,0.620463828
428,2040,SSP3,0.630393372
428,2045,SSP3,0.636908038
428,2050,SSP3,0.627901513
428,2055,SSP3,0.632138599
428,2060,SSP3,0.623001696
428,2065,SSP3,0.589020692
428,2070,SSP3,0.430639594
428,2075,SSP3,0.328458932
428,2080,SSP3,0.264055248
428,2085,SSP3,0.240623886
428,2090,SSP3,0.168661472
428,2095,SSP3,0.135681659
428,2100,SSP3,0.101845253
446,2015,SSP3,NA
446,2020,SSP3,-2.897422382
446,2025,SSP3,-3.016151346
446,2030,SSP3,-3.018009047
446,2035,SSP3,-3.043451604
446,2040,SSP3,-3.118874577
446,2045,SSP3,-3.145392968
446,2050,SSP3,-3.140446789
446,2055,SSP3,-3.093333794
446,2060,SSP3,-3.00151287
446,2065,SSP3,-2.922867588
446,2070,SSP3,-2.816712774
446,2075,SSP3,-2.662283873
446,2080,SSP3,-2.315320402
446,2085,SSP3,-1.738747959
446,2090,SSP3,-1.090242099
446,2095,SSP3,-0.750014223
446,2100,SSP3,-0.766761305
504,2015,SSP3,NA
504,2020,SSP3,11.40306499
504,2025,SSP3,11.87396832
504,2030,SSP3,12.23211929
504,2035,SSP3,12.47624164
504,2040,SSP3,12.55285763
504,2045,SSP3,12.81993928
504,2050,SSP3,12.65246644
504,2055,SSP3,12.36501592
504,2060,SSP3,11.96116274
504,2065,SSP3,11.35734786
504,2070,SSP3,10.53169022
504,2075,SSP3,9.402099352
504,2080,SSP3,7.849323706
504,2085,SSP3,5.805402806
504,2090,SSP3,5.106799436
504,2095,SSP3,3.322069465
504,2100,SSP3,2.365873107
498,2015,SSP3,NA
498,2020,SSP3,3.392259881
498,2025,SSP3,3.802926446
498,2030,SSP3,4.223949433
498,2035,SSP3,4.564459191
498,2040,SSP3,4.804102502
498,2045,SSP3,4.962495069
498,2050,SSP3,4.976057292
498,2055,SSP3,5.10560012
498,2060,SSP3,4.888206411
498,2065,SSP3,4.641260179
498,2070,SSP3,4.211265509
498,2075,SSP3,3.434393813
498,2080,SSP3,2.5071505
498,2085,SSP3,1.85848506
498,2090,SSP3,1.479310366
498,2095,SSP3,1.165042837
498,2100,SSP3,0.878800432
450,2015,SSP3,NA
450,2020,SSP3,0.388291665
450,2025,SSP3,0.409568935
450,2030,SSP3,0.42434669
450,2035,SSP3,0.434280858
450,2040,SSP3,0.436557589
450,2045,SSP3,0.448570814
450,2050,SSP3,0.441662248
450,2055,SSP3,0.423065553
450,2060,SSP3,0.398704859
450,2065,SSP3,0.369887279
450,2070,SSP3,0.340073183
450,2075,SSP3,0.304064395
450,2080,SSP3,0.252630746
450,2085,SSP3,0.182482348
450,2090,SSP3,0.17169676
450,2095,SSP3,0.123266606
450,2100,SSP3,0.085290172
462,2015,SSP3,NA
462,2020,SSP3,-0.185546461
462,2025,SSP3,-0.209155326
462,2030,SSP3,-0.230871913
462,2035,SSP3,-0.25677709
462,2040,SSP3,-0.280458825
462,2045,SSP3,-0.302568706
462,2050,SSP3,-0.319498012
462,2055,SSP3,-0.330265848
462,2060,SSP3,-0.335594647
462,2065,SSP3,-0.358515481
462,2070,SSP3,-0.361543204
462,2075,SSP3,-0.352784653
462,2080,SSP3,-0.316498014
462,2085,SSP3,-0.246239597
462,2090,SSP3,-0.165024844
462,2095,SSP3,-0.174593057
462,2100,SSP3,-0.128453004
484,2015,SSP3,NA
484,2020,SSP3,35.95970733
484,2025,SSP3,36.98524053
484,2030,SSP3,39.12187323
484,2035,SSP3,39.68098698
484,2040,SSP3,39.47977855
484,2045,SSP3,38.74429965
484,2050,SSP3,37.28670333
484,2055,SSP3,35.18619048
484,2060,SSP3,32.59553711
484,2065,SSP3,29.51548328
484,2070,SSP3,25.74145993
484,2075,SSP3,20.86714312
484,2080,SSP3,20.94465662
484,2085,SSP3,15.47354773
484,2090,SSP3,9.44710027
484,2095,SSP3,5.53521189
484,2100,SSP3,3.663972129
807,2015,SSP3,NA
807,2020,SSP3,0.225222941
807,2025,SSP3,0.212656352
807,2030,SSP3,0.196741598
807,2035,SSP3,0.175217905
807,2040,SSP3,0.152551913
807,2045,SSP3,0.134079618
807,2050,SSP3,0.113700092
807,2055,SSP3,0.095738723
807,2060,SSP3,0.083459037
807,2065,SSP3,0.026852397
807,2070,SSP3,0.007857658
807,2075,SSP3,-0.006237259
807,2080,SSP3,0.00398315
807,2085,SSP3,0.052689701
807,2090,SSP3,0.038934591
807,2095,SSP3,0.016302094
807,2100,SSP3,0.022939167
466,2015,SSP3,NA
466,2020,SSP3,1.815964036
466,2025,SSP3,1.979967955
466,2030,SSP3,2.129901962
466,2035,SSP3,2.267605421
466,2040,SSP3,2.327245679
466,2045,SSP3,2.370875418
466,2050,SSP3,2.344459211
466,2055,SSP3,2.230571983
466,2060,SSP3,2.022309877
466,2065,SSP3,1.775112806
466,2070,SSP3,1.482242026
466,2075,SSP3,1.224946798
466,2080,SSP3,1.023423019
466,2085,SSP3,0.62777927
466,2090,SSP3,0.349693228
466,2095,SSP3,0.194635586
466,2100,SSP3,0.135999644
470,2015,SSP3,NA
470,2020,SSP3,0.141287302
470,2025,SSP3,0.150738958
470,2030,SSP3,0.15519553
470,2035,SSP3,0.155046484
470,2040,SSP3,0.151788675
470,2045,SSP3,0.150770325
470,2050,SSP3,0.146131389
470,2055,SSP3,0.137577832
470,2060,SSP3,0.130501509
470,2065,SSP3,0.112343699
470,2070,SSP3,0.098347078
470,2075,SSP3,0.081368265
470,2080,SSP3,0.064527693
470,2085,SSP3,0.061509813
470,2090,SSP3,0.046957321
470,2095,SSP3,0.030613884
470,2100,SSP3,0.018522968
104,2015,SSP3,NA
104,2020,SSP3,1.291211078
104,2025,SSP3,1.528949975
104,2030,SSP3,1.77647172
104,2035,SSP3,2.024930925
104,2040,SSP3,2.231009391
104,2045,SSP3,2.400393804
104,2050,SSP3,2.520782431
104,2055,SSP3,2.575506081
104,2060,SSP3,2.5647287
104,2065,SSP3,2.481803092
104,2070,SSP3,2.272144736
104,2075,SSP3,1.986370634
104,2080,SSP3,1.443896888
104,2085,SSP3,1.057063144
104,2090,SSP3,0.82585704
104,2095,SSP3,0.52001314
104,2100,SSP3,0.110911279
499,2015,SSP3,NA
499,2020,SSP3,0.478999936
499,2025,SSP3,0.542174491
499,2030,SSP3,0.579138509
499,2035,SSP3,0.601848565
499,2040,SSP3,0.615496898
499,2045,SSP3,0.62987982
499,2050,SSP3,0.622531061
499,2055,SSP3,0.616217907
499,2060,SSP3,0.599522155
499,2065,SSP3,0.582272592
499,2070,SSP3,0.534945396
499,2075,SSP3,0.461162324
499,2080,SSP3,0.366213052
499,2085,SSP3,0.312775223
499,2090,SSP3,0.19201238
499,2095,SSP3,0.136112122
499,2100,SSP3,0.091373623
496,2015,SSP3,NA
496,2020,SSP3,0.461408366
496,2025,SSP3,0.522530823
496,2030,SSP3,0.580475478
496,2035,SSP3,0.625172027
496,2040,SSP3,0.654587755
496,2045,SSP3,0.670097625
496,2050,SSP3,0.668092091
496,2055,SSP3,0.685778986
496,2060,SSP3,0.659610375
496,2065,SSP3,0.624945627
496,2070,SSP3,0.573115206
496,2075,SSP3,0.500523427
496,2080,SSP3,0.37878025
496,2085,SSP3,0.283360033
496,2090,SSP3,0.195486952
496,2095,SSP3,0.144304384
496,2100,SSP3,0.114865376
508,2015,SSP3,NA
508,2020,SSP3,0.058926721
508,2025,SSP3,0.052748502
508,2030,SSP3,0.05207039
508,2035,SSP3,0.051027385
508,2040,SSP3,0.050395755
508,2045,SSP3,0.04164245
508,2050,SSP3,0.035002904
508,2055,SSP3,0.027141667
508,2060,SSP3,0.020095471
508,2065,SSP3,0.017430743
508,2070,SSP3,0.015391119
508,2075,SSP3,0.012500224
508,2080,SSP3,0.010082552
508,2085,SSP3,0.01078644
508,2090,SSP3,0.007179802
508,2095,SSP3,0.004481068
508,2100,SSP3,0.002740635
478,2015,SSP3,NA
478,2020,SSP3,-0.415339681
478,2025,SSP3,-0.470424946
478,2030,SSP3,-0.522115855
478,2035,SSP3,-0.56412681
478,2040,SSP3,-0.620047846
478,2045,SSP3,-0.656786722
478,2050,SSP3,-0.686160279
478,2055,SSP3,-0.696929282
478,2060,SSP3,-0.671389192
478,2065,SSP3,-0.589023971
478,2070,SSP3,-0.460633095
478,2075,SSP3,-0.374482922
478,2080,SSP3,-0.303482807
478,2085,SSP3,-0.188704083
478,2090,SSP3,-0.003673336
478,2095,SSP3,-0.004178172
478,2100,SSP3,-0.001823731
480,2015,SSP3,NA
480,2020,SSP3,-0.018510332
480,2025,SSP3,-0.075972413
480,2030,SSP3,-0.125628956
480,2035,SSP3,-0.161143106
480,2040,SSP3,-0.18541292
480,2045,SSP3,-0.197159954
480,2050,SSP3,-0.208258089
480,2055,SSP3,-0.221865592
480,2060,SSP3,-0.220319531
480,2065,SSP3,-0.203392132
480,2070,SSP3,-0.2503937
480,2075,SSP3,-0.21928828
480,2080,SSP3,-0.164901592
480,2085,SSP3,-0.087254067
480,2090,SSP3,-0.053346067
480,2095,SSP3,-0.046148383
480,2100,SSP3,-0.016248744
454,2015,SSP3,NA
454,2020,SSP3,0.02517792
454,2025,SSP3,0.012325596
454,2030,SSP3,0.010478079
454,2035,SSP3,0.007041238
454,2040,SSP3,0.003289058
454,2045,SSP3,0.001058164
454,2050,SSP3,-0.002679498
454,2055,SSP3,-0.005395396
454,2060,SSP3,-0.003788124
454,2065,SSP3,0.002494828
454,2070,SSP3,0.006089268
454,2075,SSP3,0.00352756
454,2080,SSP3,0.000613725
454,2085,SSP3,0.002607932
454,2090,SSP3,0.003451014
454,2095,SSP3,0.001037759
454,2100,SSP3,-0.00096771
458,2015,SSP3,NA
458,2020,SSP3,-12.21112511
458,2025,SSP3,-14.99373797
458,2030,SSP3,-16.93820571
458,2035,SSP3,-18.65725078
458,2040,SSP3,-20.21323476
458,2045,SSP3,-21.59842988
458,2050,SSP3,-22.45689209
458,2055,SSP3,-22.89580378
458,2060,SSP3,-22.81526598
458,2065,SSP3,-24.48713447
458,2070,SSP3,-23.71153033
458,2075,SSP3,-21.53240219
458,2080,SSP3,-17.37751829
458,2085,SSP3,-11.89049951
458,2090,SSP3,-8.690477086
458,2095,SSP3,-6.713286662
458,2100,SSP3,-4.051059703
516,2015,SSP3,NA
516,2020,SSP3,0.063442913
516,2025,SSP3,0.0710619
516,2030,SSP3,0.077271897
516,2035,SSP3,0.080613882
516,2040,SSP3,0.080877986
516,2045,SSP3,0.079150306
516,2050,SSP3,0.074156433
516,2055,SSP3,0.064935154
516,2060,SSP3,0.051028996
516,2065,SSP3,0.035608268
516,2070,SSP3,0.027671138
516,2075,SSP3,0.022051448
516,2080,SSP3,0.01308034
516,2085,SSP3,0.000327721
516,2090,SSP3,0.001920356
516,2095,SSP3,0.001583897
516,2100,SSP3,0.001156725
540,2015,SSP3,NA
540,2020,SSP3,0
540,2025,SSP3,0
540,2030,SSP3,0
540,2035,SSP3,0
540,2040,SSP3,0
540,2045,SSP3,0
540,2050,SSP3,0
540,2055,SSP3,0
540,2060,SSP3,0
540,2065,SSP3,0
540,2070,SSP3,0
540,2075,SSP3,0
540,2080,SSP3,0
540,2085,SSP3,0
540,2090,SSP3,0
540,2095,SSP3,0
540,2100,SSP3,0
562,2015,SSP3,NA
562,2020,SSP3,0.228429146
562,2025,SSP3,0.285494537
562,2030,SSP3,0.324202979
562,2035,SSP3,0.364309438
562,2040,SSP3,0.38317516
562,2045,SSP3,0.389884253
562,2050,SSP3,0.381116074
562,2055,SSP3,0.344414084
562,2060,SSP3,0.287462879
562,2065,SSP3,0.240077425
562,2070,SSP3,0.228710372
562,2075,SSP3,0.167199497
562,2080,SSP3,0.172968655
562,2085,SSP3,0.141022379
562,2090,SSP3,0.059175752
562,2095,SSP3,0.035212154
562,2100,SSP3,0.028155102
566,2015,SSP3,NA
566,2020,SSP3,35.01934259
566,2025,SSP3,42.3878112
566,2030,SSP3,45.6046063
566,2035,SSP3,47.77413717
566,2040,SSP3,49.24011876
566,2045,SSP3,50.32280934
566,2050,SSP3,50.95308758
566,2055,SSP3,50.02173011
566,2060,SSP3,47.93914522
566,2065,SSP3,43.66857971
566,2070,SSP3,39.04552375
566,2075,SSP3,33.34218977
566,2080,SSP3,27.12677533
566,2085,SSP3,19.26497659
566,2090,SSP3,13.30541767
566,2095,SSP3,8.798572367
566,2100,SSP3,6.533982133
558,2015,SSP3,NA
558,2020,SSP3,2.172714498
558,2025,SSP3,2.440679674
558,2030,SSP3,2.642919268
558,2035,SSP3,2.756370948
558,2040,SSP3,2.82143949
558,2045,SSP3,2.861326627
558,2050,SSP3,2.860340675
558,2055,SSP3,2.810140455
558,2060,SSP3,2.724716268
558,2065,SSP3,2.607010755
558,2070,SSP3,2.424526355
558,2075,SSP3,2.128478687
558,2080,SSP3,1.843868539
558,2085,SSP3,1.69173066
558,2090,SSP3,1.12150665
558,2095,SSP3,0.799053368
558,2100,SSP3,0.605491089
528,2015,SSP3,NA
528,2020,SSP3,-45.15030234
528,2025,SSP3,-70.5348272
528,2030,SSP3,-73.38323712
528,2035,SSP3,-75.29410278
528,2040,SSP3,-76.66774927
528,2045,SSP3,-78.1149145
528,2050,SSP3,-79.24645923
528,2055,SSP3,-80.7513446
528,2060,SSP3,-79.87234637
528,2065,SSP3,-77.68621475
528,2070,SSP3,-73.79093388
528,2075,SSP3,-67.3485704
528,2080,SSP3,-57.48700413
528,2085,SSP3,-43.22686109
528,2090,SSP3,-26.64286456
528,2095,SSP3,-16.2199311
528,2100,SSP3,-15.87011412
578,2015,SSP3,NA
578,2020,SSP3,-1.962738172
578,2025,SSP3,-2.123930097
578,2030,SSP3,-2.145291305
578,2035,SSP3,-2.155124771
578,2040,SSP3,-2.13807487
578,2045,SSP3,-2.071652351
578,2050,SSP3,-2.037358693
578,2055,SSP3,-1.922643267
578,2060,SSP3,-1.812510699
578,2065,SSP3,-1.69384694
578,2070,SSP3,-1.561025289
578,2075,SSP3,-1.405460273
578,2080,SSP3,-1.177663579
578,2085,SSP3,-0.872784257
578,2090,SSP3,-0.537272959
578,2095,SSP3,-0.351237214
578,2100,SSP3,-0.363488342
524,2015,SSP3,NA
524,2020,SSP3,13.57570662
524,2025,SSP3,15.78477386
524,2030,SSP3,17.8048436
524,2035,SSP3,19.76037313
524,2040,SSP3,21.45495801
524,2045,SSP3,22.63644651
524,2050,SSP3,23.12358022
524,2055,SSP3,22.86834501
524,2060,SSP3,21.58985505
524,2065,SSP3,20.00272959
524,2070,SSP3,17.35731953
524,2075,SSP3,14.82912906
524,2080,SSP3,11.08084546
524,2085,SSP3,7.117845409
524,2090,SSP3,5.538287312
524,2095,SSP3,3.839946421
524,2100,SSP3,3.487535906
554,2015,SSP3,NA
554,2020,SSP3,-2.037687325
554,2025,SSP3,-2.219838915
554,2030,SSP3,-2.292823386
554,2035,SSP3,-2.320861382
554,2040,SSP3,-2.334108188
554,2045,SSP3,-2.346368473
554,2050,SSP3,-2.361239898
554,2055,SSP3,-2.479233224
554,2060,SSP3,-2.455753106
554,2065,SSP3,-2.407530926
554,2070,SSP3,-2.321926019
554,2075,SSP3,-2.176609186
554,2080,SSP3,-1.904100781
554,2085,SSP3,-1.444457381
554,2090,SSP3,-0.933843406
554,2095,SSP3,-0.652926008
554,2100,SSP3,-0.679815588
512,2015,SSP3,NA
512,2020,SSP3,-9.803153796
512,2025,SSP3,-10.73029778
512,2030,SSP3,-11.5864956
512,2035,SSP3,-12.49465871
512,2040,SSP3,-13.24666219
512,2045,SSP3,-13.5736305
512,2050,SSP3,-13.29288529
512,2055,SSP3,-13.12306628
512,2060,SSP3,-12.90745054
512,2065,SSP3,-12.64709268
512,2070,SSP3,-12.06522941
512,2075,SSP3,-10.49179727
512,2080,SSP3,-7.873436091
512,2085,SSP3,-5.316907156
512,2090,SSP3,-4.041659755
512,2095,SSP3,-3.244431887
512,2100,SSP3,-2.002394548
586,2015,SSP3,NA
586,2020,SSP3,38.84084659
586,2025,SSP3,43.30514241
586,2030,SSP3,47.6982895
586,2035,SSP3,52.94704467
586,2040,SSP3,57.57868476
586,2045,SSP3,61.71310991
586,2050,SSP3,63.89511819
586,2055,SSP3,63.89467507
586,2060,SSP3,62.06274875
586,2065,SSP3,58.98516911
586,2070,SSP3,53.25500516
586,2075,SSP3,47.53926313
586,2080,SSP3,36.45765102
586,2085,SSP3,24.62452519
586,2090,SSP3,18.0104462
586,2095,SSP3,15.33880275
586,2100,SSP3,10.6069841
591,2015,SSP3,NA
591,2020,SSP3,0.626166391
591,2025,SSP3,0.968544435
591,2030,SSP3,0.968176204
591,2035,SSP3,0.951484919
591,2040,SSP3,0.934705097
591,2045,SSP3,0.892137615
591,2050,SSP3,0.859994727
591,2055,SSP3,0.810564513
591,2060,SSP3,0.74971558
591,2065,SSP3,0.67658015
591,2070,SSP3,0.587914336
591,2075,SSP3,0.465714837
591,2080,SSP3,0.560595099
591,2085,SSP3,0.447985685
591,2090,SSP3,0.232318146
591,2095,SSP3,0.111819143
591,2100,SSP3,-0.002838423
604,2015,SSP3,NA
604,2020,SSP3,4.171183593
604,2025,SSP3,4.621055178
604,2030,SSP3,4.916370917
604,2035,SSP3,5.086254052
604,2040,SSP3,5.153854951
604,2045,SSP3,5.191415502
604,2050,SSP3,5.133472707
604,2055,SSP3,5.046556278
604,2060,SSP3,4.869043725
604,2065,SSP3,4.619270072
604,2070,SSP3,4.342049025
604,2075,SSP3,3.861685758
604,2080,SSP3,3.378740773
604,2085,SSP3,2.48382716
604,2090,SSP3,1.821983869
604,2095,SSP3,1.248805041
604,2100,SSP3,0.967140806
608,2015,SSP3,NA
608,2020,SSP3,55.85357494
608,2025,SSP3,61.80769803
608,2030,SSP3,67.2687699
608,2035,SSP3,72.42989975
608,2040,SSP3,76.50397723
608,2045,SSP3,79.86741936
608,2050,SSP3,81.41588553
608,2055,SSP3,80.66885829
608,2060,SSP3,78.03882975
608,2065,SSP3,74.77294849
608,2070,SSP3,68.18738577
608,2075,SSP3,60.23966836
608,2080,SSP3,48.98851991
608,2085,SSP3,35.12888985
608,2090,SSP3,25.20397915
608,2095,SSP3,19.49930752
608,2100,SSP3,13.35235258
598,2015,SSP3,NA
598,2020,SSP3,-0.023508455
598,2025,SSP3,-0.027174123
598,2030,SSP3,-0.031178207
598,2035,SSP3,-0.035411391
598,2040,SSP3,-0.039047148
598,2045,SSP3,-0.042380501
598,2050,SSP3,-0.045274493
598,2055,SSP3,-0.04670083
598,2060,SSP3,-0.045203734
598,2065,SSP3,-0.039022538
598,2070,SSP3,-0.028873271
598,2075,SSP3,-0.022127704
598,2080,SSP3,-0.017449238
598,2085,SSP3,-0.009361455
598,2090,SSP3,0.002590619
598,2095,SSP3,0.001876403
598,2100,SSP3,0.001112186
616,2015,SSP3,NA
616,2020,SSP3,5.960785847
616,2025,SSP3,6.161327511
616,2030,SSP3,6.280875225
616,2035,SSP3,6.324183457
616,2040,SSP3,6.335995907
616,2045,SSP3,6.376647122
616,2050,SSP3,6.215993183
616,2055,SSP3,6.058289875
616,2060,SSP3,6.043741564
616,2065,SSP3,5.735469358
616,2070,SSP3,5.358792883
616,2075,SSP3,4.81567432
616,2080,SSP3,4.20703372
616,2085,SSP3,3.290752721
616,2090,SSP3,2.20325314
616,2095,SSP3,1.391294272
616,2100,SSP3,1.1211391
630,2015,SSP3,NA
630,2020,SSP3,0
630,2025,SSP3,0
630,2030,SSP3,0
630,2035,SSP3,0
630,2040,SSP3,0
630,2045,SSP3,0
630,2050,SSP3,0
630,2055,SSP3,0
630,2060,SSP3,0
630,2065,SSP3,0
630,2070,SSP3,0
630,2075,SSP3,0
630,2080,SSP3,0
630,2085,SSP3,0
630,2090,SSP3,0
630,2095,SSP3,0
630,2100,SSP3,0
620,2015,SSP3,NA
620,2020,SSP3,2.058638018
620,2025,SSP3,1.881228394
620,2030,SSP3,1.86839297
620,2035,SSP3,1.83889529
620,2040,SSP3,1.810418117
620,2045,SSP3,1.851800238
620,2050,SSP3,1.81383351
620,2055,SSP3,1.706092683
620,2060,SSP3,1.581735199
620,2065,SSP3,1.184928721
620,2070,SSP3,1.013534931
620,2075,SSP3,0.815814579
620,2080,SSP3,0.649261841
620,2085,SSP3,0.495888762
620,2090,SSP3,0.679687364
620,2095,SSP3,0.482550267
620,2100,SSP3,0.311750993
600,2015,SSP3,NA
600,2020,SSP3,1.113617658
600,2025,SSP3,1.245723422
600,2030,SSP3,1.340806333
600,2035,SSP3,1.397037467
600,2040,SSP3,1.416474469
600,2045,SSP3,1.40549042
600,2050,SSP3,1.37007364
600,2055,SSP3,1.384890492
600,2060,SSP3,1.335235981
600,2065,SSP3,1.268898944
600,2070,SSP3,1.181854894
600,2075,SSP3,1.051741324
600,2080,SSP3,0.855605243
600,2085,SSP3,0.589064189
600,2090,SSP3,0.43936259
600,2095,SSP3,0.295991971
600,2100,SSP3,0.317432183
275,2015,SSP3,NA
275,2020,SSP3,2.09262287
275,2025,SSP3,2.375034303
275,2030,SSP3,2.71565821
275,2035,SSP3,3.052625287
275,2040,SSP3,3.35708869
275,2045,SSP3,3.630829443
275,2050,SSP3,3.806942606
275,2055,SSP3,3.887948851
275,2060,SSP3,3.876286806
275,2065,SSP3,3.774234092
275,2070,SSP3,3.495063141
275,2075,SSP3,3.097557323
275,2080,SSP3,3.134490226
275,2085,SSP3,2.121570766
275,2090,SSP3,1.632358093
275,2095,SSP3,1.262327661
275,2100,SSP3,0.769389188
258,2015,SSP3,NA
258,2020,SSP3,0
258,2025,SSP3,0
258,2030,SSP3,0
258,2035,SSP3,0
258,2040,SSP3,0
258,2045,SSP3,0
258,2050,SSP3,0
258,2055,SSP3,0
258,2060,SSP3,0
258,2065,SSP3,0
258,2070,SSP3,0
258,2075,SSP3,0
258,2080,SSP3,0
258,2085,SSP3,0
258,2090,SSP3,0
258,2095,SSP3,0
258,2100,SSP3,0
634,2015,SSP3,NA
634,2020,SSP3,-23.89962057
634,2025,SSP3,-27.74642305
634,2030,SSP3,-30.80080719
634,2035,SSP3,-33.14617265
634,2040,SSP3,-34.63812513
634,2045,SSP3,-35.34718811
634,2050,SSP3,-35.44851902
634,2055,SSP3,-35.17196574
634,2060,SSP3,-34.97549953
634,2065,SSP3,-33.96809434
634,2070,SSP3,-31.84398339
634,2075,SSP3,-27.27581886
634,2080,SSP3,-19.74385322
634,2085,SSP3,-12.15772845
634,2090,SSP3,-13.34196199
634,2095,SSP3,-9.351205854
634,2100,SSP3,-7.246769433
642,2015,SSP3,NA
642,2020,SSP3,5.918392093
642,2025,SSP3,6.108745908
642,2030,SSP3,6.24742549
642,2035,SSP3,6.3314389
642,2040,SSP3,6.362718699
642,2045,SSP3,6.481624468
642,2050,SSP3,6.408879776
642,2055,SSP3,6.275207574
642,2060,SSP3,6.116264659
642,2065,SSP3,5.882578107
642,2070,SSP3,5.378900514
642,2075,SSP3,4.769654457
642,2080,SSP3,3.990838847
