year,countrycode,scenario,hdi.proj
2075,FIN,SSP1,0.878685661
2080,FIN,SSP1,NA
2085,FIN,SSP1,NA
2090,FIN,SSP1,NA
2095,FIN,SSP1,NA
2010,FRA,SSP1,0.825748111
2015,FRA,SSP1,0.835516612
2020,FRA,SSP1,0.84990415
2025,FRA,SSP1,0.864864844
2030,FRA,SSP1,0.877989525
2035,FRA,SSP1,0.888346129
2040,FRA,SSP1,0.897005476
2045,FRA,SSP1,0.904109255
2050,FRA,SSP1,0.907839476
2055,FRA,SSP1,0.909036104
2060,FRA,SSP1,0.907020918
2065,FRA,SSP1,0.90575277
2070,FRA,SSP1,0.904987045
2075,FRA,SSP1,0.904291439
2080,FRA,SSP1,NA
2085,FRA,SSP1,NA
2090,FRA,SSP1,NA
2095,FRA,SSP1,NA
2010,GAB,SSP1,0.611691512
2015,GAB,SSP1,0.639534098
2020,GAB,SSP1,0.660493722
2025,GAB,SSP1,0.677297331
2030,GAB,SSP1,0.693258228
2035,GAB,SSP1,0.708500939
2040,GAB,SSP1,0.722809064
2045,GAB,SSP1,0.736039192
2050,GAB,SSP1,0.745490675
2055,GAB,SSP1,0.753197678
2060,GAB,SSP1,0.758484854
2065,GAB,SSP1,0.763765221
2070,GAB,SSP1,0.768658547
2075,GAB,SSP1,0.772833528
2080,GAB,SSP1,NA
2085,GAB,SSP1,NA
2090,GAB,SSP1,NA
2095,GAB,SSP1,NA
2010,GBR,SSP1,0.825927554
2015,GBR,SSP1,0.836403502
2020,GBR,SSP1,0.851030606
2025,GBR,SSP1,0.866914298
2030,GBR,SSP1,0.881089457
2035,GBR,SSP1,0.892708928
2040,GBR,SSP1,0.902769039
2045,GBR,SSP1,0.911183302
2050,GBR,SSP1,0.91620294
2055,GBR,SSP1,0.918337499
2060,GBR,SSP1,0.917336119
2065,GBR,SSP1,0.917278417
2070,GBR,SSP1,0.91767767
2075,GBR,SSP1,0.918062692
2080,GBR,SSP1,NA
2085,GBR,SSP1,NA
2090,GBR,SSP1,NA
2095,GBR,SSP1,NA
2010,GEO,SSP1,0.711020317
2015,GEO,SSP1,0.742407185
2020,GEO,SSP1,0.790988859
2025,GEO,SSP1,0.823859502
2030,GEO,SSP1,0.839812101
2035,GEO,SSP1,0.845594397
2040,GEO,SSP1,0.84792505
2045,GEO,SSP1,0.849833285
2050,GEO,SSP1,0.850715708
2055,GEO,SSP1,0.851057823
2060,GEO,SSP1,0.849845865
2065,GEO,SSP1,0.849819447
2070,GEO,SSP1,0.850476305
2075,GEO,SSP1,0.851220313
2080,GEO,SSP1,NA
2085,GEO,SSP1,NA
2090,GEO,SSP1,NA
2095,GEO,SSP1,NA
2010,GHA,SSP1,0.500180269
2015,GHA,SSP1,0.530966884
2020,GHA,SSP1,0.561275747
2025,GHA,SSP1,0.587884323
2030,GHA,SSP1,0.615020884
2035,GHA,SSP1,0.641561257
2040,GHA,SSP1,0.667051253
2045,GHA,SSP1,0.691276032
2050,GHA,SSP1,0.710594973
2055,GHA,SSP1,0.726131016
2060,GHA,SSP1,0.737453235
2065,GHA,SSP1,0.747470625
2070,GHA,SSP1,0.756282165
2075,GHA,SSP1,0.763770108
2080,GHA,SSP1,NA
2085,GHA,SSP1,NA
2090,GHA,SSP1,NA
2095,GHA,SSP1,NA
2010,GIN,SSP1,0.337876037
2015,GIN,SSP1,0.376249506
2020,GIN,SSP1,0.41516034
2025,GIN,SSP1,0.452578542
2030,GIN,SSP1,0.490916715
2035,GIN,SSP1,0.528213013
2040,GIN,SSP1,0.564055495
2045,GIN,SSP1,0.596678894
2050,GIN,SSP1,0.62360431
2055,GIN,SSP1,0.645621734
2060,GIN,SSP1,0.662579219
2065,GIN,SSP1,0.677543279
2070,GIN,SSP1,0.690888903
2075,GIN,SSP1,0.702566887
2080,GIN,SSP1,NA
2085,GIN,SSP1,NA
2090,GIN,SSP1,NA
2095,GIN,SSP1,NA
2010,GMB,SSP1,0.447175642
2015,GMB,SSP1,0.489375845
2020,GMB,SSP1,0.528475851
2025,GMB,SSP1,0.560701904
2030,GMB,SSP1,0.589835706
2035,GMB,SSP1,0.614970409
2040,GMB,SSP1,0.63759878
2045,GMB,SSP1,0.658396393
2050,GMB,SSP1,0.674798669
2055,GMB,SSP1,0.688585268
2060,GMB,SSP1,0.698799492
2065,GMB,SSP1,0.70823622
2070,GMB,SSP1,0.716681629
2075,GMB,SSP1,0.723981466
2080,GMB,SSP1,NA
2085,GMB,SSP1,NA
2090,GMB,SSP1,NA
2095,GMB,SSP1,NA
2010,GNB,SSP1,0.346886656
2015,GNB,SSP1,0.386520345
2020,GNB,SSP1,0.424186811
2025,GNB,SSP1,0.457604013
2030,GNB,SSP1,0.488281169
2035,GNB,SSP1,0.517153198
2040,GNB,SSP1,0.544452667
2045,GNB,SSP1,0.570255563
2050,GNB,SSP1,0.592383243
2055,GNB,SSP1,0.611584122
2060,GNB,SSP1,0.628066205
2065,GNB,SSP1,0.643670374
2070,GNB,SSP1,0.657536914
2075,GNB,SSP1,0.669732905
2080,GNB,SSP1,NA
2085,GNB,SSP1,NA
2090,GNB,SSP1,NA
2095,GNB,SSP1,NA
2010,GNQ,SSP1,0.597752724
2015,GNQ,SSP1,0.629441137
2020,GNQ,SSP1,0.654001775
2025,GNQ,SSP1,0.670486051
2030,GNQ,SSP1,0.685999706
2035,GNQ,SSP1,0.702052826
2040,GNQ,SSP1,0.71679855
2045,GNQ,SSP1,0.731885758
2050,GNQ,SSP1,0.742757493
2055,GNQ,SSP1,0.75056319
2060,GNQ,SSP1,0.755315009
2065,GNQ,SSP1,0.759970226
2070,GNQ,SSP1,0.764716715
2075,GNQ,SSP1,0.768991714
2080,GNQ,SSP1,NA
2085,GNQ,SSP1,NA
2090,GNQ,SSP1,NA
2095,GNQ,SSP1,NA
2010,GRC,SSP1,0.791997806
2015,GRC,SSP1,0.803457438
2020,GRC,SSP1,0.817356939
2025,GRC,SSP1,0.831694725
2030,GRC,SSP1,0.845495611
2035,GRC,SSP1,0.856651636
2040,GRC,SSP1,0.866386706
2045,GRC,SSP1,0.874265817
2050,GRC,SSP1,0.878640722
2055,GRC,SSP1,0.880380194
2060,GRC,SSP1,0.878969945
2065,GRC,SSP1,0.878300269
2070,GRC,SSP1,0.878011172
2075,GRC,SSP1,0.877780211
2080,GRC,SSP1,NA
2085,GRC,SSP1,NA
2090,GRC,SSP1,NA
2095,GRC,SSP1,NA
2010,GTM,SSP1,0.548470531
2015,GTM,SSP1,0.572606492
2020,GTM,SSP1,0.598404583
2025,GTM,SSP1,0.622333377
2030,GTM,SSP1,0.643550021
2035,GTM,SSP1,0.661683069
2040,GTM,SSP1,0.678154135
2045,GTM,SSP1,0.692319109
2050,GTM,SSP1,0.703682111
2055,GTM,SSP1,0.712297545
2060,GTM,SSP1,0.717944425
2065,GTM,SSP1,0.723639923
2070,GTM,SSP1,0.729057655
2075,GTM,SSP1,0.733692247
2080,GTM,SSP1,NA
2085,GTM,SSP1,NA
2090,GTM,SSP1,NA
2095,GTM,SSP1,NA
2010,GUY,SSP1,0.607754955
2015,GUY,SSP1,0.617029043
2020,GUY,SSP1,0.629823235
2025,GUY,SSP1,0.644534997
2030,GUY,SSP1,0.660592207
2035,GUY,SSP1,0.676092671
2040,GUY,SSP1,0.690705256
2045,GUY,SSP1,0.703470504
2050,GUY,SSP1,0.713594662
2055,GUY,SSP1,0.720785722
2060,GUY,SSP1,0.7247616
2065,GUY,SSP1,0.728471454
2070,GUY,SSP1,0.731832313
2075,GUY,SSP1,0.734773691
2080,GUY,SSP1,NA
2085,GUY,SSP1,NA
2090,GUY,SSP1,NA
2095,GUY,SSP1,NA
2010,HKG,SSP1,0.865079985
2015,HKG,SSP1,0.875922858
2020,HKG,SSP1,0.886950274
2025,HKG,SSP1,0.896440601
2030,HKG,SSP1,0.905598347
2035,HKG,SSP1,0.913843681
2040,HKG,SSP1,0.921798844
2045,HKG,SSP1,0.928471716
2050,HKG,SSP1,0.931997989
2055,HKG,SSP1,0.932749359
2060,HKG,SSP1,0.930300387
2065,HKG,SSP1,0.928685508
2070,HKG,SSP1,0.927438931
2075,HKG,SSP1,0.926136
2080,HKG,SSP1,NA
2085,HKG,SSP1,NA
2090,HKG,SSP1,NA
2095,HKG,SSP1,NA
2010,HND,SSP1,0.556805399
2015,HND,SSP1,0.579723857
2020,HND,SSP1,0.604961236
2025,HND,SSP1,0.628625078
2030,HND,SSP1,0.649478947
2035,HND,SSP1,0.667636821
2040,HND,SSP1,0.684287831
2045,HND,SSP1,0.699095581
2050,HND,SSP1,0.710948057
2055,HND,SSP1,0.719993411
2060,HND,SSP1,0.725683357
2065,HND,SSP1,0.732200513
2070,HND,SSP1,0.738825603
2075,HND,SSP1,0.744691293
2080,HND,SSP1,NA
2085,HND,SSP1,NA
2090,HND,SSP1,NA
2095,HND,SSP1,NA
2010,HRV,SSP1,0.762104119
2015,HRV,SSP1,0.774915173
2020,HRV,SSP1,0.787181878
2025,HRV,SSP1,0.798490219
2030,HRV,SSP1,0.808297603
2035,HRV,SSP1,0.816035826
2040,HRV,SSP1,0.822623797
2045,HRV,SSP1,0.828049791
2050,HRV,SSP1,0.830911945
2055,HRV,SSP1,0.831757096
2060,HRV,SSP1,0.830469293
2065,HRV,SSP1,0.830361749
2070,HRV,SSP1,0.831101908
2075,HRV,SSP1,0.83209684
2080,HRV,SSP1,NA
2085,HRV,SSP1,NA
2090,HRV,SSP1,NA
2095,HRV,SSP1,NA
2010,HTI,SSP1,0.440542938
2015,HTI,SSP1,0.472745837
2020,HTI,SSP1,0.512993528
2025,HTI,SSP1,0.552660531
2030,HTI,SSP1,0.590530658
2035,HTI,SSP1,0.623536028
2040,HTI,SSP1,0.652694769
2045,HTI,SSP1,0.67693864
2050,HTI,SSP1,0.696087394
2055,HTI,SSP1,0.712002425
2060,HTI,SSP1,0.723957185
2065,HTI,SSP1,0.734268334
2070,HTI,SSP1,0.742996442
2075,HTI,SSP1,0.749945164
2080,HTI,SSP1,NA
2085,HTI,SSP1,NA
2090,HTI,SSP1,NA
2095,HTI,SSP1,NA
2010,HUN,SSP1,0.75613089
2015,HUN,SSP1,0.766666849
2020,HUN,SSP1,0.779160128
2025,HUN,SSP1,0.79182137
2030,HUN,SSP1,0.802435915
2035,HUN,SSP1,0.810516561
2040,HUN,SSP1,0.817212849
2045,HUN,SSP1,0.822709853
2050,HUN,SSP1,0.825688686
2055,HUN,SSP1,0.826799408
2060,HUN,SSP1,0.825574486
2065,HUN,SSP1,0.82537592
2070,HUN,SSP1,0.825865109
2075,HUN,SSP1,0.826698291
2080,HUN,SSP1,NA
2085,HUN,SSP1,NA
2090,HUN,SSP1,NA
2095,HUN,SSP1,NA
2010,IDN,SSP1,0.604782395
2015,IDN,SSP1,0.629385579
2020,IDN,SSP1,0.664851039
2025,IDN,SSP1,0.695934066
2030,IDN,SSP1,0.720747413
2035,IDN,SSP1,0.739645465
2040,IDN,SSP1,0.756418614
2045,IDN,SSP1,0.770597501
2050,IDN,SSP1,0.780619169
2055,IDN,SSP1,0.786915372
2060,IDN,SSP1,0.789506234
2065,IDN,SSP1,0.792245528
2070,IDN,SSP1,0.795318276
2075,IDN,SSP1,0.798418709
2080,IDN,SSP1,NA
2085,IDN,SSP1,NA
2090,IDN,SSP1,NA
2095,IDN,SSP1,NA
2010,IND,SSP1,0.538066062
2015,IND,SSP1,0.576602694
2020,IND,SSP1,0.624053071
2025,IND,SSP1,0.663965436
2030,IND,SSP1,0.695166581
2035,IND,SSP1,0.719797361
2040,IND,SSP1,0.740112647
2045,IND,SSP1,0.755876089
2050,IND,SSP1,0.766058394
2055,IND,SSP1,0.772083326
2060,IND,SSP1,0.774494009
2065,IND,SSP1,0.776872012
2070,IND,SSP1,0.779367786
2075,IND,SSP1,0.781757107
2080,IND,SSP1,NA
2085,IND,SSP1,NA
2090,IND,SSP1,NA
2095,IND,SSP1,NA
2010,IRL,SSP1,0.851234907
2015,IRL,SSP1,0.859716639
2020,IRL,SSP1,0.869730245
2025,IRL,SSP1,0.88157439
2030,IRL,SSP1,0.8922666
2035,IRL,SSP1,0.900684793
2040,IRL,SSP1,0.90737348
2045,IRL,SSP1,0.912620506
2050,IRL,SSP1,0.914995282
2055,IRL,SSP1,0.915002917
2060,IRL,SSP1,0.912177888
2065,IRL,SSP1,0.910303959
2070,IRL,SSP1,0.90886354
2075,IRL,SSP1,0.907498683
2080,IRL,SSP1,NA
2085,IRL,SSP1,NA
2090,IRL,SSP1,NA
2095,IRL,SSP1,NA
2010,IRN,SSP1,0.671779241
2015,IRN,SSP1,0.696201804
2020,IRN,SSP1,0.717280883
2025,IRN,SSP1,0.733355305
2030,IRN,SSP1,0.747721958
2035,IRN,SSP1,0.761214849
2040,IRN,SSP1,0.775071519
2045,IRN,SSP1,0.787882094
2050,IRN,SSP1,0.797336984
2055,IRN,SSP1,0.803574673
2060,IRN,SSP1,0.8062932
2065,IRN,SSP1,0.808982232
2070,IRN,SSP1,0.811750458
2075,IRN,SSP1,0.814539816
2080,IRN,SSP1,NA
2085,IRN,SSP1,NA
2090,IRN,SSP1,NA
2095,IRN,SSP1,NA
2010,IRQ,SSP1,0.600209698
2015,IRQ,SSP1,0.632007705
2020,IRQ,SSP1,0.681180614
2025,IRQ,SSP1,0.721199285
2030,IRQ,SSP1,0.74847183
2035,IRQ,SSP1,0.765841893
2040,IRQ,SSP1,0.77775511
2045,IRQ,SSP1,0.786422726
2050,IRQ,SSP1,0.791897777
2055,IRQ,SSP1,0.795015306
2060,IRQ,SSP1,0.79558907
2065,IRQ,SSP1,0.797131711
2070,IRQ,SSP1,0.799368068
2075,IRQ,SSP1,0.801818501
2080,IRQ,SSP1,NA
2085,IRQ,SSP1,NA
2090,IRQ,SSP1,NA
2095,IRQ,SSP1,NA
2010,ISL,SSP1,0.860691122
2015,ISL,SSP1,0.868675148
2020,ISL,SSP1,0.880236976
2025,ISL,SSP1,0.892837686
2030,ISL,SSP1,0.904154282
2035,ISL,SSP1,0.9134664
2040,ISL,SSP1,0.921684127
2045,ISL,SSP1,0.928778003
2050,ISL,SSP1,0.932910367
2055,ISL,SSP1,0.934811237
2060,ISL,SSP1,0.933608142
2065,ISL,SSP1,0.933158546
2070,ISL,SSP1,0.933149197
2075,ISL,SSP1,0.93291401
2080,ISL,SSP1,NA
2085,ISL,SSP1,NA
2090,ISL,SSP1,NA
2095,ISL,SSP1,NA
2010,ISR,SSP1,0.815636093
2015,ISR,SSP1,0.819610706
2020,ISR,SSP1,0.821373034
2025,ISR,SSP1,0.823914771
2030,ISR,SSP1,0.828023128
2035,ISR,SSP1,0.832455068
2040,ISR,SSP1,0.837432571
2045,ISR,SSP1,0.841944798
2050,ISR,SSP1,0.843826655
2055,ISR,SSP1,0.843309133
2060,ISR,SSP1,0.840332934
2065,ISR,SSP1,0.838626284
2070,ISR,SSP1,0.838124513
2075,ISR,SSP1,0.838309971
2080,ISR,SSP1,NA
2085,ISR,SSP1,NA
2090,ISR,SSP1,NA
2095,ISR,SSP1,NA
2010,ITA,SSP1,0.805702325
2015,ITA,SSP1,0.815408922
2020,ITA,SSP1,0.831517446
2025,ITA,SSP1,0.849372909
2030,ITA,SSP1,0.864796858
2035,ITA,SSP1,0.876914302
2040,ITA,SSP1,0.886467369
2045,ITA,SSP1,0.894196227
2050,ITA,SSP1,0.898482312
2055,ITA,SSP1,0.900206852
2060,ITA,SSP1,0.898969981
2065,ITA,SSP1,0.898696364
2070,ITA,SSP1,0.899074412
2075,ITA,SSP1,0.899514196
2080,ITA,SSP1,NA
2085,ITA,SSP1,NA
2090,ITA,SSP1,NA
2095,ITA,SSP1,NA
2010,JAM,SSP1,0.667859241
2015,JAM,SSP1,0.678601273
2020,JAM,SSP1,0.699705679
2025,JAM,SSP1,0.723391378
2030,JAM,SSP1,0.743362857
2035,JAM,SSP1,0.758102203
2040,JAM,SSP1,0.768957273
2045,JAM,SSP1,0.776872165
2050,JAM,SSP1,0.78097828
2055,JAM,SSP1,0.7826952
2060,JAM,SSP1,0.782075789
2065,JAM,SSP1,0.782600605
2070,JAM,SSP1,0.784051464
2075,JAM,SSP1,0.785943778
2080,JAM,SSP1,NA
2085,JAM,SSP1,NA
2090,JAM,SSP1,NA
2095,JAM,SSP1,NA
2010,JOR,SSP1,0.672737716
2015,JOR,SSP1,0.693463076
2020,JOR,SSP1,0.722747324
2025,JOR,SSP1,0.748613221
2030,JOR,SSP1,0.769021558
2035,JOR,SSP1,0.783906738
2040,JOR,SSP1,0.795381456
2045,JOR,SSP1,0.804235714
2050,JOR,SSP1,0.809493232
2055,JOR,SSP1,0.812088099
2060,JOR,SSP1,0.811626162
2065,JOR,SSP1,0.811702078
2070,JOR,SSP1,0.812082338
2075,JOR,SSP1,0.812341431
2080,JOR,SSP1,NA
2085,JOR,SSP1,NA
2090,JOR,SSP1,NA
2095,JOR,SSP1,NA
2010,JPN,SSP1,0.8667341
2015,JPN,SSP1,0.870000555
2020,JPN,SSP1,0.874447308
2025,JPN,SSP1,0.88009957
2030,JPN,SSP1,0.886227884
2035,JPN,SSP1,0.891422247
2040,JPN,SSP1,0.896219965
2045,JPN,SSP1,0.900366322
2050,JPN,SSP1,0.902159109
2055,JPN,SSP1,0.901780035
2060,JPN,SSP1,0.898663703
2065,JPN,SSP1,0.896673815
2070,JPN,SSP1,0.89548209
2075,JPN,SSP1,0.894767496
2080,JPN,SSP1,NA
2085,JPN,SSP1,NA
2090,JPN,SSP1,NA
2095,JPN,SSP1,NA
2010,KAZ,SSP1,0.696178721
2015,KAZ,SSP1,0.719562596
2020,KAZ,SSP1,0.74124123
2025,KAZ,SSP1,0.756094358
2030,KAZ,SSP1,0.766064088
2035,KAZ,SSP1,0.773378367
2040,KAZ,SSP1,0.779451727
2045,KAZ,SSP1,0.784674616
2050,KAZ,SSP1,0.787708798
2055,KAZ,SSP1,0.78904206
2060,KAZ,SSP1,0.788341255
2065,KAZ,SSP1,0.788706156
2070,KAZ,SSP1,0.789836245
2075,KAZ,SSP1,0.791126661
2080,KAZ,SSP1,NA
2085,KAZ,SSP1,NA
2090,KAZ,SSP1,NA
2095,KAZ,SSP1,NA
2010,KEN,SSP1,0.488944855
2015,KEN,SSP1,0.517748486
2020,KEN,SSP1,0.55695742
2025,KEN,SSP1,0.592330085
2030,KEN,SSP1,0.625186341
2035,KEN,SSP1,0.65243349
2040,KEN,SSP1,0.676440176
2045,KEN,SSP1,0.697044343
2050,KEN,SSP1,0.711923235
2055,KEN,SSP1,0.722932088
2060,KEN,SSP1,0.730089922
2065,KEN,SSP1,0.736471836
2070,KEN,SSP1,0.742268041
2075,KEN,SSP1,0.747263254
2080,KEN,SSP1,NA
2085,KEN,SSP1,NA
2090,KEN,SSP1,NA
2095,KEN,SSP1,NA
2010,KGZ,SSP1,0.57421651
2015,KGZ,SSP1,0.609002037
2020,KGZ,SSP1,0.671408792
2025,KGZ,SSP1,0.72139921
2030,KGZ,SSP1,0.751796044
2035,KGZ,SSP1,0.768662944
2040,KGZ,SSP1,0.778521476
2045,KGZ,SSP1,0.784255778
2050,KGZ,SSP1,0.786728721
2055,KGZ,SSP1,0.787227973
2060,KGZ,SSP1,0.785675648
2065,KGZ,SSP1,0.785330579
2070,KGZ,SSP1,0.785903173
2075,KGZ,SSP1,0.786836768
2080,KGZ,SSP1,NA
2085,KGZ,SSP1,NA
2090,KGZ,SSP1,NA
2095,KGZ,SSP1,NA
2010,KHM,SSP1,0.46066399
2015,KHM,SSP1,0.493127739
2020,KHM,SSP1,0.539938056
2025,KHM,SSP1,0.581844585
2030,KHM,SSP1,0.615154899
2035,KHM,SSP1,0.643243644
2040,KHM,SSP1,0.6666118
2045,KHM,SSP1,0.686503039
2050,KHM,SSP1,0.701357593
2055,KHM,SSP1,0.712545816
2060,KHM,SSP1,0.720015106
2065,KHM,SSP1,0.727608856
2070,KHM,SSP1,0.735442296
2075,KHM,SSP1,0.742897147
2080,KHM,SSP1,NA
2085,KHM,SSP1,NA
2090,KHM,SSP1,NA
2095,KHM,SSP1,NA
2010,KOR,SSP1,0.8402369
2015,KOR,SSP1,0.847006633
2020,KOR,SSP1,0.85256088
2025,KOR,SSP1,0.857232167
2030,KOR,SSP1,0.862122433
2035,KOR,SSP1,0.866819131
2040,KOR,SSP1,0.871460463
2045,KOR,SSP1,0.875566105
2050,KOR,SSP1,0.877488343
2055,KOR,SSP1,0.877456474
2060,KOR,SSP1,0.87501129
2065,KOR,SSP1,0.873639472
2070,KOR,SSP1,0.873001857
2075,KOR,SSP1,0.872725422
2080,KOR,SSP1,NA
2085,KOR,SSP1,NA
2090,KOR,SSP1,NA
2095,KOR,SSP1,NA
2010,KWT,SSP1,0.762904167
2015,KWT,SSP1,0.776431939
2020,KWT,SSP1,0.787120093
2025,KWT,SSP1,0.7934345
2030,KWT,SSP1,0.798500761
2035,KWT,SSP1,0.804083929
2040,KWT,SSP1,0.810771035
2045,KWT,SSP1,0.817971326
2050,KWT,SSP1,0.823839468
2055,KWT,SSP1,0.828412301
2060,KWT,SSP1,0.83021029
2065,KWT,SSP1,0.832423761
2070,KWT,SSP1,0.834715488
2075,KWT,SSP1,0.836686147
2080,KWT,SSP1,NA
2085,KWT,SSP1,NA
2090,KWT,SSP1,NA
2095,KWT,SSP1,NA
2010,LAO,SSP1,0.498303135
2015,LAO,SSP1,0.526743491
2020,LAO,SSP1,0.553318861
2025,LAO,SSP1,0.574193632
2030,LAO,SSP1,0.592330799
2035,LAO,SSP1,0.608759499
2040,LAO,SSP1,0.624498413
2045,LAO,SSP1,0.639280414
2050,LAO,SSP1,0.651584425
2055,LAO,SSP1,0.661553669
2060,LAO,SSP1,0.669968368
2065,LAO,SSP1,0.678836435
2070,LAO,SSP1,0.687256821
2075,LAO,SSP1,0.694422953
2080,LAO,SSP1,NA
2085,LAO,SSP1,NA
2090,LAO,SSP1,NA
2095,LAO,SSP1,NA
2010,LBN,SSP1,0.706639733
2015,LBN,SSP1,0.725841942
2020,LBN,SSP1,0.745425881
2025,LBN,SSP1,0.759790717
2030,LBN,SSP1,0.771896799
2035,LBN,SSP1,0.78260094
2040,LBN,SSP1,0.79266127
2045,LBN,SSP1,0.801679112
2050,LBN,SSP1,0.807703829
2055,LBN,SSP1,0.81097737
2060,LBN,SSP1,0.811434503
2065,LBN,SSP1,0.812805603
2070,LBN,SSP1,0.814798064
2075,LBN,SSP1,0.816995838
2080,LBN,SSP1,NA
2085,LBN,SSP1,NA
2090,LBN,SSP1,NA
2095,LBN,SSP1,NA
2010,LBR,SSP1,0.264517
2015,LBR,SSP1,0.303939811
2020,LBR,SSP1,0.365717124
2025,LBR,SSP1,0.417591859
2030,LBR,SSP1,0.46242131
2035,LBR,SSP1,0.501538019
2040,LBR,SSP1,0.536587099
2045,LBR,SSP1,0.568460745
2050,LBR,SSP1,0.595646427
2055,LBR,SSP1,0.619139098
2060,LBR,SSP1,0.638849235
2065,LBR,SSP1,0.657274094
2070,LBR,SSP1,0.674186239
2075,LBR,SSP1,0.689205194
2080,LBR,SSP1,NA
2085,LBR,SSP1,NA
2090,LBR,SSP1,NA
2095,LBR,SSP1,NA
2010,LCA,SSP1,0.69813497
2015,LCA,SSP1,0.709842225
2020,LCA,SSP1,0.722954619
2025,LCA,SSP1,0.735458012
2030,LCA,SSP1,0.747041805
2035,LCA,SSP1,0.757034637
2040,LCA,SSP1,0.767799883
2045,LCA,SSP1,0.778381955
2050,LCA,SSP1,0.785996945
2055,LCA,SSP1,0.790309509
2060,LCA,SSP1,0.791364643
2065,LCA,SSP1,0.792895249
2070,LCA,SSP1,0.79527117
2075,LCA,SSP1,0.797700269
2080,LCA,SSP1,NA
2085,LCA,SSP1,NA
2090,LCA,SSP1,NA
2095,LCA,SSP1,NA
2010,LSO,SSP1,0.438059616
2015,LSO,SSP1,0.465095101
2020,LSO,SSP1,0.491092639
2025,LSO,SSP1,0.515521863
2030,LSO,SSP1,0.54146926
2035,LSO,SSP1,0.56845428
2040,LSO,SSP1,0.594431245
2045,LSO,SSP1,0.619117836
2050,LSO,SSP1,0.638656497
2055,LSO,SSP1,0.6555527
2060,LSO,SSP1,0.669087093
2065,LSO,SSP1,0.682777887
2070,LSO,SSP1,0.695917008
2075,LSO,SSP1,0.707611116
2080,LSO,SSP1,NA
2085,LSO,SSP1,NA
2090,LSO,SSP1,NA
2095,LSO,SSP1,NA
2010,LTU,SSP1,0.775374745
2015,LTU,SSP1,0.791119403
2020,LTU,SSP1,0.807390783
2025,LTU,SSP1,0.820937342
2030,LTU,SSP1,0.830398405
2035,LTU,SSP1,0.835856544
2040,LTU,SSP1,0.839725338
2045,LTU,SSP1,0.842596199
2050,LTU,SSP1,0.843135516
2055,LTU,SSP1,0.842226442
2060,LTU,SSP1,0.839609917
2065,LTU,SSP1,0.838524829
2070,LTU,SSP1,0.8384509
2075,LTU,SSP1,0.83863243
2080,LTU,SSP1,NA
2085,LTU,SSP1,NA
2090,LTU,SSP1,NA
2095,LTU,SSP1,NA
2010,LUX,SSP1,0.855260992
2015,LUX,SSP1,0.869082961
2020,LUX,SSP1,0.884732846
2025,LUX,SSP1,0.897695212
2030,LUX,SSP1,0.908302511
2035,LUX,SSP1,0.916738982
2040,LUX,SSP1,0.924059425
2045,LUX,SSP1,0.930491631
2050,LUX,SSP1,0.933816427
2055,LUX,SSP1,0.934706397
2060,LUX,SSP1,0.93242802
2065,LUX,SSP1,0.930992768
2070,LUX,SSP1,0.929972445
2075,LUX,SSP1,0.929021798
2080,LUX,SSP1,NA
2085,LUX,SSP1,NA
2090,LUX,SSP1,NA
2095,LUX,SSP1,NA
2010,LVA,SSP1,0.764006037
2015,LVA,SSP1,0.777637587
2020,LVA,SSP1,0.793918483
2025,LVA,SSP1,0.808898836
2030,LVA,SSP1,0.819587074
2035,LVA,SSP1,0.826401413
2040,LVA,SSP1,0.831454081
2045,LVA,SSP1,0.835187625
2050,LVA,SSP1,0.836425324
2055,LVA,SSP1,0.836184445
2060,LVA,SSP1,0.833959486
2065,LVA,SSP1,0.833233725
2070,LVA,SSP1,0.833481055
2075,LVA,SSP1,0.834046018
2080,LVA,SSP1,NA
2085,LVA,SSP1,NA
2090,LVA,SSP1,NA
2095,LVA,SSP1,NA
2010,MAR,SSP1,0.541056587
2015,MAR,SSP1,0.56959826
2020,MAR,SSP1,0.597720466
2025,MAR,SSP1,0.623237532
2030,MAR,SSP1,0.647226253
2035,MAR,SSP1,0.669552106
2040,MAR,SSP1,0.690364998
2045,MAR,SSP1,0.710042346
2050,MAR,SSP1,0.727028025
2055,MAR,SSP1,0.741178214
2060,MAR,SSP1,0.75142362
2065,MAR,SSP1,0.760609057
2070,MAR,SSP1,0.768514147
2075,MAR,SSP1,0.774933441
2080,MAR,SSP1,NA
2085,MAR,SSP1,NA
2090,MAR,SSP1,NA
2095,MAR,SSP1,NA
2010,MDA,SSP1,0.618899887
2015,MDA,SSP1,0.651364599
2020,MDA,SSP1,0.703252918
2025,MDA,SSP1,0.747035572
2030,MDA,SSP1,0.774450459
2035,MDA,SSP1,0.79029168
2040,MDA,SSP1,0.800211349
2045,MDA,SSP1,0.806471432
2050,MDA,SSP1,0.808999157
2055,MDA,SSP1,0.809520172
2060,MDA,SSP1,0.807916429
2065,MDA,SSP1,0.80760458
2070,MDA,SSP1,0.808282103
2075,MDA,SSP1,0.809364467
2080,MDA,SSP1,NA
2085,MDA,SSP1,NA
2090,MDA,SSP1,NA
2095,MDA,SSP1,NA
2010,MDG,SSP1,0.388981685
2015,MDG,SSP1,0.407012403
2020,MDG,SSP1,0.439074803
2025,MDG,SSP1,0.469262016
2030,MDG,SSP1,0.496986504
2035,MDG,SSP1,0.522511795
2040,MDG,SSP1,0.546379822
