"","scenario","country or area","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"135","SSP1","POL",47.892,48.527,48.926,49.326,49.727,50.126,50.526,50.926,51.326,51.726,52.125,52.668,53.324,53.977,54.629,55.28,55.929,56.575,57.22,57.712,58.086,58.459,58.831,59.202,59.573,59.942,60.31,60.676,61.043,61.225,61.27,61.315,61.359,61.404,61.449,61.493,61.538,61.583,61.627,61.672,61.716,61.761,61.787,61.676,61.564,61.452,61.341,61.229,61.116,61.004,61.50989752,62.01120904,62.5048173,62.99892049,63.48546081,63.96630922,64.44123032,64.90881035,65.36593074,65.81862191,66.26303668,66.70154734,67.11309768,67.52802464,67.94035661,68.34317176,68.75070362,69.13620003,69.52043929,69.89599554,70.26744633,70.63817514,71.0086802,71.36462523,71.72848729,72.08687933,72.42896253,72.76207143,73.09291461,73.41723635,73.73119208,74.04095846,74.35324903,74.65964664,74.97257559,75.2811703,75.59273411,75.88309971,76.16780265,76.44538434,76.74191359,77.02181069,77.29503252,77.561259,77.82181482,78.067615,78.30835867,78.54549802,78.77686898,79.00398546,79.22670788,79.4443908,79.66097235,79.8702017,80.07498143,80.28238731,80.48634786,80.68575243,80.88223804,81.07267302,81.26209574,81.44984045,81.63212266,81.81137287,81.9869303,82.15898166,82.32651347,82.50386285,82.68027139,82.85214215,83.02021916,83.17858125,83.33215851,83.48306461,83.62904938,83.77317133,83.91509829,84.05424672,84.19144273,84.32427529,84.45483919,84.58553033,84.71292293,84.83917287,84.95966345,85.07854059,85.39758834,85.69221671,86.00074943,86.3138841,86.60238459
"136","SSP1","PRI",44.547,45.933,47.327,48.724,50.126,51.524,52.921,54.314,55.702,57.077,58.328,59.23,60.127,61.014,61.896,62.77,63.637,64.492,65.34,66.178,67.835,71.772,75.406,78.711,81.684,84.317,86.637,88.66,90.413,91.915,92.942,93.106,93.267,93.424,93.578,93.729,93.876,94.02,94.161,94.298,94.387,94.333,94.278,94.224,94.168,94.112,94.056,93.999,93.942,93.884,94.10146067,94.28755562,94.46809126,94.64338657,94.81263313,95.00031979,95.17271775,95.33773377,95.49950941,95.65530573,95.80494165,95.94985641,96.08999617,96.21645162,96.339111,96.45755048,96.57175747,96.66674397,96.76944529,96.86910797,96.96597529,97.0982608,97.2285402,97.3524499,97.47701722,97.59562487,97.71373335,97.82610284,97.93716105,98.0428038,98.14656179,98.24524672,98.34159204,98.43306895,98.51942413,98.60098587,98.67795829,98.75110143,98.82014648,98.88532447,98.94708597,99.00526494,99.06040348,99.11256643,99.16164745,99.20816874,99.25225543,99.29377145,99.33308113,99.37020065,99.40525469,99.42409014,99.44231426,99.45999634,99.47703776,99.49358201,99.50969223,99.52521513,99.54027047,99.55488109,99.56893429,99.5825934,99.59585042,99.60862792,99.6210831,99.63313307,99.64476775,99.6560549,99.66693808,99.67748069,99.68768797,99.69757157,99.70719697,99.71649079,99.72548745,99.73421535,99.74266219,99.75080937,99.75872482,99.76640604,99.77383168,99.78101057,99.78795559,99.79469496,99.80121747,99.80753031,99.81363602,99.81954885,99.82527531,99.83081612,99.83619268
"137","SSP1","PRK",40.195,41.162,42.136,43.116,44.102,45.091,46.084,47.081,49.012,51.609,54.2,54.702,55.204,55.703,56.202,56.7,56.74,56.78,56.82,56.86,56.9,57.049,57.198,57.346,57.495,57.644,57.792,57.94,58.088,58.236,58.384,58.531,58.679,58.826,58.939,59.018,59.097,59.176,59.255,59.334,59.412,59.491,59.57,59.648,59.727,59.805,59.884,59.962,60.04,60.195,60.68649283,61.18742811,61.69280777,62.19253001,62.69065964,63.18276233,63.66578474,64.14513282,64.62016238,65.08762707,65.54342068,65.99069353,66.43151963,66.85891547,67.26757884,67.67828849,68.08441096,68.48666267,68.89501892,69.27436407,69.65562562,70.02981342,70.4009549,70.76903359,71.14081986,71.4915778,71.85103126,72.20286883,72.54188461,72.87211782,73.20013437,73.52413196,73.83929709,74.1559556,74.4664764,74.78079923,75.09303125,75.40135436,75.70738096,75.99636522,76.27901708,76.55139113,76.83697387,77.11429197,77.38877071,77.65386648,77.90244796,78.14673425,78.38679197,78.62065014,78.85208182,79.07658207,79.30180791,79.52134582,79.73486114,79.94590612,80.14975805,80.34851183,80.54967133,80.74532877,80.93881687,81.13011431,81.31934693,81.50558565,81.68489545,81.86042411,82.03613372,82.20917429,82.37587532,82.55244372,82.72630602,82.89781795,83.06548022,83.22327594,83.37550655,83.52378861,83.66990763,83.81210044,83.95393455,84.09208595,84.23797272,84.36963991,84.50334602,84.63430938,84.76012575,84.88255523,85.00322752,85.32271572,85.61866868,85.92719142,86.24396477
"138","SSP1","PRT",34.955,35.344,35.722,36.101,36.483,36.866,37.25,37.636,38.025,38.414,38.804,39.197,39.591,39.985,40.382,40.779,41.179,41.578,41.979,42.381,42.785,43.221,43.738,44.257,44.777,45.298,45.82,46.342,46.867,47.391,47.915,48.469,49.13,49.789,50.449,51.109,51.77,52.428,53.086,53.743,54.399,55.044,55.666,56.287,56.907,57.522,58.137,58.749,59.359,59.964,60.47678389,60.98426039,61.49775607,62.00526114,62.51165957,63.00590116,63.50445865,63.99654179,64.48474349,64.96728687,65.4387985,65.90495675,66.36205747,66.80708572,67.23654219,67.66730368,68.09897749,68.52721841,68.96130967,69.38331262,69.79515153,70.2093073,70.61272478,71.01160608,71.39180403,71.78232448,72.1661998,72.54485253,72.91727644,73.29025166,73.65243343,74.01199726,74.36779708,74.72444327,75.07042934,75.40373389,75.7336601,76.04692224,76.34996989,76.64873186,76.94780522,77.24076879,77.52806926,77.80657349,78.07159412,78.33168726,78.59479349,78.85236779,79.10453633,79.35363403,79.59443102,79.82367701,80.05684754,80.28225955,80.49386393,80.70500678,80.90802213,81.11089627,81.31013464,81.50143775,81.69158129,81.87879335,82.06151712,82.23796739,82.41245362,82.59514318,82.77689812,82.95592632,83.1228308,83.28765467,83.44826371,83.60476769,83.75766101,83.90789115,84.05456955,84.19778062,84.33719798,84.47285364,84.6112386,84.74475935,84.87434528,85.0021282,85.32317172,85.61896872,85.92747743,86.24508998,86.53259477,86.83515593,87.13321974,87.40155554,87.67738215
"139","SSP1","PRY",35.569,35.67,35.771,35.916,36.079,36.243,36.407,36.571,36.735,36.9,37.065,37.23,37.396,37.916,38.447,38.981,39.518,40.056,40.598,41.141,41.688,42.235,42.785,43.512,44.247,44.983,45.722,46.463,47.207,47.949,48.694,49.439,50.186,50.844,51.488,52.131,52.774,53.414,54.054,54.693,55.331,55.966,56.6,56.977,57.305,57.633,57.96,58.286,58.612,58.937,59.44280709,59.96002735,60.47290918,60.98068116,61.49574459,61.99428014,62.4854238,62.97967287,63.4647499,63.94838552,64.44430946,64.92738971,65.39851695,65.86387292,66.32039273,66.76810345,67.19475138,67.61684915,68.03115204,68.45343663,68.87887372,69.29508759,69.71305305,70.12359365,70.51658669,70.91567181,71.3122925,71.69054902,72.07697006,72.45221777,72.82477491,73.1966891,73.56296394,73.91262675,74.26400463,74.59638889,74.93491497,75.26650073,75.59831572,75.90001491,76.19443899,76.48573257,76.79063524,77.08591059,77.3801003,77.66696531,77.93753479,78.20139841,78.45977273,78.7162773,78.9712889,79.22042543,79.46447903,79.69471003,79.92082261,80.15659163,80.37444693,80.58424899,80.79281564,80.99639552,81.19712797,81.39495418,81.58645023,81.77558506,81.96006727,82.14328237,82.31868339,82.50353985,82.68786918,82.86712529,83.04344063,83.20832095,83.37130356,83.52786343,83.68124391,83.83263203,83.97891945,84.12338991,84.26618629,84.40447094,84.54372264,84.67765966,84.81066125,84.93919396,85.06573303,85.38525687,85.67889002,85.98639794,86.30120962,86.58789423,86.89415396
"140","SSP1","PYF",42.281,43.217,44.16,45.389,46.783,48.178,49.578,50.979,52.38,53.773,55.162,56.203,56.718,57.231,57.742,58.252,58.76,59.171,59.115,59.059,59.003,58.948,58.892,58.836,58.743,58.635,58.527,58.419,58.31,58.094,57.852,57.61,57.367,57.124,56.881,56.637,56.393,56.285,56.205,56.126,56.047,55.967,55.888,56.242,56.831,57.417,58.002,58.585,59.166,59.742,60.23810597,60.74013455,61.23608437,61.72954235,62.22898832,62.72539424,63.2163164,63.70024048,64.17736785,64.65000648,65.11562986,65.57356698,66.0227752,66.4617946,66.88764371,67.30063118,67.71319804,68.11648766,68.51831075,68.90826788,69.28580834,69.66717409,70.04147495,70.41302207,70.78651884,71.15692708,71.50968549,71.87175755,72.22235411,72.56078766,72.8958458,73.22562786,73.5501384,73.86377373,74.17760494,74.47774318,74.78798623,75.09812469,75.40741731,75.71440257,76.00305559,76.28409509,76.56069431,76.84669182,77.12602105,77.39871487,77.66420521,77.91278612,78.15666284,78.3941096,78.62905385,78.86278472,79.09094334,79.3137847,79.53104293,79.74459306,79.95682939,80.16134709,80.35681486,80.5582952,80.7548029,80.94917341,81.14152305,81.32815982,81.51071766,81.69296699,81.8728658,82.04697885,82.21659009,82.38150952,82.55489988,82.72981226,82.90080102,83.06759506,83.22488313,83.37949915,83.52771949,83.67411351,83.81831925,83.9578717,84.09710688,84.23303421,84.36535692,84.49728605,84.62655982,84.75399995,84.87803529,84.99897695,85.11694866,85.43553987,85.72706772
"141","SSP1","QAT",85.275,85.693,86.101,86.5,86.78,87.054,87.323,87.588,87.848,88.103,88.354,88.6,88.678,88.755,88.832,88.909,88.985,89.06,89.135,89.21,89.363,89.514,89.663,89.811,89.956,90.1,90.4,91.056,91.671,92.247,92.786,93.291,93.763,94.203,94.614,94.998,95.356,95.659,95.888,96.105,96.311,96.506,96.692,96.868,97.09,97.396,97.671,97.917,98.139,98.336,98.42766711,98.51433426,98.59625645,98.67374732,98.74697762,98.81631304,98.88176885,98.94371432,99.00231757,99.05760715,99.10990838,99.15933819,99.20599923,99.25008426,99.29170994,99.33106815,99.36827749,99.4033882,99.4222185,99.44051063,99.45818623,99.47537018,99.49198288,99.50809433,99.52366827,99.53873652,99.55336495,99.5675054,99.58119903,99.59447526,99.60732315,99.61977344,99.63180544,99.64346744,99.65475447,99.66568565,99.67627387,99.68653934,99.69645915,99.70611125,99.71542276,99.7244598,99.73320194,99.74165878,99.74985741,99.75780187,99.76547938,99.77292192,99.78012546,99.78709512,99.79383885,99.8003975,99.80673438,99.81286813,99.81880986,99.82456325,99.83013324,99.83551685,99.84074514,99.84580549,99.85069473,99.85543766,99.86002818,99.86447407,99.86877584,99.87294457,99.87698043,99.88089035,99.88467399,99.88833773,99.89188572,99.89531959,99.89864978,99.90187477,99.90499281,99.90800887,99.91092963,99.91376129,99.91650485,99.91915899,99.9217283,99.9242144,99.92662603,99.92895972,99.93121819,99.93340591,99.9355226,99.93757281,99.93955752,99.94147849,99.94333874
"142","SSP1","ROU",34.209,34.894,35.586,36.284,36.989,37.697,38.345,38.835,39.328,39.822,40.319,40.818,41.319,41.821,42.325,42.831,43.339,43.942,44.649,45.358,46.07,46.781,47.495,48.21,48.926,49.641,50.357,51.073,51.79,52.504,53.217,53.93,54.227,54.074,53.922,53.769,53.616,53.463,53.311,53.158,53.004,52.852,52.78,52.912,53.043,53.174,53.305,53.436,53.567,53.698,54.2235474,54.74333013,55.25952547,55.76838675,56.27528824,56.79095141,57.31058802,57.80618824,58.30941222,58.81255192,59.30631992,59.79690164,60.29129397,60.78106823,61.28102429,61.7782888,62.26585642,62.75220058,63.23522673,63.71217216,64.1943341,64.66565517,65.13395076,65.59029969,66.04093995,66.48148569,66.90667398,67.32383043,67.73416883,68.13868661,68.53664414,68.9240639,69.30165523,69.68185027,70.05514171,70.42722797,70.79740066,71.16395326,71.51647825,71.8747385,72.22462966,72.5631354,72.89533048,73.24265169,73.57581829,73.90260035,74.22134194,74.51930094,74.83305501,75.13955134,75.44758501,75.75100276,76.03823638,76.3222351,76.59434948,76.87810273,77.15556234,77.42670881,77.69437137,77.94184902,78.18420114,78.42224717,78.65464692,78.88326755,79.10842082,79.33153421,79.5476713,79.76078558,79.97191937,80.17506473,80.37199996,80.57482602,80.77430299,80.96972081,81.1587058,81.34653663,81.53031967,81.71225027,81.88996569,82.06559297,82.23514837,82.39959181,82.57567625,82.74960269,82.91999314,83.08016647,83.23551153,83.39099911,83.53964281,83.68390237,83.82704193
"143","SSP1","RUS",53.731,54.626,55.518,56.408,57.294,58.173,59.048,59.918,60.783,61.638,62.471,63.278,64.078,64.869,65.652,66.427,67.194,67.95,68.698,69.305,69.751,70.193,70.631,71.066,71.497,71.923,72.346,72.765,73.181,73.398,73.394,73.389,73.385,73.381,73.376,73.372,73.367,73.363,73.359,73.354,73.35,73.346,73.341,73.373,73.418,73.463,73.508,73.553,73.598,73.642,73.95656691,74.27228906,74.59533321,74.91409627,75.23110584,75.53150939,75.84421202,76.14875585,76.44501515,76.74129566,77.02029633,77.29557122,77.56186374,77.82381225,78.06908511,78.30978759,78.54532369,78.77735004,79.00711639,79.23170411,79.45147333,79.66558512,79.87741426,80.08543471,80.29211837,80.4957705,80.69577327,80.89227298,81.08496337,81.27559015,81.4617119,81.64324535,81.82180783,81.99901329,82.17017601,82.33874928,82.51619552,82.69229403,82.86435541,83.03360934,83.1906342,83.34412843,83.49458742,83.64119872,83.78590741,83.92753859,84.06852449,84.20403119,84.33664731,84.46755861,84.59842901,84.72367323,84.8486679,84.97219828,85.09062146,85.40892766,85.70316387,86.01054847,86.32295284,86.60822476,86.91401251,87.20678274,87.47281839,87.7604007,88.04461377,88.31108648,88.5712859,88.82651526,89.07598615,89.31929661,89.55928156,89.77873276,89.99689563,90.21198359,90.42391373,90.6413977,90.85155362,91.05799583,91.2688998,91.47557173,91.67806719,91.8808829,92.07921328,92.2750399,92.46564792,92.67807511,92.88479413,93.08689005,93.28397476,93.49762871,93.70578968
"144","SSP1","RWA",2.6,2.654,2.71,2.766,2.824,2.882,2.942,3.003,3.066,3.129,3.194,3.336,3.491,3.652,3.821,3.998,4.182,4.374,4.575,4.656,4.721,4.786,4.853,4.92,4.988,5.057,5.127,5.198,5.27,5.342,5.416,5.491,6.288,7.313,8.49,9.837,11.374,12.466,13.244,14.064,14.926,15.829,16.777,16.904,16.908,16.912,16.917,16.921,16.925,16.93,17.39337838,17.85967598,18.34279333,18.82445834,19.31161828,19.8065,20.30548403,20.8281174,21.36714037,21.90908589,22.46318572,23.01718231,23.58545368,24.15564788,24.73499847,25.32397411,25.9075739,26.5065692,27.10903401,27.7168873,28.34408669,28.96949399,29.62060386,30.25224498,30.8791825,31.52305083,32.17251089,32.82403067,33.46713556,34.12089397,34.76709343,35.42317378,36.05409036,36.70546467,37.34474066,37.99547829,38.67122299,39.3766428,40.04552523,40.72112791,41.39401464,42.08258505,42.75308807,43.45199809,44.13254367,44.81641754,45.49862069,46.1730644,46.85078818,47.54144015,48.23120961,48.91980193,49.58254135,50.26142029,50.92639073,51.59683492,52.27740153,52.97625803,53.65467771,54.31542688,54.97398776,55.60712084,56.24288801,56.87663363,57.51993522,58.14825105,58.75549813,59.34296554,59.93030749,60.52781964,61.10441632,61.68359146,62.24428202,62.81216723,63.35663168,63.89226316,64.44348504,64.97594125,65.4993847,66.02777778,66.53198922,67.02840411,67.51210807,68.00440344,68.4815977,68.97524847,69.44675242,69.90725247,70.3651294,70.81046856,71.26618901
"145","SSP1","SAU",31.25,32.373,33.518,35.011,36.872,38.769,40.702,42.665,44.654,46.655,48.669,50.688,52.707,54.712,56.704,58.349,59.897,61.421,62.925,64.405,65.86,67.281,68.673,70.033,71.36,72.647,73.9,74.589,75.267,75.93,76.583,77.223,77.851,78.186,78.429,78.67,78.91,79.147,79.383,79.616,79.848,80.077,80.304,80.53,80.754,80.979,81.204,81.427,81.649,81.867,82.12531176,82.37727904,82.6225924,82.84471425,83.07299116,83.2964494,83.52354831,83.74436193,83.94733896,84.13885352,84.32575245,84.50609679,84.68781299,84.86122959,85.03063318,85.36705509,85.68295422,86.01398061,86.35037199,86.66040766,86.98568993,87.27480835,87.58815069,87.90458854,88.20667062,88.49307597,88.77168387,89.04920075,89.31827312,89.57984621,89.81565772,90.04900989,90.30700546,90.55753086,90.78064642,90.99739244,91.20866715,91.41793717,91.62142232,91.85322639,92.08024367,92.29949453,92.51480743,92.72553491,92.9314418,93.13039389,93.3266002,93.53896515,93.74570816,93.95833817,94.1647448,94.3630871,94.55523553,94.72783148,94.89637854,95.05935083,95.2172141,95.37020256,95.51839621,95.66173102,95.80127073,95.9366194,96.06759945,96.19430313,96.31704885,96.43607659,96.55170405,96.64812408,96.75118734,96.85141477,96.94853866,97.08192195,97.21235449,97.33716229,97.46236441,97.58156391,97.70041792,97.81348962,97.92527799,98.03164963,98.13627165,98.23538301,98.32929743,98.42139928,98.50848196,98.59066839,98.66840989,98.74196225,98.81155462,98.87737873,98.93948881
"146","SSP1","SDN",10.746,11.232,11.737,12.262,12.808,13.373,13.959,14.567,15.197,15.848,16.523,17.22,17.941,18.548,18.744,18.943,19.143,19.344,19.547,19.752,19.959,20.166,20.376,20.901,21.903,22.937,24.005,25.107,26.244,27.41,28.61,29.84,31.103,32.127,32.179,32.232,32.284,32.337,32.39,32.442,32.495,32.548,32.601,32.654,32.707,32.76,32.813,32.866,32.919,32.993,33.52341644,34.03442613,34.55152542,35.08035387,35.61917367,36.15475987,36.69313471,37.22373931,37.76364579,38.32093423,38.88117766,39.43630586,39.99371361,40.55371351,41.10905628,41.6636695,42.20342622,42.7536134,43.29867988,43.83535637,44.38132912,44.92442818,45.45365161,45.97583407,46.50780714,47.03384279,47.56569157,48.09458239,48.63540958,49.16156848,49.69352879,50.24390764,50.80049106,51.36359858,51.91911645,52.47498554,53.0409586,53.59226729,54.14752711,54.69712142,55.23431425,55.75039519,56.27622986,56.79822219,57.32874691,57.85771535,58.37331036,58.8936673,59.3982862,59.90325192,60.41217906,60.92104203,61.43055511,61.92383282,62.41885044,62.90411774,63.38883703,63.87431326,64.36159123,64.84556345,65.31773638,65.77845904,66.22942296,66.67318548,67.10568166,67.54478113,67.96166544,68.38355558,68.81612922,69.2296064,69.63517261,70.03553714,70.42922506,70.81619011,71.21483314,71.59545682,71.98306276,72.35802049,72.72718332,73.07787039,73.42541243,73.77264384,74.11270831,74.4387937,74.76896884,75.09109751,75.40900858,75.72804154,76.01288694,76.2962109,76.57404347
"147","SSP1","SEN",23,23.645,24.303,24.973,25.657,26.351,27.057,27.776,28.507,29.247,30,30.72,31.451,32.189,32.937,33.693,34.372,34.718,35.067,35.417,35.769,36.122,36.476,36.832,37.191,37.549,37.909,38.271,38.613,38.755,38.896,39.038,39.18,39.321,39.464,39.606,39.749,39.891,40.034,40.177,40.32,40.464,40.607,40.898,41.306,41.714,42.124,42.535,42.947,43.359,43.87294433,44.38103271,44.90301963,45.4266094,45.9341024,46.45392889,46.9586063,47.46439982,47.96774561,48.47120326,48.9762166,49.4876554,50.01885303,50.55505927,51.09603463,51.62584107,52.16051144,52.68847991,53.22631184,53.75074841,54.27663916,54.80184831,55.30897467,55.82380181,56.33428503,56.85821456,57.3827691,57.88936904,58.38835047,58.88907376,59.39087809,59.88354864,60.3830571,60.87164119,61.37332589,61.86192102,62.35241333,62.83876286,63.32146546,63.80294635,64.28469181,64.75733107,65.21835634,65.67482543,66.11953842,66.55985001,66.98617741,67.40134682,67.81038068,68.21715698,68.63196386,69.02052719,69.39654585,69.77346193,70.14771977,70.5155782,70.89055248,71.25898588,71.61376799,71.97060728,72.32476371,72.66698542,73.00919352,73.34623507,73.67099094,73.99460554,74.30831181,74.61485642,74.92619745,75.23628233,75.53958525,75.83510982,76.12148275,76.40299278,76.68948997,76.97006458,77.24466223,77.51359758,77.77431421,78.02014401,78.26134344,78.51209912,78.75653884,78.99202358,79.21961113,79.4355473,79.66213975,79.87239284,80.07940481,80.28782344,80.4921126
"148","SSP1","SLB",5.768,6.038,6.321,6.616,6.924,7.245,7.579,7.928,8.292,8.67,8.917,8.958,8.999,9.041,9.083,9.125,9.271,9.583,9.904,10.235,10.576,10.927,11.288,11.659,12.041,12.433,12.837,13.111,13.298,13.486,13.677,13.87,14.065,14.262,14.462,14.664,14.869,15.076,15.285,15.496,15.813,16.201,16.597,17.001,17.413,17.832,18.259,18.694,19.138,19.589,20.01234987,20.45149499,20.89904248,21.35506271,21.82589396,22.28149947,22.74821029,23.22424993,23.71411672,24.19941122,24.68830347,25.18836972,25.69870761,26.20822583,26.72448833,27.25821455,27.7937455,28.34143039,28.8939387,29.44230231,29.98633772,30.5259881,31.07443502,31.63595961,32.19739171,32.75777386,33.33205129,33.89835356,34.44918949,35.01326449,35.55804834,36.11058054,36.67362975,37.22683588,37.78580547,38.36210264,38.94904026,39.53501723,40.12412682,40.714893,41.28890668,41.86151613,42.43110329,43.00688093,43.57433235,44.14296595,44.72285393,45.29550668,45.86015289,46.4231083,46.97745887,47.54111143,48.11944652,48.69983361,49.25947521,49.82091853,50.3875076,50.96980765,51.5446751,52.11233448,52.69028812,53.25633782,53.8343756,54.40203813,54.95297542,55.4992178,56.03237454,56.57562949,57.11469846,57.65023841,58.17199038,58.69673289,59.2176558,59.7257151,60.24536616,60.76155978,61.28134019,61.79151352,62.2960656,62.7994918,63.29546454,63.78445765,64.28079965,64.7654537,65.24319425,65.71184872,66.164737,66.62694615,67.06150767,67.49834603,67.939716
"149","SSP1","SLE",17.352,17.903,18.467,19.06,19.712,20.379,21.064,21.765,22.484,23.218,23.969,24.737,25.522,26.321,27.137,27.729,28.14,28.554,28.972,29.394,29.819,30.248,30.68,31.115,31.555,31.997,32.325,32.555,32.787,33.019,33.252,33.485,33.72,33.955,34.192,34.429,34.667,34.905,35.144,35.384,35.626,35.867,36.109,36.352,36.596,36.919,37.303,37.689,38.077,38.466,39.00664136,39.54799641,40.08284288,40.61793086,41.15579161,41.68567015,42.20698159,42.74935026,43.2942908,43.81000375,44.32013108,44.83381905,45.34946962,45.85120445,46.36377202,46.87518252,47.39019072,47.89456344,48.40657637,48.9213789,49.44629083,49.96719269,50.50513281,51.05613643,51.61036709,52.15790723,52.70506033,53.25063236,53.8007684,54.3385407,54.88093533,55.40348076,55.91991717,56.43460977,56.95218562,57.47430499,57.98375277,58.49277693,59.004139,59.50066106,59.99367272,60.4978663,60.99440541,61.49822954,61.98418824,62.4770277,62.96443766,63.44996329,63.92734792,64.40769853,64.87794634,65.34076248,65.79232997,66.23877557,66.67901097,67.09118345,67.50608328,67.91710098,68.32170114,68.73905944,69.13048915,69.51976269,69.8964735,70.27005274,70.64088989,71.01253711,71.36747163,71.73906918,72.10369555,72.45122547,72.79416036,73.1329729,73.48102302,73.80764037,74.13697086,74.44864568,74.77589021,75.08572494,75.39245667,75.70147243,75.98843755,76.2692084,76.54068173,76.82679417,77.10801081,77.38101057,77.64976822,77.89837789,78.1423221,78.40116206,78.64397232
"150","SSP1","SLV",38.354,38.527,38.628,38.729,38.83,38.931,39.033,39.134,39.236,39.337,39.439,39.544,40.043,40.543,41.046,41.551,42.058,42.565,43.075,43.586,44.099,44.612,45.127,45.642,46.16,46.677,47.195,47.714,48.234,48.754,49.274,49.794,50.315,51.417,52.704,53.988,55.268,56.537,57.8,58.357,58.912,59.464,60.014,60.561,61.107,61.648,62.187,62.774,63.678,64.57,65.08960364,65.59968083,66.10233515,66.60901741,67.10030892,67.59006227,68.08777911,68.56103415,69.01501359,69.45120333,69.88127951,70.30971724,70.72689285,71.15402463,71.5520283,71.96054792,72.37156934,72.774653,73.171268,73.55633317,73.93805222,74.30839303,74.66571428,75.02845529,75.38919329,75.73474233,76.07251856,76.39893291,76.70928038,77.03253961,77.34293721,77.64777877,77.93294797,78.21165198,78.48605255,78.75193352,79.01350387,79.27143652,79.5215916,79.76528013,80.00623684,80.23284434,80.45461582,80.68154434,80.90300194,81.12213109,81.32674754,81.52778666,81.72582318,81.9111525,82.0966785,82.27342951,82.44932264,82.64236444,82.83222982,83.01664746,83.1923394,83.36350765,83.53289497,83.6953002,83.8456916,83.99254415,84.1375008,84.27943243,84.41813088,84.55826538,84.69194704,84.82371204,84.95191471,85.0787725,85.39590985,85.68979709,85.99879337,86.31129783,86.59624398,86.90141143,87.19578475,87.46262474,87.75040079,88.03517248,88.3022414,88.56264949,88.81766826,89.06907616,89.31213565,89.55268657,89.77174573,89.98923552,90.20297207,90.41496977,90.63315607
"151","SSP1","SMR",48.9,50.001,51.104,52.206,53.307,54.402,55.494,56.581,57.663,58.735,59.8,62.281,64.703,67.046,69.309,71.484,73.566,75.615,77.604,79.475,81.231,82.864,84.384,85.792,87.095,88.291,89.392,90.4,90.4,90.4,90.4,90.4,90.4,90.839,91.261,91.664,92.052,92.422,92.776,93.115,93.44,93.75,93.925,93.975,94.155,94.453,94.736,95.007,95.264,95.508,95.6903642,95.86549007,95.99863223,96.12803582,96.28943945,96.4460259,96.59783552,96.74323675,96.88379067,97.02007076,97.15338194,97.28080607,97.40836007,97.53013619,97.64631103,97.76193963,97.87201616,97.98084639,98.08424693,98.18607922,98.28267558,98.37714444,98.46658264,98.55108805,98.63100901,98.70666085,98.77825261,98.84585528,98.90973132,98.97016882,99.02719563,99.08119189,99.13216391,99.18031121,99.22580929,99.26881984,99.30937859,99.3477447,99.38403341,99.41829736,99.43665248,99.45451319,99.47179568,99.48850893,99.50470064,99.520363,99.53553801,99.55025705,99.56453135,99.57831902,99.59166646,99.60460966,99.61712982,99.6292576,99.64101073,99.65238829,99.66340762,99.67407574,99.68439649,99.69439701,99.70409648,99.7134738,99.72255853,99.73135868,99.73988891,99.74813363,99.75612187,99.76386529,99.7713551,99.77861746,99.78564247,99.79244967,99.79903631,99.805419,99.81159561,99.8175803,99.82337206,99.82897484,99.83440529,99.83966332,99.84475435,99.84968769,99.85446584,99.85909224,99.86356423,99.86789776,99.87209114,99.87615868,99.88009455,99.88390163,99.88759232
