"","scenario","country or area","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099","2100"
"601","SSP4","COD",22.3,22.523,22.749,22.976,23.204,23.434,23.666,23.899,24.134,24.37,24.608,24.847,25.089,25.331,25.575,25.821,26.068,26.317,26.567,26.819,27.072,27.327,27.583,27.84,28.1,28.513,28.93,29.35,29.775,30.202,30.633,31.067,31.506,31.946,32.39,32.838,33.289,33.742,34.199,34.659,35.122,35.587,36.055,36.526,37,37.481,37.971,38.47,38.976,39.491,39.82877705,40.15475478,40.47901189,40.80749441,41.13313883,41.45706204,41.79596041,42.11635247,42.43222743,42.75202536,43.06144534,43.36786364,43.67797465,44.0059149,44.34411279,44.67657751,45.0102244,45.32443418,45.63166837,45.94121337,46.25923712,46.5817287,46.90846667,47.23103703,47.54501648,47.85696728,48.15592834,48.45615439,48.75068094,49.05596802,49.37577362,49.68734293,50.00588289,50.32677406,50.64144398,50.95550957,51.25380656,51.56622302,51.87299508,52.16394787,52.44621419,52.74335604,53.03466024,53.32480311,53.61429153,53.90926575,54.19898346,54.48186855,54.7529707,55.02157909,55.29968637,55.56867281,55.84552508,56.11721978,56.39179665,56.66028285,56.94621198,57.23711946,57.52153065,57.80198316,58.09131851,58.37347297,58.6660571,58.95792277,59.24065114,59.51276723,59.78301276,60.05973381,60.33416806,60.60171585,60.86259869,61.15593946,61.43731352,61.71675958,61.99160367,62.27588918,62.54674264,62.82366475,63.09600363,63.3685399,63.62933128,63.91333401,64.20610914,64.49462011,64.78265469,65.05896384,65.32981901,65.58829373,65.84856486,66.10392711,66.34954049
"602","SSP4","COG",31.601,32.318,33.045,33.78,34.524,35.273,36.031,36.796,37.569,38.345,39.129,39.919,40.715,41.514,42.357,43.264,44.177,45.091,46.01,46.932,47.857,48.781,49.707,50.633,51.56,52.221,52.642,53.064,53.485,53.905,54.324,54.743,55.162,55.58,55.996,56.413,56.832,57.299,57.766,58.231,58.695,59.156,59.617,60.076,60.533,60.988,61.441,61.893,62.346,62.8,63.31840357,63.82834539,64.33240796,64.81339786,65.30548117,65.77010612,66.22721359,66.68784341,67.12139158,67.55931706,68.0122003,68.45594721,68.90677583,69.32528343,69.74651592,70.15773262,70.56243766,70.96784754,71.36580629,71.75465964,72.14231751,72.5161976,72.89147923,73.26173535,73.64004178,74.00048087,74.3535434,74.71351711,75.06198594,75.40450105,75.74122618,76.05246496,76.35651192,76.66410913,76.9636885,77.26595774,77.55299076,77.83191017,78.09796416,78.35858358,78.619013,78.87883037,79.12991297,79.3741899,79.61221195,79.86120141,80.09276302,80.31827289,80.52690992,80.73530946,80.93934346,81.13932345,81.33712645,81.53104785,81.72347669,81.90923366,82.09208203,82.26925242,82.44245644,82.62691138,82.80580826,82.98279503,83.14936169,83.31274559,83.47194787,83.6276148,83.78004478,83.92871736,84.07536639,84.21701411,84.3565704,84.4960287,84.63201023,84.76549741,84.89543311,85.02344451,85.34363196,85.63888981,85.94676861,86.26346761,86.5491502,86.85623,87.15122464,87.42174814,87.69710156,87.98255902,88.25495455,88.51711804,88.77199539,89.02308932,89.26879062
"603","SSP4","CRI",34.254,34.329,34.404,34.606,35.197,35.791,36.39,36.993,37.601,38.212,38.827,39.445,40.068,40.655,41.002,41.349,41.698,42.046,42.396,42.747,43.099,43.45,43.803,44.156,44.542,45.445,46.353,47.264,48.177,49.089,50.003,50.917,51.832,52.743,53.653,54.561,55.467,56.367,57.264,58.157,59.052,60.41,61.753,63.08,64.388,65.672,66.935,68.174,69.39,70.575,71.0620673,71.54187,72.02454593,72.48427303,72.93541862,73.38436341,73.824017,74.23986867,74.6483816,75.04611479,75.43433301,75.81476629,76.18157409,76.54212743,76.91368231,77.27148145,77.61951856,77.95805974,78.27770325,78.59465461,78.90231348,79.20209337,79.49366565,79.77838383,80.05947376,80.34954796,80.62949088,80.90008177,81.1662167,81.41452762,81.65671102,81.89489703,82.12613043,82.35356414,82.58635272,82.81443001,83.03606481,83.25181253,83.46445953,83.66986828,83.86096253,84.0500603,84.23276602,84.40757681,84.57462398,84.7332982,84.89224822,85.04619389,85.38048478,85.67630015,85.98592188,86.300698,86.58752608,86.89668146,87.19132609,87.49099477,87.77345248,88.05518227,88.32046842,88.5807627,88.83360937,89.0847284,89.32707556,89.56712127,89.80390561,90.03690684,90.2671576,90.4933029,90.71613371,90.93472355,91.1477113,91.35623471,91.56024682,91.75995155,91.96168868,92.15746063,92.35017586,92.54021768,92.75112105,92.95682994,93.15838777,93.35283719,93.56508187,93.77117963,93.98199022,94.18664233,94.38501977,94.56306865,94.73603862,94.90388803,95.06697274
"604","SSP4","CIV",17.679,18.911,20.21,21.575,23.007,24.5,25.206,25.926,26.659,27.404,28.163,28.934,29.719,30.513,31.321,32.229,33.594,34.983,36.4,36.614,36.829,37.044,37.26,37.476,37.693,37.91,38.127,38.346,38.608,38.976,39.345,39.716,40.088,40.461,40.835,41.21,41.587,41.964,42.342,42.741,43.155,43.568,43.983,44.399,44.817,45.234,45.652,46.071,46.491,46.91,47.45677165,48.00078795,48.55069342,49.1077098,49.66394764,50.22062838,50.77970927,51.33782676,51.88576976,52.43534386,53.00302514,53.55424301,54.09774706,54.6395745,55.17426128,55.69354658,56.20620496,56.72360434,57.25138304,57.77652805,58.29730972,58.81637662,59.32669757,59.83093984,60.3418846,60.83876659,61.34203908,61.84194691,62.34022529,62.82629712,63.31469309,63.7955405,64.28250632,64.7598556,65.23766924,65.69892082,66.15246191,66.59971154,67.02830011,67.45192502,67.87163693,68.29543705,68.72550078,69.14018713,69.54810075,69.9552774,70.35210818,70.73877127,71.13412081,71.51023824,71.89834035,72.27552285,72.63223172,72.98546477,73.33686056,73.69183135,74.02417915,74.35011791,74.67225359,74.98272729,75.29264248,75.60180754,75.89106962,76.17471611,76.45145169,76.74853461,77.02873628,77.30403,77.56794869,77.83905733,78.09511038,78.35592034,78.60910326,78.8595645,79.10450418,79.33673357,79.5630971,79.78514231,80.00315205,80.20341937,80.39766012,80.59964894,80.79892748,80.99301158,81.1835948,81.37129249,81.55412505,81.73458516,81.91199115,82.08680485,82.25551726
"605","SSP4","HRV",30.154,31.04,32.001,32.979,33.972,34.977,35.997,37.03,38.076,39.13,40.196,41.168,41.839,42.511,43.186,43.864,44.545,45.227,45.911,46.597,47.285,47.887,48.237,48.587,48.937,49.287,49.637,49.987,50.338,50.687,51.037,51.357,51.588,51.818,52.048,52.279,52.509,52.739,52.968,53.198,53.428,53.642,53.81,53.979,54.147,54.315,54.483,54.651,54.819,54.987,55.47649606,55.96624867,56.45446569,56.94806746,57.46183382,57.96221297,58.45641592,58.9416668,59.43430192,59.91925282,60.4136323,60.89683051,61.3942135,61.88085744,62.37130282,62.85949406,63.34609516,63.81952684,64.2981521,64.76980093,65.23392561,65.69153828,66.14105262,66.5798676,67.00675659,67.42038893,67.82835747,68.23292404,68.64339527,69.03240551,69.40793881,69.78966797,70.16321813,70.53394772,70.90600616,71.27513214,71.6255115,71.98592082,72.3395728,72.6927541,73.04290072,73.38329725,73.71412446,74.04004861,74.35457305,74.68479643,74.99605806,75.30255538,75.61327983,75.90243066,76.18544544,76.45989029,76.7568268,77.03736559,77.31034847,77.57727418,77.83815662,78.08356334,78.32147472,78.56691146,78.80714232,79.04474766,79.26560674,79.48313044,79.69783768,79.9102378,80.11511608,80.32283236,80.52451657,80.72232241,80.91874892,81.11194902,81.30377404,81.48871546,81.67110093,81.84826456,82.02451346,82.19576069,82.36428599,82.54015335,82.71502863,82.88634611,83.05401115,83.21064741,83.36314885,83.51283113,83.65892531,83.80257645,83.94486588,84.0900586,84.23297054
"606","SSP4","CUB",58.401,58.588,58.776,58.963,59.15,59.337,59.523,59.709,59.895,60.081,60.266,60.976,61.8,62.614,63.423,64.224,65.018,65.802,66.579,67.346,68.106,68.853,69.414,69.925,70.433,70.933,71.43,71.921,72.408,72.888,73.364,73.676,73.827,73.977,74.127,74.277,74.426,74.618,74.855,75.089,75.323,75.555,75.785,75.947,76.041,76.134,76.227,76.32,76.413,76.505,76.77633424,77.03137356,77.29137793,77.54632796,77.7867136,78.03185091,78.28416182,78.53027263,78.77268368,79.01137007,79.23615145,79.45562542,79.68148681,79.89316655,80.10060872,80.3076375,80.50972707,80.70975948,80.90472983,81.09741735,81.28652935,81.47227,81.65545291,81.83277267,82.00773296,82.18122998,82.34903501,82.52646398,82.70259273,82.8742802,83.04360983,83.20061552,83.35623244,83.50743989,83.65428345,83.80003728,83.94925622,84.09417923,84.23694542,84.37618955,84.51657714,84.6509756,84.78239043,84.91166064,85.03855141,85.35801738,85.65127962,85.96124936,86.27619537,86.56412257,86.87159932,87.16592163,87.43275684,87.70791117,87.99298493,88.26478848,88.52720407,88.78227409,89.03245701,89.27812898,89.51840298,89.75412583,89.97247701,90.1866118,90.39901783,90.61575775,90.82791496,91.0337039,91.24585106,91.45136044,91.65284767,91.85579102,92.05658442,92.25218524,92.44417883,92.65793225,92.86491921,93.0675581,93.26580379,93.48000967,93.68844233,93.90178153,94.10846561,94.30883504,94.50263607,94.67779922,94.84778859,95.01189173,95.17175336,95.32653676,95.47648816
"607","SSP4","CUW",74.71,75.102,75.49,75.875,76.255,76.631,77.003,77.37,77.734,78.093,78.448,78.799,79.146,79.488,79.827,80.161,80.491,80.817,81.138,81.456,81.769,82.078,82.383,82.684,82.982,83.274,83.563,83.848,84.129,84.405,84.678,84.947,85.444,86.224,86.969,87.68,88.358,89.002,89.615,90.198,90.752,91.011,90.894,90.775,90.655,90.534,90.411,90.287,90.161,90.034,90.26930103,90.4976379,90.72163799,90.94320805,91.16013028,91.35594504,91.54404962,91.74970545,91.95157775,92.14978124,92.34327283,92.53311627,92.74363611,92.94961282,93.14951809,93.34413259,93.55527733,93.76200696,93.97262236,94.17789595,94.37645692,94.55370545,94.72746939,94.89584613,95.05808562,95.21496591,95.36778656,95.515872,95.65899064,95.79887947,95.93371016,96.06581202,96.19276746,96.31581623,96.43454855,96.55012724,96.64632183,96.74938948,96.84952734,96.94747509,97.0811771,97.21130393,97.33635707,97.46141534,97.58106236,97.69968922,97.81267743,97.92461217,98.03085617,98.13533376,98.23435467,98.32844723,98.42047284,98.50760395,98.5899014,98.66779771,98.741342,98.81083233,98.87683949,98.9390105,98.99772001,99.05329207,99.10574593,99.15544138,99.20238929,99.24666006,99.28855662,99.32808062,99.36535759,99.40067098,99.41963831,99.43805248,99.45585805,99.47307636,99.4897731,99.50593061,99.52153989,99.5367264,99.55138631,99.56557523,99.57935107,99.59269541,99.60558401,99.61806112,99.63017741,99.64189225,99.65322811,99.6642123,99.67487927,99.68516335,99.69516078
"608","SSP4","CYP",35.628,36.175,36.674,37.176,37.681,38.188,38.698,39.21,39.726,40.242,40.761,41.283,41.807,42.757,45.007,47.277,49.563,51.843,54.119,56.378,58.614,60.809,62.964,63.822,64.252,64.678,65.102,65.524,65.945,66.361,66.776,67.188,67.598,67.792,67.915,68.038,68.161,68.283,68.405,68.527,68.648,68.769,68.694,68.553,68.41,68.268,68.125,67.982,67.839,67.695,68.13874701,68.59048782,69.03078759,69.45753971,69.88109901,70.29139461,70.69573697,71.09400672,71.48750656,71.87484155,72.25327783,72.62727446,72.99937891,73.36829016,73.73060175,74.07658888,74.4129591,74.77096152,75.10505198,75.43597894,75.76189082,76.06150922,76.35314458,76.64920741,76.94768323,77.24073701,77.52723547,77.80816267,78.07193419,78.33223812,78.59341468,78.85107102,79.10175631,79.34999488,79.58394684,79.81462492,80.04822477,80.27410447,80.47754044,80.67644619,80.87150122,81.06440074,81.25493818,81.44290929,81.6254219,81.80467192,81.98845894,82.16873013,82.3443827,82.53035899,82.71454711,82.89484406,83.0693551,83.23608302,83.3971529,83.55410598,83.70693204,83.8574183,84.0028814,84.14721039,84.28706754,84.42458588,84.5640183,84.69784992,84.83086819,84.95967421,85.08557131,85.40263253,85.69727997,86.00546178,86.31737328,86.60397653,86.90857388,87.2018675,87.46766645,87.75362613,88.03785272,88.30724061,88.56737265,88.82305069,89.07531007,89.32052282,89.55946309,89.77853448,89.99553464,90.210265,90.42282257,90.63986907,90.85062792,91.05564992,91.26596148
"609","SSP4","CZE",59.548,60.063,60.555,61.044,61.532,62.016,62.498,62.978,63.456,63.93,64.402,65.295,66.484,67.649,68.794,69.917,71.018,72.092,73.142,74.167,75.167,75.481,75.452,75.423,75.394,75.365,75.336,75.307,75.278,75.249,75.22,75.158,75.03,74.901,74.772,74.643,74.513,74.382,74.251,74.12,73.988,73.877,73.809,73.74,73.671,73.602,73.533,73.463,73.394,73.324,73.64303703,73.95661349,74.25343727,74.57772629,74.8971254,75.2146688,75.52976323,75.83082684,76.11875122,76.39553522,76.68392961,76.96461495,77.24073465,77.50937339,77.77090371,78.017156,78.25792813,78.49656132,78.73057809,78.95844475,79.18401508,79.40385854,79.61749008,79.82809508,80.03628638,80.24335244,80.43812322,80.63977664,80.83546974,81.02881165,81.21772501,81.40412312,81.5889828,81.76830604,81.9458634,82.11995497,82.28737033,82.45207519,82.62913298,82.80306624,82.97348414,83.13262364,83.2882304,83.44042927,83.58876035,83.7337577,83.87471608,84.01439128,84.14908515,84.28266447,84.41108866,84.54330761,84.67245091,84.80020296,84.92447337,85.04346903,85.36272235,85.65667404,85.96470207,86.27894961,86.5479782,86.84933703,87.14526214,87.41301648,87.68846542,87.97586875,88.24915171,88.51240984,88.76877001,89.01928831,89.26474149,89.50626916,89.74240696,89.96051789,90.17413415,90.3853447,90.60375694,90.81547132,91.02226039,91.23431919,91.44173869,91.64444286,91.84879184,92.04862007,92.24405603,92.4356366,92.64832931,92.85587406,93.0578583,93.2556226,93.46965555
"610","SSP4","DNK",73.687,74.417,75.093,75.757,76.409,77.048,77.619,78.163,78.698,79.222,79.737,80.239,80.731,81.211,81.683,82.146,82.6,82.886,83.169,83.448,83.723,83.915,84.025,84.134,84.243,84.351,84.458,84.565,84.671,84.777,84.843,84.871,84.898,84.925,84.952,84.979,85.006,85.033,85.06,85.086,85.1,85.15,85.25,85.36,85.566,85.856,86.098,86.293,86.487,86.654,86.9825397,87.26865599,87.54778307,87.81199182,88.06832078,88.31588435,88.55854476,88.79552807,89.02856351,89.27284138,89.5132752,89.74974652,89.96565273,90.17949577,90.39053737,90.6081156,90.82075842,91.02716256,91.23701305,91.44414281,91.64810453,91.85215462,92.05446574,92.25023512,92.44134364,92.65464747,92.86078185,93.06287466,93.25967741,93.47543354,93.68398487,93.89782407,94.09093645,94.29112654,94.48548584,94.66144885,94.83283654,94.99793102,95.15753811,95.31104584,95.46079228,95.6060855,95.74768184,95.88444724,96.01720656,96.14578347,96.27045787,96.39099211,96.50822891,96.60578833,96.70065239,96.80232811,96.90094164,97.03587881,97.16837274,97.29519044,97.42217372,97.5433818,97.66422558,97.77905466,97.88832204,97.99622302,98.09895522,98.20018221,98.2960101,98.38985812,98.47857302,98.56251391,98.64196618,98.71687933,98.78778449,98.85484066,98.91833473,98.97821891,99.03492799,99.08841001,99.13886716,99.1866828,99.23186162,99.27450107,99.31485313,99.3528767,99.38883131,99.40812644,99.42682163,99.44495572,99.46247297,99.47947367,99.49595375,99.51193121,99.52740792
"611","SSP4","DJI",50.325,51.448,52.619,53.787,54.952,56.109,57.26,58.404,59.54,60.664,61.777,62.878,63.968,65.04,66.099,67.142,68.17,69.178,70.169,71.141,72.096,73.028,73.942,74.504,74.715,74.925,75.134,75.341,75.548,75.753,75.957,76.114,76.161,76.207,76.254,76.3,76.347,76.393,76.439,76.485,76.532,76.578,76.624,76.67,76.716,76.761,76.807,76.853,76.899,76.944,77.19498871,77.44025501,77.69176408,77.93595109,78.17553194,78.40337696,78.63547792,78.87834594,79.11575434,79.33962145,79.55589752,79.76848126,79.98010411,80.18341864,80.37977581,80.58414343,80.78109823,80.97671286,81.16608609,81.35340907,81.53740918,81.71853517,81.89793911,82.07441821,82.24385743,82.40953988,82.58534242,82.7600409,82.92874751,83.08893001,83.24558193,83.39715126,83.54600312,83.69162693,83.83422394,83.97447248,84.11363133,84.25643485,84.39269043,84.53100015,84.66614287,84.79752044,84.92593484,85.04973827,85.36951828,85.66501022,85.97301744,86.28564631,86.5734799,86.87981964,87.17521972,87.44304852,87.71750945,88.00194116,88.27231025,88.53299122,88.78745464,89.03816389,89.2836071,89.5245271,89.76086803,89.97819807,90.19252158,90.40363264,90.62151448,90.83216671,91.03858072,91.24800251,91.45286745,91.65425777,91.85795219,92.05627313,92.25245824,92.44476933,92.65774265,92.86504571,93.06747047,93.26560759,93.48030253,93.68867407,93.90252575,94.10942493,94.30971165,94.50322503,94.67821923,94.84796556,95.01223842,95.17159898,95.32611508,95.47626311,95.62146702
"612","SSP4","DMA",37.846,37.912,37.979,38.046,38.113,38.18,38.247,38.314,38.381,38.448,38.683,39.47,40.264,41.061,41.864,42.671,43.484,44.297,45.115,45.935,46.759,47.793,49.524,51.257,52.99,54.71,56.422,58.118,59.798,61.45,63.079,64.482,64.569,64.656,64.744,64.831,64.918,65.005,65.092,65.179,65.265,65.382,65.689,65.994,66.299,66.601,66.903,67.203,67.502,67.799,68.30965532,68.8107323,69.27280743,69.72960928,70.19166265,70.64490039,71.09035592,71.52997571,71.96588609,72.39323696,72.80387967,73.2029396,73.59608337,73.97497884,74.34910274,74.71922679,75.08331775,75.43820028,75.78441177,76.12027332,76.4407445,76.76546889,77.09507129,77.41185126,77.72287737,78.00725427,78.28590717,78.56686167,78.84076515,79.10864854,79.36257212,79.60908289,79.85145683,80.09063323,80.32506936,80.55307948,80.7810574,80.9997106,81.21650028,81.41997601,81.61943079,81.81816023,82.00155999,82.18793617,82.37079713,82.5654964,82.75410214,82.94083234,83.11939924,83.29166134,83.46083185,83.6252003,83.77750891,83.92564215,84.07342117,84.21550172,84.35590944,84.495766,84.63195138,84.76508421,84.89451846,85.02115858,85.34170838,85.63810531,85.94700066,86.26162644,86.5477296,86.85134428,87.14788161,87.41642269,87.69196351,87.97732958,88.25005791,88.51161543,88.7674769,89.01981567,89.2647199,89.50634536,89.74279517,89.95991946,90.17351474,90.38517771,90.6025045,90.81708367,91.02382541,91.2353507,91.44211752,91.64429047,91.84823716,92.04774356,92.24333973
"613","SSP4","DOM",30.191,31.112,32.074,33.052,34.046,35.052,36.073,37.106,38.153,39.207,40.274,41.351,42.437,43.527,44.626,45.729,46.838,47.948,49.061,50.175,51.29,52.401,53.05,53.323,53.596,53.868,54.14,54.412,54.684,54.955,55.226,55.497,55.767,56.037,56.752,57.598,58.441,59.276,60.107,60.933,61.753,62.565,63.371,64.605,66.003,67.37,68.71,70.02,71.3,72.542,72.99385966,73.44760201,73.89193176,74.32221149,74.76096021,75.16951047,75.58430916,75.97790286,76.34344639,76.70059191,77.06690949,77.41869693,77.7624076,78.0857001,78.40171717,78.71312079,79.01757039,79.3135455,79.6005013,79.88197413,80.15970101,80.43652739,80.71491943,80.98553926,81.24788142,81.49420617,81.73482072,81.97130572,82.20108661,82.42747914,82.65927968,82.88456259,83.10241876,83.31440244,83.52390405,83.72682311,83.91822505,84.10575604,84.28483374,84.45908578,84.62605966,84.78956657,84.94860808,85.10086074,85.43374191,85.75666653,86.06414078,86.37496342,86.65848023,86.96274508,87.2684092,87.54782499,87.8321486,88.11604642,88.37989798,88.63538116,88.89078141,89.13620053,89.38178482,89.61928004,89.85287745,90.08513549,90.31283589,90.53851094,90.76088569,90.97587025,91.1881652,91.39516843,91.59823855,91.80384333,92.00362098,92.20167675,92.3941536,92.58307709,92.79274152,92.99689104,93.19733517,93.39218453,93.60309571,93.81922336,94.02849602,94.23148401,94.42775384,94.60464234,94.77639467,94.94305655,95.1043365,95.26127002,95.41297188,95.55991241,95.70268567
"614","SSP4","ECU",33.878,34.466,35.06,35.606,36.122,36.64,37.162,37.686,38.215,38.744,39.278,39.813,40.352,40.892,41.457,42.363,43.276,44.191,45.111,46.034,46.961,47.888,48.818,49.658,50.438,51.215,51.993,52.769,53.546,54.318,55.09,55.709,56.226,56.74,57.254,57.766,58.277,58.785,59.291,59.796,60.299,60.799,61.118,61.316,61.514,61.711,61.907,62.104,62.3,62.495,63.00336725,63.50301904,64.00672401,64.50446609,64.9865406,65.45712559,65.9127074,66.36037168,66.79829582,67.23682158,67.66504199,68.09774423,68.52917374,68.96358603,69.38504733,69.7991675,70.20958749,70.60950356,71.00707549,71.3877802,71.77886718,72.16324582,72.5431363,72.91262081,73.28532741,73.64480041,73.99106862,74.3310468,74.67236136,75.00508017,75.3379157,75.67285515,75.98690433,76.29828625,76.5863873,76.88667285,77.17843666,77.46552988,77.74935796,78.01690699,78.27895337,78.5353704,78.79413506,79.04672139,79.2946755,79.53719952,79.76629773,79.99812449,80.21853337,80.4334348,80.64425664,80.84967194,81.05224093,81.25041681,81.44628369,81.6382272,81.8258415,82.01171171,82.19039996,82.36484104,82.55131586,82.73490796,82.9112875,83.07810568,83.24342056,83.40360639,83.56141296,83.71593291,83.86698405,84.01443526,84.15857756,84.29981769,84.43546764,84.57417571,84.70936985,84.84191363,84.97042417,85.0958429,85.41159975,85.70498003,86.01347058,86.32648539,86.61412953,86.91852998,87.21277529,87.47971754,87.76614649,88.04875106,88.31333893,88.57327752,88.82726152
"615","SSP4","EGY",37.864,38.272,38.624,38.977,39.331,39.686,40.042,40.399,40.758,41.117,41.477,41.838,42.2,42.563,42.926,43.291,43.656,43.81,43.826,43.842,43.858,43.874,43.89,43.906,43.922,43.938,43.954,43.877,43.744,43.611,43.478,43.345,43.212,43.079,42.946,42.814,42.681,42.658,42.704,42.75,42.797,42.843,42.889,42.935,42.981,43.027,43.073,43.078,43.058,43.039,43.55430318,44.06946828,44.57938061,45.08539445,45.59414095,46.10393533,46.62026139,47.12753833,47.63123632,48.13949054,48.64307083,49.14841222,49.65997491,50.19027606,50.73151103,51.26880453,51.79892392,52.33534414,52.87654365,53.39760859,53.92562442,54.45152563,54.96519706,55.46735065,55.97014847,56.47408686,56.97103617,57.48837728,57.99315424,58.48791047,58.99113991,59.48626348,59.97063647,60.46242069,60.94437412,61.44208189,61.93148697,62.42003135,62.90698355,63.39395665,63.86452623,64.34473659,64.81682456,65.27485576,65.72834931,66.17456157,66.61196627,67.02543564,67.44202638,67.84989281,68.25690411,68.67070432,69.05909752,69.43342046,69.80879696,70.18700778,70.55680833,70.9328343,71.29983692,71.65435284,72.01259664,72.37189248,72.70459785,73.0432225,73.36986392,73.69248694,74.00319662,74.31621344,74.62346263,74.93634286,75.24511031,75.55467704,75.84529295,76.13156691,76.41118911,76.69835366,76.9807536,77.25795346,77.52624277,77.78789553,78.03541454,78.27557869,78.51126712,78.74351213,78.97163568,79.19758904,79.41695993,79.63164188,79.84269007,80.05047013,80.25845797
"616","SSP4","SLV",38.354,38.527,38.628,38.729,38.83,38.931,39.033,39.134,39.236,39.337,39.439,39.544,40.043,40.543,41.046,41.551,42.058,42.565,43.075,43.586,44.099,44.612,45.127,45.642,46.16,46.677,47.195,47.714,48.234,48.754,49.274,49.794,50.315,51.417,52.704,53.988,55.268,56.537,57.8,58.357,58.912,59.464,60.014,60.561,61.107,61.648,62.187,62.774,63.678,64.57,65.08960364,65.59968083,66.10233515,66.60901741,67.10030892,67.59006227,68.08777911,68.56103415,69.01501359,69.45120333,69.88127951,70.30971724,70.72689285,71.15402463,71.5520283,71.96054792,72.37156934,72.774653,73.171268,73.55633317,73.93805222,74.30839303,74.66571428,75.02845529,75.38919329,75.73474233,76.07251856,76.39893291,76.70928038,77.03253961,77.34293721,77.64777877,77.93294797,78.21165198,78.48605255,78.75193352,79.01350387,79.27143652,79.5215916,79.76528013,80.00623684,80.23284434,80.45461582,80.68154434,80.90300194,81.12213109,81.32674754,81.52778666,81.72582318,81.9111525,82.0966785,82.27342951,82.44932264,82.64236444,82.83222982,83.01664746,83.1923394,83.36350765,83.53289497,83.6953002,83.8456916,83.99254415,84.1375008,84.27943243,84.41813088,84.55826538,84.69194704,84.82371204,84.95191471,85.0787725,85.39590985,85.68979709,85.99879337,86.31129783,86.59624398,86.90141143,87.19578475,87.46262474,87.75040079,88.03517248,88.3022414,88.56264949,88.81766826,89.06907616,89.31213565,89.55268657,89.77174573,89.98923552,90.20297207,90.41496977,90.63315607
"617","SSP4","GNQ",25.537,26.144,26.234,26.323,26.413,26.502,26.592,26.682,26.773,26.863,26.954,27.045,27.136,27.227,27.319,27.41,27.502,27.594,27.687,27.779,27.872,27.965,28.058,28.151,29.028,29.94,30.871,31.817,32.78,33.755,34.745,35.748,36.766,37.792,38.831,40.494,42.187,43.893,45.616,47.35,49.092,50.832,52.573,54.307,56.033,57.74,59.431,61.1,62.745,64.358,64.94247032,65.51750033,66.10231834,66.67497184,67.21518777,67.77746787,68.33289827,68.87498301,69.38499017,69.88611854,70.37135895,70.84167464,71.30736933,71.76454836,72.22416395,72.66528945,73.0942354,73.52588981,73.94987438,74.36952245,74.7919593,75.20419084,75.60747473,75.99337436,76.37610609,76.74426095,77.10736295,77.46133268,77.803625,78.12853388,78.44241162,78.749092,79.05485265,79.36473461,79.6660901,79.95952527,80.23898711,80.51024282,80.78726133,81.05345282,81.30803074,81.55631157,81.79593515,82.03815609,82.27517111,82.50318881,82.73580637,82.95722605,83.1722837,83.38331632,83.58875253,83.79269878,83.97888405,84.16096157,84.34141956,84.51411596,84.67707945,84.83332511,84.98892965,85.14077614,85.45598238,85.76708417,86.10735717,86.39600356,86.6841912,86.98564224,87.29210848,87.57085755,87.85841661,88.14018429,88.40402105,88.66242523,88.91585659,89.16340551,89.40576722,89.64363624,89.87932282,90.11079344,90.33976435,90.56498192,90.78753121,91.00357133,91.21446088,91.42125256,91.6252328,91.85694517,92.08247071,92.30273037,92.51861353,92.7292377,92.93509101
