"","scenario","country or area","1950","1955","1960","1965","1970","1975","1980","1985","1990","1995","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"551","SSP3","NLD",56.136,57.98,59.752,60.753,61.663,63.183,64.745,66.719,68.684,72.809,76.795,82.63,87.134,88.24264472,89.16960342,89.97699767,90.7805331,91.63864902,92.43374163,93.24551755,93.97023511,94.61618851,95.19629663,95.7102669,96.17311028,96.57578337,96.93803752,97.39293642,97.77815461,98.10652734,98.40733134
"552","SSP3","CHE",67.381,69.143,70.924,72.417,73.843,74.208,74.477,74.227,73.926,73.654,73.383,73.478,73.607,73.607,73.607,73.607,73.607,73.607,73.607,73.607,73.607,73.607,73.607,73.607,73.607,73.607,73.607,73.607,73.607,73.607,73.607
"553","SSP3","BHS",52.086,55.933,59.712,63.343,66.764,70.017,73.102,76.674,79.838,80.961,82.007,82.218,82.427,82.427,82.427,82.427,82.427,82.427,82.427,82.427,82.427,82.427,82.427,82.427,82.427,82.427,82.427,82.427,82.427,82.427,82.427
"554","SSP3","VGB",11.228,11.687,12.228,14.287,16.635,19.47,22.741,29.728,37.814,40.413,41.774,43.21,44.814,44.814,44.814,44.814,44.814,44.814,44.814,44.814,44.814,44.814,44.814,44.814,44.814,44.814,44.814,44.814,44.814,44.814,44.814
"555","SSP3","CUB",56.511,57.458,58.401,59.337,60.266,64.224,68.106,70.933,73.364,74.277,75.323,76.134,76.597,77.37620544,78.08938642,78.7350686,79.39590406,80.03694997,80.62560294,81.21762793,81.77760219,82.25699187,82.77904632,83.27201552,83.71810409,84.1719528,84.5560806,84.91383007,85.25045317,86.03942626,86.86654335
"556","SSP3","CUW",70.566,72.687,74.71,76.631,78.448,80.161,81.769,83.274,84.678,87.68,90.752,90.534,89.905,89.905,89.905,89.905,89.905,89.905,89.905,89.905,89.905,89.905,89.905,89.905,89.905,89.905,89.905,89.905,89.905,89.905,89.905
"557","SSP3","DMA",34.697,36.286,37.846,38.18,38.683,42.671,46.759,54.71,63.079,64.831,65.265,66.601,68.094,68.094,68.094,68.094,68.094,68.094,68.094,68.094,68.094,68.094,68.094,68.094,68.094,68.094,68.094,68.094,68.094,68.094,68.094
"558","SSP3","DOM",23.741,26.843,30.191,35.052,40.274,45.729,51.29,53.868,55.226,57.598,61.753,67.37,73.753,75.24984008,76.52323137,77.68757592,78.74676196,79.70593816,80.53808648,81.33708584,81.98078525,82.57118129,83.15380966,83.61681839,84.0713492,84.49762406,84.85871136,85.2048322,86.05712844,86.8860351,87.78054849
"559","SSP3","GRD",28.495,29.405,30.332,31.274,32.212,32.561,32.912,33.177,33.427,34.47,35.698,35.895,35.865,35.865,35.865,35.865,35.865,35.865,35.865,35.865,35.865,35.865,35.865,35.865,35.865,35.865,35.865,35.865,35.865,35.865,35.865
"560","SSP3","GLP",35.8,47.476,59.438,70.37,79.38,86.188,91.004,94.252,96.374,97.731,98.4,98.4,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41
"561","SSP3","HTI",12.169,13.792,15.593,17.58,19.762,20.404,20.541,23.261,28.51,32.59,35.6,42.638,47.509,50.06157813,52.60693709,54.92311192,57.06553828,59.14561021,61.26139607,63.33860147,65.25467706,66.97351624,68.71735072,70.30764598,71.82358186,73.13489235,74.29772995,75.33970973,76.27813057,77.1444587,77.93434201
"562","SSP3","JAM",24.116,28.736,33.769,37.499,41.324,44.013,46.739,48.424,49.444,50.615,51.814,52.811,53.743,53.743,53.743,53.743,53.743,53.743,53.743,53.743,53.743,53.743,53.743,53.743,53.743,53.743,53.743,53.743,53.743,53.743,53.743
"563","SSP3","MTQ",32.89,33.63,40.089,49.953,61.018,71.199,79.612,83.82,86.283,88.423,89.713,89.342,89.05,89.05,89.05,89.05,89.05,89.05,89.05,89.05,89.05,89.05,89.05,89.05,89.05,89.05,89.05,89.05,89.05,89.05,89.05
"564","SSP3","PRI",40.592,42.432,44.547,51.524,58.328,62.77,67.835,84.317,92.942,93.729,94.387,94.112,93.825,93.825,93.825,93.825,93.825,93.825,93.825,93.825,93.825,93.825,93.825,93.825,93.825,93.825,93.825,93.825,93.825,93.825,93.825
"565","SSP3","KNA",26.518,27.018,27.644,30.855,34.141,35.027,35.882,35.243,34.609,33.715,32.778,32.028,31.322,31.322,31.322,31.322,31.322,31.322,31.322,31.322,31.322,31.322,31.322,31.322,31.322,31.322,31.322,31.322,31.322,31.322,31.322
"566","SSP3","VCT",21.705,23.759,25.943,28.252,30.683,33.225,35.87,38.602,41.409,43.38,45.186,47.032,48.961,48.961,48.961,48.961,48.961,48.961,48.961,48.961,48.961,48.961,48.961,48.961,48.961,48.961,48.961,48.961,48.961,48.961,48.961
"567","SSP3","TTO",26.26,30.059,34.155,38.498,43.035,47.691,52.284,53.205,54.124,55.04,55.905,54.967,54.025,54.025,54.025,54.025,54.025,54.025,54.025,54.025,54.025,54.025,54.025,54.025,54.025,54.025,54.025,54.025,54.025,54.025,54.025
"568","SSP3","TCA",47.2,47.405,47.679,49.392,51.106,53.063,55.259,65.439,74.343,79.928,84.55,87.745,90.228,90.228,90.228,90.228,90.228,90.228,90.228,90.228,90.228,90.228,90.228,90.228,90.228,90.228,90.228,90.228,90.228,90.228,90.228
"569","SSP3","VIR",58.344,57.212,56.477,63.279,69.592,75.245,80.147,84.28,87.685,90.437,92.586,93.664,94.594,94.594,94.594,94.594,94.594,94.594,94.594,94.594,94.594,94.594,94.594,94.594,94.594,94.594,94.594,94.594,94.594,94.594,94.594
"570","SSP3","CRI",33.508,33.88,34.254,35.791,38.827,41.349,43.099,45.445,50.003,54.561,59.052,65.672,71.736,71.736,71.736,71.736,71.736,71.736,71.736,71.736,71.736,71.736,71.736,71.736,71.736,71.736,71.736,71.736,71.736,71.736,71.736
"571","SSP3","SLV",36.509,37.427,38.354,38.931,39.439,41.551,44.099,46.677,49.274,53.988,58.912,61.648,65.452,65.452,65.452,65.452,65.452,65.452,65.452,65.452,65.452,65.452,65.452,65.452,65.452,65.452,65.452,65.452,65.452,65.452,65.452
"572","SSP3","GTM",25.064,27.992,31.121,33.989,35.545,37.125,38.724,40.347,41.992,43.654,45.332,46.913,48.403,50.09072776,51.77351664,53.43371423,55.09178413,56.77000459,58.366191,59.96154482,61.54852845,63.2149385,64.70931057,66.11660191,67.55286032,68.87932958,70.1751296,71.38701494,72.50174936,73.41214337,74.34122831
"573","SSP3","HND",17.578,20.038,22.747,25.704,28.902,32.11,34.87,37.735,40.46,42.941,45.458,48.585,51.885,51.885,51.885,51.885,51.885,51.885,51.885,51.885,51.885,51.885,51.885,51.885,51.885,51.885,51.885,51.885,51.885,51.885,51.885
"574","SSP3","MEX",42.655,46.68,50.753,54.931,59.021,62.759,66.339,68.95,71.419,73.368,74.722,76.308,77.815,78.69280027,79.51908425,80.22005733,80.86802508,81.44140228,81.9641278,82.43866496,82.94730227,83.44497222,83.92200327,84.36102019,84.7318107,85.07910849,85.94046602,86.77317097,87.67643237,88.50377573,89.28614319
"575","SSP3","NIC",35.196,37.363,39.581,42.707,47.03,48.898,50.292,51.684,53.075,54.437,55.185,55.935,56.917,56.917,56.917,56.917,56.917,56.917,56.917,56.917,56.917,56.917,56.917,56.917,56.917,56.917,56.917,56.917,56.917,56.917,56.917
"576","SSP3","PAN",35.763,38.469,41.249,44.431,47.64,49.038,50.447,52.143,53.903,58.141,62.198,63.682,65.14,65.14,65.14,65.14,65.14,65.14,65.14,65.14,65.14,65.14,65.14,65.14,65.14,65.14,65.14,65.14,65.14,65.14,65.14
"577","SSP3","ARG",65.339,69.633,73.611,76.369,78.88,80.969,82.887,85.038,86.984,88.164,89.142,90.031,90.849,91.58462035,92.3873516,93.21097067,93.93353413,94.59018601,95.1718198,95.69052143,96.1554539,96.56175451,96.9255027,97.38190064,97.77025732,98.09965385,98.40151344,98.65700316,98.871868,99.0537027,99.20559789
"578","SSP3","BOL",33.848,35.291,36.762,38.257,39.776,41.314,45.451,50.519,55.577,59.15,61.787,64.17,66.43,68.17535102,69.77518484,71.31376308,72.67331336,73.73866026,74.8909086,75.85993827,76.77680502,77.61955808,78.29671105,78.93775797,79.64503191,80.26242885,80.83311296,81.40630321,81.92476281,82.40674023,82.91952899
"579","SSP3","BRA",36.16,41.057,46.139,51.037,55.909,60.789,65.468,69.862,73.922,77.61,81.192,82.834,84.335,85.01888981,86.23274868,87.19406956,88.19480654,89.12774555,89.81105499,90.63375542,91.38459947,92.20231959,93.00973806,93.78331633,94.4503887,95.04617556,95.57566071,96.05103601,96.4657336,96.83956574,97.29051926
"580","SSP3","CHL",58.421,63.254,67.836,71.696,75.227,78.386,81.243,82.624,83.271,84.545,86.073,86.783,87.074,88.00303826,88.80981282,89.56751434,90.28360029,91.03767868,91.75646305,92.53765256,93.34937717,94.05842488,94.69774266,95.26743516,95.77464868,96.23229629,96.62943514,96.98681973,97.4341201,97.81404968,98.13744098
"581","SSP3","COL",32.601,39.223,46.268,52.82,56.635,60.306,63.738,67.034,69.481,71.777,73.957,76.024,77.964,78.92113389,79.85316299,80.73180627,81.43195564,82.00426395,82.59547892,83.1698368,83.62514463,84.07994199,84.50583974,84.86703358,85.19490618,86.04182537,86.86788399,87.76433701,88.58428884,89.35929666,90.08700461
"582","SSP3","ECU",28.28,31.009,33.878,36.64,39.278,42.363,46.961,51.215,55.09,57.766,60.299,61.711,62.69,64.56046937,66.22267397,67.72187305,69.10795407,70.39491703,71.69864928,72.86656501,73.84797823,74.88171336,75.76296192,76.57780099,77.35756438,78.06571733,78.70429655,79.36212074,79.93955805,80.54784858,81.12423334
"583","SSP3","FLK",51.053,50.774,50.495,51.847,54.041,56.33,58.696,64.012,74.15,65.987,67.606,70.828,73.666,73.666,73.666,73.666,73.666,73.666,73.666,73.666,73.666,73.666,73.666,73.666,73.666,73.666,73.666,73.666,73.666,73.666,73.666
"584","SSP3","GUF",53.656,58.573,63.327,65.745,67.433,69.121,70.759,72.651,74.641,76.952,79.111,81.116,82.924,82.924,82.924,82.924,82.924,82.924,82.924,82.924,82.924,82.924,82.924,82.924,82.924,82.924,82.924,82.924,82.924,82.924,82.924
"585","SSP3","PRY",34.568,35.067,35.569,36.243,37.065,38.981,41.688,44.983,48.694,52.131,55.331,57.633,59.261,59.261,59.261,59.261,59.261,59.261,59.261,59.261,59.261,59.261,59.261,59.261,59.261,59.261,59.261,59.261,59.261,59.261,59.261
"586","SSP3","PER",41,43.884,46.811,51.868,57.406,61.461,64.574,66.864,68.901,70.951,73.042,75.034,76.43,77.48718811,78.33264955,79.1238976,79.88013438,80.55957352,81.18196239,81.74528256,82.22936561,82.74696082,83.24364398,83.69678954,84.15389756,84.5112303,84.84578112,85.19354176,86.04620832,86.87942136,87.77477296
"587","SSP3","SUR",46.888,47.074,47.26,47.109,45.948,53.749,64.96,65.334,65.706,66.076,66.444,66.682,66.344,66.344,66.344,66.344,66.344,66.344,66.344,66.344,66.344,66.344,66.344,66.344,66.344,66.344,66.344,66.344,66.344,66.344,66.344
"588","SSP3","URY",77.926,79.107,80.241,81.328,82.368,83.387,85.394,87.194,88.973,90.542,92.028,93.319,94.414,94.414,94.414,94.414,94.414,94.414,94.414,94.414,94.414,94.414,94.414,94.414,94.414,94.414,94.414,94.414,94.414,94.414,94.414
"589","SSP3","VEN",47.313,54.556,61.613,67.022,71.852,75.786,79.185,81.925,84.284,86.014,87.559,87.954,88.083,89.02077097,89.76791937,90.59176321,91.34626853,92.1928974,93.0011459,93.77885807,94.45039282,95.04688588,95.57448609,96.05221255,96.46490704,96.83888054,97.29156622,97.69358639,98.0347229,98.3476966,98.61164391
"590","SSP3","CAN",60.946,65.705,69.061,72.892,75.654,75.611,75.663,76.354,76.582,77.675,79.478,80.122,80.937,81.50918458,82.0234772,82.56017878,83.06934346,83.51895913,83.98400866,84.37991702,84.72428059,85.07419711,85.9348312,86.81423646,87.71735699,88.55452183,89.33212768,90.00299991,90.68841834,91.43376196,92.24816636
"591","SSP3","GRL",49,53.801,58.534,66.05,72.744,74.389,76.121,77.961,79.698,80.902,81.6,82.858,84.383,84.383,84.383,84.383,84.383,84.383,84.383,84.383,84.383,84.383,84.383,84.383,84.383,84.383,84.383,84.383,84.383,84.383,84.383
"592","SSP3","SPM",80,83.473,86.445,87.786,88.37,88.929,89.465,89.339,88.902,88.93,89.147,89.866,89.902,89.902,89.902,89.902,89.902,89.902,89.902,89.902,89.902,89.902,89.902,89.902,89.902,89.902,89.902,89.902,89.902,89.902,89.902
"593","SSP3","USA",64.153,67.163,69.996,71.879,73.602,73.653,73.738,74.494,75.3,77.257,79.057,79.928,80.772,81.35558606,81.8803377,82.35240012,82.87566315,83.35934318,83.80889068,84.25588144,84.60520067,84.96274429,85.29369774,86.14916252,86.94683897,87.88392839,88.6956339,89.4672393,90.18986148,90.95585255,91.68378727
"594","SSP3","AUS",77.003,79.357,81.529,83.068,83.999,84.792,85.552,85.582,85.433,84.898,84.235,84.582,85.182,86.03840161,86.85891269,87.75506795,88.58026486,89.35488171,90.08449466,90.85152463,91.58545253,92.38244842,93.21266569,93.93906811,94.58936387,95.17221043,95.68913942,96.154434,96.55977093,96.92421475,97.38073727
"595","SSP3","NZL",72.523,73.627,75.998,78.891,81.106,82.774,83.428,83.673,84.742,85.553,86.021,86.341,86.16,86.16,86.16,86.16,86.16,86.16,86.16,86.16,86.16,86.16,86.16,86.16,86.16,86.16,86.16,86.16,86.16,86.16,86.16
"596","SSP3","FJI",24.352,26.933,29.681,32.582,34.758,36.721,37.769,38.523,41.611,45.496,47.908,49.871,52.171,52.171,52.171,52.171,52.171,52.171,52.171,52.171,52.171,52.171,52.171,52.171,52.171,52.171,52.171,52.171,52.171,52.171,52.171
"597","SSP3","NCL",24.589,30.602,37.36,44.646,51.232,55.165,57.426,58.834,59.577,60.288,61.919,63.965,67.102,67.102,67.102,67.102,67.102,67.102,67.102,67.102,67.102,67.102,67.102,67.102,67.102,67.102,67.102,67.102,67.102,67.102,67.102
"598","SSP3","PNG",1.7,2.521,3.725,5.47,9.796,11.93,13.047,13.998,14.994,14.081,13.204,13.109,13.019,13.019,13.019,13.019,13.019,13.019,13.019,13.019,13.019,13.019,13.019,13.019,13.019,13.019,13.019,13.019,13.019,13.019,13.019
"599","SSP3","SLB",3.8,4.679,5.768,7.245,8.917,9.125,10.576,12.433,13.677,14.664,15.813,17.832,20.048,20.048,20.048,20.048,20.048,20.048,20.048,20.048,20.048,20.048,20.048,20.048,20.048,20.048,20.048,20.048,20.048,20.048,20.048
"600","SSP3","VUT",8.752,9.546,10.404,11.329,12.325,13.395,14.74,16.722,18.715,20.164,21.673,23.099,24.462,24.462,24.462,24.462,24.462,24.462,24.462,24.462,24.462,24.462,24.462,24.462,24.462,24.462,24.462,24.462,24.462,24.462,24.462
"601","SSP3","GUM",41.3,45.665,50.147,55.548,61.92,83.632,93.753,92.339,90.796,92.055,93.129,93.631,94.099,94.099,94.099,94.099,94.099,94.099,94.099,94.099,94.099,94.099,94.099,94.099,94.099,94.099,94.099,94.099,94.099,94.099,94.099
"602","SSP3","KIR",11,13.426,16.29,19.625,24.088,29.606,32.284,33.541,34.987,36.409,42.958,43.551,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39,47.39
"603","SSP3","MHL",23.337,29.081,35.584,42.663,53.492,60.632,58.298,61.945,65.054,66.727,68.58,71.138,73.568,73.568,73.568,73.568,73.568,73.568,73.568,73.568,73.568,73.568,73.568,73.568,73.568,73.568,73.568,73.568,73.568,73.568,73.568
"604","SSP3","MNP",42.002,45.835,51.219,58.759,70.062,80.554,86.784,88.381,89.731,89.557,90.152,90.558,90.949,90.949,90.949,90.949,90.949,90.949,90.949,90.949,90.949,90.949,90.949,90.949,90.949,90.949,90.949,90.949,90.949,90.949,90.949
"605","SSP3","PLW",53.883,55.357,56.823,58.276,59.715,61.138,62.542,67.38,69.593,71.431,70.338,71.152,74.817,74.817,74.817,74.817,74.817,74.817,74.817,74.817,74.817,74.817,74.817,74.817,74.817,74.817,74.817,74.817,74.817,74.817,74.817
"606","SSP3","ASM",61.769,64.02,66.211,68.334,70.384,72.354,74.33,77.762,80.948,85.28,88.587,88.1,87.594,87.594,87.594,87.594,87.594,87.594,87.594,87.594,87.594,87.594,87.594,87.594,87.594,87.594,87.594,87.594,87.594,87.594,87.594
"607","SSP3","COK",38.028,42.191,46.469,50.796,53.285,54.009,53.815,55.202,57.715,58.678,65.191,71.026,73.255,73.255,73.255,73.255,73.255,73.255,73.255,73.255,73.255,73.255,73.255,73.255,73.255,73.255,73.255,73.255,73.255,73.255,73.255
"608","SSP3","PYF",33.3,37.684,42.281,48.178,55.162,58.252,59.003,58.635,57.852,56.637,56.047,57.417,60.317,60.317,60.317,60.317,60.317,60.317,60.317,60.317,60.317,60.317,60.317,60.317,60.317,60.317,60.317,60.317,60.317,60.317,60.317
"609","SSP3","NIU",21.5,21.503,21.506,21.509,21.095,23.355,27.031,31.048,30.895,31.452,33.069,35.212,38.68,38.68,38.68,38.68,38.68,38.68,38.68,38.68,38.68,38.68,38.68,38.68,38.68,38.68,38.68,38.68,38.68,38.68,38.68
"610","SSP3","WSM",12.886,17.406,18.926,19.301,20.353,20.992,21.173,21.2,21.2,21.526,21.977,21.218,20.078,20.078,20.078,20.078,20.078,20.078,20.078,20.078,20.078,20.078,20.078,20.078,20.078,20.078,20.078,20.078,20.078,20.078,20.078
"611","SSP3","TON",12.885,15.483,17.552,19.499,20.187,20.337,21.154,22.268,22.704,22.864,23.012,23.155,23.389,23.389,23.389,23.389,23.389,23.389,23.389,23.389,23.389,23.389,23.389,23.389,23.389,23.389,23.389,23.389,23.389,23.389,23.389
"612","SSP3","TUV",11.193,13.37,15.895,18.793,22.081,25.761,29.822,34.251,40.661,43.97,46.018,49.699,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796,54.796
"613","SSP4","AFG",6,7.107,8.401,9.904,11.643,13.641,15.995,18.997,21.177,21.624,22.078,22.703,23.737,25.44758938,27.20421077,28.91444339,30.61278262,32.32033212,34.075181,35.92488024,37.8497768,39.65902041,41.44432068,43.14713301,44.81816714,46.60486369,48.28888003,49.93755945,51.61485882,53.28051295,54.90597107
"614","SSP4","ALB",20.528,26.864,30.705,31.23,31.74,32.712,33.762,35.083,36.428,38.911,41.741,46.731,52.163,54.92226058,57.50598928,60.10783443,62.74134099,65.24272766,67.55570754,69.74790157,71.83073644,73.80963385,75.50583603,77.01646062,78.32819185,79.50143946,80.57345016,81.60210298,82.48193379,83.37601485,84.15170271
"615","SSP4","DZA",22.213,26.149,30.51,37.643,39.5,40.33,43.542,47.968,52.085,55.997,59.919,63.83,67.54,69.92692184,72.26649013,74.39231695,76.25605135,77.83018497,79.12814941,80.35151529,81.47372593,82.45421696,83.38765104,84.17980465,84.8927579,85.53273823,87.11702426,88.55100767,89.86678658,91.06704941,92.09497922
"616","SSP4","ASM",61.769,64.02,66.211,68.334,70.384,72.354,74.33,77.762,80.948,85.28,88.587,88.1,87.594,89.06428472,90.31349651,91.54517736,92.63937576,93.65377227,94.52308534,95.32045279,96.01127848,96.63353433,97.162168,98.01141783,98.6107607,99.03159172,99.32554222,99.53083602,99.69313392,99.79942792,99.86897501
"617","SSP4","AND",38.8,48.568,58.45,70.445,80.155,87.252,92.064,95.159,94.712,93.661,92.395,90.285,88.819,90.09377495,91.35667676,92.47291555,93.5043699,94.39385423,95.21161133,95.9158868,96.55146631,97.09756506,97.96454841,98.57728061,99.00739859,99.30895611,99.51948623,99.68576153,99.79465326,99.86582764,99.91242472
"618","SSP4","AGO",7.576,8.902,10.435,12.504,14.957,19.128,24.298,30.338,37.144,44.169,50.087,56,59.783,63.04075718,66.18729437,69.02402443,71.75329389,74.22627983,76.37281198,78.1581606,79.71791951,80.99552756,82.14860704,83.261538,84.17519249,85.02089097,86.65402399,88.19418921,89.58288361,90.90999811,92.05254641
"619","SSP4","ARG",65.339,69.633,73.611,76.369,78.88,80.969,82.887,85.038,86.984,88.164,89.142,90.031,90.849,91.92089006,92.96995915,93.93443998,94.81631712,95.57194071,96.22677453,96.8171287,97.31926746,98.12382947,98.68978764,99.08673651,99.3642018,99.55771703,99.71067851,99.81094644,99.87650723,99.91939799,99.94735674
"620","SSP4","ARM",40.339,45.951,51.275,55.622,59.864,63.611,66.05,67.09,67.421,66.057,64.666,63.938,63.44,65.80682709,68.0343303,70.07563435,71.99223661,73.78311955,75.32126327,76.73645206,77.98400684,79.10875254,80.16262768,81.16395368,82.11585731,83.01596695,83.81597567,84.57022067,85.21510853,86.73748516,88.267924
"621","SSP4","AUS",77.003,79.357,81.529,83.068,83.999,84.792,85.552,85.582,85.433,84.898,84.235,84.582,85.182,86.79786636,88.32584915,89.65704835,90.87321375,91.94421511,92.98809436,93.96125657,94.70400121,95.47962523,96.14655097,96.75058082,97.2625675,98.08268639,98.66101607,99.06622369,99.34978051,99.54774625,99.70435265
"622","SSP4","AZE",45.691,50.026,52.663,51.164,50.008,51.897,52.777,53.498,53.749,52.206,51.386,52.389,53.406,56.04048353,58.55698023,61.05741532,63.56819022,65.96391761,68.15779899,70.20839175,72.11718625,73.77054009,75.30324004,76.72295623,78.02414477,79.13640272,80.18845757,81.18779799,82.13405622,83.03390865,83.82953376
"623","SSP4","BHS",52.086,55.933,59.712,63.343,66.764,70.017,73.102,76.674,79.838,80.961,82.007,82.218,82.427,83.3682497,84.16066194,84.87167612,85.4939245,87.07910026,88.60845751,89.91895263,91.11490559,92.15660571,93.17787969,94.10351144,94.96537106,95.70240057,96.33922537,96.91462176,97.83652769,98.48773696,98.9452555
"624","SSP4","BHR",64.4,75.528,82.32,82.5,83.775,84.975,86.101,87.155,88.14,88.388,88.372,88.422,88.634,89.93694369,91.12917887,92.16220935,93.18177064,94.1129375,94.97022873,95.70370182,96.34259545,96.91843197,97.84046182,98.48920624,98.94600005,99.26559512,99.4887031,99.66554153,99.78150751,99.85715387,99.90670021
"625","SSP4","BGD",4.282,4.687,5.135,6.211,7.593,9.836,14.851,17.496,19.811,21.693,23.59,26.809,30.462,33.76980225,37.10350108,40.51984144,44.03114778,47.44345298,50.76898641,54.03005604,57.19635051,60.1515921,63.02472648,65.70167236,68.27241893,70.62207223,72.8132544,74.7980936,76.50529603,78.00784861,79.24619463
"626","SSP4","BLR",26.234,28.853,32.401,38.127,44.01,50.614,56.498,61.833,65.981,67.926,69.973,72.354,74.672,76.56028084,78.204844,79.57263905,80.79363285,81.92640147,82.97464988,83.86744702,84.66645197,85.35216912,86.94485782,88.48538415,89.80839208,91.00842074,92.05957788,93.09064637,94.03186671,94.9024159,95.64956206
"627","SSP4","BEL",91.466,91.977,92.46,93.137,93.843,94.48,95.381,95.93,96.377,96.777,97.129,97.403,97.651,98.35719185,98.85359313,99.20133207,99.44377328,99.63614229,99.76224314,99.8446565,99.89854187,99.93373744,99.95665766,99.97172534,99.98154313,99.9879544,99.99213506,99.99486313,99.99664313,99.99780858,99.99857082
"628","SSP4","BEN",4.957,6.804,9.275,12.519,16.691,21.904,27.339,30.796,34.485,36.758,38.333,40.543,43.093,45.72104827,48.29920838,50.82317852,53.34725843,55.68981293,57.81916804,59.9333654,61.89602966,63.92877372,65.8317401,67.49533785,69.14593154,70.70184829,72.11861757,73.34072523,74.48876837,75.52864961,76.47644252
"629","SSP4","BTN",2.1,2.751,3.596,4.687,6.089,7.876,10.132,12.941,16.388,20.537,25.418,30.965,34.793,38.40477012,42.11730687,45.85823211,49.76302117,53.33222869,56.71410222,59.8944394,62.9264189,65.73307349,68.39466764,70.89674885,73.21901957,75.17178161,76.95130388,78.5008476,79.8258431,81.02146345,82.12906888
"630","SSP4","BOL",33.848,35.291,36.762,38.257,39.776,41.314,45.451,50.519,55.577,59.15,61.787,64.17,66.43,68.77343537,71.0246232,73.05861915,74.85511065,76.451125,77.91314267,79.11267938,80.22284579,81.23410615,82.20741681,83.09920243,83.8486784,84.59878728,85.23674352,86.75444441,88.27682083,89.60841862,90.82994346
"631","SSP4","BIH",13.665,16.173,19.04,22.817,27.201,31.288,35.543,37.589,39.249,40.817,42.384,43.965,45.558,48.40612726,51.26034173,54.02275817,56.65654566,59.26530401,61.82756211,64.41249035,66.82217287,69.01467613,71.14502122,73.11374706,74.79308017,76.33087274,77.76499572,78.98714758,80.1027721,81.12763196,82.08229753
"632","SSP4","BWA",2.716,2.883,3.06,3.839,7.834,11.884,16.479,26.724,41.933,48.981,53.219,55.944,62.412,65.60280394,68.63185259,71.40083621,73.99811127,76.29495016,78.271513,79.93623018,81.48297232,82.80561199,83.97702866,84.99736996,85.8719277,87.70592315,89.28673987,90.59808312,91.79103494,92.85466437,93.8376573
"633","SSP4","BRA",36.16,41.057,46.139,51.037,55.909,60.789,65.468,69.862,73.922,77.61,81.192,82.834,84.335,85.39454342,87.17492359,88.81239956,90.16593307,91.41460836,92.52242817,93.54737496,94.43034166,95.23929678,95.9383654,96.57514771,97.11484681,97.97904871,98.58891959,99.01545511,99.31385561,99.52261225,99.68789032
"634","SSP4","VGB",11.228,11.687,12.228,14.287,16.635,19.47,22.741,29.728,37.814,40.413,41.774,43.21,44.814,48.09534444,51.32467939,54.5001832,57.59266384,60.45412035,63.30517706,65.92201485,68.35911968,70.63880739,72.72987757,74.6108705,76.33076013,77.80099703,79.02358539,80.14632258,81.1592351,82.178189,83.11275012
"635","SSP4","BRN",26.756,34.608,43.401,52.625,61.675,64.193,64.949,65.697,66.438,68.644,71.164,73.163,74.961,76.59835066,78.04601494,79.28080413,80.36890453,81.40018396,82.35424036,83.28981905,84.04613496,84.77462,85.39292072,86.89757967,88.41585012,89.74202861,90.95421741,92.01464481,93.05038966,94.00980306,94.882142
"636","SSP4","BGR",27.583,32.213,37.1,45.755,52.3,57.562,62.1,64.59,66.377,67.782,68.899,70.584,72.302,74.32784341,76.06794652,77.56934159,78.87131249,80.00969173,81.07047135,82.06092416,83.00441433,83.80203244,84.55857219,85.20040328,86.72564993,88.25415704,89.59420887,90.80978103,91.8888491,92.93972964,93.91158943
"637","SSP4","BFA",3.837,4.247,4.7,5.198,5.746,6.347,8.805,12.334,13.815,15.131,17.844,21.537,24.633,27.0739506,29.55812038,32.07046124,34.55084936,37.03423263,39.55430428,42.02462116,44.3881994,46.70841758,49.05578676,51.42346224,53.69915148,55.8135121,57.79168873,59.69993562,61.54457051,63.49311426,65.28461724
"638","SSP4","BDI",1.731,1.896,2.077,2.294,2.845,3.525,4.339,5.221,6.271,7.211,8.246,9.375,10.642,12.05239408,13.54712967,15.18779779,16.94591571,18.73401691,20.61432356,22.61658398,24.5596776,26.6203144,28.69057643,30.71084602,32.78184132,34.8557206,37.0067856,39.1656436,41.22073612,43.31086854,45.29638668
"639","SSP4","CPV",14.2,15.399,16.679,18.073,19.559,21.419,23.518,31.5,44.12,48.768,53.435,57.689,61.821,64.76901691,67.55436662,70.09744377,72.46914198,74.68304814,76.57821647,78.23229519,79.5894804,80.80818766,81.98216809,83.02814157,83.91219572,84.70465524,85.38797127,86.97509616,88.51617899,89.83121275,91.12031405
"640","SSP4","KHM",10.2,10.242,10.285,10.83,15.97,4.477,9.898,13.931,15.546,17.311,18.586,19.174,20.294,22.70139956,25.1013608,27.61083822,30.24741428,32.86716754,35.53492355,38.24661914,41.0857899,43.98853443,46.79901032,49.67557531,52.51851791,55.21042185,57.80133438,60.40386815,63.02982901,65.49631744,67.78596592
