"","scenario","country or area","1950","1955","1960","1965","1970","1975","1980","1985","1990","1995","2000","2005","2010","2015","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"161","SSP1","VIR",58.344,57.212,56.477,63.279,69.592,75.245,80.147,84.28,87.685,90.437,92.586,93.664,94.594,95.47461945,96.14124771,96.74453542,97.25984083,98.08005221,98.65861903,99.06441215,99.34815093,99.54649106,99.70337479,99.80620486,99.87346609,99.9173773,99.94604464,99.96475754,99.97699685,99.98497436,99.99018692
"162","SSP1","CRI",33.508,33.88,34.254,35.791,38.827,41.349,43.099,45.445,50.003,54.561,59.052,65.672,71.736,74.03698972,75.94072713,77.59030652,79.10884267,80.38088174,81.56054278,82.59308702,83.56810813,84.39923876,85.12033288,86.74357848,88.26369294,89.60854768,90.82588132,91.89960257,92.94945491,93.92068536,94.80169153
"163","SSP1","SLV",36.509,37.427,38.354,38.931,39.439,41.551,44.099,46.677,49.274,53.988,58.912,61.648,65.452,67.84366668,70.06576516,72.16667564,74.04314189,75.760038,77.26609552,78.54323128,79.69122498,80.72586875,81.73699043,82.5964392,83.49535026,84.28177439,84.96205652,85.56578093,87.13707244,88.56252504,89.87150569
"164","SSP1","GTM",25.064,27.992,31.121,33.989,35.545,37.125,38.724,40.347,41.992,43.654,45.332,46.913,48.403,51.15475328,53.85191141,56.46023938,58.9858963,61.50885506,64.00500613,66.34628593,68.5138452,70.55861319,72.4021379,74.09579303,75.64868426,77.03110521,78.2432895,79.3453998,80.40908489,81.40040217,82.31776832
"165","SSP1","HND",17.578,20.038,22.747,25.704,28.902,32.11,34.87,37.735,40.46,42.941,45.458,48.585,51.885,54.84239124,57.70785587,60.43482892,63.16623757,65.70121558,68.0486462,70.26133406,72.3587427,74.20946891,75.90718197,77.42317811,78.69477974,79.89801655,80.96339446,81.96693009,82.88700836,83.7238769,84.48725345
"166","SSP1","MEX",42.655,46.68,50.753,54.931,59.021,62.759,66.339,68.95,71.419,73.368,74.722,76.308,77.815,79.07141034,80.22045462,81.22927724,82.23908215,83.16527067,83.91284618,84.64927818,85.28936259,86.8925278,88.40460218,89.73205411,90.93476604,92.00497241,93.04288495,94.00464472,94.87727475,95.62819533,96.2734008
"167","SSP1","NIC",35.196,37.363,39.581,42.707,47.03,48.898,50.292,51.684,53.075,54.437,55.185,55.935,56.917,59.38479012,61.87058433,64.4004613,66.7472229,68.90227407,70.93037194,72.76778275,74.34804996,75.8728295,77.25179617,78.44243466,79.51912247,80.55880915,81.55657954,82.44524967,83.34402379,84.08539741,84.80849481
"168","SSP1","PAN",35.763,38.469,41.249,44.431,47.64,49.038,50.447,52.143,53.903,58.141,62.198,63.682,65.14,67.35810998,69.4788789,71.43490469,73.35946582,75.02518755,76.49587196,77.86422232,79.0263274,80.11489387,81.15726964,82.10499714,83.01069433,83.81042899,84.56666139,85.21081112,86.82470328,88.34010569,89.67231785
"169","SSP1","ARG",65.339,69.633,73.611,76.369,78.88,80.969,82.887,85.038,86.984,88.164,89.142,90.031,90.849,91.92089006,92.96995915,93.93443998,94.81631712,95.57194071,96.22677453,96.8171287,97.31926746,98.12382947,98.68978764,99.08673651,99.3642018,99.55771703,99.71067851,99.81094644,99.87650723,99.91939799,99.94735674
"170","SSP1","BOL",33.848,35.291,36.762,38.257,39.776,41.314,45.451,50.519,55.577,59.15,61.787,64.17,66.43,68.77343537,71.0246232,73.05861915,74.85511065,76.451125,77.91314267,79.11267938,80.22284579,81.23410615,82.20741681,83.09920243,83.8486784,84.59878728,85.23674352,86.75444441,88.27682083,89.60841862,90.82994346
"171","SSP1","BRA",36.16,41.057,46.139,51.037,55.909,60.789,65.468,69.862,73.922,77.61,81.192,82.834,84.335,85.39454342,87.17492359,88.81239956,90.16593307,91.41460836,92.52242817,93.54737496,94.43034166,95.23929678,95.9383654,96.57514771,97.11484681,97.97904871,98.58891959,99.01545511,99.31385561,99.52261225,99.68789032
"172","SSP1","CHL",58.421,63.254,67.836,71.696,75.227,78.386,81.243,82.624,83.271,84.545,86.073,86.783,87.074,88.60228261,89.90963139,91.10343778,92.13925166,93.15972928,94.09044908,94.94398531,95.68692306,96.32174895,96.89975501,97.82633575,98.47988968,98.94023591,99.26210117,99.4862105,99.66412932,99.78049684,99.8565435
"173","SSP1","COL",32.601,39.223,46.268,52.82,56.635,60.306,63.738,67.034,69.481,71.777,73.957,76.024,77.964,79.29007859,80.49890373,81.63027385,82.64796135,83.5568472,84.39163884,85.11368213,86.64959515,88.18982132,89.53296377,90.77106036,91.85017273,92.90587885,93.88325855,94.73952597,95.51233677,96.17551468,96.77531504
"174","SSP1","ECU",28.28,31.009,33.878,36.64,39.278,42.363,46.961,51.215,55.09,57.766,60.299,61.711,62.69,65.22700773,67.57878357,69.80720006,71.93471232,73.89704498,75.57387836,77.11438581,78.40711842,79.5644625,80.6313644,81.62572116,82.49810839,83.3885759,84.16022662,84.85990665,85.4736994,87.06672945,88.6015283
"175","SSP1","FLK",51.053,50.774,50.495,51.847,54.041,56.33,58.696,64.012,74.15,65.987,67.606,70.828,73.666,75.31689632,76.78430157,78.06475226,79.2137181,80.28418754,81.30815047,82.23728321,83.12747816,83.87974429,84.62545304,85.26442902,86.87500621,88.39175511,89.71378271,90.92012659,91.98381894,93.01924374,93.98086918
"176","SSP1","GUF",53.656,58.573,63.327,65.745,67.433,69.121,70.759,72.651,74.641,76.952,79.111,81.116,82.924,83.8655614,84.66460829,85.35400654,86.95505384,88.49675304,89.81239007,91.01660413,92.07240685,93.0973093,94.04572039,94.90933357,95.65742,96.2970705,96.87671968,97.81033205,98.46842735,98.93158844,99.25560071
"177","SSP1","PRY",34.568,35.067,35.569,36.243,37.065,38.981,41.688,44.983,48.694,52.131,55.331,57.633,59.261,61.75339848,64.26100362,66.61859588,68.80267088,70.8837154,72.86823515,74.56185183,76.11815511,77.53216717,78.80591264,79.91416345,80.99511333,81.96017163,82.81625374,83.66886197,84.43593735,85.09861522,86.71886534
"178","SSP1","PER",41,43.884,46.811,51.868,57.406,61.461,64.574,66.864,68.901,70.951,73.042,75.034,76.43,77.93869231,79.17812979,80.28059548,81.28805424,82.25838552,83.17851702,83.93625137,84.67247159,85.3046698,86.90853593,88.41535204,89.74819656,90.94721689,92.01146023,93.05016392,94.00996183,94.88337832,95.63526229
"179","SSP1","SUR",46.888,47.074,47.26,47.109,45.948,53.749,64.96,65.334,65.706,66.076,66.444,66.682,66.344,68.51116893,70.55630617,72.41357922,74.05446559,75.61530838,77.05115842,78.2610198,79.35416714,80.40967574,81.39981567,82.31535909,83.22289244,83.97863716,84.71619345,85.34602488,86.94496792,88.48215228,89.80241285
"180","SSP1","URY",77.926,79.107,80.241,81.328,82.368,83.387,85.394,87.194,88.973,90.542,92.028,93.319,94.414,95.22901347,95.93286508,96.56746881,97.11201877,97.97734663,98.58669498,99.0145533,99.31421503,99.52243763,99.68776339,99.7959914,99.86673947,99.91294213,99.94319385,99.96290962,99.97575636,99.98416711,99.98966601
"181","SSP1","VEN",47.313,54.556,61.613,67.022,71.852,75.786,79.185,81.925,84.284,86.014,87.559,87.954,88.083,89.48072506,90.81682124,91.96987623,93.00807697,93.97130386,94.84420278,95.60310762,96.25621242,96.84350853,97.78584272,98.45302294,98.92096879,99.24810139,99.47656691,99.65774013,99.77621999,99.85386215,99.90454694
"182","SSP1","CAN",60.946,65.705,69.061,72.892,75.654,75.611,75.663,76.354,76.582,77.675,79.478,80.122,80.937,81.9082313,82.76232007,83.61977327,84.39541103,85.06152376,86.68911546,88.22259597,89.56199321,90.79936238,91.8778268,92.92465313,93.89946558,94.77961292,95.5421863,96.19941288,96.79606395,97.30299523,98.11075293
"183","SSP1","GRL",49,53.801,58.534,66.05,72.744,74.389,76.121,77.961,79.698,80.902,81.6,82.858,84.383,85.19911863,86.81035826,88.33474091,89.66440147,90.87748083,91.94722884,92.99312411,93.95649571,94.84113135,95.59820361,96.24772858,96.83616281,97.78184342,98.44813397,98.91734388,99.24570571,99.47520225,99.65671804
"184","SSP1","SPM",80,83.473,86.445,87.786,88.37,88.929,89.465,89.339,88.902,88.93,89.147,89.866,89.902,91.09750021,92.13541875,93.16205162,94.1028777,94.96436931,95.70576699,96.34123561,96.91516809,97.83539723,98.48672186,98.94419718,99.26461827,99.48834131,99.66542264,99.78141729,99.85720465,99.90670176,99.9391143
"185","SSP1","USA",64.153,67.163,69.996,71.879,73.602,73.653,73.738,74.494,75.3,77.257,79.057,79.928,80.772,81.75296126,82.61686745,83.48586771,84.2754243,84.96051821,85.56404766,87.14353161,88.57266676,89.8853174,91.08438383,92.10024949,93.12441433,94.06208326,94.92583818,95.67124056,96.31141995,96.88967812,97.81918232
"186","SSP1","AUS",77.003,79.357,81.529,83.068,83.999,84.792,85.552,85.582,85.433,84.898,84.235,84.582,85.182,86.79786636,88.32584915,89.65704835,90.87321375,91.94421511,92.98809436,93.96125657,94.70400121,95.47962523,96.14655097,96.75058082,97.2625675,98.08268639,98.66101607,99.06622369,99.34978051,99.54774625,99.70435265
"187","SSP1","NZL",72.523,73.627,75.998,78.891,81.106,82.774,83.428,83.673,84.742,85.553,86.021,86.341,86.16,87.76859749,89.15540848,90.36329005,91.58984425,92.67779648,93.67684961,94.54666901,95.33908345,96.02343547,96.64619195,97.17498014,98.02136587,98.61808717,99.03633126,99.32870342,99.53296418,99.69473475,99.80051494
"188","SSP1","FJI",24.352,26.933,29.681,32.582,34.758,36.721,37.769,38.523,41.611,45.496,47.908,49.871,52.171,54.92531701,57.50503735,60.03019992,62.53939863,65.00280322,67.23344824,69.36137243,71.28990833,73.20297984,74.82763126,76.31686623,77.70374368,78.88293178,79.98693393,81.05834472,82.01819724,82.93259444,83.7729751
"189","SSP1","NCL",24.589,30.602,37.36,44.646,51.232,55.165,57.426,58.834,59.577,60.288,61.919,63.965,67.102,69.35570876,71.45123236,73.4159632,75.16138111,76.72718086,78.11561814,79.3032116,80.38998407,81.41885961,82.33108054,83.2437815,84.00344396,84.73372433,85.36135692,86.96033938,88.50013436,89.81312855,91.01993932
"190","SSP1","PNG",1.7,2.521,3.725,5.47,9.796,11.93,13.047,13.998,14.994,14.081,13.204,13.109,13.019,14.7541194,16.6390154,18.67985191,20.95078321,23.42463665,25.9651,28.55508337,31.17232973,33.8903298,36.69795665,39.57693748,42.46088501,45.34543259,48.25076614,51.09836724,53.90429834,56.54853873,59.19965356
"191","SSP1","SLB",3.8,4.679,5.768,7.245,8.917,9.125,10.576,12.433,13.677,14.664,15.813,17.832,20.048,22.50121969,25.07695896,27.75289574,30.55597231,33.511729,36.47633052,39.50086399,42.55331329,45.5922337,48.67931748,51.75863271,54.74340046,57.66068842,60.46263399,63.17956638,65.73615565,68.09466211,70.31160932
"192","SSP1","VUT",8.752,9.546,10.404,11.329,12.325,13.395,14.74,16.722,18.715,20.164,21.673,23.099,24.462,26.99995843,29.59571932,32.24275231,34.92346841,37.68405132,40.50762422,43.42528189,46.2526689,49.121065,51.96428131,54.65257289,57.24499252,59.84861954,62.42931265,64.95066055,67.25227221,69.4391901,71.53462903
"193","SSP1","GUM",41.3,45.665,50.147,55.548,61.92,83.632,93.753,92.339,90.796,92.055,93.129,93.631,94.099,95.0547265,95.77999805,96.40220441,96.96605137,97.87339345,98.51373983,98.96300513,99.27705198,99.49659156,99.67073605,99.78483146,99.85935253,99.90817466,99.93998365,99.96079717,99.97439876,99.98328702,99.98908726
"194","SSP1","KIR",11,13.426,16.29,19.625,24.088,29.606,32.284,33.541,34.987,36.409,42.958,43.551,47.39,50.57182794,53.71225214,56.71469041,59.47969906,62.2240302,64.85050235,67.29335586,69.59991314,71.76154151,73.84776957,75.59873029,77.18687674,78.46988151,79.62327185,80.68853382,81.71167944,82.61460812,83.50735655
"195","SSP1","MHL",23.337,29.081,35.584,42.663,53.492,60.632,58.298,61.945,65.054,66.727,68.58,71.138,73.568,75.49186616,77.18785108,78.64803758,79.86847926,81.04164441,82.09404782,83.0644484,83.87916412,84.63676276,85.28819511,86.80540276,88.33596602,89.67038275,90.88658442,91.95705601,93.00155111,93.96220959,94.83975911
"196","SSP1","MNP",42.002,45.835,51.219,58.759,70.062,80.554,86.784,88.381,89.731,89.557,90.152,90.558,90.949,92.08823948,93.11528152,94.05786731,94.92182701,95.6640149,96.30315672,96.88092961,97.81358684,98.47198582,98.93329876,99.2564368,99.48285798,99.6616797,99.77887732,99.8553988,99.90551515,99.93827809,99.95969134
"197","SSP1","PLW",53.883,55.357,56.823,58.276,59.715,61.138,62.542,67.38,69.593,71.431,70.338,71.152,74.817,76.26061137,77.61022085,78.77547401,79.8860349,80.96937692,81.93910196,82.79858998,83.6511622,84.41791015,85.07920968,86.70359036,88.23448826,89.57308188,90.80432893,91.88068268,92.93738309,93.91152235,94.65616805
"198","SSP1","ASM",61.769,64.02,66.211,68.334,70.384,72.354,74.33,77.762,80.948,85.28,88.587,88.1,87.594,89.06428472,90.31349651,91.54517736,92.63937576,93.65377227,94.52308534,95.32045279,96.01127848,96.63353433,97.162168,98.01141783,98.6107607,99.03159172,99.32554222,99.53083602,99.69313392,99.79942792,99.86897501
"199","SSP1","COK",38.028,42.191,46.469,50.796,53.285,54.009,53.815,55.202,57.715,58.678,65.191,71.026,73.255,75.0858341,76.71200309,78.14656154,79.32962,80.41635277,81.44401132,82.38851551,83.31299997,84.06322828,84.78579982,85.40512447,86.9980757,88.53586232,89.85038491,91.05243889,92.08072153,93.11106736,94.05096538
"200","SSP1","PYF",33.3,37.684,42.281,48.178,55.162,58.252,59.003,58.635,57.852,56.637,56.047,57.417,60.317,62.89497327,65.33969961,67.54626329,69.60267723,71.56003847,73.36185663,74.94677295,76.37757084,77.70890012,78.84793503,79.95050149,81.02740335,81.99106395,82.90368914,83.74622252,84.508524,85.15973535,86.77797312
"201","SSP1","NIU",21.5,21.503,21.506,21.509,21.095,23.355,27.031,31.048,30.895,31.452,33.069,35.212,38.68,41.39371793,44.17185017,46.89185482,49.72602009,52.52983017,55.21561625,57.8067696,60.40389516,62.94768347,65.35854163,67.57404548,69.6284546,71.588355,73.50312299,75.10428777,76.56554615,77.92216245,79.09428377
"202","SSP1","WSM",12.886,17.406,18.926,19.301,20.353,20.992,21.173,21.2,21.2,21.526,21.977,21.218,20.078,22.4592945,24.87016346,27.42123461,30.06707144,32.73375312,35.36873219,38.09601241,40.83049472,43.56766689,46.278584,49.03506544,51.84964285,54.46253962,57.05339891,59.52815729,62.00802994,64.52586655,66.86052213
"203","SSP1","TON",12.885,15.483,17.552,19.499,20.187,20.337,21.154,22.268,22.704,22.864,23.012,23.155,23.389,25.89690765,28.48798277,31.09133271,33.79875519,36.48835711,39.25547062,41.98208988,44.69011353,47.396039,50.15261189,52.92588572,55.55332169,58.07504496,60.60698243,63.19575218,65.58589637,67.8403581,69.88976494
"204","SSP1","TUV",11.193,13.37,15.895,18.793,22.081,25.761,29.822,34.251,40.661,43.97,46.018,49.699,54.796,58.08225582,61.15982971,64.00427472,66.73241244,69.21847571,71.58131186,73.78882789,75.71645902,77.37332855,78.73049871,80.00664605,81.1685038,82.21124959,83.16699483,83.9702099,84.76112405,85.43538228,87.03027991
"205","SSP2","BDI",1.731,1.896,2.077,2.294,2.845,3.525,4.339,5.221,6.271,7.211,8.246,9.375,10.642,12.05239408,13.54712967,15.18779779,16.94591571,18.73401691,20.61432356,22.61658398,24.5596776,26.6203144,28.69057643,30.71084602,32.78184132,34.8557206,37.0067856,39.1656436,41.22073612,43.31086854,45.29638668
"206","SSP2","COM",6.601,9.15,12.551,16.978,19.39,21.239,23.215,25.469,27.869,28.301,28.08,27.875,27.973,29.67763834,31.35118849,33.06387264,34.80593461,36.60966327,38.48025011,40.2816985,42.12241118,43.78336995,45.62531395,47.28410113,49.10112662,50.84354276,52.53044565,54.15826834,55.84347211,57.46227379,59.07928086
"207","SSP2","DJI",39.81,45.011,50.325,56.109,61.777,67.142,72.096,74.925,75.957,76.3,76.532,76.761,76.999,77.88274426,78.69997235,79.45366101,80.13758745,80.80749292,81.3848044,81.90738084,82.38472985,82.90587309,83.38934166,83.82745864,84.27570013,84.64434313,84.99912609,85.32819212,86.21222196,87.00393923,87.93809792
"208","SSP2","ERI",7.1,8.351,9.799,11.466,12.678,13.511,14.39,15.757,18.905,22.514,26.587,31.099,35.175,37.69401196,40.20895198,42.68126961,45.0352514,47.43941259,49.83276072,52.17529477,54.36146915,56.49916354,58.45068749,60.33925591,62.15074117,64.0115526,65.70712763,67.23226977,68.81066629,70.26396906,71.56440762
"209","SSP2","ETH",4.6,5.444,6.433,7.587,8.588,9.46,10.41,11.453,12.621,13.827,14.74,15.7,17.319,18.75382023,20.38678564,22.06796142,23.75718,25.45462034,27.20931753,28.91833627,30.61431032,32.29732404,34.06025257,35.91420125,37.84458851,39.64580562,41.42639046,43.12819188,44.80096014,46.58073684,48.27936645
"210","SSP2","KEN",5.59,6.419,7.362,8.605,10.295,12.914,15.583,16.079,16.748,18.263,19.892,21.675,23.571,25.44723976,27.32127308,29.06520456,30.84626129,32.63619263,34.45028992,36.30952098,38.25529042,40.16909378,42.0896776,43.93115742,45.69724441,47.47592913,49.28652247,51.01965653,52.81096744,54.43621471,56.12587075
"211","SSP2","MDG",7.8,9.122,10.642,12.379,14.1,16.334,18.524,20.933,23.566,25.796,27.121,28.814,31.938,33.99449528,36.05096856,38.17621137,40.31900958,42.44400131,44.4322812,46.37978372,48.28121159,50.13107242,52.04710191,53.94133708,55.696524,57.42851678,59.13990394,60.79637759,62.42115191,64.06738684,65.54310779
"212","SSP2","MWI",3.506,3.924,4.39,4.908,6.053,7.652,9.05,10.163,11.56,13.263,14.61,15.054,15.544,17.00099335,18.51652668,20.12986133,21.79118496,23.49644117,25.25568355,26.9575184,28.65630557,30.36400153,32.02616094,33.7510845,35.55476633,37.45313417,39.36586951,41.12919142,42.9714982,44.64652145,46.43742994
"213","SSP2","MUS",29.327,31.619,35.111,38.767,42.556,43.443,42.351,42.325,43.9,43.284,42.67,42.112,41.555,43.23409425,44.91467728,46.57943986,48.28106065,49.93441931,51.61429024,53.26093419,54.86253883,56.53965368,58.16969751,59.75558229,61.35207244,62.99118514,64.48203011,65.94135392,67.39006098,68.80715888,70.1181703
"214","SSP2","MYT",8.52,11.881,16.333,22.033,25.146,27.544,30.08,32.999,36.057,41.458,47.731,50.232,48.954,51.5136625,53.90621526,56.11513263,58.18105988,60.17331723,62.07894912,64.03104441,65.80317911,67.45745565,69.16720337,70.66702635,72.09305243,73.24912668,74.34336392,75.39380041,76.34047304,77.13651999,77.85950929
"215","SSP2","MOZ",5.472,6.133,6.868,7.86,8.99,10.869,13.158,18.326,25,27.495,29.098,29.999,31.83,34.33529758,36.82908263,39.34207661,41.77157191,44.14454796,46.50914845,48.85358383,51.15947093,53.45335061,55.61868464,57.51504879,59.41542011,61.24617343,63.13069051,64.8813179,66.42466492,67.85034558,69.13137526
"216","SSP2","REU",23.493,27.926,32.838,38.154,41.662,44.459,53.48,67.916,81.227,86.119,91.169,96.302,98.501,98.83572041,99.09781205,99.29990101,99.4575832,99.5513936,99.62888256,99.69285065,99.74571329,99.78965197,99.82614814,99.85624416,99.88103891,99.90158834,99.91855788,99.93262374,99.94427642,99.95394233,99.96194311
"217","SSP2","RWA",2.114,2.345,2.6,2.882,3.194,3.998,4.721,5.057,5.416,9.837,14.926,16.912,16.934,18.94712203,21.14549048,23.45524397,25.82986184,28.28840266,30.75277035,33.22280872,35.57824155,38.09170987,40.54523537,42.95199968,45.28249466,47.70097846,50.07780485,52.41267861,54.61878767,56.65465385,58.59247088
"218","SSP2","SYC",27.399,27.455,27.673,33.123,39.068,46.266,49.366,49.292,49.27,49.633,50.433,51.67,53.336,54.9432486,56.60986098,58.2141796,59.81153596,61.39798851,63.00767671,64.49205807,65.94586518,67.382448,68.79790605,70.1039307,71.35450797,72.47036939,73.38621895,74.32111341,75.28542159,76.14350092,76.96345938
"219","SSP2","SOM",12.726,14.873,17.312,19.964,22.678,25.498,26.763,28.067,29.658,31.425,33.247,36.311,39.31,41.33773354,43.3439855,45.19795524,47.02700822,48.84507852,50.56805314,52.35844787,54.10084746,55.79679783,57.41645928,59.02594424,60.69027982,62.28222169,63.97617547,65.45747277,66.90833023,68.36677519,69.70291692
"220","SSP2","SSD",8.865,8.806,8.748,8.69,8.633,8.576,8.519,9.844,13.276,15.873,16.504,17.154,17.86,19.33263167,20.86040442,22.4678166,24.03957284,25.74760556,27.50158782,29.23473932,30.93946557,32.65471583,34.38355737,36.16211738,38.0189007,39.84115511,41.63199352,43.31078751,45.0033545,46.71079867,48.43754771
"221","SSP2","UGA",2.82,3.532,4.417,5.509,6.664,7.04,7.534,9.152,11.076,12.846,14.786,16.96,19.383,21.46215179,23.70602397,25.94921762,28.22254317,30.41331184,32.69343663,34.85091815,37.08772745,39.30148783,41.47697762,43.59299892,45.69528479,47.79796779,49.89218378,51.7947154,53.65888417,55.49953074,57.2399876
"222","SSP2","TZA",3.491,4.409,5.246,6.03,7.852,11.146,14.555,16.767,18.884,20.543,22.309,24.845,28.114,30.629374,33.15686204,35.56432194,38.07931538,40.54495343,42.98275088,45.29557341,47.68703911,50.03742141,52.32720346,54.50822802,56.49111142,58.39315553,60.29042978,62.14516925,64.00598015,65.63057998,67.11119714
"223","SSP2","ZMB",11.5,14.509,18.145,23.372,30.351,34.934,39.815,39.655,39.407,37.104,34.802,36.911,39.355,41.1168882,42.85582836,44.53606987,46.32676405,48.02355266,49.79734877,51.47703238,53.14184649,54.73925282,56.43271055,58.0511972,59.65614548,61.23905278,62.87296815,64.48791281,65.94707221,67.38901729,68.79794689
"224","SSP2","ZWE",10.644,11.59,12.608,14.62,17.362,19.873,22.371,25.414,28.988,31.732,33.758,34.11,33.196,35.00980418,36.92812228,38.86604461,40.72206586,42.55647122,44.29077661,46.0845412,47.77365577,49.6022645,51.33042083,53.08509792,54.7006611,56.3866015,58.01107218,59.61360806,61.20803321,62.84946544,64.46863144
"225","SSP2","AGO",7.576,8.902,10.435,12.504,14.957,19.128,24.298,30.338,37.144,44.169,50.087,56,59.783,62.40834214,64.90988842,67.13594923,69.19749297,71.10429753,72.77862156,74.16727959,75.50310506,76.70263764,77.81826247,78.78846881,79.69297041,80.5269018,81.28855057,81.93964366,82.47317583,83.05404953,83.50541408
"226","SSP2","CMR",9.333,11.434,13.937,16.88,20.3,27.292,31.921,36.232,39.657,42.573,45.542,48.541,51.559,54.10171747,56.56162089,58.782456,60.99060294,63.17953029,65.18318856,66.95700682,68.76350525,70.35336241,71.85356232,73.15133586,74.33002601,75.52997029,76.55235195,77.48687664,78.24771232,78.9777713,79.73709222
"227","SSP2","CAF",14.418,17.072,20.1,23.519,27.492,31.971,33.874,35.532,36.825,37.231,37.639,38.069,38.904,40.65548396,42.49964666,44.14355728,45.91484016,47.73117844,49.55923409,51.2709216,52.9339364,54.56021566,56.2412566,57.89864593,59.50240022,61.11639097,62.76303985,64.3764246,65.87616747,67.31852438,68.73844736
"228","SSP2","TCD",4.5,5.495,6.695,8.406,11.568,15.566,18.787,19.779,20.811,21.473,21.637,21.801,21.985,23.6680691,25.39746462,27.14932619,28.85314128,30.55075808,32.23335685,33.9781593,35.73438552,37.66363964,39.47298661,41.25466831,42.99018199,44.66704167,46.43781691,48.1455974,49.81060241,51.49243541,53.14052981
"229","SSP2","COG",24.926,28.143,31.601,35.273,39.129,43.264,47.857,52.221,54.324,56.413,58.695,60.988,63.256,65.20500984,66.9249305,68.59672159,70.20294868,71.64945914,72.98668319,74.101532,75.16162343,76.10958963,76.98622196,77.7167968,78.39172368,79.02122887,79.69639295,80.28926451,80.86143622,81.43416589,81.96681701
"230","SSP2","COD",19.1,20.654,22.3,23.434,24.608,25.821,27.072,28.513,30.633,32.838,35.122,37.481,40.013,41.84963512,43.5216139,45.22269054,47.04079334,48.73687642,50.37399026,52.06615745,53.7590993,55.44687548,57.0973408,58.67652994,60.27749411,61.89550063,63.57856074,65.08645452,66.47578927,67.89979147,69.17584199
"231","SSP2","GNQ",15.463,20.355,25.537,26.502,26.954,27.41,27.872,29.94,34.745,40.494,49.092,57.74,65.94,68.07392017,70.07303672,71.84686216,73.45429769,74.8354133,76.08136209,77.22675879,78.27853838,79.22896289,80.13343696,80.88655994,81.56262149,82.13218729,82.71417863,83.27902322,83.73012227,84.17902973,84.55768312
"232","SSP2","GAB",11.4,14.135,17.398,23.775,32,42.971,54.682,62.402,69.143,74.797,78.879,82.452,85.533,87.17165867,88.68721527,89.939628,91.05660815,91.98419978,92.79441701,93.58766696,94.27377473,94.88721521,95.43806158,95.92691272,96.35393934,96.73874772,97.08496483,97.51798365,97.88663658,98.19949652,98.48508046
"233","SSP2","STP",13.49,14.735,16.073,21.833,29.518,31.639,33.482,38.049,43.648,48.631,53.424,59.165,64.952,67.18386615,69.26618763,71.06168448,72.72593463,74.12653629,75.43591458,76.64919228,77.7372209,78.67270298,79.54632505,80.30778646,80.99288905,81.67635374,82.21386229,82.73546238,83.29282349,83.74076921,84.19034466
"234","SSP2","DZA",22.213,26.149,30.51,37.643,39.5,40.33,43.542,47.968,52.085,55.997,59.919,63.83,67.54,69.42127923,71.15482325,72.70909676,74.06566754,75.32464694,76.47004898,77.46623993,78.30011443,79.10033701,79.85877673,80.53634678,81.1850888,81.74809191,82.22788693,82.75074132,83.24473991,83.6939279,84.14588972
"235","SSP2","EGY",31.928,34.837,37.864,39.686,41.477,43.291,43.858,43.938,43.478,42.814,42.797,43.027,43.019,44.7049047,46.49790207,48.20423418,49.86598881,51.55616413,53.2432638,54.85756671,56.53292243,58.16526418,59.76005621,61.35281357,62.98467833,64.46609123,65.93219934,67.37349449,68.80125879,70.11406291,71.36684673
"236","SSP2","LBY",19.547,23.208,27.323,33.666,49.671,62.785,70.094,75.45,75.723,75.994,76.387,77.08,78.052,79.13465421,80.11958136,80.96940439,81.80091542,82.57256113,83.23210427,83.80913047,84.32746,84.77307781,85.12174193,85.98037672,86.80702711,87.7053917,88.53056947,89.30574854,89.98015679,90.67316864,91.41982427
"237","SSP2","MAR",26.184,27.74,29.357,31.862,34.477,37.714,41.21,44.779,48.391,51.692,53.335,55.174,58.018,59.85719485,61.70554846,63.56514257,65.15976875,66.53204135,67.94700577,69.23561243,70.52002516,71.70101297,72.78286522,73.68522097,74.63776668,75.59073913,76.45592158,77.23643395,77.95785464,78.61859467,79.2380701
"238","SSP2","SDN",6.824,8.584,10.746,13.373,16.523,18.943,19.959,22.937,28.61,32.232,32.495,32.76,33.089,35.17889029,37.29140759,39.41613075,41.47104279,43.54189789,45.55650276,47.41650593,49.23761019,51.17331537,53.06298145,54.88691421,56.64583494,58.33612764,59.93048178,61.50812771,63.12372555,64.6415275,66.05657302
"239","SSP2","TUN",32.293,35.244,37.511,39.724,43.482,47.588,50.569,53.839,57.946,61.474,63.432,65.237,66.657,68.32702627,69.9588591,71.43395925,72.81028711,73.87678765,74.98539671,75.94359098,76.78084411,77.51476209,78.19507042,78.83274856,79.44984327,80.02030909,80.61587944,81.20593749,81.75819463,82.24195474,82.7602813
"240","SSP2","ESH",31,31.095,31.19,36.185,42.092,59.458,75.688,82.281,84.089,85.522,85.775,86.023,86.268,87.66695709,88.85919547,89.8470146,90.66105878,91.52406069,92.33035377,93.13624227,93.86801417,94.52450075,95.11188822,95.63307226,96.10212868,96.51161509,96.88108717,97.342719,97.73645155,98.071949,98.37820751
"241","SSP2","BWA",2.716,2.883,3.06,3.839,7.834,11.884,16.479,26.724,41.933,48.981,53.219,55.944,62.412,64.94185898,67.29040393,69.51374214,71.55653874,73.46643423,75.11089372,76.6285478,77.95555675,79.07942476,80.14944339,81.10317337,81.99466469,82.82672163,83.57441146,84.25449326,84.8579665,85.36415514,86.24411692
