countrycode,year,gii,scenario
BHR,2035,0.033539343,SSP1
BHR,2035,0.101166482,SSP2
BHR,2035,0.239899406,SSP3
BHR,2035,0.132106797,SSP4
BHR,2035,0.033355682,SSP5
BHR,2040,0.021733126,SSP1
BHR,2040,0.077060075,SSP2
BHR,2040,0.239387083,SSP3
BHR,2040,0.11590969,SSP4
BHR,2040,0.018680699,SSP5
BHR,2045,0.014025444,SSP1
BHR,2045,0.066941033,SSP2
BHR,2045,0.238845927,SSP3
BHR,2045,0.088861211,SSP4
BHR,2045,0.012019259,SSP5
BHR,2050,0.009028795,SSP1
BHR,2050,0.050553667,SSP2
BHR,2050,0.238314304,SSP3
BHR,2050,0.077536989,SSP4
BHR,2050,0.007717466,SSP5
BHR,2055,0.006715457,SSP1
BHR,2055,0.038027826,SSP2
BHR,2055,0.237836886,SSP3
BHR,2055,0.067577302,SSP4
BHR,2055,0.005727855,SSP5
BHR,2060,0.004315049,SSP1
BHR,2060,0.028523219,SSP2
BHR,2060,0.237437753,SSP3
BHR,2060,0.0512122,SSP4
BHR,2060,0.003672502,SSP5
BHR,2065,0.003207999,SSP1
BHR,2065,0.021348558,SSP2
BHR,2065,0.237093514,SSP3
BHR,2065,0.044485277,SSP4
BHR,2065,0.002724798,SSP5
BHR,2070,0.002060059,SSP1
BHR,2070,0.018431114,SSP2
BHR,2070,0.23679327,SSP3
BHR,2070,0.038602992,SSP4
BHR,2070,0.001746167,SSP5
BHR,2075,0.001531511,SSP1
BHR,2075,0.013768381,SSP2
BHR,2075,0.236518171,SSP3
BHR,2075,0.029032589,SSP4
BHR,2075,0.001295615,SSP5
BHR,2080,0.001138612,SSP1
BHR,2080,0.01027506,SSP2
BHR,2080,0.236247328,SSP3
BHR,2080,0.025138172,SSP4
BHR,2080,0.000961401,SSP5
BHR,2085,0.000846507,SSP1
BHR,2085,0.008863037,SSP2
BHR,2085,0.235967526,SSP3
BHR,2085,0.021754395,SSP4
BHR,2085,0.000713445,SSP5
BHR,2090,0.00062929,SSP1
BHR,2090,0.006607403,SSP2
BHR,2090,0.23567541,SSP3
BHR,2090,0.018816462,SSP4
BHR,2090,0.000529433,SSP5
BHR,2095,0.00046784,SSP1
BHR,2095,0.005697396,SSP2
BHR,2095,0.209984845,SSP3
BHR,2095,0.016267347,SSP4
BHR,2095,0.000455024,SSP5
BHR,2100,0.000347822,SSP1
BHR,2100,0.004912253,SSP2
BHR,2100,0.209702672,SSP3
BHR,2100,0.014057352,SSP4
BHR,2100,0.000337739,SSP5
BHS,2020,0.224309973,SSP1
BHS,2020,0.310045701,SSP2
BHS,2020,0.344255832,SSP3
BHS,2020,0.310473914,SSP4
BHS,2020,0.2242575,SSP5
BHS,2025,0.176420642,SSP1
BHS,2025,0.308786241,SSP2
BHS,2025,0.344120138,SSP3
BHS,2025,0.309617635,SSP4
BHS,2025,0.176273605,SSP5
BHS,2030,0.120451358,SSP1
BHS,2030,0.277089976,SSP2
BHS,2030,0.343503221,SSP3
BHS,2030,0.278215874,SSP4
BHS,2030,0.120221927,SSP5
BHS,2035,0.092097738,SSP1
BHS,2035,0.247529583,SSP2
BHS,2035,0.342592474,SSP3
BHS,2035,0.277294356,SSP4
BHS,2035,0.091799722,SSP5
BHS,2040,0.060955992,SSP1
BHS,2040,0.246459537,SSP2
BHS,2040,0.341592146,SSP3
BHS,2040,0.248073881,SSP4
BHS,2040,0.060666126,SSP5
BHS,2045,0.045915806,SSP1
BHS,2045,0.219281677,SSP2
BHS,2045,0.340583674,SSP3
BHS,2045,0.247365821,SSP4
BHS,2045,0.045626754,SSP5
BHS,2050,0.029900399,SSP1
BHS,2050,0.194397556,SSP2
BHS,2050,0.339641014,SSP3
BHS,2050,0.220495586,SSP4
BHS,2050,0.029664009,SSP5
BHS,2055,0.022357766,SSP1
BHS,2055,0.171769201,SSP2
BHS,2055,0.338765974,SSP3
BHS,2055,0.195844146,SSP4
BHS,2055,0.022145703,SSP5
BHS,2060,0.016689298,SSP1
BHS,2060,0.151315586,SSP2
BHS,2060,0.337936437,SSP3
BHS,2060,0.195419542,SSP4
BHS,2060,0.014283423,SSP5
BHS,2065,0.01076078,SSP1
BHS,2065,0.132914719,SSP2
BHS,2065,0.33712221,SSP3
BHS,2065,0.172963202,SSP4
BHS,2065,0.010624471,SSP5
BHS,2070,0.008010173,SSP1
BHS,2070,0.116455002,SSP2
BHS,2070,0.336320718,SSP3
BHS,2070,0.152580624,SSP4
BHS,2070,0.007896319,SSP5
BHS,2075,0.005959121,SSP1
BHS,2075,0.101804783,SSP2
BHS,2075,0.335528306,SSP3
BHS,2075,0.134199716,SSP4
BHS,2075,0.005068739,SSP5
BHS,2080,0.003828376,SSP1
BHS,2080,0.077636767,SSP2
BHS,2080,0.334741288,SSP3
BHS,2080,0.11771861,SSP4
BHS,2080,0.003762677,SSP5
BHS,2085,0.002845283,SSP1
BHS,2085,0.067512831,SSP2
BHS,2085,0.333964044,SSP3
BHS,2085,0.103023525,SSP4
BHS,2085,0.002792496,SSP5
BHS,2090,0.002447144,SSP1
BHS,2090,0.058629605,SSP2
BHS,2090,0.333192692,SSP3
BHS,2090,0.089976287,SSP4
BHS,2090,0.002398474,SSP5
BHS,2095,0.001817906,SSP1
BHS,2095,0.050854055,SSP2
BHS,2095,0.332412304,SSP3
BHS,2095,0.078438752,SSP4
BHS,2095,0.001779366,SSP5
BHS,2100,0.001350362,SSP1
BHS,2100,0.03827584,SSP2
BHS,2100,0.331614594,SSP3
BHS,2100,0.068267629,SSP4
BHS,2100,0.001320019,SSP5
BIH,2020,0.081726413,SSP1
BIH,2020,0.093056723,SSP2
BIH,2020,0.09267312,SSP3
BIH,2020,0.092561021,SSP4
BIH,2020,0.081685421,SSP5
BIH,2025,0.068033586,SSP1
BIH,2025,0.077557037,SSP2
BIH,2025,0.088277461,SSP3
BIH,2025,0.08808429,SSP4
BIH,2025,0.067939605,SSP5
BIH,2030,0.049432451,SSP1
BIH,2030,0.064181372,SSP2
BIH,2030,0.073694576,SSP3
BIH,2030,0.06437581,SSP4
BIH,2030,0.04929781,SSP5
BIH,2035,0.031545051,SSP1
BIH,2035,0.055482645,SSP2
BIH,2035,0.063846723,SSP3
BIH,2035,0.063995932,SSP4
BIH,2035,0.031406918,SSP5
BIH,2040,0.023545981,SSP1
BIH,2040,0.047971019,SSP2
BIH,2040,0.063512164,SSP3
BIH,2040,0.055494729,SSP4
BIH,2040,0.023401218,SSP5
BIH,2045,0.01755627,SSP1
BIH,2045,0.041465219,SSP2
BIH,2045,0.063232042,SSP3
BIH,2045,0.048101161,SSP4
BIH,2045,0.017416771,SSP5
BIH,2050,0.013078611,SSP1
BIH,2050,0.035827173,SSP2
BIH,2050,0.054857013,SSP3
BIH,2050,0.041668313,SSP4
BIH,2050,0.012946819,SSP5
BIH,2055,0.009734607,SSP1
BIH,2055,0.030943788,SSP2
BIH,2055,0.054662578,SSP3
BIH,2055,0.036077358,SSP4
BIH,2055,0.0083118,SSP5
BIH,2060,0.006257536,SSP1
BIH,2060,0.026713133,SSP2
BIH,2060,0.054485269,SSP3
BIH,2060,0.031220469,SSP4
BIH,2060,0.006164035,SSP5
BIH,2065,0.004649225,SSP1
BIH,2065,0.023047191,SSP2
BIH,2065,0.047247303,SSP3
BIH,2065,0.026998829,SSP4
BIH,2065,0.004568467,SSP5
BIH,2070,0.002982538,SSP1
BIH,2070,0.019873521,SSP2
BIH,2070,0.04709476,SSP3
BIH,2070,0.023330467,SSP4
BIH,2070,0.002923775,SSP5
BIH,2075,0.001912116,SSP1
BIH,2075,0.017129322,SSP2
BIH,2075,0.046939918,SSP3
BIH,2075,0.020145611,SSP4
BIH,2075,0.001870229,SSP5
BIH,2080,0.001418848,SSP1
BIH,2080,0.012769732,SSP2
BIH,2080,0.046783518,SSP3
BIH,2080,0.017384646,SSP4
BIH,2080,0.001384824,SSP5
BIH,2085,0.000909031,SSP1
BIH,2085,0.010997054,SSP2
BIH,2085,0.046625992,SSP3
BIH,2085,0.014994907,SSP4
BIH,2085,0.000885447,SSP5
BIH,2090,0.000674249,SSP1
BIH,2090,0.009469051,SSP2
BIH,2090,0.053421568,SSP3
BIH,2090,0.012928807,SSP4
BIH,2090,0.000655505,SSP5
BIH,2095,0.000500151,SSP1
BIH,2095,0.008152087,SSP2
BIH,2095,0.053236061,SSP3
BIH,2095,0.011143684,SSP4
BIH,2095,0.00048537,SSP5
BIH,2100,0.000371078,SSP1
BIH,2100,0.007017241,SSP2
BIH,2100,0.053046515,SSP3
BIH,2100,0.009602317,SSP4
BIH,2100,0.000359491,SSP5
BLR,2020,0.045012771,SSP1
BLR,2020,0.06821327,SSP2
BLR,2020,0.089414371,SSP3
BLR,2020,0.068249749,SSP4
BLR,2020,0.044988165,SSP5
BLR,2025,0.033708116,SSP1
BLR,2025,0.059071754,SSP2
BLR,2025,0.088898502,SSP3
BLR,2025,0.067884556,SSP4
BLR,2025,0.033659444,SSP5
BLR,2030,0.025235384,SSP1
BLR,2030,0.051231211,SSP2
BLR,2030,0.088639812,SSP3
BLR,2030,0.059032191,SSP4
BLR,2030,0.025166035,SSP5
BLR,2035,0.016337088,SSP1
BLR,2035,0.044422915,SSP2
BLR,2035,0.077312374,SSP3
BLR,2035,0.044629967,SSP4
BLR,2035,0.016266798,SSP5
BLR,2040,0.010544367,SSP1
BLR,2040,0.038480963,SSP2
BLR,2040,0.077143753,SSP3
BLR,2040,0.038720032,SSP4
BLR,2040,0.010481986,SSP5
BLR,2045,0.006790834,SSP1
BLR,2045,0.028882791,SSP2
BLR,2045,0.07695411,SSP3
BLR,2045,0.033551539,SSP4
BLR,2045,0.006737731,SSP5
BLR,2050,0.005054006,SSP1
BLR,2050,0.024956802,SSP2
BLR,2050,0.087822738,SSP3
BLR,2050,0.029046777,SSP4
BLR,2050,0.005003081,SSP5
BLR,2055,0.003246972,SSP1
BLR,2055,0.021549585,SSP2
BLR,2055,0.087590219,SSP3
BLR,2055,0.025129956,SSP4
BLR,2055,0.003206226,SSP5
BLR,2060,0.002412372,SSP1
BLR,2060,0.01609596,SSP2
BLR,2060,0.087346914,SSP3
BLR,2060,0.018816208,SSP4
BLR,2060,0.002052365,SSP5
BLR,2065,0.001546938,SSP1
BLR,2065,0.013873057,SSP2
BLR,2065,0.087085855,SSP3
BLR,2065,0.016249523,SSP4
BLR,2065,0.001519946,SSP5
BLR,2070,0.000991388,SSP1
BLR,2070,0.010336348,SSP2
BLR,2070,0.08681213,SSP3
BLR,2070,0.014024396,SSP4
BLR,2070,0.000971801,SSP5
BLR,2075,0.000735498,SSP1
BLR,2075,0.008899467,SSP2
BLR,2075,0.08653109,SSP3
BLR,2075,0.010462786,SSP4
BLR,2075,0.000719361,SSP5
BLR,2080,0.000545556,SSP1
BLR,2080,0.00662179,SSP2
BLR,2080,0.086246533,SSP3
BLR,2080,0.009018561,SSP4
BLR,2080,0.000532459,SSP5
BLR,2085,0.000404628,SSP1
BLR,2085,0.005698509,SSP2
BLR,2085,0.098216752,SSP3
BLR,2085,0.006717113,SSP4
BLR,2085,0.000394124,SSP5
BLR,2090,0.000300068,SSP1
BLR,2090,0.004236774,SSP2
BLR,2090,0.097890563,SSP3
BLR,2090,0.005785304,SSP4
BLR,2090,0.000291725,SSP5
BLR,2095,0.000222521,SSP1
BLR,2095,0.003148774,SSP2
BLR,2095,0.097558919,SSP3
BLR,2095,0.004304316,SSP4
BLR,2095,0.000215944,SSP5
BLR,2100,0.000165049,SSP1
BLR,2100,0.002708393,SSP2
BLR,2100,0.097223188,SSP3
BLR,2100,0.003705175,SSP4
BLR,2100,0.000159896,SSP5
BLZ,2020,0.262696883,SSP1
BLZ,2020,0.392005727,SSP2
BLZ,2020,0.428442521,SSP3
BLZ,2020,0.428562581,SSP4
BLZ,2020,0.262559313,SSP5
BLZ,2025,0.208017748,SSP1
BLZ,2025,0.355844665,SSP2
BLZ,2025,0.427284198,SSP3
BLZ,2025,0.427489943,SSP4
BLZ,2025,0.207742659,SSP5
BLZ,2030,0.143465521,SSP1
BLZ,2030,0.321472861,SSP2
BLZ,2030,0.426295564,SSP3
BLZ,2030,0.426621168,SSP4
BLZ,2030,0.143126808,SSP5
BLZ,2035,0.096643528,SSP1
BLZ,2035,0.289065688,SSP2
BLZ,2035,0.425394717,SSP3
BLZ,2035,0.390425296,SSP4
BLZ,2035,0.096304765,SSP5
BLZ,2040,0.064020283,SSP1
BLZ,2040,0.2316127,SSP2
BLZ,2040,0.389205679,SSP3
BLZ,2040,0.389788666,SSP4
BLZ,2040,0.063715889,SSP5
BLZ,2045,0.041919534,SSP1
BLZ,2045,0.205599607,SSP2
BLZ,2045,0.388557809,SSP3
BLZ,2045,0.389202966,SSP4
BLZ,2045,0.041666273,SSP5
BLZ,2050,0.027226905,SSP1
BLZ,2050,0.181819782,SSP2
BLZ,2050,0.388028126,SSP3
BLZ,2050,0.354393871,SSP4
BLZ,2050,0.027025417,SSP5
BLZ,2055,0.020317463,SSP1
BLZ,2055,0.141436188,SSP2
BLZ,2055,0.387509066,SSP3
BLZ,2055,0.353799205,SSP4
BLZ,2055,0.020139354,SSP5
BLZ,2060,0.013099644,SSP1
BLZ,2060,0.123886301,SSP2
BLZ,2060,0.386951904,SSP3
BLZ,2060,0.353090389,SSP4
BLZ,2060,0.012964778,SSP5
BLZ,2065,0.009748327,SSP1
BLZ,2065,0.108224703,SSP2
BLZ,2065,0.386335323,SSP3
BLZ,2065,0.352280634,SSP4
BLZ,2065,0.009629971,SSP5
BLZ,2070,0.006258798,SSP1
BLZ,2070,0.082513324,SSP2
BLZ,2070,0.385674589,SSP3
BLZ,2070,0.351435972,SSP4
BLZ,2070,0.006166276,SSP5
BLZ,2075,0.004641728,SSP1
BLZ,2075,0.071669974,SSP2
BLZ,2075,0.385003376,SSP3
BLZ,2075,0.317966566,SSP4
BLZ,2075,0.004558408,SSP5
BLZ,2080,0.003439531,SSP1
BLZ,2080,0.05414546,SSP2
BLZ,2080,0.384341511,SSP3
BLZ,2080,0.317222757,SSP4
BLZ,2080,0.003366808,SSP5
BLZ,2085,0.002200844,SSP1
BLZ,2085,0.040732781,SSP2
BLZ,2085,0.349632006,SSP3
BLZ,2085,0.316512268,SSP4
BLZ,2085,0.002486811,SSP5
BLZ,2090,0.001629813,SSP1
BLZ,2090,0.035149818,SSP2
BLZ,2090,0.349024418,SSP3
BLZ,2090,0.315810062,SSP4
BLZ,2090,0.001586711,SSP5
BLZ,2095,0.001397664,SSP1
BLZ,2095,0.0262555,SSP2
BLZ,2095,0.34841609,SSP3
BLZ,2095,0.284317744,SSP4
BLZ,2095,0.001357799,SSP5
BLZ,2100,0.001035323,SSP1
BLZ,2100,0.019559615,SSP2
BLZ,2100,0.347790807,SSP3
BLZ,2100,0.283648574,SSP4
BLZ,2100,0.001003961,SSP5
BOL,2020,0.274059842,SSP1
BOL,2020,0.370444578,SSP2
BOL,2020,0.487797092,SSP3
BOL,2020,0.452510718,SSP4
BOL,2020,0.273899397,SSP5
BOL,2025,0.194111378,SSP1
BOL,2025,0.335642482,SSP2
BOL,2025,0.483888164,SSP3
BOL,2025,0.447356502,SSP4
BOL,2025,0.193778571,SSP5
BOL,2030,0.13300499,SSP1
BOL,2030,0.27213488,SSP2
BOL,2030,0.405566066,SSP3
BOL,2030,0.370552592,SSP4
BOL,2030,0.13255169,SSP5
BOL,2035,0.077685789,SSP1
BOL,2035,0.242395914,SSP2
BOL,2035,0.404599431,SSP3
BOL,2035,0.369389678,SSP4
BOL,2035,0.077242734,SSP5
BOL,2040,0.050797368,SSP1
BOL,2040,0.191116144,SSP2
BOL,2040,0.403501574,SSP3
BOL,2040,0.334558501,SSP4
BOL,2040,0.050379693,SSP5
BOL,2045,0.032894225,SSP1
BOL,2045,0.148498358,SSP2
BOL,2045,0.402437828,SSP3
BOL,2045,0.301372834,SSP4
BOL,2045,0.032540242,SSP5
BOL,2050,0.021186247,SSP1
BOL,2050,0.129745709,SSP2
BOL,2050,0.366861319,SSP3
BOL,2050,0.270229243,SSP4
BOL,2050,0.020908296,SSP5
BOL,2055,0.013608883,SSP1
BOL,2055,0.099177635,SSP2
BOL,2055,0.366157207,SSP3
BOL,2055,0.269123267,SSP4
BOL,2055,0.013401271,SSP5
BOL,2060,0.008730875,SSP1
BOL,2060,0.075241238,SSP2
BOL,2060,0.365518143,SSP3
BOL,2060,0.240235616,SSP4
BOL,2060,0.008580814,SSP5
BOL,2065,0.005598837,SSP1
BOL,2065,0.0567618,SSP2
BOL,2065,0.364892519,SSP3
BOL,2065,0.213550009,SSP4
BOL,2065,0.005493049,SSP5
BOL,2070,0.003589415,SSP1
BOL,2070,0.042642391,SSP2
BOL,2070,0.364249689,SSP3
BOL,2070,0.189091908,SSP4
BOL,2070,0.003516075,SSP5
BOL,2075,0.002663592,SSP1
BOL,2075,0.031935193,SSP2
BOL,2075,0.363580678,SSP3
BOL,2075,0.166843743,SSP4
BOL,2075,0.002605442,SSP5
BOL,2080,0.001976842,SSP1
BOL,2080,0.027531605,SSP2
BOL,2080,0.362922874,SSP3
BOL,2080,0.146763808,SSP4
BOL,2080,0.001929772,SSP5
BOL,2085,0.001267276,SSP1
BOL,2085,0.020558951,SSP2
BOL,2085,0.362286618,SSP3
BOL,2085,0.128751709,SSP4
BOL,2085,0.001233258,SSP5
BOL,2090,0.000940769,SSP1
BOL,2090,0.01533192,SSP2
BOL,2090,0.361671577,SSP3
BOL,2090,0.112679366,SSP4
BOL,2090,0.000911639,SSP5
BOL,2095,0.000808878,SSP1
BOL,2095,0.011423158,SSP2
BOL,2095,0.327925198,SSP3
BOL,2095,0.098397551,SSP4
BOL,2095,0.000673477,SSP5
BOL,2100,0.000600463,SSP1
BOL,2100,0.008505118,SSP2
BOL,2100,0.327325092,SSP3
BOL,2100,0.085757908,SSP4
BOL,2100,0.000575997,SSP5
BRA,2020,0.332558164,SSP1
BRA,2020,0.366227507,SSP2
BRA,2020,0.401204813,SSP3
BRA,2020,0.401225689,SSP4
BRA,2020,0.332431373,SSP5
BRA,2025,0.269210135,SSP1
BRA,2025,0.331310519,SSP2
BRA,2025,0.399888057,SSP3
BRA,2025,0.365346042,SSP4
BRA,2025,0.268905111,SSP5
BRA,2030,0.214198864,SSP1
BRA,2030,0.298320084,SSP2
BRA,2030,0.364218449,SSP3
BRA,2030,0.33119579,SSP4
BRA,2030,0.213700967,SSP5
BRA,2035,0.14823354,SSP1
BRA,2035,0.267351164,SSP2
BRA,2035,0.363249101,SSP3
BRA,2035,0.298815162,SSP4
BRA,2035,0.147648604,SSP5
BRA,2040,0.113936413,SSP1
BRA,2040,0.238488402,SSP2
BRA,2040,0.362215212,SSP3
BRA,2040,0.268260677,SSP4
BRA,2040,0.113289406,SSP5
BRA,2045,0.075814644,SSP1
BRA,2045,0.211599443,SSP2
BRA,2045,0.361120304,SSP3
BRA,2045,0.267449226,SSP4
BRA,2045,0.0752432,SSP5
BRA,2050,0.057179168,SSP1
BRA,2050,0.186861091,SSP2
BRA,2050,0.326866363,SSP3
BRA,2050,0.238824607,SSP4
BRA,2050,0.056651397,SSP5
BRA,2055,0.037306377,SSP1
BRA,2055,0.164419546,SSP2
BRA,2055,0.325742704,SSP3
BRA,2055,0.21235751,SSP4
BRA,2055,0.036895405,SSP5
BRA,2060,0.027908587,SSP1
BRA,2060,0.127118387,SSP2
BRA,2060,0.324682752,SSP3
BRA,2060,0.188137415,SSP4
BRA,2060,0.027535645,SSP5
BRA,2065,0.018045317,SSP1
BRA,2065,0.111079235,SSP2
BRA,2065,0.323757059,SSP3
BRA,2065,0.166188525,SSP4
BRA,2065,0.017753581,SSP5
BRA,2070,0.013440961,SSP1
BRA,2070,0.096902708,SSP2
BRA,2070,0.322953115,SSP3
BRA,2070,0.165731425,SSP4
BRA,2070,0.013185421,SSP5
BRA,2075,0.008644925,SSP1
BRA,2075,0.073711301,SSP2
BRA,2075,0.322193421,SSP3
BRA,2075,0.146033678,SSP4
BRA,2075,0.00845745,SSP5
BRA,2080,0.00642189,SSP1
BRA,2080,0.063976854,SSP2
BRA,2080,0.321471333,SSP3
BRA,2080,0.128323949,SSP4
BRA,2080,0.006267172,SSP5
BRA,2085,0.00476742,SSP1
BRA,2085,0.048245044,SSP2
BRA,2085,0.320789137,SSP3
BRA,2085,0.112484782,SSP4
BRA,2085,0.004642116,SSP5
BRA,2090,0.003055927,SSP1
BRA,2090,0.041724288,SSP2
BRA,2090,0.320139805,SSP3
BRA,2090,0.098388485,SSP4
BRA,2090,0.002969422,SSP5
BRA,2095,0.002266881,SSP1
BRA,2095,0.03128663,SSP2
BRA,2095,0.319500632,SSP3
BRA,2095,0.085889304,SSP4
BRA,2095,0.002198505,SSP5
BRA,2100,0.00168149,SSP1
BRA,2100,0.026998768,SSP2
BRA,2100,0.318838871,SSP3
BRA,2100,0.074844398,SSP4
BRA,2100,0.001627868,SSP5
BTN,2020,0.388913264,SSP1
BTN,2020,0.460958725,SSP2
BTN,2020,0.509856394,SSP3
BTN,2020,0.474037144,SSP4
BTN,2020,0.389178351,SSP5
BTN,2025,0.314614909,SSP1
BTN,2025,0.416793863,SSP2
BTN,2025,0.468533861,SSP3
BTN,2025,0.432662293,SSP4
BTN,2025,0.315682395,SSP5
BTN,2030,0.2240954,SSP1
BTN,2030,0.375203463,SSP2
BTN,2030,0.465070933,SSP3
BTN,2030,0.429630775,SSP4
BTN,2030,0.224680646,SSP5
BTN,2035,0.152990902,SSP1
BTN,2035,0.303645539,SSP2
BTN,2035,0.462670768,SSP3
BTN,2035,0.3918442,SSP4
BTN,2035,0.174732902,SSP5
BTN,2040,0.103367941,SSP1
BTN,2040,0.272353852,SSP2
BTN,2040,0.460772193,SSP3
BTN,2040,0.390521174,SSP4
BTN,2040,0.102740513,SSP5
BTN,2045,0.07849463,SSP1
BTN,2045,0.243115824,SSP2
BTN,2045,0.4590144,SSP3
BTN,2045,0.354560277,SSP4
BTN,2045,0.077876545,SSP5
BTN,2050,0.051526509,SSP1
BTN,2050,0.215884205,SSP2
BTN,2050,0.421453845,SSP3
BTN,2050,0.352738223,SSP4
BTN,2050,0.051028516,SSP5
BTN,2055,0.03857997,SSP1
BTN,2055,0.169146254,SSP2
BTN,2055,0.419368512,SSP3
BTN,2055,0.317722981,SSP4
BTN,2055,0.033111897,SSP5
BTN,2060,0.024970114,SSP1
BTN,2060,0.148421266,SSP2
BTN,2060,0.417467876,SSP3
BTN,2060,0.315414665,SSP4
BTN,2060,0.024645378,SSP5
BTN,2065,0.018591325,SSP1
BTN,2065,0.129879127,SSP2
BTN,2065,0.41508728,SSP3
BTN,2065,0.282779593,SSP4
BTN,2065,0.0158456,SSP5
BTN,2070,0.011960847,SSP1
BTN,2070,0.113423532,SSP2
BTN,2070,0.413190741,SSP3
BTN,2070,0.28067058,SSP4
BTN,2070,0.011743617,SSP5
BTN,2075,0.008882254,SSP1
BTN,2075,0.08653893,SSP2
BTN,2075,0.411422586,SSP3
BTN,2075,0.250698137,SSP4
BTN,2075,0.008696773,SSP5
BTN,2080,0.006592386,SSP1
BTN,2080,0.075170228,SSP2
BTN,2080,0.409794827,SSP3
BTN,2080,0.249128563,SSP4
BTN,2080,0.005564228,SSP5
BTN,2085,0.004226414,SSP1
BTN,2085,0.056810858,SSP2
BTN,2085,0.409051415,SSP3
BTN,2085,0.221834263,SSP4
BTN,2085,0.004118182,SSP5
BTN,2090,0.003134959,SSP1
BTN,2090,0.049168463,SSP2
BTN,2090,0.408351734,SSP3
BTN,2090,0.196766849,SSP4
BTN,2090,0.003048364,SSP5
BTN,2095,0.002325428,SSP1
BTN,2095,0.036931441,SSP2
BTN,2095,0.407656035,SSP3
BTN,2095,0.196274778,SSP4
BTN,2095,0.002256907,SSP5
BTN,2100,0.001724959,SSP1
BTN,2100,0.031893372,SSP2
BTN,2100,0.406943816,SSP3
BTN,2100,0.17370279,SSP4
BTN,2100,0.001671192,SSP5
BWA,2020,0.413350874,SSP1
BWA,2020,0.485931183,SSP2
BWA,2020,0.486073304,SSP3
BWA,2020,0.486092041,SSP4
BWA,2020,0.413226815,SSP5
BWA,2025,0.340772979,SSP1
BWA,2025,0.445878174,SSP2
BWA,2025,0.483008208,SSP3
BWA,2025,0.483123927,SSP4
BWA,2025,0.340424002,SSP5
BWA,2030,0.305358308,SSP1
BWA,2030,0.44270194,SSP2
BWA,2030,0.480462842,SSP3
BWA,2030,0.44422158,SSP4
BWA,2030,0.304705422,SSP5
BWA,2035,0.244421472,SSP1
BWA,2035,0.439922262,SSP2
BWA,2035,0.478347993,SSP3
BWA,2035,0.442254289,SSP4
BWA,2035,0.243525828,SSP5
BWA,2040,0.170877898,SSP1
BWA,2040,0.401833039,SSP2
BWA,2040,0.476610455,SSP3
BWA,2040,0.440606657,SSP4
BWA,2040,0.169929928,SSP5
BWA,2045,0.13223683,SSP1
BWA,2045,0.399898829,SSP2
BWA,2045,0.475174875,SSP3
BWA,2045,0.403513,SSP4
BWA,2045,0.131253531,SSP5
BWA,2050,0.088792739,SSP1
BWA,2050,0.36367067,SSP2
BWA,2050,0.474016953,SSP3
BWA,2050,0.402506862,SSP4
BWA,2050,0.087926147,SSP5
BWA,2055,0.067352958,SSP1
BWA,2055,0.362289894,SSP2
BWA,2055,0.473069695,SSP3
BWA,2055,0.366965638,SSP4
BWA,2055,0.066534646,SSP5
BWA,2060,0.044185643,SSP1
BWA,2060,0.327889861,SSP2
BWA,2060,0.472213301,SSP3
BWA,2060,0.366251461,SSP4
BWA,2060,0.043534832,SSP5
BWA,2065,0.033138016,SSP1
BWA,2065,0.326698277,SSP2
BWA,2065,0.471337975,SSP3
BWA,2065,0.332219512,SSP4
BWA,2065,0.032569037,SSP5
BWA,2070,0.021473472,SSP1
BWA,2070,0.29416394,SSP2
BWA,2070,0.470457858,SSP3
BWA,2070,0.331545343,SSP4
BWA,2070,0.021052865,SSP5
BWA,2075,0.016015182,SSP1
BWA,2075,0.263643406,SSP2
BWA,2075,0.469676059,SSP3
BWA,2075,0.299227997,SSP4
BWA,2075,0.015665901,SSP5
BWA,2080,0.011929692,SSP1
BWA,2080,0.23528528,SSP2
BWA,2080,0.468965883,SSP3
BWA,2080,0.26882264,SSP4
BWA,2080,0.01164444,SSP5
BWA,2085,0.008878602,SSP1
BWA,2085,0.209146558,SSP2
BWA,2085,0.468272212,SSP3
BWA,2085,0.240453795,SSP4
BWA,2085,0.008648693,SSP5
BWA,2090,0.006603524,SSP1
BWA,2090,0.185245992,SSP2
BWA,2090,0.467594769,SSP3
BWA,2090,0.239941983,SSP4
BWA,2090,0.006420172,SSP5
BWA,2095,0.004909075,SSP1
BWA,2095,0.163537291,SSP2
BWA,2095,0.466941791,SSP3
BWA,2095,0.213723843,SSP4
BWA,2095,0.004764109,SSP5
BWA,2100,0.003648131,SSP1
BWA,2100,0.143941456,SSP2
BWA,2100,0.466291264,SSP3
BWA,2100,0.189654395,SSP4
BWA,2100,0.003534339,SSP5
CAF,2020,0.614776309,SSP1
CAF,2020,0.653997631,SSP2
CAF,2020,0.684512828,SSP3
CAF,2020,0.681288265,SSP4
CAF,2020,0.614570326,SSP5
CAF,2025,0.568158231,SSP1
CAF,2025,0.645616546,SSP2
CAF,2025,0.684068154,SSP3
CAF,2025,0.679213031,SSP4
CAF,2025,0.567507275,SSP5
CAF,2030,0.487670573,SSP1
CAF,2030,0.601776093,SSP2
CAF,2030,0.683445339,SSP3
CAF,2030,0.677473944,SSP4
CAF,2030,0.486329708,SSP5
CAF,2035,0.411437321,SSP1
CAF,2035,0.599611078,SSP2
CAF,2035,0.682392321,SSP3
CAF,2035,0.675497278,SSP4
CAF,2035,0.409339485,SSP5
CAF,2040,0.339139122,SSP1
CAF,2040,0.561598701,SSP2
