countrycode,year,gii,scenario
GIN,2035,0.39408339,SSP1
GIN,2035,0.592234652,SSP2
GIN,2035,0.683018087,SSP3
GIN,2035,0.675506933,SSP4
GIN,2035,0.392766063,SSP5
GIN,2040,0.286317112,SSP1
GIN,2040,0.582270354,SSP2
GIN,2040,0.682943745,SSP3
GIN,2040,0.67468177,SSP4
GIN,2040,0.284488343,SSP5
GIN,2045,0.223051843,SSP1
GIN,2045,0.536025757,SSP2
GIN,2045,0.650648731,SSP3
GIN,2045,0.673806076,SSP4
GIN,2045,0.221173218,SSP5
GIN,2050,0.151185373,SSP1
GIN,2050,0.52546186,SSP2
GIN,2050,0.651005056,SSP3
GIN,2050,0.672940402,SSP4
GIN,2050,0.169215744,SSP5
GIN,2055,0.099708258,SSP1
GIN,2055,0.478297367,SSP2
GIN,2055,0.650995347,SSP3
GIN,2055,0.67206014,SSP4
GIN,2055,0.097719587,SSP5
GIN,2060,0.065662007,SSP1
GIN,2060,0.399785157,SSP2
GIN,2060,0.650979116,SSP3
GIN,2060,0.67152112,SSP4
GIN,2060,0.073520284,SSP5
GIN,2065,0.049188921,SSP1
GIN,2065,0.362866819,SSP2
GIN,2065,0.651323236,SSP3
GIN,2065,0.670623139,SSP4
GIN,2065,0.047901327,SSP5
GIN,2070,0.031878645,SSP1
GIN,2070,0.3606914,SSP2
GIN,2070,0.651284964,SSP3
GIN,2070,0.636841947,SSP4
GIN,2070,0.030960685,SSP5
GIN,2075,0.023722553,SSP1
GIN,2075,0.325541745,SSP2
GIN,2075,0.651212932,SSP3
GIN,2075,0.636215794,SSP4
GIN,2075,0.022986694,SSP5
GIN,2080,0.017630764,SSP1
GIN,2080,0.292250864,SSP2
GIN,2080,0.650749502,SSP3
GIN,2080,0.6355623,SSP4
GIN,2080,0.017048111,SSP5
GIN,2085,0.011325349,SSP1
GIN,2085,0.261053143,SSP2
GIN,2085,0.650639598,SSP3
GIN,2085,0.634895144,SSP4
GIN,2085,0.010929586,SSP5
GIN,2090,0.008402337,SSP1
GIN,2090,0.206890562,SSP2
GIN,2090,0.650520374,SSP3
GIN,2090,0.634225852,SSP4
GIN,2090,0.008095016,SSP5
GIN,2095,0.006233047,SSP1
GIN,2095,0.182369077,SSP2
GIN,2095,0.650027173,SSP3
GIN,2095,0.633562784,SSP4
GIN,2095,0.005994877,SSP5
GIN,2100,0.004623831,SSP1
GIN,2100,0.160194006,SSP2
GIN,2100,0.649904959,SSP3
GIN,2100,0.632915822,SSP4
GIN,2100,0.004436294,SSP5
GMB,2020,0.548191932,SSP1
GMB,2020,0.633225433,SSP2
GMB,2020,0.673840218,SSP3
GMB,2020,0.638546713,SSP4
GMB,2020,0.547970497,SSP5
GMB,2025,0.502456305,SSP1
GMB,2025,0.591994784,SSP2
GMB,2025,0.673047598,SSP3
GMB,2025,0.635592834,SSP4
GMB,2025,0.501808028,SSP5
GMB,2030,0.421066192,SSP1
GMB,2030,0.548003407,SSP2
GMB,2030,0.67233373,SSP3
GMB,2030,0.633652492,SSP4
GMB,2030,0.41943128,SSP5
GMB,2035,0.312098738,SSP1
GMB,2035,0.539504882,SSP2
GMB,2035,0.671401412,SSP3
GMB,2035,0.631708349,SSP4
GMB,2035,0.30998599,SSP5
GMB,2040,0.220655795,SSP1
GMB,2040,0.493514552,SSP2
GMB,2040,0.637382792,SSP3
GMB,2040,0.594523835,SSP4
GMB,2040,0.218647053,SSP5
GMB,2045,0.170081867,SSP1
GMB,2045,0.447204829,SSP2
GMB,2045,0.636237822,SSP3
GMB,2045,0.592075168,SSP4
GMB,2045,0.167717491,SSP5
GMB,2050,0.113194203,SSP1
GMB,2050,0.401782573,SSP2
GMB,2050,0.6359201,SSP3
GMB,2050,0.59039535,SSP4
GMB,2050,0.111348143,SSP5
GMB,2055,0.064402011,SSP1
GMB,2055,0.324124835,SSP2
GMB,2055,0.635610547,SSP3
GMB,2055,0.552706074,SSP4
GMB,2055,0.063114568,SSP5
GMB,2060,0.048313076,SSP1
GMB,2060,0.291163716,SSP2
GMB,2060,0.635660251,SSP3
GMB,2060,0.551269067,SSP4
GMB,2060,0.047205168,SSP5
GMB,2065,0.031349717,SSP1
GMB,2065,0.260361916,SSP2
GMB,2065,0.636071366,SSP3
GMB,2065,0.550616808,SSP4
GMB,2065,0.030544169,SSP5
GMB,2070,0.020237045,SSP1
GMB,2070,0.206676951,SSP2
GMB,2070,0.636477918,SSP3
GMB,2070,0.513440021,SSP4
GMB,2070,0.022707345,SSP5
GMB,2075,0.015051212,SSP1
GMB,2075,0.182522615,SSP2
GMB,2075,0.63686396,SSP3
GMB,2075,0.512794211,SSP4
GMB,2075,0.014597125,SSP5
GMB,2080,0.011188422,SSP1
GMB,2080,0.160617657,SSP2
GMB,2080,0.636867043,SSP3
GMB,2080,0.512569973,SSP4
GMB,2080,0.010830605,SSP5
GMB,2085,0.007187501,SSP1
GMB,2085,0.124053025,SSP2
GMB,2085,0.637227023,SSP3
GMB,2085,0.475265571,SSP4
GMB,2085,0.006945898,SSP5
GMB,2090,0.005338895,SSP1
GMB,2090,0.108281088,SSP2
GMB,2090,0.637189469,SSP3
GMB,2090,0.47503978,SSP4
GMB,2090,0.005148816,SSP5
GMB,2095,0.003965815,SSP1
GMB,2095,0.082513641,SSP2
GMB,2095,0.637137298,SSP3
GMB,2095,0.438413202,SSP4
GMB,2095,0.003813416,SSP5
GMB,2100,0.002946023,SSP1
GMB,2100,0.07164744,SSP2
GMB,2100,0.637430716,SSP3
GMB,2100,0.438188137,SSP4
GMB,2100,0.00282189,SSP5
GNB,2020,0.613263856,SSP1
GNB,2020,0.658795605,SSP2
GNB,2020,0.66606764,SSP3
GNB,2020,0.66205951,SSP4
GNB,2020,0.613447735,SSP5
GNB,2025,0.60234575,SSP1
GNB,2025,0.650640392,SSP2
GNB,2025,0.664373676,SSP3
GNB,2025,0.65835006,SSP4
GNB,2025,0.602132305,SSP5
GNB,2030,0.519303385,SSP1
GNB,2030,0.640948281,SSP2
GNB,2030,0.663297952,SSP3
GNB,2030,0.656176892,SSP4
GNB,2030,0.518047967,SSP5
GNB,2035,0.47133877,SSP1
GNB,2035,0.630577627,SSP2
GNB,2035,0.661441702,SSP3
GNB,2035,0.653792063,SSP4
GNB,2035,0.469713193,SSP5
GNB,2040,0.38930524,SSP1
GNB,2040,0.620070935,SSP2
GNB,2040,0.660438929,SSP3
GNB,2040,0.651763074,SSP4
GNB,2040,0.386548212,SSP5
GNB,2045,0.312733576,SSP1
GNB,2045,0.573831699,SSP2
GNB,2045,0.659062641,SSP3
GNB,2045,0.649245582,SSP4
GNB,2045,0.342046782,SSP5
GNB,2050,0.217742302,SSP1
GNB,2050,0.563307875,SSP2
GNB,2050,0.65804179,SSP3
GNB,2050,0.647742748,SSP4
GNB,2050,0.240326876,SSP5
GNB,2055,0.169753914,SSP1
GNB,2055,0.516702683,SSP2
GNB,2055,0.657297082,SSP3
GNB,2055,0.645719151,SSP4
GNB,2055,0.166645302,SSP5
GNB,2060,0.130590168,SSP1
GNB,2060,0.477271787,SSP2
GNB,2060,0.656481018,SSP3
GNB,2060,0.644326188,SSP4
GNB,2060,0.127735875,SSP5
GNB,2065,0.099436579,SSP1
GNB,2065,0.47455581,SSP2
GNB,2065,0.655987686,SSP3
GNB,2065,0.64325369,SSP4
GNB,2065,0.096937469,SSP5
GNB,2070,0.075137217,SSP1
GNB,2070,0.435527995,SSP2
GNB,2070,0.6554499,SSP3
GNB,2070,0.642146685,SSP4
GNB,2070,0.073028373,SSP5
GNB,2075,0.049133051,SSP1
GNB,2075,0.432864296,SSP2
GNB,2075,0.655270843,SSP3
GNB,2075,0.641050481,SSP4
GNB,2075,0.05473402,SSP5
GNB,2080,0.036707164,SSP1
GNB,2080,0.394596146,SSP2
GNB,2080,0.654712422,SSP3
GNB,2080,0.639961023,SSP4
GNB,2080,0.035495899,SSP5
GNB,2085,0.027363848,SSP1
GNB,2085,0.39194752,SSP2
GNB,2085,0.65413834,SSP3
GNB,2085,0.638873854,SSP4
GNB,2085,0.026411367,SSP5
GNB,2090,0.020368848,SSP1
GNB,2090,0.355090084,SSP2
GNB,2090,0.653928911,SSP3
GNB,2090,0.603252387,SSP4
GNB,2090,0.019628741,SSP5
GNB,2095,0.015147395,SSP1
GNB,2095,0.319971175,SSP2
GNB,2095,0.653319089,SSP3
GNB,2095,0.602123387,SSP4
GNB,2095,0.014567019,SSP5
GNB,2100,0.011257306,SSP1
GNB,2100,0.286885766,SSP2
GNB,2100,0.652697287,SSP3
GNB,2100,0.601000518,SSP4
GNB,2100,0.010793287,SSP5
GNQ,2020,0.523037067,SSP1
GNQ,2020,0.569203349,SSP2
GNQ,2020,0.614545727,SSP3
GNQ,2020,0.612463579,SSP4
GNQ,2020,0.522935934,SSP5
GNQ,2025,0.441881645,SSP1
GNQ,2025,0.560309826,SSP2
GNQ,2025,0.610917703,SSP3
GNQ,2025,0.572371482,SSP4
GNQ,2025,0.44123371,SSP5
GNQ,2030,0.364549819,SSP1
GNQ,2030,0.514600306,SSP2
GNQ,2030,0.607136608,SSP3
GNQ,2030,0.567840188,SSP4
GNQ,2030,0.363448025,SSP5
GNQ,2035,0.264026911,SSP1
GNQ,2035,0.469273355,SSP2
GNQ,2035,0.603907719,SSP3
GNQ,2035,0.527859417,SSP4
GNQ,2035,0.262948558,SSP5
GNQ,2040,0.182635026,SSP1
GNQ,2040,0.424676636,SSP2
GNQ,2040,0.601308032,SSP3
GNQ,2040,0.524419388,SSP4
GNQ,2040,0.160970338,SSP5
GNQ,2045,0.125016638,SSP1
GNQ,2045,0.349945871,SSP2
GNQ,2045,0.598618198,SSP3
GNQ,2045,0.484711085,SSP4
GNQ,2045,0.124212507,SSP5
GNQ,2050,0.083738709,SSP1
GNQ,2050,0.316220991,SSP2
GNQ,2050,0.596703051,SSP3
GNQ,2050,0.482487352,SSP4
GNQ,2050,0.083010851,SSP5
GNQ,2055,0.055250402,SSP1
GNQ,2055,0.255443292,SSP2
GNQ,2055,0.595644865,SSP3
GNQ,2055,0.444647233,SSP4
GNQ,2055,0.054636287,SSP5
GNQ,2060,0.036082652,SSP1
GNQ,2060,0.227636914,SSP2
GNQ,2060,0.594656677,SSP3
GNQ,2060,0.407456662,SSP4
GNQ,2060,0.035595996,SSP5
GNQ,2065,0.02340442,SSP1
GNQ,2065,0.20201698,SSP2
GNQ,2065,0.594072159,SSP3
GNQ,2065,0.371645628,SSP4
GNQ,2065,0.023035611,SSP5
GNQ,2070,0.015113177,SSP1
GNQ,2070,0.158074989,SSP2
GNQ,2070,0.593454328,SSP3
GNQ,2070,0.370695801,SSP4
GNQ,2070,0.014842619,SSP5
GNQ,2075,0.011252904,SSP1
GNQ,2075,0.138881988,SSP2
GNQ,2075,0.557000892,SSP3
GNQ,2075,0.336632312,SSP4
GNQ,2075,0.011029124,SSP5
GNQ,2080,0.007236795,SSP1
GNQ,2080,0.106856848,SSP2
GNQ,2080,0.556399266,SSP3
GNQ,2080,0.304199686,SSP4
GNQ,2080,0.007079095,SSP5
GNQ,2085,0.00537894,SSP1
GNQ,2085,0.081527118,SSP2
GNQ,2085,0.555397593,SSP3
GNQ,2085,0.273930534,SSP4
GNQ,2085,0.00525216,SSP5
GNQ,2090,0.003996553,SSP1
GNQ,2090,0.070873656,SSP2
GNQ,2090,0.554788013,SSP3
GNQ,2090,0.245305217,SSP4
GNQ,2090,0.003895605,SSP5
GNQ,2095,0.002968602,SSP1
GNQ,2095,0.053575645,SSP2
GNQ,2095,0.554168915,SSP3
GNQ,2095,0.219041311,SSP4
GNQ,2095,0.002888852,SSP5
GNQ,2100,0.00220465,SSP1
GNQ,2100,0.040324732,SSP2
GNQ,2100,0.55353558,SSP3
GNQ,2100,0.194853363,SSP4
GNQ,2100,0.001850144,SSP5
GRC,2020,0.034358515,SSP1
GRC,2020,0.039566788,SSP2
GRC,2020,0.060923514,SSP3
GRC,2020,0.068989219,SSP4
GRC,2020,0.034352265,SSP5
GRC,2025,0.022179746,SSP1
GRC,2025,0.029523708,SSP2
GRC,2025,0.052998338,SSP3
GRC,2025,0.05961658,SSP4
GRC,2025,0.022166662,SSP5
GRC,2030,0.014250198,SSP1
GRC,2030,0.021969919,SSP2
GRC,2030,0.045956667,SSP3
GRC,2030,0.051455746,SSP4
GRC,2030,0.014232367,SSP5
GRC,2035,0.009136665,SSP1
GRC,2035,0.016330466,SSP2
GRC,2035,0.039774808,SSP3
GRC,2035,0.051064714,SSP4
GRC,2035,0.010543064,SSP5
GRC,2040,0.005853905,SSP1
GRC,2040,0.01049473,SSP2
GRC,2040,0.039603436,SSP3
GRC,2040,0.050730174,SSP4
GRC,2040,0.006751212,SSP5
GRC,2045,0.003750263,SSP1
GRC,2045,0.007794222,SSP2
GRC,2045,0.034235327,SSP3
GRC,2045,0.043861689,SSP4
GRC,2045,0.004321726,SSP5
GRC,2050,0.002402964,SSP1
GRC,2050,0.00578978,SSP2
GRC,2050,0.034099599,SSP3
GRC,2050,0.043653152,SSP4
GRC,2050,0.002766759,SSP5
GRC,2055,0.001782964,SSP1
GRC,2055,0.004301436,SSP2
GRC,2055,0.033972491,SSP3
GRC,2055,0.043469875,SSP4
GRC,2055,0.002051058,SSP5
GRC,2060,0.001142926,SSP1
GRC,2060,0.002760957,SSP2
GRC,2060,0.033850621,SSP3
GRC,2060,0.049807958,SSP4
GRC,2060,0.001313679,SSP5
GRC,2065,0.000732741,SSP1
GRC,2065,0.002051404,SSP2
GRC,2065,0.033730306,SSP3
GRC,2065,0.049623849,SSP4
GRC,2065,0.000974375,SSP5
GRC,2070,0.00046983,SSP1
GRC,2070,0.001524465,SSP2
GRC,2070,0.033613217,SSP3
GRC,2070,0.049447628,SSP4
GRC,2070,0.000624217,SSP5
GRC,2075,0.000348913,SSP1
GRC,2075,0.000978482,SSP2
GRC,2075,0.033501101,SSP3
GRC,2075,0.04927929,SSP4
GRC,2075,0.000463149,SSP5
GRC,2080,0.000259161,SSP1
GRC,2080,0.00072726,SSP2
GRC,2080,0.033393606,SSP3
GRC,2080,0.056447113,SSP4
GRC,2080,0.000343707,SSP5
GRC,2085,0.000166213,SSP1
GRC,2085,0.000625952,SSP2
GRC,2085,0.033286815,SSP3
GRC,2085,0.05626834,SSP4
GRC,2085,0.000255072,SSP5
GRC,2090,0.000123453,SSP1
GRC,2090,0.00046524,SSP2
GRC,2090,0.033177342,SSP3
GRC,2090,0.056090733,SSP4
GRC,2090,0.000219225,SSP5
GRC,2095,0.000106195,SSP1
GRC,2095,0.000345771,SSP2
GRC,2095,0.033063676,SSP3
GRC,2095,0.055908405,SSP4
GRC,2095,0.000162701,SSP5
GRC,2100,7.89E-05,SSP1
GRC,2100,0.000256959,SSP2
GRC,2100,0.032947482,SSP3
GRC,2100,0.055719406,SSP4
GRC,2100,0.000139839,SSP5
GTM,2020,0.406735259,SSP1
GTM,2020,0.480692761,SSP2
GTM,2020,0.518823354,SSP3
GTM,2020,0.518942064,SSP4
GTM,2020,0.406587232,SSP5
GTM,2025,0.335796724,SSP1
GTM,2025,0.478927741,SSP2
GTM,2025,0.518067088,SSP3
GTM,2025,0.51828371,SSP4
GTM,2025,0.335446464,SSP5
GTM,2030,0.271755461,SSP1
GTM,2030,0.440761028,SSP2
GTM,2030,0.517290912,SSP3
GTM,2030,0.517590088,SSP4
GTM,2030,0.271185826,SSP5
GTM,2035,0.192269861,SSP1
GTM,2035,0.40326472,SSP2
GTM,2035,0.516480677,SSP3
GTM,2035,0.51681644,SSP4
GTM,2035,0.191576321,SSP5
GTM,2040,0.131885058,SSP1
GTM,2040,0.36684073,SSP2
GTM,2040,0.515730655,SSP3
GTM,2040,0.516017827,SSP4
GTM,2040,0.131170302,SSP5
GTM,2045,0.100998663,SSP1
GTM,2045,0.365186993,SSP2
GTM,2045,0.515064988,SSP3
GTM,2045,0.51521587,SSP4
GTM,2045,0.100263797,SSP5
GTM,2050,0.066948949,SSP1
GTM,2050,0.330301863,SSP2
GTM,2050,0.514504934,SSP3
GTM,2050,0.477756558,SSP4
GTM,2050,0.06632804,SSP5
GTM,2055,0.043842255,SSP1
GTM,2055,0.297212544,SSP2
GTM,2055,0.513973225,SSP3
GTM,2055,0.476940803,SSP4
GTM,2055,0.049864238,SSP5
GTM,2060,0.032819276,SSP1
GTM,2060,0.266165312,SSP2
GTM,2060,0.476751324,SSP3
GTM,2060,0.476070153,SSP4
GTM,2060,0.03239204,SSP5
GTM,2065,0.021229517,SSP1
GTM,2065,0.237323511,SSP2
GTM,2065,0.476182324,SSP3
GTM,2065,0.475167472,SSP4
GTM,2065,0.024144055,SSP5
GTM,2070,0.015810021,SSP1
GTM,2070,0.187361153,SSP2
GTM,2070,0.47558135,SSP3
GTM,2070,0.47424636,SSP4
GTM,2070,0.015542576,SSP5
GTM,2075,0.011765178,SSP1
GTM,2075,0.165178189,SSP2
GTM,2075,0.474945823,SSP3
GTM,2075,0.43692458,SSP4
GTM,2075,0.011530481,SSP5
GTM,2080,0.008746573,SSP1
GTM,2080,0.14516574,SSP2
GTM,2080,0.474290037,SSP3
GTM,2080,0.43600293,SSP4
GTM,2080,0.008542236,SSP5
GTM,2085,0.005613616,SSP1
GTM,2085,0.111682056,SSP2
GTM,2085,0.473634003,SSP3
GTM,2085,0.435096596,SSP4
GTM,2085,0.006322579,SSP5
GTM,2090,0.004163846,SSP1
GTM,2090,0.097276911,SSP2
GTM,2090,0.472976794,SSP3
GTM,2090,0.39854609,SSP4
GTM,2090,0.00404112,SSP5
GTM,2095,0.003086775,SSP1
GTM,2095,0.073865339,SSP2
GTM,2095,0.472311808,SSP3
GTM,2095,0.397676652,SSP4
GTM,2095,0.002988269,SSP5
GTM,2100,0.002287503,SSP1
GTM,2100,0.064012057,SSP2
GTM,2100,0.471627104,SSP3
GTM,2100,0.396800931,SSP4
GTM,2100,0.00220965,SSP5
HND,2020,0.328509121,SSP1
HND,2020,0.397719089,SSP2
HND,2020,0.471325741,SSP3
HND,2020,0.471382706,SSP4
HND,2020,0.328350992,SSP5
HND,2025,0.264936162,SSP1
HND,2025,0.395930195,SSP2
HND,2025,0.434327238,SSP3
HND,2025,0.434375011,SSP4
HND,2025,0.264566453,SSP5
HND,2030,0.186596455,SSP1
HND,2030,0.359693322,SSP2
HND,2030,0.433698731,SSP3
HND,2030,0.433678161,SSP4
HND,2030,0.186060609,SSP5
HND,2035,0.144719231,SSP1
HND,2035,0.324992242,SSP2
HND,2035,0.433079775,SSP3
HND,2035,0.432911471,SSP4
HND,2035,0.144038955,SSP5
HND,2040,0.097322249,SSP1
HND,2040,0.292108773,SSP2
HND,2040,0.43256061,SSP3
HND,2040,0.432139252,SSP4
HND,2040,0.096648394,SSP5
HND,2045,0.064313954,SSP1
HND,2045,0.261260201,SSP2
HND,2045,0.432156549,SSP3
HND,2045,0.431387065,SSP4
HND,2045,0.063717444,SSP5
HND,2050,0.048306514,SSP1
HND,2050,0.232593528,SSP2
HND,2050,0.431860836,SSP3
HND,2050,0.430663846,SSP4
HND,2050,0.047749163,SSP5
HND,2055,0.03136621,SSP1
HND,2055,0.206189766,SSP2
HND,2055,0.431561278,SSP3
HND,2055,0.394326191,SSP4
HND,2055,0.030933802,SSP5
HND,2060,0.023382908,SSP1
HND,2060,0.161219473,SSP2
HND,2060,0.431185077,SSP3
HND,2060,0.393436099,SSP4
HND,2060,0.023012714,SSP5
HND,2065,0.015049505,SSP1
HND,2065,0.141417899,SSP2
HND,2065,0.430709997,SSP3
HND,2065,0.392441645,SSP4
HND,2065,0.014782016,SSP5
HND,2070,0.011166469,SSP1
HND,2070,0.123683393,SSP2
HND,2070,0.430144709,SSP3
HND,2070,0.391372471,SSP4
HND,2070,0.010948903,SSP5
HND,2075,0.007159326,SSP1
HND,2075,0.107898967,SSP2
HND,2075,0.429524852,SSP3
HND,2075,0.390272979,SSP4
HND,2075,0.007008878,SSP5
HND,2080,0.00531066,SSP1
HND,2080,0.082161408,SSP2
HND,2080,0.428890694,SSP3
HND,2080,0.354905981,SSP4
HND,2080,0.005187693,SSP5
HND,2085,0.003941654,SSP1
HND,2085,0.062155012,SSP2
HND,2085,0.428274845,SSP3
HND,2085,0.353891522,SSP4
HND,2085,0.003837589,SSP5
HND,2090,0.002926584,SSP1
HND,2090,0.053721725,SSP2
HND,2090,0.427663335,SSP3
HND,2090,0.352895021,SSP4
HND,2090,0.002836843,SSP5
HND,2095,0.001876107,SSP1
HND,2095,0.04028992,SSP2
HND,2095,0.391569636,SSP3
HND,2095,0.35190422,SSP4
HND,2095,0.001810416,SSP5
HND,2100,0.001391344,SSP1
HND,2100,0.034725134,SSP2
HND,2100,0.390945718,SSP3
HND,2100,0.318245263,SSP4
HND,2100,0.001337311,SSP5
HRV,2020,0.040023073,SSP1
HRV,2020,0.05295315,SSP2
HRV,2020,0.060829563,SSP3
HRV,2020,0.060857917,SSP4
HRV,2020,0.040003998,SSP5
HRV,2025,0.029940331,SSP1
HRV,2025,0.045771013,SSP2
HRV,2025,0.060494595,SSP3
HRV,2025,0.052722661,SSP4
HRV,2025,0.029898893,SSP5
HRV,2030,0.019361749,SSP1
HRV,2030,0.045530378,SSP2
HRV,2030,0.06023361,SSP3
HRV,2030,0.045683679,SSP4
HRV,2030,0.019308202,SSP5
HRV,2035,0.01442637,SSP1
HRV,2035,0.039371539,SSP2
HRV,2035,0.060006024,SSP3
HRV,2035,0.039572827,SSP4
HRV,2035,0.014363056,SSP5
HRV,2040,0.009289625,SSP1
HRV,2040,0.034030441,SSP2
HRV,2040,0.059801973,SSP3
HRV,2040,0.034263461,SSP4
HRV,2040,0.009233179,SSP5
HRV,2045,0.006912187,SSP1
HRV,2045,0.029399531,SSP2
HRV,2045,0.059611006,SSP3
HRV,2045,0.034177152,SSP4
HRV,2045,0.006857176,SSP5
HRV,2050,0.004442914,SSP1
HRV,2050,0.025389216,SSP2
HRV,2050,0.059431098,SSP3
HRV,2050,0.029579948,SSP4
HRV,2050,0.004397605,SSP5
HRV,2055,0.003302697,SSP1
HRV,2055,0.02191533,SSP2
HRV,2055,0.059258186,SSP3
HRV,2055,0.025587944,SSP4
HRV,2055,0.003260919,SSP5
HRV,2060,0.002453645,SSP1
HRV,2060,0.018905637,SSP2
HRV,2060,0.059085755,SSP3
HRV,2060,0.022121581,SSP4
HRV,2060,0.002087256,SSP5
HRV,2065,0.001573417,SSP1
HRV,2065,0.014104548,SSP2
HRV,2065,0.058904188,SSP3
HRV,2065,0.019110714,SSP4
HRV,2065,0.00154577,SSP5
HRV,2070,0.001008377,SSP1
HRV,2070,0.012149611,SSP2
HRV,2070,0.058715306,SSP3
HRV,2070,0.016498948,SSP4
HRV,2070,0.000988329,SSP5
HRV,2075,0.000748104,SSP1
HRV,2075,0.010462423,SSP2
HRV,2075,0.0585215,SSP3
HRV,2075,0.012315927,SSP4
HRV,2075,0.000731604,SSP5
HRV,2080,0.000554873,SSP1
HRV,2080,0.007787305,SSP2
HRV,2080,0.05832483,SSP3
HRV,2080,0.010617955,SSP4
HRV,2080,0.000541496,SSP5
HRV,2085,0.000411495,SSP1
HRV,2085,0.006702217,SSP2
HRV,2085,0.058126309,SSP3
HRV,2085,0.00915049,SSP4
HRV,2085,0.000400777,SSP5
HRV,2090,0.00030517,SSP1
HRV,2090,0.005767728,SSP2
HRV,2090,0.05792616,SSP3
HRV,2090,0.007883408,SSP4
HRV,2090,0.000296659,SSP5
HRV,2095,0.000226341,SSP1
HRV,2095,0.004288347,SSP2
HRV,2095,0.05772398,SSP3
HRV,2095,0.005868483,SSP4
HRV,2095,0.000219631,SSP5
HRV,2100,0.000167864,SSP1
HRV,2100,0.003689288,SSP2
HRV,2100,0.057520113,SSP3
HRV,2100,0.005052807,SSP4
HRV,2100,0.000162611,SSP5
HTI,2020,0.535333233,SSP1
HTI,2020,0.572451611,SSP2
HTI,2020,0.647512148,SSP3
HTI,2020,0.609296937,SSP4
HTI,2020,0.535126609,SSP5
HTI,2025,0.45785413,SSP1
HTI,2025,0.532894098,SSP2
HTI,2025,0.611495446,SSP3
HTI,2025,0.571855734,SSP4
HTI,2025,0.457323615,SSP5
HTI,2030,0.382234379,SSP1
HTI,2030,0.492885151,SSP2
HTI,2030,0.609387549,SSP3
HTI,2030,0.569893833,SSP4
HTI,2030,0.381302067,SSP5
HTI,2035,0.312106558,SSP1
HTI,2035,0.489675921,SSP2
HTI,2035,0.568562957,SSP3
HTI,2035,0.567989868,SSP4
HTI,2035,0.310771152,SSP5
HTI,2040,0.223341666,SSP1
HTI,2040,0.450105809,SSP2
HTI,2040,0.567176668,SSP3
HTI,2040,0.52981218,SSP4
HTI,2040,0.248175148,SSP5
HTI,2045,0.174516134,SSP1
HTI,2045,0.411390207,SSP2
HTI,2045,0.566082778,SSP3
HTI,2045,0.528117745,SSP4
HTI,2045,0.172842309,SSP5
HTI,2050,0.118325296,SSP1
HTI,2050,0.373942794,SSP2
HTI,2050,0.565262537,SSP3
HTI,2050,0.526593824,SSP4
HTI,2050,0.1328261,SSP5
HTI,2055,0.089814343,SSP1
HTI,2055,0.338045722,SSP2
HTI,2055,0.564569795,SSP3
HTI,2055,0.52511627,SSP4
HTI,2055,0.08839422,SSP5
HTI,2060,0.058986921,SSP1
HTI,2060,0.30368806,SSP2
HTI,2060,0.527518767,SSP3
HTI,2060,0.486922284,SSP4
HTI,2060,0.066422668,SSP5
HTI,2065,0.044143556,SSP1
HTI,2065,0.243252547,SSP2
HTI,2065,0.526802042,SSP3
HTI,2065,0.485365275,SSP4
HTI,2065,0.043209743,SSP5
HTI,2070,0.02858132,SSP1
HTI,2070,0.215318556,SSP2
HTI,2070,0.526039522,SSP3
HTI,2070,0.483777023,SSP4
HTI,2070,0.027916645,SSP5
HTI,2075,0.021276123,SSP1
HTI,2075,0.189919687,SSP2
HTI,2075,0.525238096,SSP3
HTI,2075,0.445680406,SSP4
HTI,2075,0.020745423,SSP5
HTI,2080,0.013695016,SSP1
HTI,2080,0.147580957,SSP2
HTI,2080,0.524429487,SSP3
HTI,2080,0.444110167,SSP4
HTI,2080,0.013332624,SSP5
HTI,2085,0.01017664,SSP1
HTI,2085,0.129082284,SSP2
HTI,2085,0.523624727,SSP3
HTI,2085,0.406715707,SSP4
HTI,2085,0.009888377,SSP5
HTI,2090,0.006535273,SSP1
HTI,2090,0.098816667,SSP2
HTI,2090,0.522810791,SSP3
HTI,2090,0.405214254,SSP4
HTI,2090,0.00633129,SSP5
HTI,2095,0.004853715,SSP1
HTI,2095,0.075090693,SSP2
HTI,2095,0.521989435,SSP3
HTI,2095,0.368944852,SSP4
HTI,2095,0.00468304,SSP5
HTI,2100,0.003604801,SSP1
HTI,2100,0.065123338,SSP2
HTI,2100,0.521155686,SSP3
HTI,2100,0.367528752,SSP4
HTI,2100,0.00346086,SSP5
HUN,2020,0.12036147,SSP1
HUN,2020,0.155030469,SSP2
HUN,2020,0.175244464,SSP3
HUN,2020,0.197497623,SSP4
HUN,2020,0.120329872,SSP5
HUN,2025,0.080271482,SSP1
HUN,2025,0.135725697,SSP2
HUN,2025,0.174057049,SSP3
HUN,2025,0.174053886,SSP4
HUN,2025,0.091703727,SSP5
HUN,2030,0.0606386,SSP1
HUN,2030,0.134874103,SSP2
HUN,2030,0.153121028,SSP3
HUN,2030,0.173095322,SSP4
HUN,2030,0.069396966,SSP5
HUN,2035,0.045631772,SSP1
HUN,2035,0.118024151,SSP2
HUN,2035,0.152484159,SSP3
HUN,2035,0.172340725,SSP4
HUN,2035,0.052257431,SSP5
HUN,2040,0.034244909,SSP1
HUN,2040,0.103119936,SSP2
HUN,2040,0.151970744,SSP3
HUN,2040,0.171715547,SSP4
HUN,2040,0.034036213,SSP5
HUN,2045,0.02221552,SSP1
