ccode,year,ssp,hc.source,extreme.Poor,gdp.capita
CMR,2023,SSP2,survey,4986935,3535.29
CMR,2023,SSP3,survey,5067781,3505.8
CMR,2023,SSP4,survey,5072011,3504.11
CMR,2023,SSP5,survey,4907678,3567.51
CMR,2024,SSP1,survey,4678702,3707.67
CMR,2024,SSP2,survey,4786599,3663.68
CMR,2024,SSP3,survey,4946780,3602.83
CMR,2024,SSP4,survey,4955225,3599.34
CMR,2024,SSP5,survey,4630582,3730.76
CMR,2025,SSP1,survey,4425999,3865.33
CMR,2025,SSP2,survey,4585218,3796.73
CMR,2025,SSP3,survey,4823407,3702.53
CMR,2025,SSP4,survey,4836060,3697.16
CMR,2025,SSP5,survey,4354955,3901.49
CMR,2026,SSP1,survey,4130377,4048.83
CMR,2026,SSP2,survey,4363250,3941.43
CMR,2026,SSP3,survey,4697793,3801.9
CMR,2026,SSP4,survey,4710439,3796.43
CMR,2026,SSP5,survey,4020019,4109.36
CMR,2027,SSP1,survey,3839642,4241.04
CMR,2027,SSP2,survey,4141253,4091.64
CMR,2027,SSP3,survey,4570067,3903.94
CMR,2027,SSP4,survey,4582699,3898.37
CMR,2027,SSP5,survey,3691624,4328.29
CMR,2028,SSP1,survey,3550030,4442.38
CMR,2028,SSP2,survey,3920988,4247.58
CMR,2028,SSP3,survey,4440186,4008.71
CMR,2028,SSP4,survey,4452797,4003.04
CMR,2028,SSP5,survey,3365879,4558.89
CMR,2029,SSP1,survey,3263053,4653.27
CMR,2029,SSP2,survey,3698709,4409.46
CMR,2029,SSP3,survey,4310004,4116.3
CMR,2029,SSP4,survey,4322587,4110.52
CMR,2029,SSP5,survey,3044134,4801.78
CMR,2030,SSP1,survey,2978382,4874.18
CMR,2030,SSP2,survey,3476102,4577.51
CMR,2030,SSP3,survey,4175690,4226.77
CMR,2030,SSP4,survey,4188238,4220.89
CMR,2030,SSP5,survey,2725754,5057.61
CMR,2031,SSP1,survey,2680872,5113.66
CMR,2031,SSP2,survey,3247079,4752.87
CMR,2031,SSP3,survey,4039878,4335.58
CMR,2031,SSP4,survey,4052482,4329.37
CMR,2031,SSP5,survey,2388902,5341.36
COD,2015,SSP1,survey,54533286,761.99
COD,2015,SSP2,survey,54533286,761.99
COD,2015,SSP3,survey,54533286,761.99
COD,2015,SSP4,survey,54533286,761.99
COD,2015,SSP5,survey,54533286,761.99
COD,2016,SSP1,survey,56551540,756.25
COD,2016,SSP2,survey,56551540,756.25
COD,2016,SSP3,survey,56551540,756.25
COD,2016,SSP4,survey,56551540,756.25
COD,2016,SSP5,survey,56551540,756.25
COD,2017,SSP1,survey,58477096,753.55
COD,2017,SSP2,survey,58477096,753.55
COD,2017,SSP3,survey,58477096,753.55
COD,2017,SSP4,survey,58477096,753.55
COD,2017,SSP5,survey,58477096,753.55
COD,2018,SSP1,survey,60193410,755.82
COD,2018,SSP2,survey,60193410,755.82
COD,2018,SSP3,survey,60193410,755.82
COD,2018,SSP4,survey,60193410,755.82
COD,2018,SSP5,survey,60193410,755.82
COD,2019,SSP1,survey,61802228,760.72
COD,2019,SSP2,survey,61802228,760.72
COD,2019,SSP3,survey,61802228,760.72
COD,2019,SSP4,survey,61802228,760.72
COD,2019,SSP5,survey,61802228,760.72
COD,2020,SSP1,survey,63308613,767.92
COD,2020,SSP2,survey,63308613,767.92
COD,2020,SSP3,survey,63308613,767.92
COD,2020,SSP4,survey,63308613,767.92
COD,2020,SSP5,survey,63308613,767.92
COD,2021,SSP1,survey,64600330,779.18
COD,2021,SSP2,survey,64600330,779.18
COD,2021,SSP3,survey,64600330,779.18
COD,2021,SSP4,survey,64600330,779.18
COD,2021,SSP5,survey,64600330,779.18
COD,2022,SSP1,survey,65752280,792.99
COD,2022,SSP2,survey,65752280,792.99
COD,2022,SSP3,survey,65752280,792.99
COD,2022,SSP4,survey,65752280,792.99
COD,2022,SSP5,survey,65752280,792.99
COD,2023,SSP1,survey,64697721,834.52
COD,2023,SSP2,survey,65239422,828.52
COD,2023,SSP3,survey,65702362,823.26
COD,2023,SSP4,survey,65710263,822.97
COD,2023,SSP5,survey,64553674,836.93
COD,2024,SSP1,survey,63524484,878.24
COD,2024,SSP2,survey,64629073,865.65
COD,2024,SSP3,survey,65577512,854.68
COD,2024,SSP4,survey,65594697,854.08
COD,2024,SSP5,survey,63226247,883.3
COD,2025,SSP1,survey,62239180,924.24
COD,2025,SSP2,survey,63923418,904.45
COD,2025,SSP3,survey,65377424,887.31
COD,2025,SSP4,survey,65405233,886.37
COD,2025,SSP5,survey,61778462,932.24
COD,2026,SSP1,survey,60797979,970.11
COD,2026,SSP2,survey,63240684,939.9
COD,2026,SSP3,survey,65402991,913.9
COD,2026,SSP4,survey,65440791,912.57
COD,2026,SSP5,survey,60070102,983.18
COD,2027,SSP1,survey,59276138,1018.26
COD,2027,SSP2,survey,62489503,976.76
COD,2027,SSP3,survey,65381824,941.29
COD,2027,SSP4,survey,65430866,939.53
COD,2027,SSP5,survey,58273726,1036.91
COD,2028,SSP1,survey,57681298,1068.8
COD,2028,SSP2,survey,61672512,1015.05
COD,2028,SSP3,survey,65314007,969.5
COD,2028,SSP4,survey,65375517,967.3
COD,2028,SSP5,survey,56399857,1093.57
COD,2029,SSP1,survey,56021049,1121.85
COD,2029,SSP2,survey,60792454,1054.85
COD,2029,SSP3,survey,65199696,998.55
COD,2029,SSP4,survey,65274872,995.88
COD,2029,SSP5,survey,54458818,1153.33
COD,2030,SSP1,survey,54302839,1177.54
COD,2030,SSP2,survey,59852152,1096.2
COD,2030,SSP3,survey,65039115,1028.48
COD,2030,SSP4,survey,65129121,1025.31
COD,2030,SSP5,survey,52461796,1216.36
COD,2031,SSP1,survey,52691509,1230.04
COD,2031,SSP2,survey,58997826,1133.34
COD,2031,SSP3,survey,65005096,1052.99
COD,2031,SSP4,survey,65129445,1048.91
COD,2031,SSP5,survey,50547591,1277.23
COG,2015,SSP1,survey,2045211,6141.4
COG,2015,SSP2,survey,2045211,6141.4
COG,2015,SSP3,survey,2045211,6141.4
COG,2015,SSP4,survey,2045211,6141.4
COG,2015,SSP5,survey,2045211,6141.4
COG,2016,SSP1,survey,2209903,5822.48
COG,2016,SSP2,survey,2209903,5822.48
COG,2016,SSP3,survey,2209903,5822.48
COG,2016,SSP4,survey,2209903,5822.48
COG,2016,SSP5,survey,2209903,5822.48
COG,2017,SSP1,survey,2312438,5704.73
COG,2017,SSP2,survey,2312438,5704.73
COG,2017,SSP3,survey,2312438,5704.73
COG,2017,SSP4,survey,2312438,5704.73
COG,2017,SSP5,survey,2312438,5704.73
COG,2018,SSP1,survey,2245039,6047.47
COG,2018,SSP2,survey,2245039,6047.47
COG,2018,SSP3,survey,2245039,6047.47
COG,2018,SSP4,survey,2245039,6047.47
COG,2018,SSP5,survey,2245039,6047.47
COG,2019,SSP1,survey,2330401,5978.73
COG,2019,SSP2,survey,2330401,5978.73
COG,2019,SSP3,survey,2330401,5978.73
COG,2019,SSP4,survey,2330401,5978.73
COG,2019,SSP5,survey,2330401,5978.73
COG,2020,SSP1,survey,2385183,5995.87
COG,2020,SSP2,survey,2385183,5995.87
COG,2020,SSP3,survey,2385183,5995.87
COG,2020,SSP4,survey,2385183,5995.87
COG,2020,SSP5,survey,2385183,5995.87
COG,2021,SSP1,survey,2452664,5983.14
COG,2021,SSP2,survey,2452664,5983.14
COG,2021,SSP3,survey,2452664,5983.14
COG,2021,SSP4,survey,2452664,5983.14
COG,2021,SSP5,survey,2452664,5983.14
COG,2022,SSP1,survey,2526029,5959.89
COG,2022,SSP2,survey,2526029,5959.89
COG,2022,SSP3,survey,2526029,5959.89
COG,2022,SSP4,survey,2526029,5959.89
COG,2022,SSP5,survey,2526029,5959.89
COG,2023,SSP1,survey,2511161,6101.38
COG,2023,SSP2,survey,2527439,6073.11
COG,2023,SSP3,survey,2544461,6043.38
COG,2023,SSP4,survey,2550450,6036.51
COG,2023,SSP5,survey,2511729,6106.59
COG,2024,SSP1,survey,2495451,6246.23
COG,2024,SSP2,survey,2528252,6188.48
COG,2024,SSP3,survey,2562705,6128.04
COG,2024,SSP4,survey,2574836,6114.12
COG,2024,SSP5,survey,2496509,6256.9
COG,2025,SSP1,survey,2478894,6394.52
COG,2025,SSP2,survey,2528445,6306.04
COG,2025,SSP3,survey,2580734,6213.89
COG,2025,SSP4,survey,2599163,6192.72
COG,2025,SSP5,survey,2480365,6410.92
COG,2026,SSP1,survey,2458495,6538.72
COG,2026,SSP2,survey,2530671,6408.44
COG,2026,SSP3,survey,2605150,6276.61
COG,2026,SSP4,survey,2628075,6251.44
COG,2026,SSP5,survey,2456620,6569.79
COG,2027,SSP1,survey,2437380,6686.17
COG,2027,SSP2,survey,2532431,6512.5
COG,2027,SSP3,survey,2629612,6339.97
COG,2027,SSP4,survey,2657144,6310.72
COG,2027,SSP5,survey,2432049,6732.6
COG,2028,SSP1,survey,2415592,6836.94
COG,2028,SSP2,survey,2533704,6618.25
COG,2028,SSP3,survey,2654118,6403.97
COG,2028,SSP4,survey,2686368,6370.56
COG,2028,SSP5,survey,2406695,6899.45
COG,2029,SSP1,survey,2393145,6991.11
COG,2029,SSP2,survey,2534511,6725.72
COG,2029,SSP3,survey,2678663,6468.62
COG,2029,SSP4,survey,2715745,6430.97
COG,2029,SSP5,survey,2380958,7070.43
COG,2030,SSP1,survey,2370436,7148.76
COG,2030,SSP2,survey,2534850,6834.93
COG,2030,SSP3,survey,2703227,6533.92
COG,2030,SSP4,survey,2745270,6491.95
COG,2030,SSP5,survey,2354106,7245.65
COG,2031,SSP1,survey,2348261,7294.64
COG,2031,SSP2,survey,2536937,6929.63
COG,2031,SSP3,survey,2729797,6582.97
COG,2031,SSP4,survey,2775841,6537.55
COG,2031,SSP5,survey,2326431,7413.71
COL,2015,SSP1,survey,3131601,12985.43
COL,2015,SSP2,survey,3131601,12985.43
COL,2015,SSP3,survey,3131601,12985.43
COL,2015,SSP4,survey,3131601,12985.43
COL,2015,SSP5,survey,3131601,12985.43
COL,2016,SSP1,survey,3090944,13124.1
COL,2016,SSP2,survey,3090944,13124.1
COL,2016,SSP3,survey,3090944,13124.1
COL,2016,SSP4,survey,3090944,13124.1
COL,2016,SSP5,survey,3090944,13124.1
COL,2017,SSP1,survey,3026653,13311.36
COL,2017,SSP2,survey,3026653,13311.36
COL,2017,SSP3,survey,3026653,13311.36
COL,2017,SSP4,survey,3026653,13311.36
COL,2017,SSP5,survey,3026653,13311.36
COL,2018,SSP1,survey,2914192,13603.83
COL,2018,SSP2,survey,2914192,13603.83
COL,2018,SSP3,survey,2914192,13603.83
COL,2018,SSP4,survey,2914192,13603.83
COL,2018,SSP5,survey,2914192,13603.83
COL,2019,SSP1,survey,2769569,13977.36
COL,2019,SSP2,survey,2769569,13977.36
COL,2019,SSP3,survey,2769569,13977.36
COL,2019,SSP4,survey,2769569,13977.36
COL,2019,SSP5,survey,2769569,13977.36
COL,2020,SSP1,survey,2625810,14366.1
COL,2020,SSP2,survey,2625810,14366.1
COL,2020,SSP3,survey,2625810,14366.1
COL,2020,SSP4,survey,2625810,14366.1
COL,2020,SSP5,survey,2625810,14366.1
COL,2021,SSP1,survey,2479299,14770.72
COL,2021,SSP2,survey,2479299,14770.72
COL,2021,SSP3,survey,2479299,14770.72
COL,2021,SSP4,survey,2479299,14770.72
COL,2021,SSP5,survey,2479299,14770.72
COL,2022,SSP1,survey,2333863,15199.14
COL,2022,SSP2,survey,2333863,15199.14
COL,2022,SSP3,survey,2333863,15199.14
COL,2022,SSP4,survey,2333863,15199.14
COL,2022,SSP5,survey,2333863,15199.14
COL,2023,SSP1,survey,2219129,15568.33
COL,2023,SSP2,survey,2248222,15500.38
COL,2023,SSP3,survey,2283106,15419.86
COL,2023,SSP4,survey,2254544,15473.64
COL,2023,SSP5,survey,2204774,15607.76
COL,2024,SSP1,survey,2106597,15946.49
COL,2024,SSP2,survey,2163388,15807.6
COL,2024,SSP3,survey,2232170,15643.78
COL,2024,SSP4,survey,2175975,15753.09
COL,2024,SSP5,survey,2078652,16027.36
COL,2025,SSP1,survey,1996312,16333.84
COL,2025,SSP2,survey,2079399,16120.9
COL,2025,SSP3,survey,2181070,15870.95
COL,2025,SSP4,survey,2098184,16037.59
COL,2025,SSP5,survey,1955954,16458.25
COL,2026,SSP1,survey,1872681,16772.2
COL,2026,SSP2,survey,1989173,16454.88
COL,2026,SSP3,survey,2133872,16083.53
COL,2026,SSP4,survey,2012485,16342.02
COL,2026,SSP5,survey,1813323,16966.45
COL,2027,SSP1,survey,1752604,17222.33
COL,2027,SSP2,survey,1899846,16795.78
COL,2027,SSP3,survey,2086561,16298.96
COL,2027,SSP4,survey,1928212,16652.22
COL,2027,SSP5,survey,1676159,17490.34
COL,2028,SSP1,survey,1636241,17684.53
COL,2028,SSP2,survey,1812218,17143.73
COL,2028,SSP3,survey,2038338,16517.27
COL,2028,SSP4,survey,1845284,16968.32
COL,2028,SSP5,survey,1544228,18030.41
COL,2029,SSP1,survey,1523659,18159.14
COL,2029,SSP2,survey,1726138,17498.9
COL,2029,SSP3,survey,1991795,16738.51
COL,2029,SSP4,survey,1763831,17290.41
COL,2029,SSP5,survey,1417621,18587.15
COL,2030,SSP1,survey,1414931,18646.49
COL,2030,SSP2,survey,1641663,17861.43
COL,2030,SSP3,survey,1944328,16962.71
COL,2030,SSP4,survey,1683888,17618.62
COL,2030,SSP5,survey,1296434,19161.09
COL,2031,SSP1,survey,1305207,19161.83
COL,2031,SSP2,survey,1553990,18241.84
COL,2031,SSP3,survey,1895912,17184.81
COL,2031,SSP4,survey,1600631,17962.67
COL,2031,SSP5,survey,1173898,19779.76
COM,2015,SSP1,survey,125773,1449.46
COM,2015,SSP2,survey,125773,1449.46
COM,2015,SSP3,survey,125773,1449.46
COM,2015,SSP4,survey,125773,1449.46
COM,2015,SSP5,survey,125773,1449.46
COM,2016,SSP1,survey,129293,1446.52
COM,2016,SSP2,survey,129293,1446.52
COM,2016,SSP3,survey,129293,1446.52
COM,2016,SSP4,survey,129293,1446.52
COM,2016,SSP5,survey,129293,1446.52
COM,2017,SSP1,survey,129706,1460.28
COM,2017,SSP2,survey,129706,1460.28
COM,2017,SSP3,survey,129706,1460.28
COM,2017,SSP4,survey,129706,1460.28
COM,2017,SSP5,survey,129706,1460.28
COM,2018,SSP1,survey,128098,1484.6
COM,2018,SSP2,survey,128098,1484.6
COM,2018,SSP3,survey,128098,1484.6
COM,2018,SSP4,survey,128098,1484.6
COM,2018,SSP5,survey,128098,1484.6
COM,2019,SSP1,survey,126274,1509.88
COM,2019,SSP2,survey,126274,1509.88
COM,2019,SSP3,survey,126274,1509.88
COM,2019,SSP4,survey,126274,1509.88
COM,2019,SSP5,survey,126274,1509.88
COM,2020,SSP1,survey,124241,1536.11
COM,2020,SSP2,survey,124241,1536.11
COM,2020,SSP3,survey,124241,1536.11
COM,2020,SSP4,survey,124241,1536.11
COM,2020,SSP5,survey,124241,1536.11
COM,2021,SSP1,survey,121997,1563.34
COM,2021,SSP2,survey,121997,1563.34
COM,2021,SSP3,survey,121997,1563.34
COM,2021,SSP4,survey,121997,1563.34
COM,2021,SSP5,survey,121997,1563.34
COM,2022,SSP1,survey,119484,1591.6
COM,2022,SSP2,survey,119484,1591.6
COM,2022,SSP3,survey,119484,1591.6
COM,2022,SSP4,survey,119484,1591.6
COM,2022,SSP5,survey,119484,1591.6
COM,2023,SSP1,survey,112457,1639.34
COM,2023,SSP2,survey,115565,1624.72
COM,2023,SSP3,survey,119795,1605.57
COM,2023,SSP4,survey,119160,1608.11
COM,2023,SSP5,survey,111267,1645.39
COM,2024,SSP1,survey,105524,1688.51
COM,2024,SSP2,survey,111613,1658.53
COM,2024,SSP3,survey,120077,1619.66
COM,2024,SSP4,survey,118794,1624.79
COM,2024,SSP5,survey,103214,1700.99
COM,2025,SSP1,survey,98694,1739.15
COM,2025,SSP2,survey,107634,1693.04
COM,2025,SSP3,survey,120329,1633.87
COM,2025,SSP4,survey,118387,1641.65
COM,2025,SSP5,survey,95341,1758.47
COM,2026,SSP1,survey,90759,1798.85
COM,2026,SSP2,survey,102906,1731.97
COM,2026,SSP3,survey,120539,1647.75
COM,2026,SSP4,survey,117790,1659
COM,2026,SSP5,survey,85941,1829.4
COM,2027,SSP1,survey,83045,1860.59
COM,2027,SSP2,survey,98181,1771.8
COM,2027,SSP3,survey,120720,1661.74
COM,2027,SSP4,survey,117150,1676.53
COM,2027,SSP5,survey,76895,1903.18
COM,2028,SSP1,survey,75558,1924.46
COM,2028,SSP2,survey,93463,1812.54
COM,2028,SSP3,survey,120870,1675.85
COM,2028,SSP4,survey,116466,1694.24
COM,2028,SSP5,survey,68286,1979.94
COM,2029,SSP1,survey,68371,1990.52
COM,2029,SSP2,survey,88775,1854.22
COM,2029,SSP3,survey,120988,1690.08
COM,2029,SSP4,survey,115738,1712.14
COM,2029,SSP5,survey,60083,2059.8
COM,2030,SSP1,survey,61419,2058.84
COM,2030,SSP2,survey,84084,1896.85
COM,2030,SSP3,survey,121074,1704.43
COM,2030,SSP4,survey,114965,1730.23
COM,2030,SSP5,survey,52318,2142.88
COM,2031,SSP1,survey,54389,2132.63
COM,2031,SSP2,survey,79285,1941.21
COM,2031,SSP3,survey,120987,1718.54
COM,2031,SSP4,survey,114086,1747.76
COM,2031,SSP5,survey,44537,2234.98
CPV,2015,SSP1,survey,98962,6059.27
CPV,2015,SSP2,survey,98962,6059.27
CPV,2015,SSP3,survey,98962,6059.27
CPV,2015,SSP4,survey,98962,6059.27
CPV,2015,SSP5,survey,98962,6059.27
CPV,2016,SSP1,survey,95373,6225.88
CPV,2016,SSP2,survey,95373,6225.88
CPV,2016,SSP3,survey,95373,6225.88
CPV,2016,SSP4,survey,95373,6225.88
CPV,2016,SSP5,survey,95373,6225.88
CPV,2017,SSP1,survey,91797,6395.58
CPV,2017,SSP2,survey,91797,6395.58
CPV,2017,SSP3,survey,91797,6395.58
CPV,2017,SSP4,survey,91797,6395.58
CPV,2017,SSP5,survey,91797,6395.58
CPV,2018,SSP1,survey,88056,6575.16
CPV,2018,SSP2,survey,88056,6575.16
CPV,2018,SSP3,survey,88056,6575.16
CPV,2018,SSP4,survey,88056,6575.16
CPV,2018,SSP5,survey,88056,6575.16
CPV,2019,SSP1,survey,84227,6762.57
CPV,2019,SSP2,survey,84227,6762.57
CPV,2019,SSP3,survey,84227,6762.57
CPV,2019,SSP4,survey,84227,6762.57
CPV,2019,SSP5,survey,84227,6762.57
CPV,2020,SSP1,survey,80377,6955.77
CPV,2020,SSP2,survey,80377,6955.77
CPV,2020,SSP3,survey,80377,6955.77
CPV,2020,SSP4,survey,80377,6955.77
CPV,2020,SSP5,survey,80377,6955.77
CPV,2021,SSP1,survey,76278,7164.63
CPV,2021,SSP2,survey,76278,7164.63
CPV,2021,SSP3,survey,76278,7164.63
CPV,2021,SSP4,survey,76278,7164.63
CPV,2021,SSP5,survey,76278,7164.63
CPV,2022,SSP1,survey,72138,7381.4
CPV,2022,SSP2,survey,72138,7381.4
CPV,2022,SSP3,survey,72138,7381.4
CPV,2022,SSP4,survey,72138,7381.4
CPV,2022,SSP5,survey,72138,7381.4
CPV,2023,SSP1,survey,68599,7549.28
CPV,2023,SSP2,survey,69717,7507.25
CPV,2023,SSP3,survey,71372,7454.38
CPV,2023,SSP4,survey,69571,7507.57
CPV,2023,SSP5,survey,67461,7587.18
CPV,2024,SSP1,survey,65109,7720.99
CPV,2024,SSP2,survey,67307,7635.25
CPV,2024,SSP3,survey,70590,7528.09
CPV,2024,SSP4,survey,67025,7635.89
CPV,2024,SSP5,survey,62906,7798.7
CPV,2025,SSP1,survey,61671,7896.6
CPV,2025,SSP2,survey,64908,7765.43
CPV,2025,SSP3,survey,69791,7602.52
CPV,2025,SSP4,survey,64500,7766.41
CPV,2025,SSP5,survey,58471,8016.11
CPV,2026,SSP1,survey,58027,8084.29
CPV,2026,SSP2,survey,62561,7892.16
CPV,2026,SSP3,survey,69249,7662.81
CPV,2026,SSP4,survey,61907,7897.69
CPV,2026,SSP5,survey,53749,8256.14
CPV,2027,SSP1,survey,54452,8276.43
CPV,2027,SSP2,survey,60230,8020.95
CPV,2027,SSP3,survey,68694,7723.58
CPV,2027,SSP4,survey,59345,8031.19
CPV,2027,SSP5,survey,49181,8503.35
CPV,2028,SSP1,survey,50948,8473.15
CPV,2028,SSP2,survey,57915,8151.85
CPV,2028,SSP3,survey,68126,7784.84
CPV,2028,SSP4,survey,56811,8166.94
CPV,2028,SSP5,survey,44763,8757.96
CPV,2029,SSP1,survey,47509,8674.53
CPV,2029,SSP2,survey,55614,8284.88
CPV,2029,SSP3,survey,67545,7846.58
CPV,2029,SSP4,survey,54313,8304.99
CPV,2029,SSP5,survey,40507,9020.2
CPV,2030,SSP1,survey,44151,8880.71
CPV,2030,SSP2,survey,53331,8420.09
CPV,2030,SSP3,survey,66951,7908.8
CPV,2030,SSP4,survey,51844,8445.38
CPV,2030,SSP5,survey,36400,9290.29
CPV,2031,SSP1,survey,40694,9099.82
CPV,2031,SSP2,survey,50890,8563.72
CPV,2031,SSP3,survey,66216,7973.28
CPV,2031,SSP4,survey,49291,8591.4
CPV,2031,SSP5,survey,32249,9580.36
CRI,2015,SSP1,survey,0,14914.3
CRI,2015,SSP2,survey,0,14914.3
CRI,2015,SSP3,survey,0,14914.3
CRI,2015,SSP4,survey,0,14914.3
CRI,2015,SSP5,survey,0,14914.3
CRI,2016,SSP1,survey,0,15401.8
CRI,2016,SSP2,survey,0,15401.8
CRI,2016,SSP3,survey,0,15401.8
CRI,2016,SSP4,survey,0,15401.8
CRI,2016,SSP5,survey,0,15401.8
CRI,2017,SSP1,survey,0,15859.81
CRI,2017,SSP2,survey,0,15859.81
CRI,2017,SSP3,survey,0,15859.81
CRI,2017,SSP4,survey,0,15859.81
CRI,2017,SSP5,survey,0,15859.81
CRI,2018,SSP1,survey,0,16330.3
CRI,2018,SSP2,survey,0,16330.3
CRI,2018,SSP3,survey,0,16330.3
CRI,2018,SSP4,survey,0,16330.3
CRI,2018,SSP5,survey,0,16330.3
CRI,2019,SSP1,survey,0,16814.08
CRI,2019,SSP2,survey,0,16814.08
CRI,2019,SSP3,survey,0,16814.08
CRI,2019,SSP4,survey,0,16814.08
CRI,2019,SSP5,survey,0,16814.08
CRI,2020,SSP1,survey,0,17311.79
CRI,2020,SSP2,survey,0,17311.79
CRI,2020,SSP3,survey,0,17311.79
CRI,2020,SSP4,survey,0,17311.79
CRI,2020,SSP5,survey,0,17311.79
CRI,2021,SSP1,survey,0,17823.78
CRI,2021,SSP2,survey,0,17823.78
CRI,2021,SSP3,survey,0,17823.78
CRI,2021,SSP4,survey,0,17823.78
CRI,2021,SSP5,survey,0,17823.78
CRI,2022,SSP1,survey,0,18350.2
CRI,2022,SSP2,survey,0,18350.2
CRI,2022,SSP3,survey,0,18350.2
CRI,2022,SSP4,survey,0,18350.2
CRI,2022,SSP5,survey,0,18350.2
CRI,2023,SSP1,survey,0,18832.34
CRI,2023,SSP2,survey,0,18745.77
CRI,2023,SSP3,survey,0,18656.79
CRI,2023,SSP4,survey,0,18696.84
CRI,2023,SSP5,survey,0,18864.61
CRI,2024,SSP1,survey,0,19327.15
CRI,2024,SSP2,survey,0,19149.88
CRI,2024,SSP3,survey,0,18968.51
CRI,2024,SSP4,survey,0,19050.03
CRI,2024,SSP5,survey,0,19393.44
CRI,2025,SSP1,survey,0,19834.95
CRI,2025,SSP2,survey,0,19562.69
CRI,2025,SSP3,survey,0,19285.43
CRI,2025,SSP4,survey,0,19409.89
CRI,2025,SSP5,survey,0,19937.09
CRI,2026,SSP1,survey,0,20367.61
CRI,2026,SSP2,survey,0,19973.78
CRI,2026,SSP3,survey,0,19571.6
CRI,2026,SSP4,survey,0,19774.26
CRI,2026,SSP5,survey,0,20542.68
CRI,2027,SSP1,survey,0,20914.57
CRI,2027,SSP2,survey,0,20393.5
CRI,2027,SSP3,survey,0,19862.01
CRI,2027,SSP4,survey,0,20145.48
CRI,2027,SSP5,survey,0,21166.66
CRI,2028,SSP1,survey,0,21476.23
CRI,2028,SSP2,survey,0,20822.04
CRI,2028,SSP3,survey,0,20156.73
CRI,2028,SSP4,survey,0,20523.66
CRI,2028,SSP5,survey,0,21809.59
CRI,2029,SSP1,survey,0,22052.96
CRI,2029,SSP2,survey,0,21259.59
CRI,2029,SSP3,survey,0,20455.82
CRI,2029,SSP4,survey,0,20908.95
CRI,2029,SSP5,survey,0,22472.06
CRI,2030,SSP1,survey,0,22645.18
CRI,2030,SSP2,survey,0,21706.33
CRI,2030,SSP3,survey,0,20759.35
CRI,2030,SSP4,survey,0,21301.47
CRI,2030,SSP5,survey,0,23154.64
CRI,2031,SSP1,survey,0,23257.59
CRI,2031,SSP2,survey,0,22169.78
CRI,2031,SSP3,survey,0,21062.53
CRI,2031,SSP4,survey,0,21703.75
CRI,2031,SSP5,survey,0,23875.34
CUB,2015,SSP1,regression,241289,22033.45
CUB,2015,SSP2,regression,241289,22033.45
CUB,2015,SSP3,regression,241289,22033.45
CUB,2015,SSP4,regression,241289,22033.45
CUB,2015,SSP5,regression,241289,22033.45
CUB,2016,SSP1,regression,220748,23176.01
CUB,2016,SSP2,regression,220748,23176.01
CUB,2016,SSP3,regression,220748,23176.01
CUB,2016,SSP4,regression,220748,23176.01
CUB,2016,SSP5,regression,220748,23176.01
CUB,2017,SSP1,regression,201847,24390.74
CUB,2017,SSP2,regression,201847,24390.74
CUB,2017,SSP3,regression,201847,24390.74
CUB,2017,SSP4,regression,201847,24390.74
CUB,2017,SSP5,regression,201847,24390.74
CUB,2018,SSP1,regression,184529,25678.95
CUB,2018,SSP2,regression,184529,25678.95
CUB,2018,SSP3,regression,184529,25678.95
CUB,2018,SSP4,regression,184529,25678.95
CUB,2018,SSP5,regression,184529,25678.95
CUB,2019,SSP1,regression,168748,27039.44
CUB,2019,SSP2,regression,168748,27039.44
CUB,2019,SSP3,regression,168748,27039.44
CUB,2019,SSP4,regression,168748,27039.44
CUB,2019,SSP5,regression,168748,27039.44
CUB,2020,SSP1,regression,154420,28471.76
CUB,2020,SSP2,regression,154420,28471.76
CUB,2020,SSP3,regression,154420,28471.76
CUB,2020,SSP4,regression,154420,28471.76
CUB,2020,SSP5,regression,154420,28471.76
CUB,2021,SSP1,regression,141414,29978.6
CUB,2021,SSP2,regression,141414,29978.6
CUB,2021,SSP3,regression,141414,29978.6
CUB,2021,SSP4,regression,141414,29978.6
CUB,2021,SSP5,regression,141414,29978.6
CUB,2022,SSP1,regression,129584,31565.42
CUB,2022,SSP2,regression,129584,31565.42
CUB,2022,SSP3,regression,129584,31565.42
CUB,2022,SSP4,regression,129584,31565.42
CUB,2022,SSP5,regression,129584,31565.42
CUB,2023,SSP1,regression,119926,32875.99
CUB,2023,SSP2,regression,120494,32758.74
CUB,2023,SSP3,regression,121505,32597.81
CUB,2023,SSP4,regression,120658,32694.09
CUB,2023,SSP5,regression,119156,33014.97
CUB,2024,SSP1,regression,111031,34240.98
CUB,2024,SSP2,regression,112079,33997.18
CUB,2024,SSP3,regression,113957,33663.97
CUB,2024,SSP4,regression,112380,33863.12
CUB,2024,SSP5,regression,109620,34531.08
CUB,2025,SSP1,regression,102837,35662.63
CUB,2025,SSP2,regression,104285,35282.44
CUB,2025,SSP3,regression,106904,34765
CUB,2025,SSP4,regression,104700,35073.95
CUB,2025,SSP5,regression,100895,36116.82
CUB,2026,SSP1,regression,95202,37128.42
CUB,2026,SSP2,regression,97206,36527.68
CUB,2026,SSP3,regression,100582,35776.6
CUB,2026,SSP4,regression,97631,36254.2
CUB,2026,SSP5,regression,92672,37818.14
CUB,2027,SSP1,regression,88168,38654.46
