region,period,scen,diffmig
392,2055,SSP2,2499.299822
392,2060,SSP2,2959.418052
392,2065,SSP2,3445.219625
392,2070,SSP2,3952.484488
392,2075,SSP2,4476.434213
392,2080,SSP2,5012.09747
392,2085,SSP2,5554.788716
392,2090,SSP2,6100.574439
392,2095,SSP2,6646.162544
392,2100,SSP2,7190.376918
398,2015,SSP2,0
398,2020,SSP2,-312.2717668
398,2025,SSP2,-669.5755359
398,2030,SSP2,-1047.309129
398,2035,SSP2,-1427.380573
398,2040,SSP2,-1802.338618
398,2045,SSP2,-2173.437667
398,2050,SSP2,-2544.395495
398,2055,SSP2,-2914.263862
398,2060,SSP2,-3275.725093
398,2065,SSP2,-3618.450468
398,2070,SSP2,-3933.846418
398,2075,SSP2,-4218.721255
398,2080,SSP2,-4475.177328
398,2085,SSP2,-4708.974777
398,2090,SSP2,-4922.798915
398,2095,SSP2,-5118.881464
398,2100,SSP2,-5295.803675
404,2015,SSP2,0
404,2020,SSP2,18.65719584
404,2025,SSP2,34.1281488
404,2030,SSP2,44.07003249
404,2035,SSP2,46.2643291
404,2040,SSP2,39.45776651
404,2045,SSP2,23.4263159
404,2050,SSP2,-1.646125085
404,2055,SSP2,-35.68314172
404,2060,SSP2,-78.76541483
404,2065,SSP2,-130.7814331
404,2070,SSP2,-191.1927327
404,2075,SSP2,-258.8481735
404,2080,SSP2,-332.3076837
404,2085,SSP2,-409.8944438
404,2090,SSP2,-490.1112011
404,2095,SSP2,-571.5770563
404,2100,SSP2,-653.2345533
417,2015,SSP2,0
417,2020,SSP2,-70.44873167
417,2025,SSP2,-156.8849219
417,2030,SSP2,-253.5641994
417,2035,SSP2,-356.691432
417,2040,SSP2,-464.8042935
417,2045,SSP2,-578.0101377
417,2050,SSP2,-696.6093332
417,2055,SSP2,-819.4879055
417,2060,SSP2,-944.6443442
417,2065,SSP2,-1069.607046
417,2070,SSP2,-1191.995116
417,2075,SSP2,-1310.208525
417,2080,SSP2,-1423.32844
417,2085,SSP2,-1531.477843
417,2090,SSP2,-1634.447604
417,2095,SSP2,-1732.27787
417,2100,SSP2,-1824.242207
116,2015,SSP2,0
116,2020,SSP2,-32.11089123
116,2025,SSP2,-70.89967961
116,2030,SSP2,-114.0887368
116,2035,SSP2,-160.5728518
116,2040,SSP2,-210.004672
116,2045,SSP2,-262.1960825
116,2050,SSP2,-316.4523816
116,2055,SSP2,-371.3928863
116,2060,SSP2,-425.692779
116,2065,SSP2,-478.2238661
116,2070,SSP2,-528.2825764
116,2075,SSP2,-575.266209
116,2080,SSP2,-618.6460184
116,2085,SSP2,-658.255727
116,2090,SSP2,-693.9903187
116,2095,SSP2,-725.8561166
116,2100,SSP2,-753.3359781
410,2015,SSP2,0
410,2020,SSP2,16.2718361
410,2025,SSP2,44.05146933
410,2030,SSP2,82.59461648
410,2035,SSP2,133.0795672
410,2040,SSP2,196.0283899
410,2045,SSP2,272.3267887
410,2050,SSP2,362.8568767
410,2055,SSP2,468.2104858
410,2060,SSP2,588.1326872
410,2065,SSP2,721.6049145
410,2070,SSP2,867.4985731
410,2075,SSP2,1024.676935
410,2080,SSP2,1192.078053
410,2085,SSP2,1368.496394
410,2090,SSP2,1552.469917
410,2095,SSP2,1742.149151
410,2100,SSP2,1935.523312
414,2015,SSP2,0
414,2020,SSP2,137.7748318
414,2025,SSP2,286.8967489
414,2030,SSP2,446.2810407
414,2035,SSP2,614.047942
414,2040,SSP2,788.7254129
414,2045,SSP2,969.6333417
414,2050,SSP2,1156.68099
414,2055,SSP2,1349.380693
414,2060,SSP2,1546.132043
414,2065,SSP2,1743.972314
414,2070,SSP2,1939.016398
414,2075,SSP2,2127.148083
414,2080,SSP2,2305.051451
414,2085,SSP2,2470.672862
414,2090,SSP2,2623.696841
414,2095,SSP2,2764.673584
414,2100,SSP2,2894.233196
418,2015,SSP2,0
418,2020,SSP2,-82.03037887
418,2025,SSP2,-177.6133293
418,2030,SSP2,-282.675592
418,2035,SSP2,-394.871902
418,2040,SSP2,-513.0574526
418,2045,SSP2,-636.4700495
418,2050,SSP2,-763.9111628
418,2055,SSP2,-893.3836712
418,2060,SSP2,-1022.350526
418,2065,SSP2,-1148.432549
418,2070,SSP2,-1270.170116
418,2075,SSP2,-1387.009061
418,2080,SSP2,-1498.39866
418,2085,SSP2,-1604.397667
418,2090,SSP2,-1705.383807
418,2095,SSP2,-1800.771187
418,2100,SSP2,-1890.704852
422,2015,SSP2,0
422,2020,SSP2,120.3713551
422,2025,SSP2,258.6026066
422,2030,SSP2,408.9121453
422,2035,SSP2,567.8865898
422,2040,SSP2,734.4101589
422,2045,SSP2,908.8207403
422,2050,SSP2,1091.766267
422,2055,SSP2,1283.225712
422,2060,SSP2,1481.554997
422,2065,SSP2,1683.179327
422,2070,SSP2,1884.300515
422,2075,SSP2,2082.304959
422,2080,SSP2,2276.130859
422,2085,SSP2,2465.99971
422,2090,SSP2,2652.677746
422,2095,SSP2,2836.305326
422,2100,SSP2,3016.409716
430,2015,SSP2,0
430,2020,SSP2,-11.06839846
430,2025,SSP2,-33.76692191
430,2030,SSP2,-65.80507767
430,2035,SSP2,-107.6016541
430,2040,SSP2,-159.8688312
430,2045,SSP2,-222.7509137
430,2050,SSP2,-295.7395507
430,2055,SSP2,-378.0226927
430,2060,SSP2,-468.4627164
430,2065,SSP2,-566.1840317
430,2070,SSP2,-670.0773004
430,2075,SSP2,-778.9172947
430,2080,SSP2,-891.3463382
430,2085,SSP2,-1005.515158
430,2090,SSP2,-1119.692376
430,2095,SSP2,-1232.237512
430,2100,SSP2,-1341.779066
434,2015,SSP2,0
434,2020,SSP2,-29.79466278
434,2025,SSP2,-66.42200056
434,2030,SSP2,-108.3780626
434,2035,SSP2,-154.1529899
434,2040,SSP2,-202.5529854
434,2045,SSP2,-253.1617947
434,2050,SSP2,-305.9914131
434,2055,SSP2,-361.0274873
434,2060,SSP2,-417.7504545
434,2065,SSP2,-475.1143428
434,2070,SSP2,-531.6884687
434,2075,SSP2,-586.4428433
434,2080,SSP2,-638.9478725
434,2085,SSP2,-689.3446021
434,2090,SSP2,-738.0264177
434,2095,SSP2,-785.2227094
434,2100,SSP2,-830.7592448
662,2015,SSP2,0
662,2020,SSP2,-4.744367499
662,2025,SSP2,-9.812546814
662,2030,SSP2,-15.09611652
662,2035,SSP2,-20.46385196
662,2040,SSP2,-25.8045969
662,2045,SSP2,-31.04656897
662,2050,SSP2,-36.13743806
662,2055,SSP2,-41.0237183
662,2060,SSP2,-45.64827255
662,2065,SSP2,-49.95154443
662,2070,SSP2,-53.84889206
662,2075,SSP2,-57.29019374
662,2080,SSP2,-60.22934665
662,2085,SSP2,-62.67438259
662,2090,SSP2,-64.6636996
662,2095,SSP2,-66.27604305
662,2100,SSP2,-67.57559079
144,2015,SSP2,0
144,2020,SSP2,-301.0352981
144,2025,SSP2,-639.7118442
144,2030,SSP2,-1003.388075
144,2035,SSP2,-1380.516889
144,2040,SSP2,-1766.460621
144,2045,SSP2,-2160.31616
144,2050,SSP2,-2561.47299
144,2055,SSP2,-2968.142418
144,2060,SSP2,-3374.496348
144,2065,SSP2,-3771.766926
144,2070,SSP2,-4153.817291
144,2075,SSP2,-4516.776223
144,2080,SSP2,-4860.311719
144,2085,SSP2,-5186.328921
144,2090,SSP2,-5494.01562
144,2095,SSP2,-5784.437925
144,2100,SSP2,-6059.013263
426,2015,SSP2,0
426,2020,SSP2,-35.98362782
426,2025,SSP2,-75.62987953
426,2030,SSP2,-116.9928022
426,2035,SSP2,-159.0391184
426,2040,SSP2,-201.4367167
426,2045,SSP2,-244.1727934
426,2050,SSP2,-286.9875605
426,2055,SSP2,-329.3378367
426,2060,SSP2,-370.5253107
426,2065,SSP2,-409.9713211
426,2070,SSP2,-447.2469577
426,2075,SSP2,-482.1375678
426,2080,SSP2,-514.7429343
426,2085,SSP2,-545.1993808
426,2090,SSP2,-573.5493055
426,2095,SSP2,-599.7266288
426,2100,SSP2,-623.5146201
440,2015,SSP2,0
440,2020,SSP2,-38.0480566
440,2025,SSP2,-76.26474217
440,2030,SSP2,-113.196925
440,2035,SSP2,-146.9322774
440,2040,SSP2,-176.6677485
440,2045,SSP2,-202.409616
440,2050,SSP2,-224.589881
440,2055,SSP2,-243.7712373
440,2060,SSP2,-260.0656881
440,2065,SSP2,-272.8702048
440,2070,SSP2,-281.5206012
440,2075,SSP2,-285.8707469
440,2080,SSP2,-286.0583525
440,2085,SSP2,-282.7277131
440,2090,SSP2,-276.8077019
440,2095,SSP2,-269.1072367
440,2100,SSP2,-260.1604221
442,2015,SSP2,0
442,2020,SSP2,20.67859419
442,2025,SSP2,44.98137283
442,2030,SSP2,72.50339702
442,2035,SSP2,102.6261924
442,2040,SSP2,134.8439959
442,2045,SSP2,169.0191714
442,2050,SSP2,205.1748999
442,2055,SSP2,243.3089447
442,2060,SSP2,283.2917769
442,2065,SSP2,324.6722674
442,2070,SSP2,366.7949172
442,2075,SSP2,408.9906928
442,2080,SSP2,450.705026
442,2085,SSP2,491.5701471
442,2090,SSP2,531.3289412
442,2095,SSP2,570.0026285
442,2100,SSP2,607.9798693
428,2015,SSP2,0
428,2020,SSP2,-9.986285055
428,2025,SSP2,-15.95849622
428,2030,SSP2,-17.48799101
428,2035,SSP2,-14.03136085
428,2040,SSP2,-5.583421597
428,2045,SSP2,7.61293766
428,2050,SSP2,25.07459634
428,2055,SSP2,46.33712526
428,2060,SSP2,71.04594052
428,2065,SSP2,98.99193616
428,2070,SSP2,129.9809755
428,2075,SSP2,163.7112535
428,2080,SSP2,199.5492758
428,2085,SSP2,236.7874244
428,2090,SSP2,274.5396037
428,2095,SSP2,312.0209531
428,2100,SSP2,348.6904626
446,2015,SSP2,0
446,2020,SSP2,23.75571933
446,2025,SSP2,50.45499446
446,2030,SSP2,82.0774355
446,2035,SSP2,115.3347516
446,2040,SSP2,149.8156235
446,2045,SSP2,186.5245455
446,2050,SSP2,225.2038148
446,2055,SSP2,265.6562765
446,2060,SSP2,307.8521332
446,2065,SSP2,351.1990514
446,2070,SSP2,394.8664338
446,2075,SSP2,437.9190229
446,2080,SSP2,479.6491341
446,2085,SSP2,519.6423528
446,2090,SSP2,557.6354569
446,2095,SSP2,593.2828006
446,2100,SSP2,626.3186467
504,2015,SSP2,0
504,2020,SSP2,-456.7769501
504,2025,SSP2,-982.6674299
504,2030,SSP2,-1559.265238
504,2035,SSP2,-2171.297614
504,2040,SSP2,-2809.239458
504,2045,SSP2,-3468.951557
504,2050,SSP2,-4146.495801
504,2055,SSP2,-4836.532261
504,2060,SSP2,-5528.409626
504,2065,SSP2,-6208.126275
504,2070,SSP2,-6859.626719
504,2075,SSP2,-7472.142777
504,2080,SSP2,-8041.366827
504,2085,SSP2,-8570.027238
504,2090,SSP2,-9065.675309
504,2095,SSP2,-9532.331319
504,2100,SSP2,-9970.800444
498,2015,SSP2,0
498,2020,SSP2,-23.16459956
498,2025,SSP2,-45.17472772
498,2030,SSP2,-65.03029316
498,2035,SSP2,-81.75415807
498,2040,SSP2,-94.71126832
498,2045,SSP2,-103.6578977
498,2050,SSP2,-108.6198993
498,2055,SSP2,-109.6140686
498,2060,SSP2,-106.4784468
498,2065,SSP2,-98.91071081
498,2070,SSP2,-86.65511866
498,2075,SSP2,-69.68117375
498,2080,SSP2,-48.45559935
498,2085,SSP2,-23.67627982
498,2090,SSP2,3.668149299
498,2095,SSP2,32.69365496
498,2100,SSP2,62.80017898
450,2015,SSP2,0
450,2020,SSP2,-11.52830432
450,2025,SSP2,-27.26114224
450,2030,SSP2,-46.292487
450,2035,SSP2,-68.27352932
450,2040,SSP2,-93.19624009
450,2045,SSP2,-121.2296951
450,2050,SSP2,-152.3761083
450,2055,SSP2,-186.3803096
450,2060,SSP2,-222.8857205
450,2065,SSP2,-261.564225
450,2070,SSP2,-302.1830913
450,2075,SSP2,-344.4922668
450,2080,SSP2,-388.2691498
450,2085,SSP2,-433.2632278
450,2090,SSP2,-479.1577617
450,2095,SSP2,-525.5770347
450,2100,SSP2,-572.1089837
462,2015,SSP2,0
462,2020,SSP2,4.105878687
462,2025,SSP2,8.362745776
462,2030,SSP2,12.76815206
462,2035,SSP2,17.3134629
462,2040,SSP2,21.98911709
462,2045,SSP2,26.75449554
462,2050,SSP2,31.57005387
462,2055,SSP2,36.39002525
462,2060,SSP2,41.1724856
462,2065,SSP2,45.86568212
462,2070,SSP2,50.43980124
462,2075,SSP2,54.83728954
462,2080,SSP2,58.99308312
462,2085,SSP2,62.85453233
462,2090,SSP2,66.3864165
462,2095,SSP2,69.58807067
462,2100,SSP2,72.50698233
484,2015,SSP2,0
484,2020,SSP2,-1307.577479
484,2025,SSP2,-2820.171387
484,2030,SSP2,-4485.819046
484,2035,SSP2,-6272.268638
484,2040,SSP2,-8165.335126
484,2045,SSP2,-10158.53182
484,2050,SSP2,-12241.92776
484,2055,SSP2,-14392.20124
484,2060,SSP2,-16580.9919
484,2065,SSP2,-18777.08707
484,2070,SSP2,-20951.54609
484,2075,SSP2,-23078.94023
484,2080,SSP2,-25135.92957
484,2085,SSP2,-27103.25489
484,2090,SSP2,-28970.27033
484,2095,SSP2,-30738.69474
484,2100,SSP2,-32414.98047
807,2015,SSP2,0
807,2020,SSP2,-37.05119191
807,2025,SSP2,-76.02437091
807,2030,SSP2,-115.8090248
807,2035,SSP2,-154.9877937
807,2040,SSP2,-192.614432
807,2045,SSP2,-228.4010681
807,2050,SSP2,-262.2680642
807,2055,SSP2,-294.1803003
807,2060,SSP2,-323.8520684
807,2065,SSP2,-350.6700398
807,2070,SSP2,-373.8052152
807,2075,SSP2,-392.7187123
807,2080,SSP2,-407.4640816
807,2085,SSP2,-418.4222536
807,2090,SSP2,-426.392292
807,2095,SSP2,-432.198698
807,2100,SSP2,-436.4396357
466,2015,SSP2,0
466,2020,SSP2,-191.2102665
466,2025,SSP2,-445.0277344
466,2030,SSP2,-750.1305159
466,2035,SSP2,-1100.142773
466,2040,SSP2,-1493.35574
466,2045,SSP2,-1928.797472
466,2050,SSP2,-2403.049048
466,2055,SSP2,-2910.216815
466,2060,SSP2,-3441.989405
466,2065,SSP2,-3991.318712
466,2070,SSP2,-4552.664197
466,2075,SSP2,-5122.238888
466,2080,SSP2,-5697.606854
466,2085,SSP2,-6278.038339
466,2090,SSP2,-6858.076413
466,2095,SSP2,-7432.545958
466,2100,SSP2,-7991.800109
470,2015,SSP2,0
470,2020,SSP2,-0.375142252
470,2025,SSP2,-0.579807923
470,2030,SSP2,-0.569632548
470,2035,SSP2,-0.270758048
470,2040,SSP2,0.37061877
470,2045,SSP2,1.364057178
470,2050,SSP2,2.692529284
470,2055,SSP2,4.320880694
470,2060,SSP2,6.204395537
470,2065,SSP2,8.322691922
470,2070,SSP2,10.67806556
470,2075,SSP2,13.27551795
470,2080,SSP2,16.10653074
470,2085,SSP2,19.14144837
470,2090,SSP2,22.32187885
470,2095,SSP2,25.58521913
470,2100,SSP2,28.89188132
104,2015,SSP2,0
104,2020,SSP2,-439.9569051
104,2025,SSP2,-931.1293165
104,2030,SSP2,-1453.135083
104,2035,SSP2,-1989.968429
104,2040,SSP2,-2531.018297
104,2045,SSP2,-3070.668123
104,2050,SSP2,-3605.741122
104,2055,SSP2,-4131.40491
104,2060,SSP2,-4641.078691
104,2065,SSP2,-5126.93903
104,2070,SSP2,-5585.144265
104,2075,SSP2,-6008.458516
104,2080,SSP2,-6393.97064
104,2085,SSP2,-6752.395959
104,2090,SSP2,-7090.033962
104,2095,SSP2,-7410.171022
104,2100,SSP2,-7714.160913
499,2015,SSP2,0
499,2020,SSP2,-3.405464467
499,2025,SSP2,-6.681248068
499,2030,SSP2,-9.667778661
499,2035,SSP2,-12.20713008
499,2040,SSP2,-14.2284969
499,2045,SSP2,-15.71881596
499,2050,SSP2,-16.69944806
499,2055,SSP2,-17.1886816
499,2060,SSP2,-17.17765566
499,2065,SSP2,-16.62202719
499,2070,SSP2,-15.48596569
499,2075,SSP2,-13.76340961
499,2080,SSP2,-11.47789515
499,2085,SSP2,-8.699024298
499,2090,SSP2,-5.519947921
499,2095,SSP2,-2.038061053
499,2100,SSP2,1.680765483
496,2015,SSP2,0
496,2020,SSP2,-18.37892812
496,2025,SSP2,-40.97894359
496,2030,SSP2,-66.74302908
496,2035,SSP2,-94.72939231
496,2040,SSP2,-124.3037836
496,2045,SSP2,-155.3730938
496,2050,SSP2,-188.0876077
496,2055,SSP2,-222.3750815
496,2060,SSP2,-257.8529948
496,2065,SSP2,-293.7998493
496,2070,SSP2,-329.4626544
496,2075,SSP2,-364.3869734
496,2080,SSP2,-398.5005382
496,2085,SSP2,-431.9530737
496,2090,SSP2,-464.7906442
496,2095,SSP2,-497.1158987
496,2100,SSP2,-528.5262555
508,2015,SSP2,0
508,2020,SSP2,-97.15300384
508,2025,SSP2,-221.646953
508,2030,SSP2,-366.1859688
508,2035,SSP2,-527.8196202
508,2040,SSP2,-705.4315682
508,2045,SSP2,-898.4795996
508,2050,SSP2,-1105.521346
508,2055,SSP2,-1324.396906
508,2060,SSP2,-1552.236668
508,2065,SSP2,-1785.312408
508,2070,SSP2,-2019.975466
508,2075,SSP2,-2253.73319
508,2080,SSP2,-2484.234969
508,2085,SSP2,-2710.320505
508,2090,SSP2,-2929.920416
508,2095,SSP2,-3141.154395
508,2100,SSP2,-3341.527461
478,2015,SSP2,0
478,2020,SSP2,-2.687778736
478,2025,SSP2,-7.459660842
478,2030,SSP2,-13.77095234
478,2035,SSP2,-21.53836123
478,2040,SSP2,-30.78805812
478,2045,SSP2,-41.55989494
478,2050,SSP2,-53.85049619
478,2055,SSP2,-67.58008105
478,2060,SSP2,-82.5690381
478,2065,SSP2,-98.60567508
478,2070,SSP2,-115.5128162
478,2075,SSP2,-133.1404894
478,2080,SSP2,-151.3177923
478,2085,SSP2,-169.804167
478,2090,SSP2,-188.3662554
478,2095,SSP2,-206.8292081
478,2100,SSP2,-225.0322174
480,2015,SSP2,0
480,2020,SSP2,-20.34610263
480,2025,SSP2,-42.28116354
480,2030,SSP2,-65.29334041
480,2035,SSP2,-88.81345338
480,2040,SSP2,-112.4882619
480,2045,SSP2,-136.1278409
480,2050,SSP2,-159.552183
480,2055,SSP2,-182.596945
480,2060,SSP2,-205.0402247
480,2065,SSP2,-226.5804899
480,2070,SSP2,-246.9635139
480,2075,SSP2,-265.9221887
480,2080,SSP2,-283.3733426
480,2085,SSP2,-299.2360251
480,2090,SSP2,-313.6714562
480,2095,SSP2,-326.9307838
480,2100,SSP2,-339.2591642
454,2015,SSP2,0
454,2020,SSP2,-43.77990622
454,2025,SSP2,-118.2888693
454,2030,SSP2,-224.1078218
454,2035,SSP2,-363.9242403
454,2040,SSP2,-542.4460283
454,2045,SSP2,-764.1886067
454,2050,SSP2,-1030.539928
454,2055,SSP2,-1340.928116
454,2060,SSP2,-1693.565433
454,2065,SSP2,-2084.990082
454,2070,SSP2,-2511.780764
454,2075,SSP2,-2970.494428
454,2080,SSP2,-3456.966344
454,2085,SSP2,-3967.424408
454,2090,SSP2,-4497.102359
454,2095,SSP2,-5040.364634
454,2100,SSP2,-5590.974628
458,2015,SSP2,0
458,2020,SSP2,286.5502058
458,2025,SSP2,615.2709132
458,2030,SSP2,975.3888104
458,2035,SSP2,1357.558241
458,2040,SSP2,1756.740991
458,2045,SSP2,2172.179571
458,2050,SSP2,2604.165892
458,2055,SSP2,3051.267576
458,2060,SSP2,3508.888325
458,2065,SSP2,3968.864221
458,2070,SSP2,4423.480619
458,2075,SSP2,4867.607772
458,2080,SSP2,5298.662803
458,2085,SSP2,5715.636572
458,2090,SSP2,6118.092536
458,2095,SSP2,6506.473686
458,2100,SSP2,6880.971529
516,2015,SSP2,0
516,2020,SSP2,-3.436783451
516,2025,SSP2,-8.235554523
516,2030,SSP2,-14.13382175
516,2035,SSP2,-21.05752316
516,2040,SSP2,-28.89268987
516,2045,SSP2,-37.50348125
516,2050,SSP2,-46.73420498
516,2055,SSP2,-56.41915337
516,2060,SSP2,-66.33205949
516,2065,SSP2,-76.23325038
516,2070,SSP2,-85.90882716
516,2075,SSP2,-95.13036485
516,2080,SSP2,-103.6890833
516,2085,SSP2,-111.4460898
516,2090,SSP2,-118.343246
516,2095,SSP2,-124.2716129
516,2100,SSP2,-129.1519653
540,2015,SSP2,0
540,2020,SSP2,3.276198624
540,2025,SSP2,7.089148239
540,2030,SSP2,11.33377376
540,2035,SSP2,15.93804436
540,2040,SSP2,20.86152819
540,2045,SSP2,26.07298951
540,2050,SSP2,31.56795799
540,2055,SSP2,37.32653277
540,2060,SSP2,43.29249777
540,2065,SSP2,49.39202569
540,2070,SSP2,55.53555003
540,2075,SSP2,61.64601958
540,2080,SSP2,67.66012477
540,2085,SSP2,73.55559086
540,2090,SSP2,79.3064842
540,2095,SSP2,84.926141
540,2100,SSP2,90.43017183
562,2015,SSP2,0
562,2020,SSP2,-29.88562946
562,2025,SSP2,-74.45564041
562,2030,SSP2,-133.5017931
562,2035,SSP2,-209.2349697
562,2040,SSP2,-304.7743178
562,2045,SSP2,-422.9668002
562,2050,SSP2,-565.2481641
562,2055,SSP2,-731.6136749
562,2060,SSP2,-921.1842517
562,2065,SSP2,-1132.157765
562,2070,SSP2,-1362.987494
562,2075,SSP2,-1612.206063
562,2080,SSP2,-1878.156564
562,2085,SSP2,-2158.909534
562,2090,SSP2,-2451.929493
562,2095,SSP2,-2753.737586
562,2100,SSP2,-3060.451605
566,2015,SSP2,0
566,2020,SSP2,-85.64532561
566,2025,SSP2,-211.8961986
566,2030,SSP2,-378.1423053
566,2035,SSP2,-587.6737377
566,2040,SSP2,-845.8279526
566,2045,SSP2,-1158.064261
566,2050,SSP2,-1527.080755
566,2055,SSP2,-1952.362722
566,2060,SSP2,-2430.485905
566,2065,SSP2,-2956.221912
566,2070,SSP2,-3524.743913
566,2075,SSP2,-4132.981736
566,2080,SSP2,-4779.046347
566,2085,SSP2,-5460.17908
566,2090,SSP2,-6172.780839
566,2095,SSP2,-6913.977832
566,2100,SSP2,-7674.75602
558,2015,SSP2,0
558,2020,SSP2,-105.9743928
558,2025,SSP2,-227.2756658
558,2030,SSP2,-360.2247068
558,2035,SSP2,-502.0593879
558,2040,SSP2,-651.1192615
558,2045,SSP2,-806.3067063
558,2050,SSP2,-966.2383468
558,2055,SSP2,-1128.822551
558,2060,SSP2,-1291.788867
558,2065,SSP2,-1452.518525
558,2070,SSP2,-1608.251084
558,2075,SSP2,-1756.53864
558,2080,SSP2,-1895.095275
558,2085,SSP2,-2022.393725
558,2090,SSP2,-2138.206566
558,2095,SSP2,-2243.533079
558,2100,SSP2,-2338.336592
528,2015,SSP2,0
528,2020,SSP2,115.508833
528,2025,SSP2,258.969214
528,2030,SSP2,426.6828757
528,2035,SSP2,615.0108429
528,2040,SSP2,821.954615
528,2045,SSP2,1047.758017
528,2050,SSP2,1293.200715
528,2055,SSP2,1558.689879
528,2060,SSP2,1842.348248
528,2065,SSP2,2140.235555
528,2070,SSP2,2447.67529
528,2075,SSP2,2760.891195
528,2080,SSP2,3076.935173
528,2085,SSP2,3394.463007
528,2090,SSP2,3711.335167
528,2095,SSP2,4025.897241
528,2100,SSP2,4337.380703
578,2015,SSP2,0
578,2020,SSP2,66.05780645
578,2025,SSP2,144.293217
578,2030,SSP2,233.3101882
578,2035,SSP2,331.0790425
578,2040,SSP2,436.5265324
578,2045,SSP2,549.7154559
578,2050,SSP2,671.0266629
578,2055,SSP2,800.6374851
578,2060,SSP2,937.9662799
578,2065,SSP2,1081.332877
578,2070,SSP2,1228.717196
578,2075,SSP2,1378.485921
578,2080,SSP2,1529.309428
578,2085,SSP2,1680.144165
578,2090,SSP2,1830.271104
578,2095,SSP2,1979.373701
578,2100,SSP2,2128.140955
524,2015,SSP2,0
524,2020,SSP2,-275.8771523
524,2025,SSP2,-579.8502604
524,2030,SSP2,-906.9374077
524,2035,SSP2,-1253.731783
524,2040,SSP2,-1616.059976
524,2045,SSP2,-1990.418094
524,2050,SSP2,-2373.549503
524,2055,SSP2,-2760.747971
524,2060,SSP2,-3146.095195
524,2065,SSP2,-3523.317457
524,2070,SSP2,-3886.376993
524,2075,SSP2,-4230.26974
524,2080,SSP2,-4551.265994
524,2085,SSP2,-4847.106892
524,2090,SSP2,-5119.094085
524,2095,SSP2,-5368.316864
524,2100,SSP2,-5596.051131
554,2015,SSP2,0
554,2020,SSP2,46.16220718
554,2025,SSP2,103.1860469
554,2030,SSP2,169.042393
554,2035,SSP2,242.3959957
554,2040,SSP2,322.5319843
554,2045,SSP2,409.4927215
554,2050,SSP2,503.5056693
554,2055,SSP2,604.4223535
554,2060,SSP2,711.4999713
554,2065,SSP2,823.2179808
554,2070,SSP2,937.6590122
554,2075,SSP2,1053.258481
554,2080,SSP2,1168.886381
554,2085,SSP2,1283.592331
554,2090,SSP2,1396.842459
554,2095,SSP2,1508.115673
554,2100,SSP2,1617.527368
512,2015,SSP2,0
512,2020,SSP2,108.4547374
512,2025,SSP2,219.3408257
512,2030,SSP2,332.2619387
512,2035,SSP2,447.1384514
512,2040,SSP2,563.4399937
512,2045,SSP2,680.0394468
512,2050,SSP2,795.3149988
512,2055,SSP2,907.7323737
512,2060,SSP2,1015.748294
512,2065,SSP2,1117.985106
512,2070,SSP2,1213.044934
512,2075,SSP2,1299.32015
512,2080,SSP2,1375.548148
512,2085,SSP2,1440.928414
512,2090,SSP2,1495.548552
512,2095,SSP2,1540.503445
512,2100,SSP2,1576.98757
586,2015,SSP2,0
586,2020,SSP2,-308.0461024
586,2025,SSP2,-708.6279812
586,2030,SSP2,-1182.620737
586,2035,SSP2,-1719.442933
586,2040,SSP2,-2317.236783
586,2045,SSP2,-2980.283955
586,2050,SSP2,-3708.338
586,2055,SSP2,-4491.888694
586,2060,SSP2,-5316.954414
586,2065,SSP2,-6169.593052
586,2070,SSP2,-7043.596513
586,2075,SSP2,-7932.128415
586,2080,SSP2,-8826.325119
586,2085,SSP2,-9723.70151
586,2090,SSP2,-10618.73459
586,2095,SSP2,-11503.03914
586,2100,SSP2,-12368.36914
591,2015,SSP2,0
591,2020,SSP2,0.404985491
591,2025,SSP2,0.644610665
591,2030,SSP2,0.667086086
591,2035,SSP2,0.490027494
591,2040,SSP2,0.140625283
591,2045,SSP2,-0.328276083
591,2050,SSP2,-0.885946469
591,2055,SSP2,-1.500068366
591,2060,SSP2,-2.149838067
591,2065,SSP2,-2.828673514
591,2070,SSP2,-3.520491377
591,2075,SSP2,-4.216401772
591,2080,SSP2,-4.894754735
591,2085,SSP2,-5.540016026
591,2090,SSP2,-6.134599432
591,2095,SSP2,-6.655156051
591,2100,SSP2,-7.070786915
604,2015,SSP2,0
604,2020,SSP2,-268.8409417
604,2025,SSP2,-582.624463
604,2030,SSP2,-930.607639
604,2035,SSP2,-1304.385647
604,2040,SSP2,-1698.986012
604,2045,SSP2,-2112.618573
604,2050,SSP2,-2544.326947
604,2055,SSP2,-2990.402389
604,2060,SSP2,-3445.178102
604,2065,SSP2,-3901.023529
604,2070,SSP2,-4350.761033
604,2075,SSP2,-4788.728423
604,2080,SSP2,-5210.851815
604,2085,SSP2,-5615.47798
604,2090,SSP2,-6002.211701
604,2095,SSP2,-6373.556133
604,2100,SSP2,-6728.628554
608,2015,SSP2,0
608,2020,SSP2,-565.8839624
608,2025,SSP2,-1244.613194
608,2030,SSP2,-2013.266763
608,2035,SSP2,-2854.138127
608,2040,SSP2,-3757.475153
608,2045,SSP2,-4721.110393
608,2050,SSP2,-5741.258859
608,2055,SSP2,-6811.817026
608,2060,SSP2,-7921.909383
608,2065,SSP2,-9059.165487
608,2070,SSP2,-10206.40712
608,2075,SSP2,-11351.3872
608,2080,SSP2,-12485.47973
608,2085,SSP2,-13603.89221
