region,period,scen,diffmig
887,2075,SSP3,-147.3381462
887,2080,SSP3,-154.7956579
887,2085,SSP3,-162.8831336
887,2090,SSP3,-170.8935364
887,2095,SSP3,-178.0893513
887,2100,SSP3,-184.1543576
710,2015,SSP3,0
710,2020,SSP3,249.5652758
710,2025,SSP3,406.4640321
710,2030,SSP3,432.2399721
710,2035,SSP3,445.1998298
710,2040,SSP3,452.0872691
710,2045,SSP3,459.0041124
710,2050,SSP3,467.6946129
710,2055,SSP3,474.5659944
710,2060,SSP3,475.9529587
710,2065,SSP3,471.9382941
710,2070,SSP3,465.8232175
710,2075,SSP3,461.5361427
710,2080,SSP3,461.2050897
710,2085,SSP3,464.5261148
710,2090,SSP3,469.6193903
710,2095,SSP3,474.6443295
710,2100,SSP3,478.9786636
894,2015,SSP3,0
894,2020,SSP3,-4.947962971
894,2025,SSP3,-11.49274991
894,2030,SSP3,-12.70466581
894,2035,SSP3,-13.13825577
894,2040,SSP3,-13.88939352
894,2045,SSP3,-15.47680493
894,2050,SSP3,-17.56539613
894,2055,SSP3,-19.36973219
894,2060,SSP3,-20.70321234
894,2065,SSP3,-21.98134659
894,2070,SSP3,-23.57896441
894,2075,SSP3,-25.46738016
894,2080,SSP3,-27.35452211
894,2085,SSP3,-29.08745284
894,2090,SSP3,-30.70768781
894,2095,SSP3,-32.30553296
894,2100,SSP3,-33.86414908
716,2015,SSP3,0
716,2020,SSP3,-87.66642246
716,2025,SSP3,-147.2600426
716,2030,SSP3,-156.8055845
716,2035,SSP3,-161.5291987
716,2040,SSP3,-164.5608676
716,2045,SSP3,-168.2035662
716,2050,SSP3,-172.3658499
716,2055,SSP3,-175.7852435
716,2060,SSP3,-177.4885866
716,2065,SSP3,-177.3118602
716,2070,SSP3,-176.0776835
716,2075,SSP3,-175.1719188
716,2080,SSP3,-175.6165949
716,2085,SSP3,-177.6137112
716,2090,SSP3,-180.5522285
716,2095,SSP3,-183.4969399
716,2100,SSP3,-185.8602248
533,2015,SSP4,0
533,2020,SSP4,0.450604097
533,2025,SSP4,1.259677185
533,2030,SSP4,2.392429105
533,2035,SSP4,3.717347084
533,2040,SSP4,5.301375053
533,2045,SSP4,7.163086113
533,2050,SSP4,9.30684754
533,2055,SSP4,11.71913862
533,2060,SSP4,14.36890253
533,2065,SSP4,17.21530662
533,2070,SSP4,20.21964546
533,2075,SSP4,23.34497056
533,2080,SSP4,26.56026411
533,2085,SSP4,29.84140187
533,2090,SSP4,33.16922005
533,2095,SSP4,36.52890697
533,2100,SSP4,39.90416178
4,2015,SSP4,0
4,2020,SSP4,-357.6927458
4,2025,SSP4,-923.1523369
4,2030,SSP4,-1714.058209
4,2035,SSP4,-2747.583489
4,2040,SSP4,-4041.872214
4,2045,SSP4,-5628.450501
4,2050,SSP4,-7536.650122
4,2055,SSP4,-9768.72602
4,2060,SSP4,-12308.35143
4,2065,SSP4,-15133.87902
4,2070,SSP4,-18230.47249
4,2075,SSP4,-21589.06657
4,2080,SSP4,-25194.60801
4,2085,SSP4,-29018.53186
4,2090,SSP4,-33021.18505
4,2095,SSP4,-37157.91957
4,2100,SSP4,-41382.45028
24,2015,SSP4,0
24,2020,SSP4,-0.436583443
24,2025,SSP4,-12.70081151
24,2030,SSP4,-35.6016101
24,2035,SSP4,-71.58262385
24,2040,SSP4,-123.1331022
24,2045,SSP4,-191.9259682
24,2050,SSP4,-278.7941243
24,2055,SSP4,-384.094138
24,2060,SSP4,-507.8441554
24,2065,SSP4,-649.8898698
24,2070,SSP4,-809.7349328
24,2075,SSP4,-986.3296842
24,2080,SSP4,-1177.917297
24,2085,SSP4,-1382.312704
24,2090,SSP4,-1597.267787
24,2095,SSP4,-1820.532431
24,2100,SSP4,-2049.767524
8,2015,SSP4,0
8,2020,SSP4,-105.2682223
8,2025,SSP4,-214.5724394
8,2030,SSP4,-322.7142271
8,2035,SSP4,-427.0629146
8,2040,SSP4,-526.3884076
8,2045,SSP4,-619.9313611
8,2050,SSP4,-706.7128988
8,2055,SSP4,-785.5510333
8,2060,SSP4,-855.0574898
8,2065,SSP4,-913.9088314
8,2070,SSP4,-960.9202081
8,2075,SSP4,-994.9798628
8,2080,SSP4,-1015.451365
8,2085,SSP4,-1022.489842
8,2090,SSP4,-1016.580962
8,2095,SSP4,-1000.101591
8,2100,SSP4,-976.1461435
784,2015,SSP4,0
784,2020,SSP4,618.956661
784,2025,SSP4,1283.825707
784,2030,SSP4,1982.723689
784,2035,SSP4,2708.723942
784,2040,SSP4,3459.005639
784,2045,SSP4,4229.943757
784,2050,SSP4,5016.833953
784,2055,SSP4,5813.299396
784,2060,SSP4,6611.043193
784,2065,SSP4,7399.655044
784,2070,SSP4,8168.189765
784,2075,SSP4,8905.116318
784,2080,SSP4,9602.257518
784,2085,SSP4,10256.75153
784,2090,SSP4,10870.12205
784,2095,SSP4,11448.76342
784,2100,SSP4,12001.25238
32,2015,SSP4,0
32,2020,SSP4,40.94950053
32,2025,SSP4,93.7164187
32,2030,SSP4,156.8435792
32,2035,SSP4,229.6929793
32,2040,SSP4,312.1523832
32,2045,SSP4,404.570097
32,2050,SSP4,507.3946969
32,2055,SSP4,620.9582781
32,2060,SSP4,745.2580395
32,2065,SSP4,879.8451459
32,2070,SSP4,1024.02034
32,2075,SSP4,1177.128415
32,2080,SSP4,1338.691962
32,2085,SSP4,1508.44261
32,2090,SSP4,1686.216805
32,2095,SSP4,1871.799977
32,2100,SSP4,2065.107346
51,2015,SSP4,0
51,2020,SSP4,-86.4427154
51,2025,SSP4,-173.6143365
51,2030,SSP4,-256.9049725
51,2035,SSP4,-333.7711003
51,2040,SSP4,-403.2486148
51,2045,SSP4,-465.1647479
51,2050,SSP4,-519.1348751
51,2055,SSP4,-564.3859767
51,2060,SSP4,-599.7062941
51,2065,SSP4,-623.917409
51,2070,SSP4,-636.2327279
51,2075,SSP4,-636.3223114
51,2080,SSP4,-624.4978714
51,2085,SSP4,-602.0883587
51,2090,SSP4,-570.5113826
51,2095,SSP4,-531.8822917
51,2100,SSP4,-488.1432111
36,2015,SSP4,0
36,2020,SSP4,581.69856
36,2025,SSP4,1259.570285
36,2030,SSP4,2015.26162
36,2035,SSP4,2835.109206
36,2040,SSP4,3710.627116
36,2045,SSP4,4640.567139
36,2050,SSP4,5626.001717
36,2055,SSP4,6665.961297
36,2060,SSP4,7755.067109
36,2065,SSP4,8882.170208
36,2070,SSP4,10032.58179
36,2075,SSP4,11191.51316
36,2080,SSP4,12347.00119
36,2085,SSP4,13488.53192
36,2090,SSP4,14607.87553
36,2095,SSP4,15702.80274
36,2100,SSP4,16779.13583
40,2015,SSP4,0
40,2020,SSP4,123.9343271
40,2025,SSP4,271.2047305
40,2030,SSP4,439.1827106
40,2035,SSP4,625.7418971
40,2040,SSP4,829.5077098
40,2045,SSP4,1050.168655
40,2050,SSP4,1287.684631
40,2055,SSP4,1541.666691
40,2060,SSP4,1810.893816
40,2065,SSP4,2092.807592
40,2070,SSP4,2383.886515
40,2075,SSP4,2680.27577
40,2080,SSP4,2978.686257
40,2085,SSP4,3276.622566
40,2090,SSP4,3571.941485
40,2095,SSP4,3863.44736
40,2100,SSP4,4152.828769
31,2015,SSP4,0
31,2020,SSP4,-50.61947353
31,2025,SSP4,-104.5281944
31,2030,SSP4,-158.1011731
31,2035,SSP4,-209.6257526
31,2040,SSP4,-258.2771944
31,2045,SSP4,-303.3529172
31,2050,SSP4,-343.7697494
31,2055,SSP4,-378.2595825
31,2060,SSP4,-405.7376011
31,2065,SSP4,-425.3055557
31,2070,SSP4,-436.2202819
31,2075,SSP4,-438.0176096
31,2080,SSP4,-430.7880271
31,2085,SSP4,-414.9765362
31,2090,SSP4,-391.7429145
31,2095,SSP4,-362.1918628
31,2100,SSP4,-327.1470043
108,2015,SSP4,0
108,2020,SSP4,-143.9905776
108,2025,SSP4,-337.9608088
108,2030,SSP4,-566.2729847
108,2035,SSP4,-816.6039371
108,2040,SSP4,-1085.602952
108,2045,SSP4,-1378.07482
108,2050,SSP4,-1699.389901
108,2055,SSP4,-2047.153745
108,2060,SSP4,-2412.219288
108,2065,SSP4,-2786.121166
108,2070,SSP4,-3165.56429
108,2075,SSP4,-3551.869765
108,2080,SSP4,-3946.101102
108,2085,SSP4,-4345.886188
108,2090,SSP4,-4746.707415
108,2095,SSP4,-5144.18537
108,2100,SSP4,-5536.055638
56,2015,SSP4,0
56,2020,SSP4,119.2239201
56,2025,SSP4,260.6816352
56,2030,SSP4,420.2056358
56,2035,SSP4,594.2851454
56,2040,SSP4,781.4727719
56,2045,SSP4,981.7833944
56,2050,SSP4,1195.515538
56,2055,SSP4,1422.515132
56,2060,SSP4,1661.363723
56,2065,SSP4,1909.485465
56,2070,SSP4,2163.859201
56,2075,SSP4,2421.486864
56,2080,SSP4,2680.090172
56,2085,SSP4,2937.421988
56,2090,SSP4,3191.446457
56,2095,SSP4,3441.68359
56,2100,SSP4,3689.925726
204,2015,SSP4,0
204,2020,SSP4,-10.75153827
204,2025,SSP4,-28.1817742
204,2030,SSP4,-52.09188912
204,2035,SSP4,-82.98844597
204,2040,SSP4,-121.1801258
204,2045,SSP4,-167.1076103
204,2050,SSP4,-221.0373952
204,2055,SSP4,-282.8486422
204,2060,SSP4,-352.1660364
204,2065,SSP4,-428.5796548
204,2070,SSP4,-511.7145074
204,2075,SSP4,-601.1420402
204,2080,SSP4,-696.2596378
204,2085,SSP4,-796.4164229
204,2090,SSP4,-900.9615048
204,2095,SSP4,-1009.277697
204,2100,SSP4,-1120.847291
854,2015,SSP4,0
854,2020,SSP4,-173.8019302
854,2025,SSP4,-417.255803
854,2030,SSP4,-728.648541
854,2035,SSP4,-1111.752427
854,2040,SSP4,-1573.809291
854,2045,SSP4,-2124.558441
854,2050,SSP4,-2769.777725
854,2055,SSP4,-3507.393125
854,2060,SSP4,-4330.181125
854,2065,SSP4,-5231.096854
854,2070,SSP4,-6206.257239
854,2075,SSP4,-7254.667761
854,2080,SSP4,-8374.775326
854,2085,SSP4,-9562.608236
854,2090,SSP4,-10810.96956
854,2095,SSP4,-12110.99627
854,2100,SSP4,-13453.0717
50,2015,SSP4,0
50,2020,SSP4,-1371.340969
50,2025,SSP4,-2892.78719
50,2030,SSP4,-4503.855177
50,2035,SSP4,-6170.793936
50,2040,SSP4,-7870.086028
50,2045,SSP4,-9577.833608
50,2050,SSP4,-11259.54507
50,2055,SSP4,-12881.02243
50,2060,SSP4,-14411.11148
50,2065,SSP4,-15824.85631
50,2070,SSP4,-17103.93193
50,2075,SSP4,-18237.84795
50,2080,SSP4,-19215.71784
50,2085,SSP4,-20035.47775
50,2090,SSP4,-20702.17595
50,2095,SSP4,-21233.42341
50,2100,SSP4,-21654.10873
100,2015,SSP4,0
100,2020,SSP4,-98.39669403
100,2025,SSP4,-199.22863
100,2030,SSP4,-299.6949808
100,2035,SSP4,-396.9579133
100,2040,SSP4,-489.0688702
100,2045,SSP4,-575.7011908
100,2050,SSP4,-656.8779298
100,2055,SSP4,-732.198085
100,2060,SSP4,-800.823507
100,2065,SSP4,-861.391367
100,2070,SSP4,-912.2699446
100,2075,SSP4,-952.5041584
100,2080,SSP4,-981.8354024
100,2085,SSP4,-1001.214556
100,2090,SSP4,-1012.425222
100,2095,SSP4,-1017.723407
100,2100,SSP4,-1018.618312
48,2015,SSP4,0
48,2020,SSP4,52.24290437
48,2025,SSP4,109.2530979
48,2030,SSP4,169.9957717
48,2035,SSP4,233.667627
48,2040,SSP4,299.8070434
48,2045,SSP4,368.0879924
48,2050,SSP4,438.1808706
48,2055,SSP4,509.5608391
48,2060,SSP4,581.4980787
48,2065,SSP4,653.0567428
48,2070,SSP4,723.202809
48,2075,SSP4,790.912944
48,2080,SSP4,855.4309801
48,2085,SSP4,916.3814402
48,2090,SSP4,973.9325731
48,2095,SSP4,1028.603162
48,2100,SSP4,1080.792096
44,2015,SSP4,0
44,2020,SSP4,6.443194665
44,2025,SSP4,13.9191911
44,2030,SSP4,22.17774152
44,2035,SSP4,30.99015116
44,2040,SSP4,40.3451385
44,2045,SSP4,50.24856738
44,2050,SSP4,60.71502367
44,2055,SSP4,71.69667386
44,2060,SSP4,83.09238509
44,2065,SSP4,94.76551137
44,2070,SSP4,106.5668345
44,2075,SSP4,118.3766411
44,2080,SSP4,130.1152529
44,2085,SSP4,141.7531441
44,2090,SSP4,153.251449
44,2095,SSP4,164.6165767
44,2100,SSP4,175.8621274
70,2015,SSP4,0
70,2020,SSP4,-140.9848148
70,2025,SSP4,-284.356734
70,2030,SSP4,-424.8526562
70,2035,SSP4,-557.8096902
70,2040,SSP4,-681.0532103
70,2045,SSP4,-793.8683298
70,2050,SSP4,-895.6024839
70,2055,SSP4,-985.7438009
70,2060,SSP4,-1063.202526
70,2065,SSP4,-1126.206395
70,2070,SSP4,-1173.193352
70,2075,SSP4,-1203.121107
70,2080,SSP4,-1216.122642
70,2085,SSP4,-1212.874678
70,2090,SSP4,-1195.643313
70,2095,SSP4,-1167.641648
70,2100,SSP4,-1132.405143
112,2015,SSP4,0
112,2020,SSP4,15.82049937
112,2025,SSP4,42.86514834
112,2030,SSP4,81.3106405
112,2035,SSP4,131.6185557
112,2040,SSP4,194.2218118
112,2045,SSP4,268.6739567
112,2050,SSP4,354.594871
112,2055,SSP4,451.5458448
112,2060,SSP4,558.9684925
112,2065,SSP4,676.1220875
112,2070,SSP4,802.2265457
112,2075,SSP4,936.1716412
112,2080,SSP4,1076.60092
112,2085,SSP4,1222.187262
112,2090,SSP4,1371.531043
112,2095,SSP4,1523.388341
112,2100,SSP4,1676.864401
84,2015,SSP4,0
84,2020,SSP4,-1.487519558
84,2025,SSP4,-3.478133241
84,2030,SSP4,-6.03472
84,2035,SSP4,-9.299325751
84,2040,SSP4,-13.19177954
84,2045,SSP4,-17.72203757
84,2050,SSP4,-22.92145759
84,2055,SSP4,-28.80969905
84,2060,SSP4,-35.38368656
84,2065,SSP4,-42.60281516
84,2070,SSP4,-50.43801241
84,2075,SSP4,-58.8567435
84,2080,SSP4,-67.82317894
84,2085,SSP4,-77.32470214
84,2090,SSP4,-87.3640255
84,2095,SSP4,-97.94719523
84,2100,SSP4,-109.0648593
68,2015,SSP4,0
68,2020,SSP4,-76.38280101
68,2025,SSP4,-170.1972634
68,2030,SSP4,-279.892957
68,2035,SSP4,-403.8802758
68,2040,SSP4,-540.8967744
68,2045,SSP4,-690.9435388
68,2050,SSP4,-853.932421
68,2055,SSP4,-1028.537023
68,2060,SSP4,-1212.554375
68,2065,SSP4,-1403.780924
68,2070,SSP4,-1600.385006
68,2075,SSP4,-1801.176566
68,2080,SSP4,-2005.685081
68,2085,SSP4,-2213.932446
68,2090,SSP4,-2425.937286
68,2095,SSP4,-2641.345939
68,2100,SSP4,-2859.990666
76,2015,SSP4,0
76,2020,SSP4,2.257844648
76,2025,SSP4,7.930221385
76,2030,SSP4,18.43345077
76,2035,SSP4,34.9970764
76,2040,SSP4,58.69656779
76,2045,SSP4,90.38562674
76,2050,SSP4,130.9402762
76,2055,SSP4,181.0344082
76,2060,SSP4,241.2078114
76,2065,SSP4,311.8806236
76,2070,SSP4,393.7499721
76,2075,SSP4,486.5858257
76,2080,SSP4,590.3007352
76,2085,SSP4,704.5523185
76,2090,SSP4,828.8695117
76,2095,SSP4,962.7015191
76,2100,SSP4,1105.355567
52,2015,SSP4,0
52,2020,SSP4,-4.484752376
52,2025,SSP4,-8.873457432
52,2030,SSP4,-12.93027213
52,2035,SSP4,-16.58080395
52,2040,SSP4,-19.70516825
52,2045,SSP4,-22.3000583
52,2050,SSP4,-24.36038329
52,2055,SSP4,-25.85553831
52,2060,SSP4,-26.739952
52,2065,SSP4,-26.96141
52,2070,SSP4,-26.48143505
52,2075,SSP4,-25.29179349
52,2080,SSP4,-23.40395226
52,2085,SSP4,-20.85353243
52,2090,SSP4,-17.71659012
52,2095,SSP4,-14.09109069
52,2100,SSP4,-10.08364635
96,2015,SSP4,0
96,2020,SSP4,4.380149608
96,2025,SSP4,9.42711995
96,2030,SSP4,15.05703739
96,2035,SSP4,21.08834274
96,2040,SSP4,27.59762666
96,2045,SSP4,34.63709004
96,2050,SSP4,42.26523054
96,2055,SSP4,50.50993593
96,2060,SSP4,59.35594673
96,2065,SSP4,68.73882447
96,2070,SSP4,78.5735471
96,2075,SSP4,88.7800118
96,2080,SSP4,99.27664284
96,2085,SSP4,109.992877
96,2090,SSP4,120.8748481
96,2095,SSP4,131.8987662
96,2100,SSP4,143.0497516
64,2015,SSP4,0
64,2020,SSP4,0.370306269
64,2025,SSP4,0.531532725
64,2030,SSP4,0.681810575
64,2035,SSP4,0.844031086
64,2040,SSP4,1.128945127
64,2045,SSP4,1.571650184
64,2050,SSP4,2.199855207
64,2055,SSP4,3.069712394
64,2060,SSP4,4.253365488
64,2065,SSP4,5.808045222
64,2070,SSP4,7.743035153
64,2075,SSP4,10.04460171
64,2080,SSP4,12.71191629
64,2085,SSP4,15.77351269
64,2090,SSP4,19.22199818
64,2095,SSP4,23.07319482
64,2100,SSP4,27.31988838
72,2015,SSP4,0
72,2020,SSP4,10.05380309
72,2025,SSP4,21.61515488
72,2030,SSP4,34.152399
72,2035,SSP4,47.26299758
72,2040,SSP4,60.89930633
72,2045,SSP4,75.10081827
72,2050,SSP4,89.85314431
72,2055,SSP4,105.0531765
72,2060,SSP4,120.5263222
72,2065,SSP4,136.0665983
72,2070,SSP4,151.5115806
72,2075,SSP4,166.7885373
72,2080,SSP4,181.930865
72,2085,SSP4,197.0287022
72,2090,SSP4,212.1121817
72,2095,SSP4,227.1028948
72,2100,SSP4,241.8846368
140,2015,SSP4,0
140,2020,SSP4,-72.37879883
140,2025,SSP4,-164.0676511
140,2030,SSP4,-270.9779085
140,2035,SSP4,-390.4608876
140,2040,SSP4,-521.1576962
140,2045,SSP4,-662.9866405
140,2050,SSP4,-815.73528
140,2055,SSP4,-978.1311788
140,2060,SSP4,-1147.899196
140,2065,SSP4,-1322.627315
140,2070,SSP4,-1500.5255
140,2075,SSP4,-1680.58547
140,2080,SSP4,-1862.267166
140,2085,SSP4,-2045.038021
140,2090,SSP4,-2227.865478
140,2095,SSP4,-2409.28853
140,2100,SSP4,-2587.782117
124,2015,SSP4,0
124,2020,SSP4,762.3996285
124,2025,SSP4,1646.114393
124,2030,SSP4,2631.852668
124,2035,SSP4,3703.941942
124,2040,SSP4,4853.582767
124,2045,SSP4,6080.455023
124,2050,SSP4,7385.973397
124,2055,SSP4,8766.609648
124,2060,SSP4,10211.55461
124,2065,SSP4,11704.99551
124,2070,SSP4,13229.10197
124,2075,SSP4,14766.55927
124,2080,SSP4,16300.381
124,2085,SSP4,17815.09632
124,2090,SSP4,19298.11246
124,2095,SSP4,20748.69841
124,2100,SSP4,22180.79224
756,2015,SSP4,0
756,2020,SSP4,161.9666378
756,2025,SSP4,352.9438235
756,2030,SSP4,569.2192281
756,2035,SSP4,807.3855404
756,2040,SSP4,1065.07909
756,2045,SSP4,1341.883984
756,2050,SSP4,1637.948178
756,2055,SSP4,1953.037574
756,2060,SSP4,2285.904145
756,2065,SSP4,2633.468288
756,2070,SSP4,2991.252771
756,2075,SSP4,3355.025369
756,2080,SSP4,3720.170027
756,2085,SSP4,4082.758234
756,2090,SSP4,4440.627877
756,2095,SSP4,4791.949435
756,2100,SSP4,5139.06616
152,2015,SSP4,0
152,2020,SSP4,-9.491393167
152,2025,SSP4,-18.24192655
152,2030,SSP4,-25.72091577
152,2035,SSP4,-31.28176971
152,2040,SSP4,-34.31598084
152,2045,SSP4,-34.42526197
152,2050,SSP4,-31.1984429
152,2055,SSP4,-24.31788449
152,2060,SSP4,-13.44080302
152,2065,SSP4,1.614924409
152,2070,SSP4,21.03608275
152,2075,SSP4,44.96606346
152,2080,SSP4,73.56600451
152,2085,SSP4,106.8740457
152,2090,SSP4,144.8381492
152,2095,SSP4,187.197523
152,2100,SSP4,233.5205233
156,2015,SSP4,0
156,2020,SSP4,-964.0575137
156,2025,SSP4,-2003.00448
156,2030,SSP4,-3070.460216
156,2035,SSP4,-4128.929776
156,2040,SSP4,-5161.308065
156,2045,SSP4,-6161.333508
156,2050,SSP4,-7118.639961
156,2055,SSP4,-8018.429012
156,2060,SSP4,-8841.813164
156,2065,SSP4,-9567.734171
156,2070,SSP4,-10179.36749
156,2075,SSP4,-10668.57748
156,2080,SSP4,-11032.46916
156,2085,SSP4,-11275.42222
156,2090,SSP4,-11413.62267
156,2095,SSP4,-11464.02681
156,2100,SSP4,-11440.55661
384,2015,SSP4,0
384,2020,SSP4,190.1307873
384,2025,SSP4,386.8336001
384,2030,SSP4,590.1792801
384,2035,SSP4,791.0048132
384,2040,SSP4,981.4408514
384,2045,SSP4,1158.461021
384,2050,SSP4,1321.106098
384,2055,SSP4,1466.839957
384,2060,SSP4,1591.695675
384,2065,SSP4,1692.432008
384,2070,SSP4,1768.544924
384,2075,SSP4,1822.156195
384,2080,SSP4,1857.13463
384,2085,SSP4,1877.056625
384,2090,SSP4,1883.372889
384,2095,SSP4,1876.276623
384,2100,SSP4,1855.47787
120,2015,SSP4,0
120,2020,SSP4,-29.78009255
120,2025,SSP4,-72.9913355
120,2030,SSP4,-128.3844476
120,2035,SSP4,-195.2581836
120,2040,SSP4,-272.9946124
120,2045,SSP4,-361.5879128
120,2050,SSP4,-461.1455068
120,2055,SSP4,-571.3522988
120,2060,SSP4,-691.317684
120,2065,SSP4,-819.656631
120,2070,SSP4,-954.9346124
120,2075,SSP4,-1096.09359
120,2080,SSP4,-1242.354049
120,2085,SSP4,-1393.019088
120,2090,SSP4,-1547.329667
120,2095,SSP4,-1704.274603
120,2100,SSP4,-1862.618019
180,2015,SSP4,0
180,2020,SSP4,26.43098746
180,2025,SSP4,26.19633236
180,2030,SSP4,-8.537376673
180,2035,SSP4,-90.67819355
180,2040,SSP4,-228.4289829
180,2045,SSP4,-424.2224791
180,2050,SSP4,-679.2441141
180,2055,SSP4,-994.8671529
180,2060,SSP4,-1372.254001
180,2065,SSP4,-1811.282242
180,2070,SSP4,-2309.564188
180,2075,SSP4,-2862.381707
180,2080,SSP4,-3463.459682
180,2085,SSP4,-4106.319883
180,2090,SSP4,-4784.027936
180,2095,SSP4,-5490.572102
180,2100,SSP4,-6220.806197
178,2015,SSP4,0
178,2020,SSP4,11.00878267
178,2025,SSP4,20.80445421
178,2030,SSP4,27.94909167
178,2035,SSP4,30.60631367
178,2040,SSP4,28.10270862
178,2045,SSP4,20.51013248
178,2050,SSP4,7.969098307
178,2055,SSP4,-9.801214016
178,2060,SSP4,-33.37439113
178,2065,SSP4,-63.1417054
178,2070,SSP4,-99.03722631
178,2075,SSP4,-140.5758416
178,2080,SSP4,-187.0343397
178,2085,SSP4,-237.6869968
178,2090,SSP4,-291.9360416
178,2095,SSP4,-349.2847115
178,2100,SSP4,-409.2137238
170,2015,SSP4,0
170,2020,SSP4,-237.4465877
170,2025,SSP4,-499.4962678
170,2030,SSP4,-777.8665317
170,2035,SSP4,-1067.090174
170,2040,SSP4,-1362.744965
170,2045,SSP4,-1660.390388
170,2050,SSP4,-1955.824782
170,2055,SSP4,-2244.657926
170,2060,SSP4,-2522.538648
170,2065,SSP4,-2784.809307
170,2070,SSP4,-3026.725139
170,2075,SSP4,-3243.909204
170,2080,SSP4,-3435.017369
170,2085,SSP4,-3598.514678
170,2090,SSP4,-3736.468152
170,2095,SSP4,-3854.63198
170,2100,SSP4,-3955.225927
174,2015,SSP4,0
174,2020,SSP4,-5.682300164
174,2025,SSP4,-13.29612449
174,2030,SSP4,-22.65734044
174,2035,SSP4,-33.67003881
174,2040,SSP4,-46.10697575
174,2045,SSP4,-59.99518454
174,2050,SSP4,-75.36315299
174,2055,SSP4,-92.12630239
174,2060,SSP4,-110.0364313
174,2065,SSP4,-128.7679298
174,2070,SSP4,-148.0996811
174,2075,SSP4,-167.9283321
174,2080,SSP4,-188.2019544
174,2085,SSP4,-208.830326
174,2090,SSP4,-229.6258661
174,2095,SSP4,-250.4169514
174,2100,SSP4,-270.990072
132,2015,SSP4,0
132,2020,SSP4,-14.87042377
132,2025,SSP4,-31.5543035
132,2030,SSP4,-49.34975579
132,2035,SSP4,-67.92236549
132,2040,SSP4,-86.91589681
132,2045,SSP4,-106.0892025
132,2050,SSP4,-125.1629881
132,2055,SSP4,-143.7991877
132,2060,SSP4,-161.6321698
132,2065,SSP4,-178.3003843
132,2070,SSP4,-193.4457042
132,2075,SSP4,-206.749274
132,2080,SSP4,-218.0135453
132,2085,SSP4,-227.172237
132,2090,SSP4,-234.3107415
132,2095,SSP4,-239.6048241
132,2100,SSP4,-243.2627691
188,2015,SSP4,0
188,2020,SSP4,31.17079451
188,2025,SSP4,66.78130668
188,2030,SSP4,106.146347
188,2035,SSP4,148.7373317
188,2040,SSP4,194.3352885
188,2045,SSP4,242.8545676
188,2050,SSP4,294.3172052
188,2055,SSP4,348.4520826
188,2060,SSP4,404.8787647
188,2065,SSP4,463.0630097
188,2070,SSP4,522.4620223
188,2075,SSP4,582.5834841
188,2080,SSP4,643.164261
188,2085,SSP4,704.4696106
188,2090,SSP4,765.8812661
188,2095,SSP4,827.3577355
188,2100,SSP4,889.0907995
192,2015,SSP4,0
192,2020,SSP4,-172.6330771
192,2025,SSP4,-353.4676935
192,2030,SSP4,-535.3306836
192,2035,SSP4,-714.127321
192,2040,SSP4,-887.4100917
192,2045,SSP4,-1053.582303
192,2050,SSP4,-1211.037252
192,2055,SSP4,-1357.863304
192,2060,SSP4,-1491.813668
192,2065,SSP4,-1610.800874
192,2070,SSP4,-1713.150674
192,2075,SSP4,-1797.369344
192,2080,SSP4,-1862.56078
192,2085,SSP4,-1907.832503
192,2090,SSP4,-1933.541938
192,2095,SSP4,-1941.752596
192,2100,SSP4,-1935.855131
196,2015,SSP4,0
196,2020,SSP4,16.35617623
196,2025,SSP4,35.34278322
196,2030,SSP4,56.50290538
196,2035,SSP4,79.5011423
196,2040,SSP4,104.3314544
196,2045,SSP4,130.9690653
196,2050,SSP4,159.3317604
196,2055,SSP4,189.2665523
196,2060,SSP4,220.5610461
196,2065,SSP4,252.9122359
196,2070,SSP4,285.9958904
196,2075,SSP4,319.5177983
196,2080,SSP4,353.176667
196,2085,SSP4,386.7261526
196,2090,SSP4,420.0216629
196,2095,SSP4,453.0129432
196,2100,SSP4,485.6686663
203,2015,SSP4,0
203,2020,SSP4,28.10642916
203,2025,SSP4,64.00521548
203,2030,SSP4,107.7092327
203,2035,SSP4,159.1272744
203,2040,SSP4,218.1338979
203,2045,SSP4,284.3844087
203,2050,SSP4,357.4935235
203,2055,SSP4,437.1613728
203,2060,SSP4,523.1307414
203,2065,SSP4,614.9409806
203,2070,SSP4,711.834746
203,2075,SSP4,812.8495753
203,2080,SSP4,916.976002
203,2085,SSP4,1023.217581
203,2090,SSP4,1130.796767
203,2095,SSP4,1239.217949
203,2100,SSP4,1348.17457
276,2015,SSP4,0
276,2020,SSP4,889.0241459
276,2025,SSP4,1942.909933
276,2030,SSP4,3145.257236
276,2035,SSP4,4481.765457
276,2040,SSP4,5937.46139
276,2045,SSP4,7507.535741
276,2050,SSP4,9190.960258
276,2055,SSP4,10985.33788
276,2060,SSP4,12882.94347
276,2065,SSP4,14866.84857
276,2070,SSP4,16914.05056
276,2075,SSP4,18999.85907
276,2080,SSP4,21097.73223
276,2085,SSP4,23185.71985
276,2090,SSP4,25251.36316
276,2095,SSP4,27290.62087
276,2100,SSP4,29319.14045
262,2015,SSP4,0
262,2020,SSP4,21.25408443
262,2025,SSP4,46.12315024
262,2030,SSP4,74.67917564
262,2035,SSP4,105.6913263
262,2040,SSP4,138.1553913
262,2045,SSP4,171.652688
262,2050,SSP4,206.1641285
262,2055,SSP4,241.6355122
