countrycode,country,scenario,year,governance,gov.eff,corr.cont
COL,NA,SSP4,2026,0.492785658,0.535595909,0.418182279
COL,NA,SSP5,2026,0.511503534,0.570438732,0.440445983
COM,NA,SSP1,2026,0.421447431,0.30177995,0.330812106
COM,NA,SSP2,2026,0.387145209,0.248622322,0.289632923
COM,NA,SSP3,2026,0.331160255,0.17452117,0.223596297
COM,NA,SSP4,2026,0.348939109,0.198881148,0.248477713
COM,NA,SSP5,2026,0.415755705,0.29317543,0.321748636
CPV,NA,SSP1,2026,0.700910085,0.605608589,0.67132134
CPV,NA,SSP2,2026,0.687885045,0.581237466,0.65711078
CPV,NA,SSP3,2026,0.681168598,0.570865251,0.65023613
CPV,NA,SSP4,2026,0.683488764,0.575505802,0.652981847
CPV,NA,SSP5,2026,0.700107343,0.605326446,0.669938296
CRI,NA,SSP1,2026,0.709267351,0.654687853,0.621835611
CRI,NA,SSP2,2026,0.69641576,0.618746355,0.606750438
CRI,NA,SSP3,2026,0.686917186,0.589694904,0.596354343
CRI,NA,SSP4,2026,0.688283472,0.600172603,0.598087785
CRI,NA,SSP5,2026,0.710524449,0.652136453,0.622958669
CUB,NA,SSP1,2026,0.491023005,0.542800511,0.551778721
CUB,NA,SSP2,2026,0.465516016,0.512282045,0.541458901
CUB,NA,SSP3,2026,0.439869035,0.484074092,0.530191413
CUB,NA,SSP4,2026,0.463004813,0.506170587,0.539065249
CUB,NA,SSP5,2026,0.479232572,0.533462209,0.549305987
CYP,NA,SSP1,2026,0.820253863,0.884005848,0.75002954
CYP,NA,SSP2,2026,0.818309084,0.873632459,0.747068354
CYP,NA,SSP3,2026,0.812112761,0.848766283,0.739894607
CYP,NA,SSP4,2026,0.819928474,0.871522376,0.749218963
CYP,NA,SSP5,2026,0.82207609,0.888230877,0.752115295
CZE,NA,SSP1,2026,0.751593542,0.737427934,0.561622914
CZE,NA,SSP2,2026,0.747779796,0.722615394,0.552914941
CZE,NA,SSP3,2026,0.742456585,0.714013875,0.543113397
CZE,NA,SSP4,2026,0.742646448,0.711671875,0.546377412
CZE,NA,SSP5,2026,0.752530945,0.738736121,0.560552559
DEU,NA,SSP1,2026,0.894498067,0.896546823,0.897139406
DEU,NA,SSP2,2026,0.893398472,0.890201905,0.895407914
DEU,NA,SSP3,2026,0.889220349,0.883192096,0.89039949
DEU,NA,SSP4,2026,0.88869321,0.879886843,0.889214554
DEU,NA,SSP5,2026,0.894405605,0.894673675,0.896598649
DJI,NA,SSP1,2026,0.418236513,0.358414279,0.364729616
DJI,NA,SSP2,2026,0.393862315,0.326244507,0.336728836
DJI,NA,SSP3,2026,0.372214296,0.301796778,0.311177719
DJI,NA,SSP4,2026,0.389443757,0.319649947,0.332791156
DJI,NA,SSP5,2026,0.410009742,0.350767544,0.354533935
DNK,NA,SSP1,2026,0.953039635,0.977671871,1
DNK,NA,SSP2,2026,0.947347058,0.961044416,0.999158837
DNK,NA,SSP3,2026,0.942394355,0.950936473,0.992771201
DNK,NA,SSP4,2026,0.941378042,0.947376823,0.991285404
DNK,NA,SSP5,2026,0.952922655,0.975243115,1
DOM,NA,SSP1,2026,0.545779798,0.52349194,0.394784991
DOM,NA,SSP2,2026,0.519339885,0.480435462,0.344646723
DOM,NA,SSP3,2026,0.495054807,0.439443272,0.295531927
DOM,NA,SSP4,2026,0.518346602,0.474803445,0.344438723
DOM,NA,SSP5,2026,0.536449885,0.512465819,0.372633449
DZA,NA,SSP1,2026,0.449218301,0.499195721,0.397592411
DZA,NA,SSP2,2026,0.421654536,0.464943051,0.366159586
DZA,NA,SSP3,2026,0.378832553,0.413793989,0.31623942
DZA,NA,SSP4,2026,0.396220084,0.431317995,0.337439615
DZA,NA,SSP5,2026,0.440176931,0.493933228,0.387302501
ECU,NA,SSP1,2026,0.488013547,0.497174431,0.389398364
ECU,NA,SSP2,2026,0.459068439,0.456857124,0.344666458
ECU,NA,SSP3,2026,0.421616047,0.398505439,0.288745687
ECU,NA,SSP4,2026,0.44403022,0.425753715,0.328153073
ECU,NA,SSP5,2026,0.477601815,0.486693353,0.370611109
EGY,NA,SSP1,2026,0.498044507,0.526856767,0.399522939
EGY,NA,SSP2,2026,0.478294821,0.500318006,0.373623414
EGY,NA,SSP3,2026,0.447710158,0.46272022,0.334311775
EGY,NA,SSP4,2026,0.466244341,0.484122381,0.36033436
EGY,NA,SSP5,2026,0.492584091,0.524034384,0.39105034
ERI,NA,SSP1,2026,0.314869891,0.314020065,0.330643687
ERI,NA,SSP2,2026,0.281302759,0.278452158,0.298066206
ERI,NA,SSP3,2026,0.25070614,0.251298437,0.267937068
ERI,NA,SSP4,2026,0.276108145,0.271202846,0.293579902
ERI,NA,SSP5,2026,0.301536036,0.305005696,0.318109704
ESH,NA,SSP1,2026,0.5345015,0.552066722,0.4300626
ESH,NA,SSP2,2026,0.5175008,0.531874404,0.4127003
ESH,NA,SSP3,2026,0.4842698,0.494041913,0.377091
ESH,NA,SSP4,2026,0.4929968,0.498920741,0.3857741
ESH,NA,SSP5,2026,0.5333648,0.553965162,0.4292322
ESP,NA,SSP1,2026,0.796817287,0.846224213,0.741655385
ESP,NA,SSP2,2026,0.794950532,0.83853563,0.739011993
ESP,NA,SSP3,2026,0.779685142,0.807983833,0.723957887
ESP,NA,SSP4,2026,0.78882582,0.818667109,0.73071377
ESP,NA,SSP5,2026,0.797824663,0.847474844,0.742653133
EST,NA,SSP1,2026,0.794748133,0.778428575,0.697599821
EST,NA,SSP2,2026,0.79360527,0.764507715,0.695586672
EST,NA,SSP3,2026,0.795507668,0.754454153,0.6971682
EST,NA,SSP4,2026,0.793456296,0.753505783,0.694385854
EST,NA,SSP5,2026,0.794535129,0.773446554,0.696807798
ETH,NA,SSP1,2026,0.41103676,0.450100564,0.357416563
ETH,NA,SSP2,2026,0.390825304,0.431593859,0.340776775
ETH,NA,SSP3,2026,0.359749562,0.405178188,0.310804103
ETH,NA,SSP4,2026,0.377223874,0.412644026,0.326633636
ETH,NA,SSP5,2026,0.40642718,0.452538485,0.354398488
FIN,NA,SSP1,2026,0.97197504,1,1
FIN,NA,SSP2,2026,0.971487233,0.995046483,1
FIN,NA,SSP3,2026,0.967539098,0.988543359,1
FIN,NA,SSP4,2026,0.97074403,0.989385175,1
FIN,NA,SSP5,2026,0.971416437,1,1
FJI,NA,SSP1,2026,0.514863894,0.478743345,0.476525187
FJI,NA,SSP2,2026,0.49419718,0.447469281,0.457389158
FJI,NA,SSP3,2026,0.476103343,0.422183966,0.44029855
FJI,NA,SSP4,2026,0.49065712,0.440387632,0.45372374
FJI,NA,SSP5,2026,0.506667893,0.468462725,0.46954537
FRA,NA,SSP1,2026,0.837928438,0.887695706,0.791731421
FRA,NA,SSP2,2026,0.836582084,0.883644429,0.789986134
FRA,NA,SSP3,2026,0.821262202,0.85606392,0.776643691
FRA,NA,SSP4,2026,0.835216271,0.871012739,0.787204039
FRA,NA,SSP5,2026,0.838327053,0.888220949,0.79210123
GAB,NA,SSP1,2026,0.491454067,0.448930403,0.342920587
GAB,NA,SSP2,2026,0.460886464,0.405735773,0.293763831
GAB,NA,SSP3,2026,0.4327843,0.369266226,0.247395927
GAB,NA,SSP4,2026,0.447272167,0.385656803,0.280049994
GAB,NA,SSP5,2026,0.483957756,0.440706717,0.325774653
GBR,NA,SSP1,2026,0.892697211,0.921400562,0.893514839
GBR,NA,SSP2,2026,0.888072313,0.908218192,0.887472581
GBR,NA,SSP3,2026,0.876191474,0.886150974,0.87651268
GBR,NA,SSP4,2026,0.885453094,0.894793294,0.883295309
GBR,NA,SSP5,2026,0.893101653,0.921381504,0.893870254
GEO,NA,SSP1,2026,0.603981853,0.684849148,0.517030364
GEO,NA,SSP2,2026,0.586195534,0.656006596,0.489387629
GEO,NA,SSP3,2026,0.567638694,0.625715215,0.459630956
GEO,NA,SSP4,2026,0.587554752,0.654178991,0.491256328
GEO,NA,SSP5,2026,0.596533325,0.676674669,0.504319374
GHA,NA,SSP1,2026,0.604001601,0.580459904,0.468093405
GHA,NA,SSP2,2026,0.588719318,0.553031824,0.451856748
GHA,NA,SSP3,2026,0.561697156,0.520567735,0.421831022
GHA,NA,SSP4,2026,0.567764104,0.527109858,0.428654605
GHA,NA,SSP5,2026,0.605845996,0.583158005,0.469584122
GIN,NA,SSP1,2026,0.35334881,0.355461815,0.268780364
GIN,NA,SSP2,2026,0.316916566,0.314628113,0.225256947
GIN,NA,SSP3,2026,0.282512775,0.277386939,0.186571655
GIN,NA,SSP4,2026,0.303717126,0.292731589,0.214347756
GIN,NA,SSP5,2026,0.346926343,0.354075319,0.259371638
GMB,NA,SSP1,2026,0.50830984,0.480857789,0.37957976
GMB,NA,SSP2,2026,0.479384984,0.445038341,0.345964133
GMB,NA,SSP3,2026,0.452233178,0.410756104,0.314230813
GMB,NA,SSP4,2026,0.462705386,0.422202639,0.328351176
GMB,NA,SSP5,2026,0.508329087,0.483033878,0.378069362
GNB,NA,SSP1,2026,0.390500904,0.351770604,0.258786268
GNB,NA,SSP2,2026,0.357358103,0.314719726,0.214201418
GNB,NA,SSP3,2026,0.323784897,0.280317869,0.168728425
GNB,NA,SSP4,2026,0.341864161,0.295797854,0.19859759
GNB,NA,SSP5,2026,0.385836964,0.349830139,0.248226364
GNQ,NA,SSP1,2026,0.382117344,0.354314513,0.254637349
GNQ,NA,SSP2,2026,0.342540841,0.303516765,0.190823914
GNQ,NA,SSP3,2026,0.29730648,0.251494851,0.119017826
GNQ,NA,SSP4,2026,0.326251927,0.284857612,0.172930194
GNQ,NA,SSP5,2026,0.368745781,0.340439633,0.228842108
GRC,NA,SSP1,2026,0.715271033,0.72352503,0.554976791
GRC,NA,SSP2,2026,0.713973131,0.71300963,0.545993897
GRC,NA,SSP3,2026,0.694606854,0.673217771,0.519864915
GRC,NA,SSP4,2026,0.709222772,0.694562415,0.539291374
GRC,NA,SSP5,2026,0.714994719,0.721396516,0.550527703
GRD,NA,SSP1,2026,0.640331619,0.580807046,0.547087322
GRD,NA,SSP2,2026,0.629246912,0.551567416,0.536652881
GRD,NA,SSP3,2026,0.61959551,0.529240791,0.528556997
GRD,NA,SSP4,2026,0.62486233,0.543307199,0.532258095
GRD,NA,SSP5,2026,0.638624557,0.575459092,0.546570488
GTM,NA,SSP1,2026,0.490875935,0.483264365,0.379896183
GTM,NA,SSP2,2026,0.452525026,0.43198055,0.328272084
GTM,NA,SSP3,2026,0.423329068,0.397906439,0.286538315
GTM,NA,SSP4,2026,0.44113238,0.414381163,0.316987897
GTM,NA,SSP5,2026,0.482892711,0.476510879,0.365716236
GUY,NA,SSP1,2026,0.53250652,0.552125666,0.404154754
GUY,NA,SSP2,2026,0.512297504,0.519492196,0.369197241
GUY,NA,SSP3,2026,0.490545379,0.496473149,0.332257538
GUY,NA,SSP4,2026,0.507826453,0.51141541,0.364951576
GUY,NA,SSP5,2026,0.526352431,0.548640719,0.390004724
HKG,NA,SSP1,2026,0.861454589,0.916956844,0.873023139
HKG,NA,SSP2,2026,0.858159704,0.907833988,0.868686511
HKG,NA,SSP3,2026,0.849239025,0.886329077,0.858479439
HKG,NA,SSP4,2026,0.858397947,0.9050318,0.869101698
HKG,NA,SSP5,2026,0.864390372,0.92024678,0.876222827
HND,NA,SSP1,2026,0.48987445,0.476939471,0.350896898
HND,NA,SSP2,2026,0.452446631,0.425921439,0.29181055
HND,NA,SSP3,2026,0.431810315,0.400156206,0.25155784
HND,NA,SSP4,2026,0.448323086,0.415548507,0.289205674
HND,NA,SSP5,2026,0.481110654,0.469451949,0.33080687
HRV,NA,SSP1,2026,0.672049583,0.698610371,0.525635944
HRV,NA,SSP2,2026,0.666140036,0.684083579,0.512935321
HRV,NA,SSP3,2026,0.662008766,0.675384784,0.502444725
HRV,NA,SSP4,2026,0.666733702,0.682081501,0.513881267
HRV,NA,SSP5,2026,0.671472711,0.699039438,0.521727566
HTI,NA,SSP1,2026,0.368660811,0.30939566,0.254506079
HTI,NA,SSP2,2026,0.332556782,0.264072289,0.200026481
HTI,NA,SSP3,2026,0.297565155,0.221397391,0.146114034
HTI,NA,SSP4,2026,0.319486138,0.244627845,0.186884354
HTI,NA,SSP5,2026,0.3583654,0.299109573,0.234468417
HUN,NA,SSP1,2026,0.758292552,0.736408954,0.599684488
HUN,NA,SSP2,2026,0.756046383,0.722610772,0.596090986
HUN,NA,SSP3,2026,0.753046769,0.714694433,0.592303685
HUN,NA,SSP4,2026,0.752942561,0.714089697,0.59211762
HUN,NA,SSP5,2026,0.758014557,0.733879659,0.598836336
IDN,NA,SSP1,2026,0.518366688,0.563412828,0.381854602
IDN,NA,SSP2,2026,0.497684494,0.54200626,0.34598741
IDN,NA,SSP3,2026,0.478318657,0.522142612,0.310382097
IDN,NA,SSP4,2026,0.493303914,0.534031001,0.341366161
IDN,NA,SSP5,2026,0.511365978,0.560353206,0.366656916
IND,NA,SSP1,2026,0.59742465,0.642607132,0.452037979
IND,NA,SSP2,2026,0.582401181,0.613866282,0.431967197
IND,NA,SSP3,2026,0.547308885,0.571587721,0.389032412
IND,NA,SSP4,2026,0.555699338,0.581669276,0.401892126
IND,NA,SSP5,2026,0.597804728,0.644574367,0.450543829
IRL,NA,SSP1,2026,0.886669981,0.885986193,0.826510562
IRL,NA,SSP2,2026,0.885115977,0.881216862,0.824464325
IRL,NA,SSP3,2026,0.877903962,0.862313236,0.817924888
IRL,NA,SSP4,2026,0.882759801,0.862578943,0.819891798
IRL,NA,SSP5,2026,0.88708498,0.886106032,0.826772908
IRN,NA,SSP1,2026,0.42556984,0.51395471,0.402305809
IRN,NA,SSP2,2026,0.394982123,0.482001632,0.369197862
IRN,NA,SSP3,2026,0.365768829,0.447410681,0.335983579
IRN,NA,SSP4,2026,0.385944598,0.466255222,0.359231295
IRN,NA,SSP5,2026,0.413133484,0.506621307,0.389226619
IRQ,NA,SSP1,2026,0.364385066,0.410825885,0.310378369
IRQ,NA,SSP2,2026,0.321910351,0.357903529,0.253164013
IRQ,NA,SSP3,2026,0.2441412,0.260797825,0.153857796
IRQ,NA,SSP4,2026,0.275375216,0.289618657,0.201029248
IRQ,NA,SSP5,2026,0.347692718,0.396290635,0.28629927
ISL,NA,SSP1,2026,0.938693824,0.951794204,0.967463497
ISL,NA,SSP2,2026,0.93886923,0.945869095,0.967477941
ISL,NA,SSP3,2026,0.944900769,0.948860951,0.974307668
ISL,NA,SSP4,2026,0.939254999,0.935551337,0.966790045
ISL,NA,SSP5,2026,0.938638255,0.949264901,0.96706291
ISR,NA,SSP1,2026,0.70036637,0.789087986,0.640900528
ISR,NA,SSP2,2026,0.689719759,0.771335683,0.633520732
ISR,NA,SSP3,2026,0.709364306,0.802452866,0.656800521
ISR,NA,SSP4,2026,0.691235596,0.767492181,0.634993271
ISR,NA,SSP5,2026,0.698145993,0.789327486,0.641522502
ITA,NA,SSP1,2026,0.720958249,0.694177734,0.561902843
ITA,NA,SSP2,2026,0.717218171,0.677851019,0.551079169
ITA,NA,SSP3,2026,0.699852361,0.644050991,0.52908454
ITA,NA,SSP4,2026,0.715476823,0.669909177,0.548422472
ITA,NA,SSP5,2026,0.720484889,0.691073255,0.55795336
JAM,NA,SSP1,2026,0.61267694,0.635667711,0.47742595
JAM,NA,SSP2,2026,0.589912241,0.598115181,0.43846778
JAM,NA,SSP3,2026,0.574296913,0.572959861,0.407728486
JAM,NA,SSP4,2026,0.589891741,0.595224965,0.438908851
JAM,NA,SSP5,2026,0.605931279,0.627019987,0.462257352
JOR,NA,SSP1,2026,0.627447722,0.67045588,0.563789567
JOR,NA,SSP2,2026,0.617747323,0.652794453,0.558186847
JOR,NA,SSP3,2026,0.586096348,0.604135726,0.526281889
JOR,NA,SSP4,2026,0.597894811,0.622030481,0.535499562
JOR,NA,SSP5,2026,0.62634391,0.673152314,0.565612309
JPN,NA,SSP1,2026,0.822139133,0.852479649,0.780412296
JPN,NA,SSP2,2026,0.82263853,0.852406855,0.781002998
JPN,NA,SSP3,2026,0.818177198,0.841091112,0.776598078
JPN,NA,SSP4,2026,0.819865097,0.83702263,0.776231636
JPN,NA,SSP5,2026,0.823134702,0.853285534,0.781278235
KAZ,NA,SSP1,2026,0.508015655,0.549666582,0.36443604
KAZ,NA,SSP2,2026,0.481455095,0.513783517,0.312177123
KAZ,NA,SSP3,2026,0.460039883,0.486208656,0.26411204
KAZ,NA,SSP4,2026,0.482873685,0.512622243,0.314090977
KAZ,NA,SSP5,2026,0.495838879,0.537855697,0.338231466
KEN,NA,SSP1,2026,0.475615356,0.494277531,0.320089538
KEN,NA,SSP2,2026,0.457810087,0.472528292,0.286493738
KEN,NA,SSP3,2026,0.422576378,0.436862121,0.23361029
KEN,NA,SSP4,2026,0.437718155,0.44582442,0.265672149
KEN,NA,SSP5,2026,0.471539945,0.495101729,0.306999616
KGZ,NA,SSP1,2026,0.506017618,0.555154249,0.356322762
KGZ,NA,SSP2,2026,0.476484878,0.514945916,0.302237427
KGZ,NA,SSP3,2026,0.455146822,0.494089866,0.256592934
KGZ,NA,SSP4,2026,0.475836893,0.513544961,0.302086544
KGZ,NA,SSP5,2026,0.495869866,0.54820832,0.333265315
KHM,NA,SSP1,2026,0.461169535,0.453807877,0.30642604
KHM,NA,SSP2,2026,0.443338146,0.432597807,0.272777613
KHM,NA,SSP3,2026,0.421809284,0.412417085,0.23367612
KHM,NA,SSP4,2026,0.437312085,0.424598025,0.266761862
KHM,NA,SSP5,2026,0.454841554,0.450093222,0.290888838
KOR,NA,SSP1,2026,0.736993597,0.799875983,0.599227345
KOR,NA,SSP2,2026,0.736729603,0.799445486,0.599050442
KOR,NA,SSP3,2026,0.741460612,0.801708846,0.603862839
KOR,NA,SSP4,2026,0.736802882,0.788511698,0.597766679
KOR,NA,SSP5,2026,0.737728247,0.800472953,0.59974021
KWT,NA,SSP1,2026,0.623683105,0.603565105,0.578786465
KWT,NA,SSP2,2026,0.59954493,0.562606343,0.55291275
KWT,NA,SSP3,2026,0.574246729,0.525138053,0.525073086
KWT,NA,SSP4,2026,0.590770703,0.552292405,0.543271772
KWT,NA,SSP5,2026,0.614640289,0.592541166,0.569664313
LAO,NA,SSP1,2026,0.446232436,0.473450465,0.332487883
LAO,NA,SSP2,2026,0.421373555,0.444210613,0.296517404
LAO,NA,SSP3,2026,0.379248529,0.405197876,0.239343185
LAO,NA,SSP4,2026,0.39679714,0.416965868,0.269013746
LAO,NA,SSP5,2026,0.439251277,0.470891841,0.319359454
LBN,NA,SSP1,2026,0.508659187,0.57769813,0.391001494
LBN,NA,SSP2,2026,0.484319662,0.547762452,0.348612259
LBN,NA,SSP3,2026,0.465166156,0.517690114,0.310017773
LBN,NA,SSP4,2026,0.486353696,0.543679832,0.351324283
LBN,NA,SSP5,2026,0.498227714,0.569760871,0.370770275
LBR,NA,SSP1,2026,0.407943188,0.347398286,0.327918432
LBR,NA,SSP2,2026,0.381140313,0.315295325,0.298982246
LBR,NA,SSP3,2026,0.361225859,0.293523027,0.277238855
LBR,NA,SSP4,2026,0.377150682,0.308299711,0.296711765
LBR,NA,SSP5,2026,0.403028948,0.344143132,0.321663553
LBY,NA,SSP1,2026,0.302872912,0.303493569,0.236356392
LBY,NA,SSP2,2026,0.257620967,0.245969799,0.165244992
LBY,NA,SSP3,2026,0.217188117,0.200353949,0.097236835
LBY,NA,SSP4,2026,0.254849483,0.241673802,0.1627298
LBY,NA,SSP5,2026,0.281572141,0.282317298,0.201311064
LCA,NA,SSP1,2026,0.7248992,0.66814588,0.648585631
LCA,NA,SSP2,2026,0.713751664,0.634244498,0.635148945
LCA,NA,SSP3,2026,0.713349544,0.617191695,0.63498133
LCA,NA,SSP4,2026,0.716213495,0.630293266,0.638613633
LCA,NA,SSP5,2026,0.725995084,0.66526281,0.649598111
LKA,NA,SSP1,2026,0.512201156,0.532220107,0.412944072
LKA,NA,SSP2,2026,0.491622567,0.503837129,0.383801355
LKA,NA,SSP3,2026,0.474155735,0.484019129,0.357802519
LKA,NA,SSP4,2026,0.487717187,0.496245658,0.379820429
LKA,NA,SSP5,2026,0.506602485,0.529858077,0.403136471
LSO,NA,SSP1,2026,0.53644013,0.487405247,0.472481996
LSO,NA,SSP2,2026,0.506204498,0.449082377,0.440552556
LSO,NA,SSP3,2026,0.517882631,0.456395315,0.457459666
LSO,NA,SSP4,2026,0.524699121,0.462110187,0.464200521
LSO,NA,SSP5,2026,0.532443338,0.484610351,0.468337497
LTU,NA,SSP1,2026,0.751434182,0.763482155,0.59271115
LTU,NA,SSP2,2026,0.749744824,0.745957796,0.580550372
LTU,NA,SSP3,2026,0.750759507,0.728442437,0.570980525
LTU,NA,SSP4,2026,0.75309937,0.746262888,0.584678806
LTU,NA,SSP5,2026,0.751677414,0.759891911,0.587149467
LUX,NA,SSP1,2026,0.967775281,0.969580765,0.955816713
LUX,NA,SSP2,2026,0.964768782,0.955584358,0.951330514
LUX,NA,SSP3,2026,0.951391455,0.932850841,0.936011516
LUX,NA,SSP4,2026,0.953246453,0.930846478,0.936652918
LUX,NA,SSP5,2026,0.968216223,0.967986384,0.956119826
LVA,NA,SSP1,2026,0.724188704,0.739193152,0.561169862
LVA,NA,SSP2,2026,0.718445126,0.717730972,0.543591984
LVA,NA,SSP3,2026,0.71852077,0.704475449,0.532689378
LVA,NA,SSP4,2026,0.721740436,0.717953397,0.547669259
LVA,NA,SSP5,2026,0.723977518,0.736770408,0.554836461
MAR,NA,SSP1,2026,0.534501482,0.552066722,0.430062605
MAR,NA,SSP2,2026,0.51750078,0.531874404,0.412700285
MAR,NA,SSP3,2026,0.484269807,0.494041913,0.377091022
MAR,NA,SSP4,2026,0.492996815,0.498920741,0.385774123
MAR,NA,SSP5,2026,0.53336476,0.553965162,0.429232234
MDA,NA,SSP1,2026,0.580703839,0.563404383,0.424538973
MDA,NA,SSP2,2026,0.563796873,0.534509364,0.389888495
MDA,NA,SSP3,2026,0.552001938,0.517255816,0.360532348
MDA,NA,SSP4,2026,0.563186665,0.5311066,0.389564801
MDA,NA,SSP5,2026,0.574882524,0.556704433,0.409045826
MDG,NA,SSP1,2026,0.506840513,0.437511518,0.406825733
MDG,NA,SSP2,2026,0.481389198,0.405287096,0.37811825
MDG,NA,SSP3,2026,0.464831522,0.3842619,0.357988318
MDG,NA,SSP4,2026,0.472483943,0.392208071,0.368592967
MDG,NA,SSP5,2026,0.505071706,0.436638409,0.403385747
MDV,NA,SSP1,2026,0.546353125,0.571078777,0.390869853
MDV,NA,SSP2,2026,0.525754715,0.545833549,0.354084578
MDV,NA,SSP3,2026,0.522256039,0.542710559,0.33464363
MDV,NA,SSP4,2026,0.528677825,0.545195096,0.358121417
MDV,NA,SSP5,2026,0.54282639,0.571288784,0.378840137
MEX,NA,SSP1,2026,0.574046414,0.629114696,0.435817645
MEX,NA,SSP2,2026,0.555169891,0.608013374,0.403348978
MEX,NA,SSP3,2026,0.543070727,0.594255907,0.377624303
MEX,NA,SSP4,2026,0.555734989,0.605201705,0.404429652
MEX,NA,SSP5,2026,0.568045059,0.626403156,0.422591805
MKD,NA,SSP1,2026,0.579033151,0.5811393,0.458015586
MKD,NA,SSP2,2026,0.566863849,0.560803483,0.440120344
MKD,NA,SSP3,2026,0.556557451,0.549661096,0.424332813
MKD,NA,SSP4,2026,0.564912585,0.558235616,0.438307411
MKD,NA,SSP5,2026,0.575858786,0.57844054,0.452192837
MLI,NA,SSP1,2026,0.506081326,0.419651338,0.353878831
MLI,NA,SSP2,2026,0.482903095,0.385386727,0.320206863
MLI,NA,SSP3,2026,0.461898694,0.356993993,0.289825587
MLI,NA,SSP4,2026,0.470907634,0.368280348,0.309674334
MLI,NA,SSP5,2026,0.507263016,0.42144509,0.348791898
MLT,NA,SSP1,2026,0.839176077,0.815770793,0.686721532
MLT,NA,SSP2,2026,0.836157172,0.80684683,0.682776531
MLT,NA,SSP3,2026,0.82359198,0.784041856,0.671046764
MLT,NA,SSP4,2026,0.834819347,0.802465998,0.681319622
MLT,NA,SSP5,2026,0.840289434,0.817169324,0.68781081
MNG,NA,SSP1,2026,0.589636519,0.524314641,0.430513783
MNG,NA,SSP2,2026,0.573758169,0.488405468,0.397929857
MNG,NA,SSP3,2026,0.561661285,0.466897195,0.369863309
MNG,NA,SSP4,2026,0.576389815,0.489507916,0.401843771
MNG,NA,SSP5,2026,0.586366262,0.518894638,0.418178604
MOZ,NA,SSP1,2026,0.515232041,0.469915853,0.371940215
MOZ,NA,SSP2,2026,0.49675716,0.449703944,0.348314918
MOZ,NA,SSP3,2026,0.462744798,0.411743891,0.305789845
MOZ,NA,SSP4,2026,0.47162746,0.418980666,0.32066446
MOZ,NA,SSP5,2026,0.515865988,0.472631233,0.369519879
MRT,NA,SSP1,2026,0.4137237,0.388944705,0.333947019
MRT,NA,SSP2,2026,0.3877086,0.356826924,0.297230658
MRT,NA,SSP3,2026,0.3632733,0.328977954,0.261258902
MRT,NA,SSP4,2026,0.3818691,0.346108168,0.291457807
MRT,NA,SSP5,2026,0.4043858,0.381365506,0.318678867
MUS,NA,SSP1,2026,0.7318114,0.701018736,0.555695885
MUS,NA,SSP2,2026,0.7217629,0.680919279,0.544433029
MUS,NA,SSP3,2026,0.7217244,0.679090458,0.54396446
MUS,NA,SSP4,2026,0.7196869,0.677339279,0.543202165
MUS,NA,SSP5,2026,0.7330055,0.702685128,0.556727147
MWI,NA,SSP1,2026,0.5279959,0.475458728,0.379706488
MWI,NA,SSP2,2026,0.5181383,0.462515397,0.366559242
MWI,NA,SSP3,2026,0.4984211,0.440183072,0.341714431
MWI,NA,SSP4,2026,0.5032652,0.44539125,0.350725244
MWI,NA,SSP5,2026,0.5300361,0.47833703,0.379435877
MYS,NA,SSP1,2026,0.6616799,0.801546141,0.547912829
MYS,NA,SSP2,2026,0.6531763,0.786960006,0.537461261
MYS,NA,SSP3,2026,0.6415332,0.76113631,0.522888595
MYS,NA,SSP4,2026,0.6475594,0.774776663,0.531445252
MYS,NA,SSP5,2026,0.6610326,0.803398052,0.546708749
NAM,NA,SSP1,2026,0.641347,0.600236657,0.544871635
NAM,NA,SSP2,2026,0.6284829,0.575109396,0.533152605
NAM,NA,SSP3,2026,0.6305323,0.568973438,0.539520237
NAM,NA,SSP4,2026,0.635399,0.577497982,0.542732824
NAM,NA,SSP5,2026,0.6414405,0.599940424,0.546207193
NER,NA,SSP1,2026,0.4491736,0.403036804,0.316284119
NER,NA,SSP2,2026,0.4231763,0.372959335,0.282142926
NER,NA,SSP3,2026,0.3971884,0.344489147,0.247720103
NER,NA,SSP4,2026,0.4070107,0.350592175,0.26754909
NER,NA,SSP5,2026,0.4470321,0.403835225,0.309001988
NGA,NA,SSP1,2026,0.4155536,0.436332268,0.305532207
NGA,NA,SSP2,2026,0.3897342,0.408093099,0.267773093
NGA,NA,SSP3,2026,0.3377004,0.351018671,0.198833479
NGA,NA,SSP4,2026,0.3582647,0.367598053,0.232563719
NGA,NA,SSP5,2026,0.4078079,0.432316415,0.291264862
NIC,NA,SSP1,2026,0.5001673,0.448427311,0.375717744
NIC,NA,SSP2,2026,0.4685667,0.401198027,0.327279481
NIC,NA,SSP3,2026,0.4497404,0.371269842,0.292801046
NIC,NA,SSP4,2026,0.4653554,0.392166498,0.324932059
NIC,NA,SSP5,2026,0.493231,0.440688718,0.360081409
NLD,NA,SSP1,2026,0.9464109,0.959820879,0.958436668
NLD,NA,SSP2,2026,0.9448957,0.950015897,0.955872003
NLD,NA,SSP3,2026,0.9345055,0.932388084,0.944257941
NLD,NA,SSP4,2026,0.9351504,0.929160603,0.94347105
NLD,NA,SSP5,2026,0.9465729,0.95958768,0.958480533
NOR,NA,SSP1,2026,0.9444881,0.962131796,0.961535992
NOR,NA,SSP2,2026,0.9429795,0.957456911,0.959503447
