countrycode,country,scenario,year,governance,gov.eff,corr.cont
GUY,NA,SSP4,2096,0.635038404,0.669246039,0.533884252
GUY,NA,SSP5,2096,0.732040676,0.855233128,0.637472644
HKG,NA,SSP1,2096,0.97038998,1,0.997922145
HKG,NA,SSP2,2096,0.958627275,1,0.983736822
HKG,NA,SSP3,2096,0.917384331,0.983729111,0.929187781
HKG,NA,SSP4,2096,0.942059937,1,0.966113314
HKG,NA,SSP5,2096,0.985517625,1,1
HND,NA,SSP1,2096,0.7162034,0.814896457,0.628669092
HND,NA,SSP2,2096,0.612113094,0.653681726,0.512697998
HND,NA,SSP3,2096,0.467104723,0.445311503,0.297382424
HND,NA,SSP4,2096,0.576118492,0.557051543,0.479500387
HND,NA,SSP5,2096,0.712082565,0.822708722,0.623844569
HRV,NA,SSP1,2096,0.796516195,0.921068195,0.679950026
HRV,NA,SSP2,2096,0.752672144,0.82467149,0.623387768
HRV,NA,SSP3,2096,0.719305425,0.745653256,0.562475659
HRV,NA,SSP4,2096,0.736838961,0.797982489,0.608752855
HRV,NA,SSP5,2096,0.811696728,0.945722747,0.691279051
HTI,NA,SSP1,2096,0.681949515,0.760011469,0.60153205
HTI,NA,SSP2,2096,0.578612522,0.598136036,0.497695144
HTI,NA,SSP3,2096,0.349226298,0.29039467,0.204537711
HTI,NA,SSP4,2096,0.487042462,0.454000217,0.400774756
HTI,NA,SSP5,2096,0.672286335,0.758861906,0.595724706
HUN,NA,SSP1,2096,0.850651867,0.92858415,0.700375512
HUN,NA,SSP2,2096,0.819179552,0.845213037,0.661098807
HUN,NA,SSP3,2096,0.800906391,0.778665664,0.637853682
HUN,NA,SSP4,2096,0.799839266,0.773825008,0.63494954
HUN,NA,SSP5,2096,0.865692775,0.943336631,0.711388054
IDN,NA,SSP1,2096,0.753877236,0.884616257,0.658529228
IDN,NA,SSP2,2096,0.677080827,0.783861624,0.575031819
IDN,NA,SSP3,2096,0.555839478,0.620442631,0.394437032
IDN,NA,SSP4,2096,0.637202608,0.709124001,0.534965341
IDN,NA,SSP5,2096,0.75102021,0.899400466,0.656164781
IND,NA,SSP1,2096,0.774013325,0.928072206,0.654270815
IND,NA,SSP2,2096,0.732202311,0.834955445,0.603147321
IND,NA,SSP3,2096,0.587058873,0.622990597,0.429896145
IND,NA,SSP4,2096,0.612536489,0.664530313,0.47085549
IND,NA,SSP5,2096,0.794555235,0.96069546,0.671217875
IRL,NA,SSP1,2096,0.956850027,1,0.90341943
IRL,NA,SSP2,2096,0.94701033,1,0.892816221
IRL,NA,SSP3,2096,0.929483644,0.952895685,0.872289057
IRL,NA,SSP4,2096,0.930395597,0.936448371,0.866326767
IRL,NA,SSP5,2096,0.965301111,1,0.907677857
IRN,NA,SSP1,2096,0.720097477,0.879607501,0.661241845
IRN,NA,SSP2,2096,0.621027488,0.773120534,0.594070259
IRN,NA,SSP3,2096,0.435915723,0.528510337,0.411188544
IRN,NA,SSP4,2096,0.567454201,0.672630573,0.535789176
IRN,NA,SSP5,2096,0.705137126,0.886897624,0.664062085
IRQ,NA,SSP1,2096,0.713416322,0.875498534,0.664594465
IRQ,NA,SSP2,2096,0.593982434,0.729295869,0.567455932
IRQ,NA,SSP3,2096,0.285636453,0.318738152,0.201218299
IRQ,NA,SSP4,2096,0.449670135,0.478787091,0.402175815
IRQ,NA,SSP5,2096,0.684775356,0.860324,0.651816696
ISL,NA,SSP1,2096,1,1,1
ISL,NA,SSP2,2096,1,1,1
ISL,NA,SSP3,2096,1,1,1
ISL,NA,SSP4,2096,1,1,1
ISL,NA,SSP5,2096,1,1,1
ISR,NA,SSP1,2096,0.779327231,0.906856403,0.686021513
ISR,NA,SSP2,2096,0.73536431,0.835947594,0.651445565
ISR,NA,SSP3,2096,0.75528237,0.864292625,0.697927701
ISR,NA,SSP4,2096,0.740091238,0.799782701,0.657061031
ISR,NA,SSP5,2096,0.782944425,0.914395742,0.693484481
ITA,NA,SSP1,2096,0.829620338,0.944274664,0.70396075
ITA,NA,SSP2,2096,0.801830744,0.863734808,0.663034877
ITA,NA,SSP3,2096,0.765809091,0.732692936,0.598443881
ITA,NA,SSP4,2096,0.791619214,0.788047724,0.644570039
ITA,NA,SSP5,2096,0.832573472,0.937341979,0.702028944
JAM,NA,SSP1,2096,0.7758961,0.909687581,0.679889123
JAM,NA,SSP2,2096,0.70187816,0.788995537,0.595044394
JAM,NA,SSP3,2096,0.630440062,0.65184749,0.46749001
JAM,NA,SSP4,2096,0.691051855,0.758492991,0.586511538
JAM,NA,SSP5,2096,0.77650785,0.918809664,0.679377578
JOR,NA,SSP1,2096,0.776352042,0.93330043,0.685216155
JOR,NA,SSP2,2096,0.728610069,0.85707395,0.651049135
JOR,NA,SSP3,2096,0.637388885,0.675770237,0.575785963
JOR,NA,SSP4,2096,0.694924786,0.77242653,0.612162537
JOR,NA,SSP5,2096,0.79114321,0.961495465,0.7058984
JPN,NA,SSP1,2096,0.917044008,1,0.886492181
JPN,NA,SSP2,2096,0.908652651,1,0.878028901
JPN,NA,SSP3,2096,0.889366562,0.966058815,0.853499155
JPN,NA,SSP4,2096,0.884452666,0.938594936,0.842510453
JPN,NA,SSP5,2096,0.928673062,1,0.89458976
KAZ,NA,SSP1,2096,0.745905764,0.900602823,0.672211446
KAZ,NA,SSP2,2096,0.648900594,0.764816201,0.566561672
KAZ,NA,SSP3,2096,0.515965198,0.570910077,0.335650487
KAZ,NA,SSP4,2096,0.630931408,0.733625805,0.548963015
KAZ,NA,SSP5,2096,0.729934839,0.893055874,0.657261319
KEN,NA,SSP1,2096,0.71001281,0.808583185,0.605647012
KEN,NA,SSP2,2096,0.634686235,0.688030241,0.515126578
KEN,NA,SSP3,2096,0.46409372,0.48957917,0.281215909
KEN,NA,SSP4,2096,0.566074012,0.581729452,0.443218785
KEN,NA,SSP5,2096,0.719312322,0.839526298,0.610398163
KGZ,NA,SSP1,2096,0.740951316,0.870323405,0.654209403
KGZ,NA,SSP2,2096,0.640783507,0.719927377,0.538798131
KGZ,NA,SSP3,2096,0.52433796,0.587475806,0.333298387
KGZ,NA,SSP4,2096,0.625484202,0.696466225,0.52495135
KGZ,NA,SSP5,2096,0.729683947,0.874624317,0.64258227
KHM,NA,SSP1,2096,0.713478431,0.793845749,0.607755357
KHM,NA,SSP2,2096,0.630263858,0.662650902,0.513340509
KHM,NA,SSP3,2096,0.497577008,0.507101564,0.317292573
KHM,NA,SSP4,2096,0.568556281,0.565830121,0.449894395
KHM,NA,SSP5,2096,0.712104005,0.804707756,0.604049061
KOR,NA,SSP1,2096,0.855193275,1,0.733571064
KOR,NA,SSP2,2096,0.843362794,1,0.722105933
KOR,NA,SSP3,2096,0.833277294,0.960302221,0.708818011
KOR,NA,SSP4,2096,0.821255583,0.92093294,0.690954883
KOR,NA,SSP5,2096,0.870540933,1,0.744623667
KWT,NA,SSP1,2096,0.777966188,0.897529554,0.698709954
KWT,NA,SSP2,2096,0.694151542,0.748533403,0.632183679
KWT,NA,SSP3,2096,0.598152023,0.564057482,0.544763597
KWT,NA,SSP4,2096,0.674920425,0.709405718,0.613837382
KWT,NA,SSP5,2096,0.768485615,0.886961067,0.701971912
LAO,NA,SSP1,2096,0.693400331,0.784146308,0.601469546
LAO,NA,SSP2,2096,0.595265895,0.632227693,0.502320797
LAO,NA,SSP3,2096,0.401315925,0.425091759,0.269763035
LAO,NA,SSP4,2096,0.509069954,0.514988961,0.410670556
LAO,NA,SSP5,2096,0.695869683,0.807601248,0.60690576
LBN,NA,SSP1,2096,0.755418898,0.928494511,0.681795876
LBN,NA,SSP2,2096,0.669782261,0.827221974,0.597611387
LBN,NA,SSP3,2096,0.536159419,0.611257627,0.394320172
LBN,NA,SSP4,2096,0.656515751,0.775338343,0.585646365
LBN,NA,SSP5,2096,0.743011208,0.930094586,0.673359908
LBR,NA,SSP1,2096,0.682215022,0.729418951,0.582462713
LBR,NA,SSP2,2096,0.589323927,0.575182551,0.498727222
LBR,NA,SSP3,2096,0.40788804,0.356388069,0.319266403
LBR,NA,SSP4,2096,0.49934318,0.449898741,0.408452682
LBR,NA,SSP5,2096,0.68822231,0.748083023,0.594300908
LBY,NA,SSP1,2096,0.673992007,0.795346338,0.635812697
LBY,NA,SSP2,2096,0.522552155,0.596030245,0.501122569
LBY,NA,SSP3,2096,0.263066129,0.261123847,0.156128225
LBY,NA,SSP4,2096,0.476823565,0.503948296,0.453602863
LBY,NA,SSP5,2096,0.631739365,0.761345109,0.60968687
LCA,NA,SSP1,2096,0.808843081,0.917169366,0.736432392
LCA,NA,SSP2,2096,0.771901348,0.806459106,0.692169943
LCA,NA,SSP3,2096,0.753193738,0.674923468,0.673186444
LCA,NA,SSP4,2096,0.761499331,0.75318441,0.686165412
LCA,NA,SSP5,2096,0.828381178,0.93256796,0.753488168
LKA,NA,SSP1,2096,0.72237096,0.834996184,0.630730105
LKA,NA,SSP2,2096,0.643163124,0.709365981,0.552770107
LKA,NA,SSP3,2096,0.49970719,0.516561454,0.385791977
LKA,NA,SSP4,2096,0.592451098,0.614183838,0.502040992
LKA,NA,SSP5,2096,0.726840122,0.856535628,0.638441589
LSO,NA,SSP1,2096,0.72021588,0.80131928,0.625951005
LSO,NA,SSP2,2096,0.629095379,0.645611608,0.541697924
LSO,NA,SSP3,2096,0.559584698,0.511753153,0.496793661
LSO,NA,SSP4,2096,0.64021026,0.605323448,0.565930688
LSO,NA,SSP5,2096,0.728567187,0.820617186,0.640021376
LTU,NA,SSP1,2096,0.820561526,0.971152352,0.706969202
LTU,NA,SSP2,2096,0.792713587,0.888384826,0.662417482
LTU,NA,SSP3,2096,0.780231305,0.766958974,0.602446665
LTU,NA,SSP4,2096,0.777777228,0.860371464,0.648306698
LTU,NA,SSP5,2096,0.83756265,0.984385132,0.71602328
LUX,NA,SSP1,2096,1,1,1
LUX,NA,SSP2,2096,1,1,1
LUX,NA,SSP3,2096,1,1,0.989886828
LUX,NA,SSP4,2096,1,0.999069263,0.98729566
LUX,NA,SSP5,2096,1,1,1
LVA,NA,SSP1,2096,0.812254799,0.95846985,0.69763008
LVA,NA,SSP2,2096,0.77851904,0.871391229,0.64593538
LVA,NA,SSP3,2096,0.75209754,0.747273284,0.567975887
LVA,NA,SSP4,2096,0.762623741,0.841735521,0.630772613
LVA,NA,SSP5,2096,0.828370646,0.975350896,0.706011679
MAR,NA,SSP1,2096,0.742312336,0.857949635,0.635243781
MAR,NA,SSP2,2096,0.691875756,0.776911695,0.588165305
MAR,NA,SSP3,2096,0.519298183,0.536829562,0.411843713
MAR,NA,SSP4,2096,0.571544618,0.588680446,0.456863081
MAR,NA,SSP5,2096,0.758712955,0.892194109,0.653375864
MDA,NA,SSP1,2096,0.763565178,0.871350979,0.661039039
MDA,NA,SSP2,2096,0.689280332,0.729369409,0.569513812
MDA,NA,SSP3,2096,0.617819819,0.60756521,0.430749815
MDA,NA,SSP4,2096,0.673161206,0.702157197,0.554734132
MDA,NA,SSP5,2096,0.763599081,0.875556063,0.65768619
MDG,NA,SSP1,2096,0.702728829,0.744091147,0.596714196
MDG,NA,SSP2,2096,0.600188897,0.568286273,0.49365821
MDG,NA,SSP3,2096,0.491857894,0.420663618,0.385801437
MDG,NA,SSP4,2096,0.558264213,0.499419596,0.453649562
MDG,NA,SSP5,2096,0.718861925,0.771239071,0.613628103
MDV,NA,SSP1,2096,0.720607091,0.815761305,0.613106673
MDV,NA,SSP2,2096,0.654719063,0.720700589,0.534171024
MDV,NA,SSP3,2096,0.559277634,0.587607522,0.380059602
MDV,NA,SSP4,2096,0.635353815,0.669529442,0.518355361
MDV,NA,SSP5,2096,0.732038121,0.846403499,0.619742459
MEX,NA,SSP1,2096,0.768690907,0.914415309,0.670405092
MEX,NA,SSP2,2096,0.70388934,0.825545274,0.598805482
MEX,NA,SSP3,2096,0.608359639,0.680241374,0.44960135
MEX,NA,SSP4,2096,0.677997006,0.767190382,0.573398059
MEX,NA,SSP5,2096,0.768228197,0.927551406,0.669121622
MKD,NA,SSP1,2096,0.771484695,0.878732926,0.665104674
MKD,NA,SSP2,2096,0.712163437,0.765035598,0.60265543
MKD,NA,SSP3,2096,0.642637202,0.658811653,0.514585823
MKD,NA,SSP4,2096,0.685624769,0.726113542,0.576072951
MKD,NA,SSP5,2096,0.778565057,0.894095679,0.67365625
MLI,NA,SSP1,2096,0.709335422,0.745934688,0.590246362
MLI,NA,SSP2,2096,0.629283184,0.589901802,0.496517318
MLI,NA,SSP3,2096,0.488416285,0.396982277,0.318767663
MLI,NA,SSP4,2096,0.544665391,0.473250246,0.412300024
MLI,NA,SSP5,2096,0.72544965,0.76900306,0.601141073
MLT,NA,SSP1,2096,0.960695893,1,0.823127682
MLT,NA,SSP2,2096,0.946404085,1,0.805741304
MLT,NA,SSP3,2096,0.908016312,0.900776469,0.758598995
MLT,NA,SSP4,2096,0.933473437,0.997987261,0.792397026
MLT,NA,SSP5,2096,0.972060906,1,0.832943023
MNG,NA,SSP1,2096,0.737190149,0.817385,0.631579744
MNG,NA,SSP2,2096,0.661498913,0.65804002,0.535442936
MNG,NA,SSP3,2096,0.585082826,0.499944119,0.400114989
MNG,NA,SSP4,2096,0.657901489,0.640114283,0.535371833
MNG,NA,SSP5,2096,0.750268037,0.83342251,0.638204895
MOZ,NA,SSP1,2096,0.715257585,0.764708641,0.590655903
MOZ,NA,SSP2,2096,0.648143641,0.642588793,0.513540402
MOZ,NA,SSP3,2096,0.481362433,0.438176485,0.32316286
MOZ,NA,SSP4,2096,0.528296732,0.488470291,0.387375046
MOZ,NA,SSP5,2096,0.738517,0.802123212,0.608960637
MRT,NA,SSP1,2096,0.6928839,0.793202271,0.617305267
MRT,NA,SSP2,2096,0.5904225,0.639973409,0.523583383
MRT,NA,SSP3,2096,0.4022512,0.38283939,0.304069376
MRT,NA,SSP4,2096,0.5339226,0.528148658,0.465423338
MRT,NA,SSP5,2096,0.6855004,0.798550118,0.617479032
MUS,NA,SSP1,2096,0.8497674,0.919312809,0.67786264
MUS,NA,SSP2,2096,0.802191,0.810315183,0.621583389
MUS,NA,SSP3,2096,0.7758367,0.747907351,0.598107858
MUS,NA,SSP4,2096,0.7715967,0.745807336,0.596045348
MUS,NA,SSP5,2096,0.8693303,0.94661372,0.694758059
MWI,NA,SSP1,2096,0.7265168,0.792744324,0.596142483
MWI,NA,SSP2,2096,0.6690631,0.673469083,0.527715757
MWI,NA,SSP3,2096,0.553887,0.51147315,0.396614086
MWI,NA,SSP4,2096,0.5909,0.566968207,0.446236367
MWI,NA,SSP5,2096,0.7540138,0.831117604,0.61749031
MYS,NA,SSP1,2096,0.7960376,1,0.690108513
MYS,NA,SSP2,2096,0.7616973,0.991203026,0.656872291
MYS,NA,SSP3,2096,0.6996602,0.842637358,0.582925417
MYS,NA,SSP4,2096,0.7369848,0.936822707,0.630567797
MYS,NA,SSP5,2096,0.8133803,1,0.706971069
NAM,NA,SSP1,2096,0.7660792,0.853703315,0.656819033
NAM,NA,SSP2,2096,0.7151987,0.735708128,0.604477625
NAM,NA,SSP3,2096,0.6727923,0.62694276,0.577944907
NAM,NA,SSP4,2096,0.7104836,0.697259429,0.604825568
NAM,NA,SSP5,2096,0.7875727,0.882676227,0.678836673
NER,NA,SSP1,2096,0.6875438,0.731399193,0.576753292
NER,NA,SSP2,2096,0.5944048,0.581144986,0.477277431
NER,NA,SSP3,2096,0.4273292,0.38663981,0.27894099
NER,NA,SSP4,2096,0.5056787,0.460499042,0.385710681
NER,NA,SSP5,2096,0.703775,0.764618171,0.590100676
NGA,NA,SSP1,2096,0.7124768,0.842148886,0.631311375
NGA,NA,SSP2,2096,0.631943,0.737194879,0.554967783
NGA,NA,SSP3,2096,0.3805361,0.408749698,0.247836208
NGA,NA,SSP4,2096,0.4999217,0.536989992,0.405730557
NGA,NA,SSP5,2096,0.7119979,0.860511673,0.634754248
NIC,NA,SSP1,2096,0.7216485,0.816183752,0.632309739
NIC,NA,SSP2,2096,0.6327779,0.670135438,0.535921582
NIC,NA,SSP3,2096,0.500299,0.440121704,0.351307902
NIC,NA,SSP4,2096,0.6002231,0.57617016,0.506978229
NIC,NA,SSP5,2096,0.7213402,0.821628343,0.631906173
NLD,NA,SSP1,2096,1,1,1
NLD,NA,SSP2,2096,1,1,1
NLD,NA,SSP3,2096,0.9849776,1,0.993708515
NLD,NA,SSP4,2096,0.9851445,0.995924388,0.991017787
NLD,NA,SSP5,2096,1,1,1
NOR,NA,SSP1,2096,1,1,1
NOR,NA,SSP2,2096,0.9923643,1,1
NOR,NA,SSP3,2096,0.9895831,1,1
NOR,NA,SSP4,2096,0.9909088,1,1
NOR,NA,SSP5,2096,1,1,1
NPL,NA,SSP1,2096,0.6985926,0.787524892,0.594400469
NPL,NA,SSP2,2096,0.637331,0.682184488,0.540691421
NPL,NA,SSP3,2096,0.4077051,0.394455979,0.304436654
NPL,NA,SSP4,2096,0.4991748,0.491914681,0.389896302
NPL,NA,SSP5,2096,0.7130248,0.819890649,0.612167098
NZL,NA,SSP1,2096,1,1,1
NZL,NA,SSP2,2096,1,1,1
NZL,NA,SSP3,2096,0.9796895,0.966618802,1
NZL,NA,SSP4,2096,0.9746587,0.94534736,1
NZL,NA,SSP5,2096,1,1,1
OMN,NA,SSP1,2096,0.7739615,0.917377557,0.685025886
OMN,NA,SSP2,2096,0.7093277,0.805204111,0.632315476
OMN,NA,SSP3,2096,0.5847122,0.58820229,0.506246922
OMN,NA,SSP4,2096,0.659031,0.70289281,0.579756067
OMN,NA,SSP5,2096,0.7755525,0.92637513,0.694403032
PAK,NA,SSP1,2096,0.7033962,0.819951546,0.613779348
PAK,NA,SSP2,2096,0.6135776,0.698409628,0.528127454
PAK,NA,SSP3,2096,0.3679782,0.433774072,0.250866476
PAK,NA,SSP4,2096,0.4657973,0.495454425,0.366036591
PAK,NA,SSP5,2096,0.7047027,0.847320962,0.620416203
PAN,NA,SSP1,2096,0.77588,0.912778535,0.6743628
PAN,NA,SSP2,2096,0.7140563,0.810078015,0.5962013
PAN,NA,SSP3,2096,0.6377718,0.645833074,0.4486842
PAN,NA,SSP4,2096,0.6919351,0.747768226,0.5745259
PAN,NA,SSP5,2096,0.7833238,0.927965202,0.6760276
PER,NA,SSP1,2096,0.7570038,0.895177226,0.6678633
PER,NA,SSP2,2096,0.6916336,0.786057571,0.6060041
PER,NA,SSP3,2096,0.5666883,0.571256472,0.45205
PER,NA,SSP4,2096,0.6478796,0.705732213,0.5575228
PER,NA,SSP5,2096,0.7632923,0.909914798,0.6771005
PHL,NA,SSP1,2096,0.7386547,0.903882521,0.6555099
PHL,NA,SSP2,2096,0.6676876,0.815990631,0.5783729
PHL,NA,SSP3,2096,0.5381322,0.610982443,0.3861271
PHL,NA,SSP4,2096,0.6385898,0.714529844,0.5459617
PHL,NA,SSP5,2096,0.7392116,0.922033247,0.6549659
PNG,NA,SSP1,2096,0.7229256,0.831998215,0.6330472
PNG,NA,SSP2,2096,0.6329628,0.686173771,0.5283192
PNG,NA,SSP3,2096,0.4862861,0.477876713,0.2923518
PNG,NA,SSP4,2096,0.5921022,0.605596384,0.4863415
PNG,NA,SSP5,2096,0.7191716,0.83750371,0.6263901
POL,NA,SSP1,2096,0.8191537,0.929867525,0.6928376
POL,NA,SSP2,2096,0.7918812,0.847487447,0.6575024
POL,NA,SSP3,2096,0.7875216,0.768080331,0.6432984
POL,NA,SSP4,2096,0.7813377,0.778499833,0.6404412
POL,NA,SSP5,2096,0.8342805,0.93687803,0.7028941
PRI,NA,SSP1,2096,0.8241261,0.979672457,0.7176482
PRI,NA,SSP2,2096,0.7953315,0.903421883,0.6894227
PRI,NA,SSP3,2096,0.7617737,0.748860554,0.6490921
PRI,NA,SSP4,2096,0.7808803,0.863522175,0.6761149
PRI,NA,SSP5,2096,0.8360626,0.988725169,0.7297832
PRT,NA,SSP1,2096,0.9224602,1,0.8457026
PRT,NA,SSP2,2096,0.8960966,0.952807458,0.8127349
PRT,NA,SSP3,2096,0.8911283,0.881487043,0.8083376
PRT,NA,SSP4,2096,0.9003036,0.890350894,0.8123939
PRT,NA,SSP5,2096,0.9298912,1,0.8500407
PRY,NA,SSP1,2096,0.7167291,0.828465356,0.6367652
PRY,NA,SSP2,2096,0.6158496,0.672362131,0.5220128
PRY,NA,SSP3,2096,0.4496683,0.407788232,0.2603905
PRY,NA,SSP4,2096,0.5697078,0.563409956,0.4733236
PRY,NA,SSP5,2096,0.7090649,0.827618454,0.6273928
ROU,NA,SSP1,2096,0.781693,0.876107281,0.6686069
ROU,NA,SSP2,2096,0.7246059,0.735175125,0.5942206
ROU,NA,SSP3,2096,0.6638869,0.600159932,0.4852089
ROU,NA,SSP4,2096,0.6996119,0.695422887,0.5695331
ROU,NA,SSP5,2096,0.7916076,0.883520689,0.6739685
RUS,NA,SSP1,2096,0.728477,0.870030563,0.6583455
RUS,NA,SSP2,2096,0.6165739,0.713050226,0.5416537
RUS,NA,SSP3,2096,0.4669544,0.52624313,0.3036171
RUS,NA,SSP4,2096,0.6000724,0.685894229,0.5260585
RUS,NA,SSP5,2096,0.7084632,0.863426848,0.6428501
RWA,NA,SSP1,2096,0.6906131,0.757531001,0.6128745
RWA,NA,SSP2,2096,0.5904184,0.618174097,0.5395848
RWA,NA,SSP3,2096,0.4376705,0.465643584,0.4462855
RWA,NA,SSP4,2096,0.5242326,0.516996306,0.4754543
RWA,NA,SSP5,2096,0.7004542,0.792482125,0.6355636
SAU,NA,SSP1,2096,0.7695218,0.944180265,0.6966538
SAU,NA,SSP2,2096,0.7061066,0.861917993,0.6593814
SAU,NA,SSP3,2096,0.5723724,0.634573688,0.5406906
SAU,NA,SSP4,2096,0.653962,0.752653471,0.5969741
SAU,NA,SSP5,2096,0.7628574,0.947785235,0.703887
SDN,NA,SSP1,2096,0.671518,0.793147765,0.6156095
SDN,NA,SSP2,2096,0.5423379,0.635848128,0.5076649
SDN,NA,SSP3,2096,0.2802018,0.337032088,0.2188978
SDN,NA,SSP4,2096,0.4460694,0.466230079,0.4051955
SDN,NA,SSP5,2096,0.6505791,0.795690864,0.6101845
SEN,NA,SSP1,2096,0.7283527,0.803706817,0.6126557
SEN,NA,SSP2,2096,0.6555338,0.662112824,0.5359327
SEN,NA,SSP3,2096,0.5121325,0.465224214,0.3918921
SEN,NA,SSP4,2096,0.5579803,0.514785012,0.4338663
SEN,NA,SSP5,2096,0.7481034,0.835705699,0.6310767
SGP,NA,SSP1,2096,1,1,1
SGP,NA,SSP2,2096,0.9935174,1,1
SGP,NA,SSP3,2096,0.970269,1,1
SGP,NA,SSP4,2096,0.9778093,1,1
SGP,NA,SSP5,2096,1,1,1
SLB,NA,SSP1,2096,0.7331959,0.818427889,0.6418755
SLB,NA,SSP2,2096,0.6568688,0.663254058,0.5699363
SLB,NA,SSP3,2096,0.5298276,0.435094231,0.4260623
SLB,NA,SSP4,2096,0.6075249,0.57083774,0.520632
SLB,NA,SSP5,2096,0.7368502,0.8197987,0.6499143
SLE,NA,SSP1,2096,0.6998014,0.760428547,0.5960418
SLE,NA,SSP2,2096,0.6157394,0.603178332,0.5120156
SLE,NA,SSP3,2096,0.4072291,0.322821256,0.281257
SLE,NA,SSP4,2096,0.4912641,0.430658632,0.3793552
SLE,NA,SSP5,2096,0.7113821,0.780594702,0.6086297
SLV,NA,SSP1,2096,0.7483841,0.862111334,0.6473303
SLV,NA,SSP2,2096,0.6834021,0.749893873,0.5737921
SLV,NA,SSP3,2096,0.571595,0.551940508,0.4131945
SLV,NA,SSP4,2096,0.6406039,0.658114899,0.5295491
SLV,NA,SSP5,2096,0.7533251,0.872947054,0.649869
SOM,NA,SSP1,2096,0.6302896,0.71323877,0.5743821
SOM,NA,SSP2,2096,0.4913752,0.531266226,0.4717013
SOM,NA,SSP3,2096,0.1392454,0.144945513,0.1184764
SOM,NA,SSP4,2096,0.3290714,0.317261017,0.2942215
SOM,NA,SSP5,2096,0.6124724,0.718018468,0.5762207
SRB,NA,SSP1,2096,0.7713539,0.892086298,0.6724257
SRB,NA,SSP2,2096,0.702686,0.766184887,0.5989242
SRB,NA,SSP3,2096,0.6225809,0.635529638,0.4851857
SRB,NA,SSP4,2096,0.6827576,0.732874869,0.5796019
SRB,NA,SSP5,2096,0.7741265,0.903289056,0.6767233
SSD,NA,SSP1,2096,0.671518,0.793147765,0.6156095
SSD,NA,SSP2,2096,0.5423379,0.635848128,0.5076649
SSD,NA,SSP3,2096,0.2802018,0.337032088,0.2188978
SSD,NA,SSP4,2096,0.4460694,0.466230079,0.4051955
SSD,NA,SSP5,2096,0.6505791,0.795690864,0.6101845
STP,NA,SSP1,2096,0.7283128,0.755696109,0.6131257
STP,NA,SSP2,2096,0.6508121,0.608476918,0.5383785
STP,NA,SSP3,2096,0.5874028,0.490585219,0.496335
STP,NA,SSP4,2096,0.6336641,0.56835091,0.5269417
STP,NA,SSP5,2096,0.7456352,0.777088475,0.6321299
SUR,NA,SSP1,2096,0.7660838,0.854227746,0.6646673
SUR,NA,SSP2,2096,0.688811,0.706542733,0.589133
SUR,NA,SSP3,2096,0.6266834,0.594815661,0.5269513
SUR,NA,SSP4,2096,0.6691003,0.665509894,0.5732859
SUR,NA,SSP5,2096,0.7696974,0.86232455,0.6733096
SVK,NA,SSP1,2096,0.8115003,0.908670377,0.6706277
SVK,NA,SSP2,2096,0.7806457,0.827592908,0.6218188
SVK,NA,SSP3,2096,0.7557346,0.756380527,0.5607975
SVK,NA,SSP4,2096,0.7571763,0.752491346,0.5904174
SVK,NA,SSP5,2096,0.8287597,0.928136658,0.6793842
SVN,NA,SSP1,2096,0.8524577,0.929485861,0.7666432
SVN,NA,SSP2,2096,0.8243947,0.859009669,0.7326215
SVN,NA,SSP3,2096,0.8157196,0.799493946,0.7205321
SVN,NA,SSP4,2096,0.8118692,0.787448707,0.7132161
SVN,NA,SSP5,2096,0.8678177,0.94453475,0.7775797
SWE,NA,SSP1,2096,1,1,1
SWE,NA,SSP2,2096,0.999255,1,1
SWE,NA,SSP3,2096,0.9781439,1,1
SWE,NA,SSP4,2096,0.9918819,1,1
SWE,NA,SSP5,2096,1,1,1
SWZ,NA,SSP1,2096,0.721238,0.836278966,0.6456548
SWZ,NA,SSP2,2096,0.6353354,0.703137394,0.5801295
SWZ,NA,SSP3,2096,0.4668036,0.450219535,0.4243613
SWZ,NA,SSP4,2096,0.5804986,0.582113499,0.5215089
SWZ,NA,SSP5,2096,0.7202158,0.847144558,0.657075
SYR,NA,SSP1,2096,0.705525,0.833948489,0.6395308
SYR,NA,SSP2,2096,0.5946312,0.692107447,0.5401643
SYR,NA,SSP3,2096,0.3774163,0.406130951,0.282307
SYR,NA,SSP4,2096,0.5167477,0.534825536,0.4555287
SYR,NA,SSP5,2096,0.6931011,0.839461495,0.6369405
TCD,NA,SSP1,2096,0.6460069,0.706893122,0.556891
TCD,NA,SSP2,2096,0.5360896,0.547426371,0.4513382
TCD,NA,SSP3,2096,0.2583786,0.251253977,0.1179211
TCD,NA,SSP4,2096,0.3926007,0.367026206,0.2963864
TCD,NA,SSP5,2096,0.6411832,0.721913861,0.5562063
TGO,NA,SSP1,2096,0.6746575,0.747603296,0.5918054
TGO,NA,SSP2,2096,0.5572989,0.556591353,0.476664
TGO,NA,SSP3,2096,0.3798464,0.283305651,0.2520018
TGO,NA,SSP4,2096,0.5006546,0.444565117,0.4183792
TGO,NA,SSP5,2096,0.6776759,0.757923417,0.5963118
THA,NA,SSP1,2096,0.7801412,0.944374214,0.682826
THA,NA,SSP2,2096,0.7190807,0.866068034,0.6167656
THA,NA,SSP3,2096,0.6176385,0.692676361,0.470625
THA,NA,SSP4,2096,0.7040868,0.797695594,0.6044652
THA,NA,SSP5,2096,0.7840241,0.966538491,0.686458
